id,nama,nama_lengkap,nama_lembaga,id_provinsi,nama_provinsi,jumlah_kursi,jumlah_penduduk
1300-06-0103,Sijunjung 3,Sijunjung 3,DPRDII,13,Sumbar,12,
1300-06-0201,Tanah Datar 1,Tanah Datar 1,DPRDII,13,Sumbar,9,
1300-06-0202,Tanah Datar 2,Tanah Datar 2,DPRDII,13,Sumbar,8,
1300-06-0203,Tanah Datar 3,Tanah Datar 3,DPRDII,13,Sumbar,9,
1300-06-0204,Tanah Datar 4,Tanah Datar 4,DPRDII,13,Sumbar,9,
1300-06-0301,Dharmasraya 1,Dharmasraya 1,DPRDII,13,Sumbar,10,
1300-06-0302,Dharmasraya 2,Dharmasraya 2,DPRDII,13,Sumbar,8,
1300-06-0303,Dharmasraya 3,Dharmasraya 3,DPRDII,13,Sumbar,7,
1300-06-0401,Kota Sawahlunto 1,Kota Sawahlunto 1,DPRDII,13,Sumbar,6,
1300-06-0402,Kota Sawahlunto 2,Kota Sawahlunto 2,DPRDII,13,Sumbar,8,
1300-06-0403,Kota Sawahlunto 3,Kota Sawahlunto 3,DPRDII,13,Sumbar,6,
1300-06-0501,Kota Padang Panjang 1,Kota Padang Panjang 1,DPRDII,13,Sumbar,12,
1300-06-0502,Kota Padang Panjang 2,Kota Padang Panjang 2,DPRDII,13,Sumbar,8,
1300-07-0101,Solok 1,Solok 1,DPRDII,13,Sumbar,7,
1300-07-0102,Solok 2,Solok 2,DPRDII,13,Sumbar,11,
1300-07-0103,Solok 3,Solok 3,DPRDII,13,Sumbar,9,
1300-07-0104,Solok 4,Solok 4,DPRDII,13,Sumbar,8,
1300-07-0201,Solok Selatan 1,Solok Selatan 1,DPRDII,13,Sumbar,7,
1300-07-0202,Solok Selatan 2,Solok Selatan 2,DPRDII,13,Sumbar,11,
1300-07-0203,Solok Selatan 3,Solok Selatan 3,DPRDII,13,Sumbar,7,
1300-07-0301,Kota Solok 1,Kota Solok 1,DPRDII,13,Sumbar,11,
1300-07-0302,Kota Solok 2,Kota Solok 2,DPRDII,13,Sumbar,9,
1300-08-0101,Pesisir Selatan 1,Pesisir Selatan 1,DPRDII,13,Sumbar,10,
1300-08-0102,Pesisir Selatan 2,Pesisir Selatan 2,DPRDII,13,Sumbar,8,
1300-08-0103,Pesisir Selatan 3,Pesisir Selatan 3,DPRDII,13,Sumbar,11,
1300-08-0104,Pesisir Selatan 4,Pesisir Selatan 4,DPRDII,13,Sumbar,7,
1300-08-0105,Pesisir Selatan 5,Pesisir Selatan 5,DPRDII,13,Sumbar,9,
1300-08-0201,Kepulauan Mentawai 1,Kepulauan Mentawai 1,DPRDII,13,Sumbar,4,
1300-08-0202,Kepulauan Mentawai 2,Kepulauan Mentawai 2,DPRDII,13,Sumbar,5,
1300-08-0203,Kepulauan Mentawai 3,Kepulauan Mentawai 3,DPRDII,13,Sumbar,5,
1300-08-0204,Kepulauan Mentawai 4,Kepulauan Mentawai 4,DPRDII,13,Sumbar,6,
1400-01-0101,Kota Pekanbaru 1,Kota Pekanbaru 1,DPRDII,14,Riau,9,
1400-01-0102,Kota Pekanbaru 2,Kota Pekanbaru 2,DPRDII,14,Riau,6,
1400-01-0103,Kota Pekanbaru 3,Kota Pekanbaru 3,DPRDII,14,Riau,7,
1400-01-0104,Kota Pekanbaru 4,Kota Pekanbaru 4,DPRDII,14,Riau,11,
1400-01-0105,Kota Pekanbaru 5,Kota Pekanbaru 5,DPRDII,14,Riau,12,
1400-02-0101,Kampar 1,Kampar 1,DPRDII,14,Riau,10,
1400-02-0102,Kampar 2,Kampar 2,DPRDII,14,Riau,5,
1400-02-0103,Kampar 3,Kampar 3,DPRDII,14,Riau,6,
1400-02-0104,Kampar 4,Kampar 4,DPRDII,14,Riau,10,
1400-02-0105,Kampar 5,Kampar 5,DPRDII,14,Riau,6,
1400-02-0106,Kampar 6,Kampar 6,DPRDII,14,Riau,8,
1400-03-0101,Rokan Hulu 1,Rokan Hulu 1,DPRDII,14,Riau,11,
1400-03-0102,Rokan Hulu 2,Rokan Hulu 2,DPRDII,14,Riau,12,
1400-03-0103,Rokan Hulu 3,Rokan Hulu 3,DPRDII,14,Riau,11,
1400-03-0104,Rokan Hulu 4,Rokan Hulu 4,DPRDII,14,Riau,11,
1400-04-0101,Rokan Hilir 1,Rokan Hilir 1,DPRDII,14,Riau,9,
1400-04-0102,Rokan Hilir 2,Rokan Hilir 2,DPRDII,14,Riau,8,
1400-04-0103,Rokan Hilir 3,Rokan Hilir 3,DPRDII,14,Riau,10,
1400-04-0104,Rokan Hilir 4,Rokan Hilir 4,DPRDII,14,Riau,10,
1400-04-0105,Rokan Hilir 5,Rokan Hilir 5,DPRDII,14,Riau,8,
1400-05-0101,Bengkalis 1,Bengkalis 1,DPRDII,14,Riau,10,
1400-05-0102,Bengkalis 2,Bengkalis 2,DPRDII,14,Riau,5,
1400-05-0103,Bengkalis 3,Bengkalis 3,DPRDII,14,Riau,7,
1400-05-0104,Bengkalis 4,Bengkalis 4,DPRDII,14,Riau,12,
1400-05-0105,Bengkalis 5,Bengkalis 5,DPRDII,14,Riau,7,
1400-05-0106,Bengkalis 6,Bengkalis 6,DPRDII,14,Riau,4,
1400-05-0201,Kota Dumai 1,Kota Dumai 1,DPRDII,14,Riau,5,
1400-05-0202,Kota Dumai 2,Kota Dumai 2,DPRDII,14,Riau,8,
1400-05-0203,Kota Dumai 3,Kota Dumai 3,DPRDII,14,Riau,8,
1400-05-0204,Kota Dumai 4,Kota Dumai 4,DPRDII,14,Riau,9,
1400-05-0301,Kepulauan Meranti 1,Kepulauan Meranti 1,DPRDII,14,Riau,10,
1400-05-0302,Kepulauan Meranti 2,Kepulauan Meranti 2,DPRDII,14,Riau,5,
1400-05-0303,Kepulauan Meranti 3,Kepulauan Meranti 3,DPRDII,14,Riau,8,
1400-05-0304,Kepulauan Meranti 4,Kepulauan Meranti 4,DPRDII,14,Riau,7,
1400-06-0101,Pelalawan 1,Pelalawan 1,DPRDII,14,Riau,12,
1400-06-0102,Pelalawan 2,Pelalawan 2,DPRDII,14,Riau,9,
1400-06-0103,Pelalawan 3,Pelalawan 3,DPRDII,14,Riau,6,
1400-06-0104,Pelalawan 4,Pelalawan 4,DPRDII,14,Riau,8,
1400-06-0201,Siak 1,Siak 1,DPRDII,14,Riau,10,
1400-06-0202,Siak 2,Siak 2,DPRDII,14,Riau,9,
1400-06-0203,Siak 3,Siak 3,DPRDII,14,Riau,11,
1400-06-0204,Siak 4,Siak 4,DPRDII,14,Riau,10,
1400-07-0101,Indragiri Hilir 1,Indragiri Hilir 1,DPRDII,14,Riau,12,
1400-07-0102,Indragiri Hilir 2,Indragiri Hilir 2,DPRDII,14,Riau,6,
1400-07-0103,Indragiri Hilir 3,Indragiri Hilir 3,DPRDII,14,Riau,5,
1400-07-0104,Indragiri Hilir 4,Indragiri Hilir 4,DPRDII,14,Riau,5,
1400-07-0105,Indragiri Hilir 5,Indragiri Hilir 5,DPRDII,14,Riau,7,
1400-07-0106,Indragiri Hilir 6,Indragiri Hilir 6,DPRDII,14,Riau,10,
1400-08-0101,Kuantan Singingi 1,Kuantan Singingi 1,DPRDII,14,Riau,10,
1400-08-0102,Kuantan Singingi 2,Kuantan Singingi 2,DPRDII,14,Riau,8,
1400-08-0103,Kuantan Singingi 3,Kuantan Singingi 3,DPRDII,14,Riau,11,
1400-08-0104,Kuantan Singingi 4,Kuantan Singingi 4,DPRDII,14,Riau,6,
1400-08-0201,Indragiri Hulu 1,Indragiri Hulu 1,DPRDII,14,Riau,11,
1400-08-0202,Indragiri Hulu 2,Indragiri Hulu 2,DPRDII,14,Riau,10,
1400-08-0203,Indragiri Hulu 3,Indragiri Hulu 3,DPRDII,14,Riau,9,
1400-08-0204,Indragiri Hulu 4,Indragiri Hulu 4,DPRDII,14,Riau,10,
1500-01-0101,Kota Jambi 1,Kota Jambi 1,DPRDII,15,Jambi,6,
1500-01-0102,Kota Jambi 2,Kota Jambi 2,DPRDII,15,Jambi,8,
1500-01-0103,Kota Jambi 3,Kota Jambi 3,DPRDII,15,Jambi,10,
1500-01-0104,Kota Jambi 4,Kota Jambi 4,DPRDII,15,Jambi,12,
1500-01-0105,Kota Jambi 5,Kota Jambi 5,DPRDII,15,Jambi,9,
1500-02-0101,Batang Hari 1,Batang Hari 1,DPRDII,15,Jambi,10,
1500-02-0102,Batang Hari 2,Batang Hari 2,DPRDII,15,Jambi,9,
1500-02-0103,Batang Hari 3,Batang Hari 3,DPRDII,15,Jambi,8,
1500-02-0104,Batang Hari 4,Batang Hari 4,DPRDII,15,Jambi,8,
1500-02-0201,Muaro Jambi 1,Muaro Jambi 1,DPRDII,15,Jambi,7,
1500-02-0202,Muaro Jambi 2,Muaro Jambi 2,DPRDII,15,Jambi,7,
1500-02-0203,Muaro Jambi 3,Muaro Jambi 3,DPRDII,15,Jambi,6,
1500-02-0204,Muaro Jambi 4,Muaro Jambi 4,DPRDII,15,Jambi,9,
1500-02-0205,Muaro Jambi 5,Muaro Jambi 5,DPRDII,15,Jambi,6,
1500-03-0101,Merangin 1,Merangin 1,DPRDII,15,Jambi,11,
1500-03-0102,Merangin 2,Merangin 2,DPRDII,15,Jambi,12,
1500-03-0103,Merangin 3,Merangin 3,DPRDII,15,Jambi,7,
1500-03-0104,Merangin 4,Merangin 4,DPRDII,15,Jambi,5,
1500-03-0201,Sarolangun 1,Sarolangun 1,DPRDII,15,Jambi,9,
1500-03-0202,Sarolangun 2,Sarolangun 2,DPRDII,15,Jambi,11,
1500-03-0203,Sarolangun 3,Sarolangun 3,DPRDII,15,Jambi,9,
1500-03-0204,Sarolangun 4,Sarolangun 4,DPRDII,15,Jambi,6,
1500-04-0101,Kerinci 1,Kerinci 1,DPRDII,15,Jambi,6,
1500-04-0102,Kerinci 2,Kerinci 2,DPRDII,15,Jambi,6,
1500-04-0103,Kerinci 3,Kerinci 3,DPRDII,15,Jambi,7,
1500-04-0104,Kerinci 4,Kerinci 4,DPRDII,15,Jambi,5,
1500-04-0105,Kerinci 5,Kerinci 5,DPRDII,15,Jambi,6,
1500-04-0201,Kota Sungai Penuh 1,Kota Sungai Penuh 1,DPRDII,15,Jambi,10,
1500-04-0202,Kota Sungai Penuh 2,Kota Sungai Penuh 2,DPRDII,15,Jambi,9,
1500-04-0203,Kota Sungai Penuh 3,Kota Sungai Penuh 3,DPRDII,15,Jambi,6,
1500-05-0101,Bungo 1,Bungo 1,DPRDII,15,Jambi,9,
1500-05-0102,Bungo 2,Bungo 2,DPRDII,15,Jambi,8,
1500-05-0103,Bungo 3,Bungo 3,DPRDII,15,Jambi,6,
1500-05-0104,Bungo 4,Bungo 4,DPRDII,15,Jambi,12,
1500-05-0201,Tebo 1,Tebo 1,DPRDII,15,Jambi,7,
1500-05-0202,Tebo 2,Tebo 2,DPRDII,15,Jambi,8,
1500-05-0203,Tebo 3,Tebo 3,DPRDII,15,Jambi,11,
1500-05-0204,Tebo 4,Tebo 4,DPRDII,15,Jambi,9,
1500-06-0101,Tanjung Jabung Barat 1,Tanjung Jabung Barat 1,DPRDII,15,Jambi,12,
1500-06-0102,Tanjung Jabung Barat 2,Tanjung Jabung Barat 2,DPRDII,15,Jambi,5,
1500-06-0103,Tanjung Jabung Barat 3,Tanjung Jabung Barat 3,DPRDII,15,Jambi,4,
1500-06-0104,Tanjung Jabung Barat 4,Tanjung Jabung Barat 4,DPRDII,15,Jambi,8,
1500-06-0105,Tanjung Jabung Barat 5,Tanjung Jabung Barat 5,DPRDII,15,Jambi,6,
1500-06-0201,Tanjung Jabung Timur 1,Tanjung Jabung Timur 1,DPRDII,15,Jambi,11,
1500-06-0202,Tanjung Jabung Timur 2,Tanjung Jabung Timur 2,DPRDII,15,Jambi,10,
1500-06-0203,Tanjung Jabung Timur 3,Tanjung Jabung Timur 3,DPRDII,15,Jambi,9,
1600-01-0103,Kota Palembang 3,Kota Palembang 3,DPRDII,16,Sumsel,6,
1600-01-0104,Kota Palembang 4,Kota Palembang 4,DPRDII,16,Sumsel,8,
1600-01-0105,Kota Palembang 5,Kota Palembang 5,DPRDII,16,Sumsel,10,
1600-02-0101,Kota Palembang 1,Kota Palembang 1,DPRDII,16,Sumsel,10,
1600-02-0102,Kota Palembang 2,Kota Palembang 2,DPRDII,16,Sumsel,8,
1600-02-0106,Kota Palembang 6,Kota Palembang 6,DPRDII,16,Sumsel,8,
1600-03-0101,Ogan Komering Ilir 1,Ogan Komering Ilir 1,DPRDII,16,Sumsel,12,
1600-03-0102,Ogan Komering Ilir 2,Ogan Komering Ilir 2,DPRDII,16,Sumsel,7,
1600-03-0103,Ogan Komering Ilir 3,Ogan Komering Ilir 3,DPRDII,16,Sumsel,7,
1600-03-0104,Ogan Komering Ilir 4,Ogan Komering Ilir 4,DPRDII,16,Sumsel,11,
1600-03-0105,Ogan Komering Ilir 5,Ogan Komering Ilir 5,DPRDII,16,Sumsel,8,
1600-03-0201,Ogan Ilir 1,Ogan Ilir 1,DPRDII,16,Sumsel,9,
1600-03-0202,Ogan Ilir 2,Ogan Ilir 2,DPRDII,16,Sumsel,7,
1600-03-0203,Ogan Ilir 3,Ogan Ilir 3,DPRDII,16,Sumsel,11,
1600-03-0204,Ogan Ilir 4,Ogan Ilir 4,DPRDII,16,Sumsel,7,
1600-03-0205,Ogan Ilir 5,Ogan Ilir 5,DPRDII,16,Sumsel,6,
1600-04-0101,Ogan Komering Ulu Timur 1,Ogan Komering Ulu Timur 1,DPRDII,16,Sumsel,9,
1600-04-0102,Ogan Komering Ulu Timur 2,Ogan Komering Ulu Timur 2,DPRDII,16,Sumsel,7,
1600-04-0103,Ogan Komering Ulu Timur 3,Ogan Komering Ulu Timur 3,DPRDII,16,Sumsel,9,
1600-04-0104,Ogan Komering Ulu Timur 4,Ogan Komering Ulu Timur 4,DPRDII,16,Sumsel,10,
1600-04-0105,Ogan Komering Ulu Timur 5,Ogan Komering Ulu Timur 5,DPRDII,16,Sumsel,10,
1600-05-0101,Ogan Komering Ulu 1,Ogan Komering Ulu 1,DPRDII,16,Sumsel,9,
1600-05-0102,Ogan Komering Ulu 2,Ogan Komering Ulu 2,DPRDII,16,Sumsel,10,
1600-05-0103,Ogan Komering Ulu 3,Ogan Komering Ulu 3,DPRDII,16,Sumsel,9,
1600-05-0104,Ogan Komering Ulu 4,Ogan Komering Ulu 4,DPRDII,16,Sumsel,7,
1600-05-0201,Ogan Komering Ulu Selatan 1,Ogan Komering Ulu Selatan 1,DPRDII,16,Sumsel,12,
1600-05-0202,Ogan Komering Ulu Selatan 2,Ogan Komering Ulu Selatan 2,DPRDII,16,Sumsel,8,
1600-05-0203,Ogan Komering Ulu Selatan 3,Ogan Komering Ulu Selatan 3,DPRDII,16,Sumsel,10,
1600-05-0204,Ogan Komering Ulu Selatan 4,Ogan Komering Ulu Selatan 4,DPRDII,16,Sumsel,10,
1600-06-0101,Muara Enim 1,Muara Enim 1,DPRDII,16,Sumsel,10,
1600-06-0102,Muara Enim 2,Muara Enim 2,DPRDII,16,Sumsel,10,
1600-06-0103,Muara Enim 3,Muara Enim 3,DPRDII,16,Sumsel,8,
1600-06-0104,Muara Enim 4,Muara Enim 4,DPRDII,16,Sumsel,8,
1600-06-0105,Muara Enim 5,Muara Enim 5,DPRDII,16,Sumsel,9,
1600-06-0201,Kota Prabumulih 1,Kota Prabumulih 1,DPRDII,16,Sumsel,7,
1600-06-0202,Kota Prabumulih 2,Kota Prabumulih 2,DPRDII,16,Sumsel,7,
1600-06-0203,Kota Prabumulih 3,Kota Prabumulih 3,DPRDII,16,Sumsel,11,
1600-07-0101,Lahat 1,Lahat 1,DPRDII,16,Sumsel,11,
1600-07-0102,Lahat 2,Lahat 2,DPRDII,16,Sumsel,5,
1600-07-0103,Lahat 3,Lahat 3,DPRDII,16,Sumsel,7,
1600-07-0104,Lahat 4,Lahat 4,DPRDII,16,Sumsel,8,
1600-07-0105,Lahat 5,Lahat 5,DPRDII,16,Sumsel,9,
1600-07-0201,Empat Lawang 1,Empat Lawang 1,DPRDII,16,Sumsel,9,
1600-07-0202,Empat Lawang 2,Empat Lawang 2,DPRDII,16,Sumsel,8,
1600-07-0203,Empat Lawang 3,Empat Lawang 3,DPRDII,16,Sumsel,10,
1600-07-0204,Empat Lawang 4,Empat Lawang 4,DPRDII,16,Sumsel,8,
1600-07-0301,Kota Pagar Alam 1,Kota Pagar Alam 1,DPRDII,16,Sumsel,7,
1600-07-0302,Kota Pagar Alam 2,Kota Pagar Alam 2,DPRDII,16,Sumsel,9,
1600-07-0303,Kota Pagar Alam 3,Kota Pagar Alam 3,DPRDII,16,Sumsel,9,
1600-08-0101,Musi Rawas 1,Musi Rawas 1,DPRDII,16,Sumsel,8,
1600-08-0102,Musi Rawas 2,Musi Rawas 2,DPRDII,16,Sumsel,9,
1600-08-0103,Musi Rawas 3,Musi Rawas 3,DPRDII,16,Sumsel,6,
1600-08-0104,Musi Rawas 4,Musi Rawas 4,DPRDII,16,Sumsel,7,
1600-08-0105,Musi Rawas 5,Musi Rawas 5,DPRDII,16,Sumsel,7,
1600-08-0106,Musi Rawas 6,Musi Rawas 6,DPRDII,16,Sumsel,8,
1600-08-0201,Kota Lubuklinggau 1,Kota Lubuklinggau 1,DPRDII,16,Sumsel,8,
1600-08-0202,Kota Lubuklinggau 2,Kota Lubuklinggau 2,DPRDII,16,Sumsel,7,
1600-08-0203,Kota Lubuklinggau 3,Kota Lubuklinggau 3,DPRDII,16,Sumsel,6,
1600-08-0204,Kota Lubuklinggau 4,Kota Lubuklinggau 4,DPRDII,16,Sumsel,9,
1600-09-0101,Musi Banyuasin 1,Musi Banyuasin 1,DPRDII,16,Sumsel,12,
1600-09-0102,Musi Banyuasin 2,Musi Banyuasin 2,DPRDII,16,Sumsel,10,
1600-09-0103,Musi Banyuasin 3,Musi Banyuasin 3,DPRDII,16,Sumsel,12,
1600-09-0104,Musi Banyuasin 4,Musi Banyuasin 4,DPRDII,16,Sumsel,11,
1600-10-0101,Banyuasin 1,Banyuasin 1,DPRDII,16,Sumsel,9,
1600-10-0102,Banyuasin 2,Banyuasin 2,DPRDII,16,Sumsel,6,
1600-10-0103,Banyuasin 3,Banyuasin 3,DPRDII,16,Sumsel,7,
1600-10-0104,Banyuasin 4,Banyuasin 4,DPRDII,16,Sumsel,7,
1600-10-0105,Banyuasin 5,Banyuasin 5,DPRDII,16,Sumsel,8,
1600-10-0106,Banyuasin 6,Banyuasin 6,DPRDII,16,Sumsel,8,
1700-01-0101,Kota Bengkulu 1,Kota Bengkulu 1,DPRDII,17,Bengkulu,9,
1700-01-0102,Kota Bengkulu 2,Kota Bengkulu 2,DPRDII,17,Bengkulu,9,
1700-01-0103,Kota Bengkulu 3,Kota Bengkulu 3,DPRDII,17,Bengkulu,9,
1700-01-0104,Kota Bengkulu 4,Kota Bengkulu 4,DPRDII,17,Bengkulu,8,
1700-02-0101,Bengkulu Utara 1,Bengkulu Utara 1,DPRDII,17,Bengkulu,8,
1700-02-0102,Bengkulu Utara 2,Bengkulu Utara 2,DPRDII,17,Bengkulu,11,
1700-02-0103,Bengkulu Utara 3,Bengkulu Utara 3,DPRDII,17,Bengkulu,5,
1700-02-0104,Bengkulu Utara 4,Bengkulu Utara 4,DPRDII,17,Bengkulu,6,
1700-02-0201,Bengkulu Tengah 1,Bengkulu Tengah 1,DPRDII,17,Bengkulu,6,
1700-02-0202,Bengkulu Tengah 2,Bengkulu Tengah 2,DPRDII,17,Bengkulu,8,
1700-02-0203,Bengkulu Tengah 3,Bengkulu Tengah 3,DPRDII,17,Bengkulu,6,
1700-02-0204,Bengkulu Tengah 4,Bengkulu Tengah 4,DPRDII,17,Bengkulu,5,
1700-03-0101,Mukomuko 1,Mukomuko 1,DPRDII,17,Bengkulu,9,
1700-03-0102,Mukomuko 2,Mukomuko 2,DPRDII,17,Bengkulu,8,
1700-03-0103,Mukomuko 3,Mukomuko 3,DPRDII,17,Bengkulu,8,
1700-04-0101,Lebong 1,Lebong 1,DPRDII,17,Bengkulu,6,
1700-04-0102,Lebong 2,Lebong 2,DPRDII,17,Bengkulu,8,
1700-04-0103,Lebong 3,Lebong 3,DPRDII,17,Bengkulu,11,
1700-04-0201,Rejang Lebong 1,Rejang Lebong 1,DPRDII,17,Bengkulu,9,
1700-04-0202,Rejang Lebong 2,Rejang Lebong 2,DPRDII,17,Bengkulu,8,
1700-04-0203,Rejang Lebong 3,Rejang Lebong 3,DPRDII,17,Bengkulu,7,
1700-04-0204,Rejang Lebong 4,Rejang Lebong 4,DPRDII,17,Bengkulu,6,
1700-05-0101,Kepahiang 1,Kepahiang 1,DPRDII,17,Bengkulu,8,
1700-05-0102,Kepahiang 2,Kepahiang 2,DPRDII,17,Bengkulu,11,
1700-05-0103,Kepahiang 3,Kepahiang 3,DPRDII,17,Bengkulu,5,
1700-06-0101,Bengkulu Selatan 1,Bengkulu Selatan 1,DPRDII,17,Bengkulu,10,
1700-06-0102,Bengkulu Selatan 2,Bengkulu Selatan 2,DPRDII,17,Bengkulu,6,
1700-06-0103,Bengkulu Selatan 3,Bengkulu Selatan 3,DPRDII,17,Bengkulu,9,
1700-06-0201,Kaur 1,Kaur 1,DPRDII,17,Bengkulu,9,
1700-06-0202,Kaur 2,Kaur 2,DPRDII,17,Bengkulu,10,
1700-06-0203,Kaur 3,Kaur 3,DPRDII,17,Bengkulu,6,
1700-07-0101,Seluma 1,Seluma 1,DPRDII,17,Bengkulu,8,
1700-07-0102,Seluma 2,Seluma 2,DPRDII,17,Bengkulu,10,
1700-07-0103,Seluma 3,Seluma 3,DPRDII,17,Bengkulu,7,
1700-07-0104,Seluma 4,Seluma 4,DPRDII,17,Bengkulu,5,
1800-01-0101,Kota Bandar Lampung 1,Kota Bandar Lampung 1,DPRDII,18,Lampung,10,
1800-01-0102,Kota Bandar Lampung 2,Kota Bandar Lampung 2,DPRDII,18,Lampung,9,
1800-01-0103,Kota Bandar Lampung 3,Kota Bandar Lampung 3,DPRDII,18,Lampung,7,
1800-01-0104,Kota Bandar Lampung 4,Kota Bandar Lampung 4,DPRDII,18,Lampung,8,
1800-01-0105,Kota Bandar Lampung 5,Kota Bandar Lampung 5,DPRDII,18,Lampung,9,
1800-01-0106,Kota Bandar Lampung 6,Kota Bandar Lampung 6,DPRDII,18,Lampung,7,
1800-02-0101,Lampung Selatan 1,Lampung Selatan 1,DPRDII,18,Lampung,7,
1800-02-0102,Lampung Selatan 2,Lampung Selatan 2,DPRDII,18,Lampung,8,
1800-02-0103,Lampung Selatan 3,Lampung Selatan 3,DPRDII,18,Lampung,6,
1800-02-0104,Lampung Selatan 4,Lampung Selatan 4,DPRDII,18,Lampung,7,
1800-02-0105,Lampung Selatan 5,Lampung Selatan 5,DPRDII,18,Lampung,7,
1800-02-0106,Lampung Selatan 6,Lampung Selatan 6,DPRDII,18,Lampung,7,
1800-02-0107,Lampung Selatan 7,Lampung Selatan 7,DPRDII,18,Lampung,8,
1800-03-0101,Pesawaran 1,Pesawaran 1,DPRDII,18,Lampung,9,
1800-03-0102,Pesawaran 2,Pesawaran 2,DPRDII,18,Lampung,12,
1800-03-0103,Pesawaran 3,Pesawaran 3,DPRDII,18,Lampung,11,
1800-03-0104,Pesawaran 4,Pesawaran 4,DPRDII,18,Lampung,10,
1800-03-0105,Pesawaran 5,Pesawaran 5,DPRDII,18,Lampung,3,
1800-03-0201,Kota Metro 1,Kota Metro 1,DPRDII,18,Lampung,8,
1800-03-0202,Kota Metro 2,Kota Metro 2,DPRDII,18,Lampung,4,
1800-03-0203,Kota Metro 3,Kota Metro 3,DPRDII,18,Lampung,6,
1800-03-0204,Kota Metro 4,Kota Metro 4,DPRDII,18,Lampung,7,
1800-03-0301,Pringsewu 1,Pringsewu 1,DPRDII,18,Lampung,8,
1800-03-0302,Pringsewu 2,Pringsewu 2,DPRDII,18,Lampung,8,
1800-03-0303,Pringsewu 3,Pringsewu 3,DPRDII,18,Lampung,7,
1800-03-0304,Pringsewu 4,Pringsewu 4,DPRDII,18,Lampung,8,
1800-03-0305,Pringsewu 5,Pringsewu 5,DPRDII,18,Lampung,9,
1800-04-0101,Lampung Barat 1,Lampung Barat 1,DPRDII,18,Lampung,7,
1800-04-0102,Lampung Barat 2,Lampung Barat 2,DPRDII,18,Lampung,9,
1800-04-0103,Lampung Barat 3,Lampung Barat 3,DPRDII,18,Lampung,10,
1800-04-0104,Lampung Barat 4,Lampung Barat 4,DPRDII,18,Lampung,7,
1800-04-0105,Lampung Barat 5,Lampung Barat 5,DPRDII,18,Lampung,7,
1800-04-0201,Tanggamus 1,Tanggamus 1,DPRDII,18,Lampung,9,
1800-04-0202,Tanggamus 2,Tanggamus 2,DPRDII,18,Lampung,9,
1800-04-0203,Tanggamus 3,Tanggamus 3,DPRDII,18,Lampung,8,
1800-04-0204,Tanggamus 4,Tanggamus 4,DPRDII,18,Lampung,8,
1800-04-0205,Tanggamus 5,Tanggamus 5,DPRDII,18,Lampung,11,
1800-05-0101,Lampung Utara 1,Lampung Utara 1,DPRDII,18,Lampung,11,
1800-05-0102,Lampung Utara 2,Lampung Utara 2,DPRDII,18,Lampung,12,
1800-05-0103,Lampung Utara 3,Lampung Utara 3,DPRDII,18,Lampung,11,
1800-05-0104,Lampung Utara 4,Lampung Utara 4,DPRDII,18,Lampung,11,
1800-05-0201,Way Kanan 1,Way Kanan 1,DPRDII,18,Lampung,9,
1800-05-0202,Way Kanan 2,Way Kanan 2,DPRDII,18,Lampung,7,
1800-05-0203,Way Kanan 3,Way Kanan 3,DPRDII,18,Lampung,9,
1800-05-0204,Way Kanan 4,Way Kanan 4,DPRDII,18,Lampung,6,
1800-05-0205,Way Kanan 5,Way Kanan 5,DPRDII,18,Lampung,9,
1800-06-0101,Tulang Bawang 1,Tulang Bawang 1,DPRDII,18,Lampung,6,
1800-06-0102,Tulang Bawang 2,Tulang Bawang 2,DPRDII,18,Lampung,9,
1800-06-0103,Tulang Bawang 3,Tulang Bawang 3,DPRDII,18,Lampung,8,
1800-06-0104,Tulang Bawang 4,Tulang Bawang 4,DPRDII,18,Lampung,6,
1800-06-0105,Tulang Bawang 5,Tulang Bawang 5,DPRDII,18,Lampung,7,
1800-06-0106,Tulang Bawang 6,Tulang Bawang 6,DPRDII,18,Lampung,4,
1800-06-0107,Tulang Bawang 7,Tulang Bawang 7,DPRDII,18,Lampung,5,
1800-06-0201,Mesuji 1,Mesuji 1,DPRDII,18,Lampung,7,
1800-06-0202,Mesuji 2,Mesuji 2,DPRDII,18,Lampung,7,
1800-06-0203,Mesuji 3,Mesuji 3,DPRDII,18,Lampung,7,
1800-06-0204,Mesuji 4,Mesuji 4,DPRDII,18,Lampung,10,
1800-06-0205,Mesuji 5,Mesuji 5,DPRDII,18,Lampung,4,
1800-06-0301,Tulang Bawang Barat 1,Tulang Bawang Barat 1,DPRDII,18,Lampung,9,
1800-06-0302,Tulang Bawang Barat 2,Tulang Bawang Barat 2,DPRDII,18,Lampung,8,
1800-06-0303,Tulang Bawang Barat 3,Tulang Bawang Barat 3,DPRDII,18,Lampung,7,
1800-06-0304,Tulang Bawang Barat 4,Tulang Bawang Barat 4,DPRDII,18,Lampung,6,
1800-07-0101,Lampung Tengah 1,Lampung Tengah 1,DPRDII,18,Lampung,11,
1800-07-0102,Lampung Tengah 2,Lampung Tengah 2,DPRDII,18,Lampung,10,
1800-07-0103,Lampung Tengah 3,Lampung Tengah 3,DPRDII,18,Lampung,8,
1800-07-0104,Lampung Tengah 4,Lampung Tengah 4,DPRDII,18,Lampung,12,
1800-07-0105,Lampung Tengah 5,Lampung Tengah 5,DPRDII,18,Lampung,9,
1800-08-0101,Lampung Timur 1,Lampung Timur 1,DPRDII,18,Lampung,8,
