id,id_calon,kutipan,context_kutipan,tanggal,nama_sumber,judul_sumber,excerpt_sumber,url_sumber,format
0073,jk,"Kalau masih belum percaya keislaman Jokowi, mari adakan lomba baca Alquran antar capres saja. Jadi ketahuan siapa yang paling jago",,2014-05-27,,"Mantap, Jk tantang Capres Lomba Baca Quran",CALON wakil presiden M Jusuf Kalla (JK) merasa gerah dengan masyarakat yang masih meragukan keislaman Joko Widodo (Jokowi). CALON wakil presiden M Jusuf Kalla (JK) merasa gerah dengan masyarakat yang masih meragukan keislaman Joko Widodo (Jokowi),http://dunia-islam.pelitaonline.com/news/2014/05/27/mantap-jk-tantang-capres-lomba-baca-alquran#.U5GOhnKSxcg,
0074,jk,"Kita tidak bicara ide,kita bicara pelaksanaan",,2014-06-10,Liputan6.com,JK: Tidak bisa meyakinkan kalau cuma bisa pidato,"kami tak bicara harapan dan sekedar pidato,tapi bicara kerja nyata.",http://indonesia-baru.liputan6.com/read/2060887/jk-tidak-bisa-meyakinkan-kalau-cuma-bisa-pidato,
0075,jk,"Kami ini peserta seperti atlet saja,sudah mengucap janji atlet",,2014-06-04,TEMPO.CO,JK Peserta pilpres seperti atlet olimpiade,calon wakil presiden Jusuf Kalla mengatakan proses pemilihan presiden 9 Juli nanti seperti perlombaan olimpiade,http://pemilu.tempo.co/read/news/2014/06/04/269582436/JK-Peserta-Pilpres-Seperti-Atlet-Olimpiade,
0076,jk,Golkar itu ada dua.Golkar yang waras pasti memilih kader bekas ketua umumnya dibanding ketua umum partai lain,,2014-06-12,Merdeka.com,JK: Kader Golkar yang waras pasti memilih bekas ketua umumnya,JK mengajak seluruh masyarakat disana untuk mau memilih pasangan Joko Widodo(Jokowi) dan dirinya pada pilpres mendatang.dia juga sempat menyindir mayoritas kader partai Golkar lainnya yang lebih memilih ke kubu tetangga,http://www.merdeka.com/politik/jk-kader-golkar-yang-waras-pasti-milih-bekas-ketua-umumnya.html,
0077,jk,Apa yang salah dengan UN? mau bodoh lagi rakyat? mau lagi berbeda pendidikan Jawa dan NTT? bahaya sekali.seluruh dunia tidak ada negara yang tak punya standar pendidikan.kalau ada standar pendidikan harus diujikan,,2014-06-13,TribunNews.com,JK tidak akan hapus ujian nasional,"Jusuf Kalla mengatakan ketidaksetujuannya jika ujian nasional dihapuskan dalam sistem pendidikan di Indonesia.menurut JK,UN tetap diperlukan sebagai evaluasi dan standardisasi pendidikan Nasional",http://www.tribunnews.com/pemilu-2014/2014/06/13/jk-tidak-akan-hapus-ujian-nasional,
0078,jk,"Jangan lupa dua,bukan dor.ada juga yang suka dor.itu bahaya.nanti mamuju kebayang tahun 60-an.kita orang menderita karena dor dor",,2014-06-13,TribunNews.com,"JK: Pilih nomor dua,jangan yang suka dor","JK mengingatkan agar warga memilih nomor dua yakni dia dan Joko Widodo,dan tidak memilih pemimpin yang dor",http://www.tribunnews.com/pemilu-2014/2014/06/13/jk-pilih-nomor-dua-jangan-yang-suka-dor,
0079,jk,"Sama sekali tidak,ini tentara punya,mana ada tim kita yang punya akses kesana",,2014-06-13,TribunNews.com,JK bantah pihaknya bocorkan surat pemecatan Prabowo,"Calon wakil presiden yang diusung poros PDI Perjuangan,Jusuf Kalla,menegaskan mereka tidak mungkin membocorkan surat pemberhentian Prabowo Subianto dari dinas militer.surat pemberhentian tersebut merupakan Keputusan Dewan Kehormatan Perwira(DKP)",http://www.tribunnews.com/pemilu-2014/2014/06/13/jk-bantah-pihaknya-bocorkan-surat-pemecatan-prabowo,
0080,jk,"Ha-ha-ha,...Bilang Pak JK tertawa terbahak-bahak mendengarnya",,2014-06-12,TribunNews.com,JK tertawa ditanya omongan Fadli Zon yang merasa lebih hebat darinya,"Calon wakil presiden yang diusung poros PDI Perjuangan,Jusuf Kalla,tertawa lebar menegenai ucapan wakil ketua umum partai Gerindra Fadli Zon,yang menganggap dirinya lebih hebat.",http://www.tribunnews.com/pemilu-2014/2014/06/12/jk-tertawa-ditanya-omongan-fadli-zon-yang-merasa-lebih-hebat-darinya,
0081,ps,Saya juga rapopo. Becik ketitik ala ketara,Prabowo memberi tanggapan tentang black campaign,2014-03-24,detik.com,"Jokowi: Aku Rapopo, Prabowo: Saya JugaRapopo","Kata 'Rapopo' kemudian juga dipakai oleh Ketua Dewan Pembina Partai Gerakan Indonesia Prabowo Subianto. Melalui akun twitternya @prabowo08, dia mengaku akhir-akhir ini banyak mendapat serangan dan kampanye hitam.",http://news.detik.com/pemilu2014/read/2014/03/26/104354/2536960/1562/jokowi-aku-rapopo-prabowo-saya-juga-rapopo,
0082,ps,"kalau orang baik takut berpolitik, maka yang berkuasa adalah orang jahat",,2013-10-04,wikiquote,Kutipan-kutipan Prabowo subianto,,http://id.wikiquote.org/wiki/Prabowo_Subianto,artikel
0083,ps,"Untuk niat dan etika baik akan selalu menghadapi tantangan, tapi tidak boleh menyerah",,,,,Everything about Prabowo-Hatta Thread,http://www.kaskus.co.id/thread/537272e7a1cb17bc548b46cd/semua-tentang-prabowo-hatta-rajasa-kerja-nyata-untuk-indonesia-raya,artikel
0084,ps,"kalau orang baik diam semua, yang berkuasa adalah orang orang yang tidak baik.",,2012-05-11,,*** Catatan Mengenai Hari Pahlawan dan Sikap Bangsa Indonesia Terhadap Penjajahan Asing ***,,https://www.facebook.com/PrabowoSubianto/posts/10151078767461179,artikel
0085,ps,"leluhur menanamkan kedalam diri saya jiwa kesatria, prajurit dan patriotisme",,,,,,http://id.wikiquote.org/wiki/Prabowo_Subianto,artikel
0086,ps,"Saya tidak pernah berhianat kepada negara, saya seorang patriot dan saya siap diadili untuk itu",,,,,,http://infozaman.blogspot.com/2014/04/kerusuhan-mei-dari-perspektif-berbeda-1.html,artikel
0087,ps,"Tidak ada prajurit yang mau mati karena uang, tentara itu baru mau mati demi kesetiaannya kepada Negara",,,,,,http://soedoetpandang.wordpress.com/2013/11/11/prabowo-tak-ada-prajurit-yang-mau-mati-karena-uang/,artikel
0088,ps,"pemimpin muda itu harus cerdas,handal,mantap,berani dan jujur kepada rakyat",,2013-10-04,wikiquote,Kutipan-kutipan Prabowo subianto,,http://id.wikiquote.org/wiki/Prabowo_Subianto,artikel
0089,ps,"Pemimpin yang selalu memberikan kata-kata manis, dengan harapan rakyat terbuai bukanlah pemimpin yang benar",,2013-10-04,wikiquote,Kutipan-kutipan Prabowo subianto,,http://id.wikiquote.org/wiki/Prabowo_Subianto,artikel
0090,ps,"kalau Prabowo terjatuh biarkan dia, cari Prabowo yang lain saudara, jangan andalkan satu orang",,2013-10-04,wikiquote,Kutipan-kutipan Prabowo subianto,,http://id.wikiquote.org/wiki/Prabowo_Subianto,artikel
0091,ps,"Saya adalah samurai, seorang samurai tidak akan meninggalkan dan mengkhianati yang dipertuannya",,2013-10-04,wikiquote,Kutipan-kutipan Prabowo subianto,,http://id.wikiquote.org/wiki/Prabowo_Subianto,artikel
0092,ps,"Bangsa yang kuat, dan bangsa yang besar, adalah bangsa yang tidak melupakan sejarahnya sendiri",,2013-10-04,wikiquote,Kutipan-kutipan Prabowo subianto,,http://id.wikiquote.org/wiki/Prabowo_Subianto,artikel
0093,ps,"Kita punya cita-cita dan impian-impian yang sama yaitu kita inginkan bangsa kita, negara kita yang kita cintai bisa menjadi bangsa yang adil dan makmur",,2013-10-04,wikiquote,Kutipan-kutipan Prabowo subianto,,http://id.wikiquote.org/wiki/Prabowo_Subianto,artikel
0094,ps,"There is no easy route,bagi seorang patriot yang ingin berbuat baik tidak ada jalan yang ringan",,2013-10-04,wikiquote,Kutipan-kutipan Prabowo subianto,,http://id.wikiquote.org/wiki/Prabowo_Subianto,artikel
0095,ps,Dijegal oleh orang jahat adalah sebuah kehormatan,,2013-10-04,wikiquote,Kutipan-kutipan Prabowo subianto,,http://id.wikiquote.org/wiki/Prabowo_Subianto,artikel
0096,ps,"Jadilah Teknorat, pada suatu hari kita akan berjumpa dan ambil bagian dalam memodernkan negeri kita",,2013-10-04,wikiquote,Kutipan-kutipan Prabowo subianto,,http://id.wikiquote.org/wiki/Prabowo_Subianto,artikel
0097,ps,"Bangsa yang unggul adalah bangsa yang dapat hidup dalam jiwa kebersamaan, kekeluargaan dan persatuan",,2013-10-04,wikiquote,Kutipan-kutipan Prabowo subianto,,http://id.wikiquote.org/wiki/Prabowo_Subianto,artikel
0098,ps,"Kita punya cita-cita dan impian-impian yang sama yaitu kita inginkan bangsa kita, negara kita yang kita cintai bisa menjadi bangsa yang adil dan makmur",,2013-10-04,wikiquote,Kutipan-kutipan Prabowo subianto,,http://id.wikiquote.org/wiki/Prabowo_Subianto,artikel
0099,ps,"Di nusantara pernah terwujud peradaban yang bagus dan besar, ini menjadi modal tugas dan panggilan kita untuk membangun Indonesia yang besar,maju,sejajar,dan disegani",,2013-10-04,wikiquote,Kutipan-kutipan Prabowo subianto,,http://id.wikiquote.org/wiki/Prabowo_Subianto,artikel
0100,ps,"Karena itu, memang itu adalah keyakinan saya, itu adalah nilai yang saya perjuangkan: Bangsa yang merdeka, yang berdiri di atas kaki sendiri",,2013-10-04,wikiquote,Kutipan-kutipan Prabowo subianto,,http://id.wikiquote.org/wiki/Prabowo_Subianto,artikel
0101,ps,"Ini (Deklarasi Pemilu Berintegritas dan Damai Pemilu Presiden dan Wakil Presiden) sangat penting karena alternatif dari pemilu yang jurdil. Karena itu kami Prabowo-Hatta beserta seluruh koalisi tekad kami untuk ikut serta dalam kampanye pilpres akan datang dengan bersih, sejuk dan tidak melakukan hal negatif yang tidak menguntungkan,",Deklarasi Pemilu Berintegritas dan Damai Pemilu Presiden dan Wakil Presiden - See more at: http://m.liputan6.com/indonesia-baru/read/2058266/prabowo-apapun-hasil-pilpres-saya-hormati-keputusan-rakyat#sthash.sidRBcBc.dpuf,2014-06-04,Liputan 6,"Prabowo: Apapun Hasil Pilpres, Saya Hormati Keputusan Rakyat - See more at: http://m.liputan6.com/indonesia-baru/read/2058266/prabowo-apapun-hasil-pilpres-saya-hormati-keputusan-rakyat#sthash.sidRBcBc.dpuf",,http://m.liputan6.com/indonesia-baru/read/2058266/prabowo-apapun-hasil-pilpres-saya-hormati-keputusan-rakyat,artikel
0102,ps,"Saudara Jokowi adalah saudara saya dan Saudara Jusuf Kalla adalah senior saya yang sangat saya hormati. Saya berjanji akan menerima seluruh keputusan rakyat, dan apabila dapat mandat akan kerja keras. Apapun itu, kami patriot tetap cinta Tanah Air,",Deklarasi Pemilu Berintegritas dan Damai Pemilu Presiden dan Wakil Presiden,2014-06-05,Liputan 6,"Prabowo: Apapun Hasil Pilpres, Saya Hormati Keputusan Rakyat -",,http://m.liputan6.com/indonesia-baru/read/2058266/prabowo-apapun-hasil-pilpres-saya-hormati-keputusan-rakyat,artikel
0103,ps,"Adalah keyakinan dan tekad saya bahwa pendidikan adalah kunci pembangunan,",,2014-06-02,Antara News,Prabowo nilai pendidikan kunci pembangunan,"""Adalah keyakinan dan tekad saya bahwa pendidikan adalah kunci pembangunan,"" kata Prabowo dalam Rapat Korrdinasi Pimpinan Nasional Persatuan Guru Republik Indonesia (Rakorpimnas PGRI) di Jakarta, Senin.",http://www.antaranews.com/pemilu/berita/436993/prabowo-nilai-pendidikan-kunci-pembangunan,artikel
0104,ps,"Saya bertekad kalau nanti menerima mandat dari rakyat, akan saya teruskan. Karena kita tidak mau hanya jadi sumber bahan baku. Kita mau kekayaan kita harus dimanfaatkan sebesar-besarnya untuk rakyat Indonesia, tegasnya.",,2014-06-02,Antara News,Prabowo puji SBY di depan ratusan guru,"Di hadapan ratusan guru, Calon Presiden Prabowo Subianto memuji Presiden Susilo Bambang Yudhoyono terkait kebijakan sang presiden dalam bidang pengolahan hasil bumi Indonesia yang dilakukan dari hulu ke hilir.",http://www.antaranews.com/pemilu/berita/436982/prabowo-puji-sby-di-depan-ratusan-guru,artikel
0105,ps,"Kami pasangan Prabowo-Hatta beserta seluruh koalisi menyatakan siap ikut serta dalam kampanye pemilu dengan berintegritas, damai, bersih dan sejuk tidak melakukan hal-hal negatif dan menimbulkan hal-hal yang tidak diinginkan yang mengganggu masyarakat,",,2014-06-03,Antara News,Prabowo-Hatta siap ikuti pemilu berintegritas damai,Pasangan calon presiden dan calon wakil presiden nomor urut satu Prabowo Subianto-Hatta Rajasa siap mengikuti pemilu berintegritas dan damai serta tidak melakukan hal- hal negatif yang akan merugikan masyarakat Indonesia.,http://www.antaranews.com/berita/437197/prabowo-hatta-siap-ikuti-pemilu-berintegritas-damai,
0106,ps,Pertahanan kuat suatu bangsa dan negara ialah kesejahteraan rakyat,,2014-06-05,Detik news,Prabowo: Percuma punya tentara hebat tapi rakyatnya miskin,Capres nomor urut satu Prabowo Subianto tampak menggebu-gebu sewaktu berpidato soal kesejahteraan rakyat. Prabowo menyebut pertahanan kuat suatu bangsa dan negara itu bukan terlihat dari alat militer dan pasukan tentara,http://news.detik.com/pemilu2014/read/2014/06/05/120559/2600610/1562/prabowo-percuma-punya-tentara-hebat-tapi-rakyatnya-miskin?991101mainnews,
0107,ps,"Kami komitmen bela kepentingan nasional Indonesia, jangan terus nasional terus dibela lalu logikanya nasionaliasi. Itu dua istilah yang berbeda,",,2014-06-01,Detik News,"Di Depan Kader PD, Tegaskan Tak Ada Program Nasionalisasi Aset Asing","Prabowo kembali menegaskan sikapnya tentang isu nasionalisasi aset-aset asing. Menurut Prabowo, hal itu keliru. Dia menegaskan programnya ialah mementingkan kepentingan nasional, bukan malah menasionalisasi aset-aset asing untuk negara",http://news.detik.com/pemilu2014/read/2014/06/01/205713/2596627/1562/di-depan-kader-pd-prabowo-tegaskan-tak-ada-program-nasionalisasi-aset-asing?9922032,
0108,ps,Ciri khas negara yang berhasil adalah sistem hukum yang kuat dan polisi yang kuat,,2014-06-02,tempo.com,,"Calon presiden dari gerbong koalisi Partai Gerindra, Prabowo Subianto, mengatakan polisi merupakan salah satu institusi yang vital bagi sebuah negara.",http://pemilu.tempo.co/read/news/2014/06/02/269581923/Prabowo-Pilih-Polisi-yang-Ganteng-dan-Cantik,
0109,ps,Polisi kita harus sehebat FBI,,2014-06-02,tempo.com,,"Calon presiden dari gerbong koalisi Partai Gerindra, Prabowo Subianto, bermimpi membangun kekuatan polisi sehebat-hebatnya jika kelak dia terpilih menjadi presiden RI periode 2014-2019.",http://pemilu.tempo.co/read/news/2014/06/02/269581926/Prabowo-Ingin-Polisi-Sehebat-FBI,
0110,ps,Saya juga akan melepas anak-anak pencinta gunung yang mendukung Prabowo kemudian mereka akan membawa 50 rombongan untuk mendeklarasikan dukungan di atas gunung yang ada di seluruh Indonesia,,2014-06-06,merdeka.com,Prabowo gandeng para pendaki untuk deklarasi di puncak gunung,Saya juga akan melepas anak-anak pencinta gunung yang mendukung Prabowo kemudian mereka akan membawa 50 rombongan untuk mendeklarasikan dukungan di atas gunung yang ada di seluruh Indonesia,http://www.merdeka.com/politik/prabowo-gandeng-para-pendaki-untuk-deklarasi-di-puncak-gunung.html,
0111,ps,"Saya mohon doa dan masukan dari sahabat Facebook,agar acara malam ini dapat berlangsung dengan baik,serta bermanfaat untuk demokrasi kita.",,2014-06-09,Merdeka.com,Prabowo minta masukan facebooker untuk debat capres nanti malam,"kepada para facebooker,mantan dajen kopassus ini juga mengingatkan acara debat capres berlangsung pukul 20.00 sampai 22.00",http://www.merdeka.com/politik/prabowo-minta-masukan-facebooker-untuk-debat-capres-nanti-malam.html,
0112,ps,"Sebagai tentara,kami punya tugas untuk menjaga dan melindungi rakyat dari ancaman kelompok radikal.soal hasil kerja,biar atasan kami yang menilai.saya adalah yang paling keras dalam mejaga keamanan rakyat di negara ini.",,2014-06-10,Liputan6.com,Penjelasan HAM Prabowo di debat Capres disorot dunia,Bagaimana cara anda menyelesaikan masalah pelanggaran HAM pada masa lalu dan mencegah dan menjaganya pada masa yang akan datang.,http://indonesia-baru.liputan6.com/read/2061099/penjelasan-ham-prabowo-di-debat-capres-disorot-dunia,
0113,ps,"Memang kita rasakan,inilah kelemahan bangsa kita sekarang.Korupsi,kinerja pemerintah kurang maksimal,keadilan hanya pada yang kuat,kaya.Ini kita rasakan,tapi ini semua adalah suatu akibat dari kebocoran kekayaan nasional yang sangat besar",,2014-06-09,Liputan6.com,Prabowo paparkan tips basmi korupsi tapi tak jawab pertanyaan HAM,"Indonesia masih dipersepsikan memiliki tingkat korupsi yang tinggi,Indonesia juga dilihatsebagai negara yang kinerja pemerintahannya masih belum baik,Indonesia juga belum dapat memberikan perlindungan HAM dengan baik,belum mampu melakukan penegakkan hukum dengan adil,cenderung tajam kebawah tumpul keatas,masih banyak mafia peradilan.",,
0114,ps,"Bangsa kita mau dibeli,semuanya dibeli akhirnya rakyat kita tidak jelas",,2014-06-10,Antara News,Prabowo ingatkan ada kekuatan besar beli Indonesia,calon presiden Prabowo Subianto mengingatkan ada kekuatan besar yang mengira bisa membeli negara kesatuan republik Indonesia,http://www.antaranews.com/pemilu/berita/438281/prabowo-ingatkan-ada-kekuatan-besar-beli-indonesia,
0115,ps,"Kita tidak boleh anti dengan orang kaya.kita mau perbanyak orang kaya.miskin tidak lagi miskin.justru kuat,sehingga dapat meraih kehidupan yang sama dengan yang lain",,2014-06-11,Liputan6.com,Prabowo: Kita mau perbanyak orang kaya,"Bila terpilih sebagai presiden,ia akan mengupayakan seluruh rakyat hidup sejahtera",http://indonesia-baru.liputan6.com/read/2061415/prabowo-kita-mau-perbanyak-orang-kaya,
0116,ps,"Kalau ada serangan fajar terima uangnya,itu uang negara juga",,2014-06-10,Liputan6.com,"Prabowo: terima saja serangan fajar,itu uang kalian juga","Prabowo dalam sambutannya menegaskan,politik uang tetap akan terjadi pada pemilu nanti.Jika menerima serangan fajar,jangan ditolak",http://indonesia-baru.liputan6.com/read/2061051/prabowo-terima-saja-serangan-fajar-itu-uang-kalian-juga,
0117,ps,Hati-hati demokrasi di Indonesia kalau nggak demokrasi wani piro,,2014-06-10,Merdeka.com,Prabowo: Semua bisa dibeli,"Menurut Prabowo,demokrasi Indonesia saat ini sudah bisa dibeli.makanya, dia mengingatkan agar lebih bijak dalam memilih.",http://www.merdeka.com/politik/prabowo-semua-bisa-dibeli.html,
0118,ps,"tidak ada pengikut yang jelek,yang ada hanya pemimpin-pemimpin yang jelek",,2014-06-09,Merdeka.com,Prabowo: Yang ada hanya pemimpin-pemimpin yang jelek,"Sebagai pemimpin dengan tegas saya mengatakan mari bergabung dengan syarat tidak akan merongrong anggaran negara,satu sen pun.",http://www.merdeka.com/politik/prabowo-yang-ada-hanya-pemimpin-pemimpin-yang-jelek.html,
0119,ps,"Demokrasi adalah cita-cita pendiri bangsa kita,kita telah mencapai demokrasi dengan susah payah.Alhamdulillah kita telah merasakan menjadi negara demokrasi ketiga terbesar",,2014-06-09,Merdeka.com,Prabowo: Kita ingin demokrasi yang produktif bukan demokrasi destruktif,"Prabowo menyampaikan demokrasi adalah sesuatu yang harus dipertahankan,diperbaiki dan terus diperjuangkan",http://www.merdeka.com/politik/prabowo-kita-ingin-demokrasi-yang-produktif-bukan-destruktif.html,
0120,ps,"Negara kita demokrasi artinya rakyat yang memilih pemimpin-pemimpinnya,satu orang satu suara,rakyat memilih,ini tidak terjadi di banyak negara",,2014-06-12,Merdeka.com,Prabowo: Kita ini bangsa yang sangat berani,"Negara kita keempat terbesar di dunia,ternyata diakui sebagai negara ketiga negara terbesar sebagai negara demokrasi",http://www.merdeka.com/politik/prabowo-kita-ini-bangsa-yang-sangat-berani.html,
0121,ps,"melalui proses yang tidak ringan,rakyat diberi pilihan pada pilpres kali ini,yaitu pasangan nomor urut 1 Prabowo Subianto-Hatta Rajasa dan pasangan nomor urut 2 Joko Widodo-Jusuf Kalla",,2014-06-11,Merdeka.com,Prabowo: Jangan jelekkan pasangan lain,"Peringatan itu disampaikan Prabowo tak lama setelah dia memulai kampanyenya di gedung serba,Medan Estate,Deli Serdang,Sumut.",http://www.merdeka.com/politik/prabowo-jangan-jelekkan-pasangan-lain.html,
0122,ps,Cita-cita saya dihati yang paling dalam menjadi Deng Xiao Ping nya Indonesia.Jika sejarah Tiongkok ditulis lagi maka Deng Xiao Ping adalah yang memimpin transformasi Tiongkok,,2014-06-12,Merdeka.com,Prabowo: Saya ingin jadi Deng Xiao Ping Indonesia,dia menilai Deng Xiao Ping yang pernah ditahan dan dipecatt mampu membawa kemajuan China.Deng Xiao Ping pun tetap menghormati orang yang memenjarakannya,http://www.merdeka.com/politik/prabowo-saya-ingin-jadi-deng-shio-ping-indonesia.html,
0123,ps,"Saya belum berani muncul pakai sarung,tapi banyak yang mulai pakai sarung,ulama-ulama muncul di daerah mereka menggunakan sarung karena itu budaya mereka",,2014-06-28,Merdeka.com,Prabowo: saya belum berani muncul pakai sarung,"Salah satu bentuk budaya lain yang berkembang di Indonesia adalah sarung. Namun, Prabowo mengaku belum berani muncul di hadapan publik dengan mengenakan sarung layaknya ulama-ulama di daerah yang sudah lazim menggunakan sarung.",http://www.merdeka.com/politik/prabowo-saya-belum-berani-muncul-pakai-sarung.html,
0124,ps,"Di era modern seperti sekarang ini,media juga sudah menjadi senjata.namanya senjata itu bisa digunakan oleh orang lain.",,2014-07-01,Liputan6.com,Prabowo: Keberpihakan media kadang mengganggu saya,"Prabowo mengatakan sedari awal pencapresannya,banyak media yang tidak berpihak kepadanya.banyak media saat ini dimanfaatkan untuk kepentingan sekelompok elite politik tertentu.terutama media asing yang dianggapnya kerap menyudutkan soal demokrasi.",http://indonesia-baru.liputan6.com/read/2071072/prabowo-keberpihakan-media-kadang-mengganggu-saya,
0125,ps,Boleh foto (bareng)asal nyoblos nomor satu.ha-ha-ha,,2014-06-30,Merdeka.com,Prabowo: Boleh foto asal nyoblos nomor 1,ketua dewan pembina partai Gerindra itu langsung menanggapi upaya para peserta yang ingin foto bersamanya.para peserta itu juga tak malu menunjuk jari telunjuk saat berfoto,http://www.merdeka.com/politik/prabowo-boleh-foto-asal-nyoblos-nomor-1.html,
0126,ps,"Saya tegaskan dua-duanya putra-putra terbaik Indonesia.pasangan nomor dua bukan lawan,bukan musuh,bukan orang lain adalah saudara-saudara kita sendiri",,2014-07-02,Merdeka.com,Prabowo: pasangan nomor 2 bukan lawan,"Kita boleh bersaing.namun bersaing dalam gagasan,bersaing dalam nilai-nilai kita.tapi ingat,pesaing (Jokowi-Jusuf Kalla)kita adalah saudara kita sendiri.",http://www.merdeka.com/politik/prabowo-pasangan-nomor-2-bukan-lawan.html,
0127,ps,"Maaf ya kalau saya harus bicara dari hati saya paling dalam. Saya tidak bisa bicara yang manis-manis, yang liak-liuk pandai bersilat lidah, yang selalu bermulut manis di depan rakyat",,2014-07-02,Liputan6.com,Prabowo: Saya tidak bisa bicara manis dan bersilat lidah,"Calon presiden Prabowo Subianto mengatakan, lebih memilih bersikap tegas dalam menyampaikan sikap politiknya tanpa berbasa-basi dan bersilat lidah. Sebab, dia bukan orang bisa memilih kalimat dengan indah.",http://indonesia-baru.liputan6.com/read/2071814/prabowo-saya-tidak-bisa-bicara-manis-dan-bersilat-lidah,
0128,hr,"Saya bingung tempatnya gimana, memang itu keputusan KPU ya saya terima saja",,2014-05-31,inilah.com,Hatta canggung Dikawal khusus sebagai cawapres,Calon Wakil Presiden (Cawapres) Hatta Rajasa mengaku bingung menyediakan tempat untuk anggota Polri yang bertugas mengamankannya.,http://nasional.inilah.com/read/detail/2105419/hatta-canggung-dikawal-khusus-sebagai-cawapres#.U5F-d3KSxcg,
0129,hr,"Ya kita tunggu nanti, kami tidak mau berspekulasi, kan (sinyalemen itu) nanti dilaporkan kepada ketua dewan pembina",,2014-06-02,liputan islam,Hatta Optimis Mendapat Dukungan Partai Demokrat,"cawapres Hatta Rajasa mengaku optimis, namun tetap menunggu pernyataan resmi Demokrat.",http://liputanislam.com/pemilu/hatta-optimis-mendapat-dukungan-partai-demokrat/,
0130,hr,"Esensi visi-misi kita, landasan filosofisnya itu pancasila dan UUD 45 dan itu menjadi landasan yang sangat kuat dalam melakukan arah kebijakan untuk bangsa Indonesia ke depan. Pendidikan menjadi prioritas utama untuk membangun masyarakat beretika, berbudaya dan berakhlakul karimah",,2014-05-29,sayangi.com,Hatta: Prabowo Hatta Prioritaskan Sektor Pendidikan,"Calon Wakil Presiden Hatta Rajasa mengatakan pihaknya memprioritaskan sektor pendidikan untuk membangun masyarakat beretika, berbudaya dan berakhlakul karimah.",http://www.sayangi.com/politik1/read/23690/hatta-prabowo-hatta-prioritaskan-sektor-pendidikan,
0131,hr,"Insya Allah, saya akan melindungi pasar tradisional. Tak boleh ada lagi supermarket yang dekat dengan permukiman dan pasar tradisional. Ini perlu penyelarasan sejumlah aturan, dan saya bersama Pak Prabowo bertekad untuk menyelamatkan pelaku pasar kecil dan menengah",,2014-05-31,antaranews.com,Hatta Rajasa Berjanji Lindungi pedagang Pasar Tradisional,"Calon Wakil Presiden koalisi Merah Putih, Hatta Rajasa, berjanji untuk mengakomodir dan melindungi kepentingan pedagang pasar tradisional karena selama ini hampir di seluruh kota besar dibanjiri pasar modern.",http://www.antaranews.com/berita/436683/hatta-rajasa-berjanji-lindungi-pedagang-pasar-tradisional,
0132,hr,"Harapan besar sekali saya melihat warga Nusa Tenggara Barat (NTB) yang semakin maju, tentunya dengan pembangunan merata, saya yakin Indonesia bisa lebih terdepan di mata dunia,",,2014-06-04,metronews.com,Hatta Ingin Pembangunan Indonesia Merata,"Calon wakil presiden nomor urut 1 Hatta Rajasa bertekad memajukan sistem pembangunan di Indonesia Timur. Sebab, dari aspek ekonomi maupun transfer teknologi saat ini rata-rata berpusat di Indonesia bagian barat. Pembangunan di Indonesia dinilai kurang merata.",http://pemilu.metrotvnews.com/read/2014/06/04/248917/hatta-ingin-pembangunan-di-indonesia-merata,
0133,hr,"Tidak boleh ada tindakan diskriminatif terhadap agama. Jadi, kita harus hidup rukun dan menghormati setiap pilihan dari umat kita untuk memeluk agama masing-masing,",,2014-06-02,Kompas.com,Hatta Minta Semua Umat Beragama Dapat Saling Menghormati,"Hatta menyampaikan pendapatnya itu saat diminta tanggapan soal kekerasan oleh orang tak dikenal di Gereja Banteng, Ngaglik, Yogyakarta, pada Kamis (29/5/2014). Dia berpendapat pula persoalan kerukunan umat beragama ini merupakan bagian dari penerapan falsafah Pancasila.",http://nasional.kompas.com/read/2014/06/02/2314510/Hatta.Minta.Semua.Umat.Beragama.Dapat.Saling.Menghormati,artikel
0134,hr,"Banyak sekali (Timses), tadi disebutkan saya tidak bisa menyebutkan satu persatu. Ada Mahfud MD, Rhoma Irama, Hary Tanoe dan masih banyak lagi,",,,detik.com,,awapres Hatta Rajasa menyebut sudah banyak pihak yang menjadi tim suksesnya untuk memenangkan Pilpres 2014 nanti. Timses Hatta Rajasa terdiri dari kader partai pendukung dan kader di luar partai pendukung. Salah satunya Hary Tanoe.,http://news.detik.com/pemilu2014/read/2014/05/21/221611/2588981/1562/hatta-rajasa-sebut-hary-tanoe-bagian-dari-timsesnya?992204topnews,artikel
0135,hr,"secara fisik republik ini memang sudah merdeka sejak 17 Agustus 1945, tapi masih belum merdeka dalam pengertian luas.",,2014-06-04,suara-islam.com,,"Calon wakil presiden Hatta Rajasa mengatakan, secara fisik republik ini memang sudah merdeka sejak 17 Agustus 1945, tapi masih belum merdeka dalam pengertian luas.",http://www.suara-islam.com/read/index/11071/-Hatta-Rajasa---Indonesia-Belum-Merdeka,
0136,hr,"Nomor 1 atau 2 sama saja, tak ada makna khusus,",,2014-05-31,tempo.com,Hatta: Nomor Urut Tak Penting,"Hatta Rajasa, calon wakil presiden dari poros koalisi yang dipimpin Partai Gerakan Indonesia Raya, tak memedulikan dapat nomor urut berapa saat bertarung dalam pemilihan presiden 9 Juli mendatang.",http://pemilu.tempo.co/read/news/2014/05/31/269581457/Hatta-Nomor-Urut-Tak-Penting,
