lembaga,tahun,id_provinsi,nama_provinsi,id_dapil,nama_dapil,id_partai,nama_partai,urutan,id,nama,jenis_kelamin,domisili,foto_url,agama,tempat_lahir,tanggal_lahir
DPR,2014,11,ACEH,1101,ACEH I,1,PARTAI NasDem,1,DPR11010101,"PROF. DR. BACHTIAR ALY, MA",L,KOTA TANGERANG SELATAN,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/01.%20NASDEM/01.%20PROF.%20DR.%20BACHTIAR%20ALY%2C%20MA.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,1,PARTAI NasDem,2,DPR11010102,Drs. H. T. PRIBADI,L,KOTA BANDA ACEH,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/01.%20NASDEM/02.%20DRS.%20H.T.%20PRIBADI.JPG,,,
DPR,2014,11,ACEH,1101,ACEH I,1,PARTAI NasDem,3,DPR11010103,"DESI   FITRIANI, S.Sos.",P,KOTA DEPOK,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/01.%20NASDEM/03.%20DESI%20FITRIANI%2C%20S.SOS.JPG,,,
DPR,2014,11,ACEH,1101,ACEH I,1,PARTAI NasDem,4,DPR11010104,TAF HAIKAL,L,ACEH JAYA,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/01.%20NASDEM/04.TAF%20HAIKAL.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,1,PARTAI NasDem,5,DPR11010105,IR. H. FAISAL RY,L,JAKARTA  TIMUR,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/01.%20NASDEM/05.%20IR.%20H.%20FAISAL%20RY.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,1,PARTAI NasDem,6,DPR11010106,"Hj. FAHMIWATI, SE., M.Si",P,KOTA BANDA ACEH,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/01.%20NASDEM/06.%20FAHMIWATI%2C%20SE%2C%20M.SI.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,1,PARTAI NasDem,7,DPR11010107,NURHAYATI,P,ACEH  BESAR,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/01.%20NASDEM/07.%20MURHAYATI.JPG,,,
DPR,2014,11,ACEH,1101,ACEH I,5,PARTAI GOLONGAN KARYA,1,DPR11010501,"H. SAYED FUAD ZAKARIA, SE",L,KOTA TANGERANG SELATAN,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/05.GOLKAR/01SAYED%20FUAD.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,5,PARTAI GOLONGAN KARYA,2,DPR11010502,ANDI HS,L,JAKARTA TIMUR,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/05.GOLKAR/02ANDI%20HARIANTO%20SINULINGGA.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,5,PARTAI GOLONGAN KARYA,3,DPR11010503,ASRIDA,P,KOTA BANDA ACEH,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/05.GOLKAR/03ASRIDA.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,5,PARTAI GOLONGAN KARYA,4,DPR11010504,"H.M. SALIM FAKHRY,SE, MM",L,ACEH TENGGARA,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/05.GOLKAR/04SALIM%20FAKHRY.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,5,PARTAI GOLONGAN KARYA,5,DPR11010505,H.MUNTASIR HAMID SH.MH,L,KOTA BANDA ACEH,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/05.GOLKAR/05MUNTASIR%20HAMID.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,5,PARTAI GOLONGAN KARYA,6,DPR11010506,SYLVIA ROSA,P,ACEH UTARA,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/05.GOLKAR/06SYLVIA%20ROSA.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,5,PARTAI GOLONGAN KARYA,7,DPR11010507,SRI HANDAYANI. SE,P,ACEH BESAR,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/05.GOLKAR/07SRI%20HANDAYANI.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,9,PARTAI PERSATUAN PEMBANGUNAN,1,DPR11010901,TGK. H. MOHD. FAISAL AMIN,L,ACEH BESAR,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/09.PPP/01.%20Faisal%20Amin.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,9,PARTAI PERSATUAN PEMBANGUNAN,2,DPR11010902,"EDWAR M. NUR, SE, MM",L,KOTA BANDA ACEH,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/09.PPP/02.%20Edward.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,9,PARTAI PERSATUAN PEMBANGUNAN,3,DPR11010903,Hj. RUKAIYAH IBRAHIM NAIN,P,KOTA BANDA ACEH,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/09.PPP/03.%20Rukaiyah.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,9,PARTAI PERSATUAN PEMBANGUNAN,4,DPR11010904,"H. ZAINAL ABIDIN ALAWY, M.Ag",L,KOTA BANDA ACEH,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/09.PPP/04.%20Zaenal%20A%20Wali.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,9,PARTAI PERSATUAN PEMBANGUNAN,5,DPR11010905,"Hj. TJUT JUSLINA RIJANTO PRATIGNJO, SH., MH",P,JAKARTA SELATAN,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/09.PPP/05.%20Tjut%20R%20P.JPG,,,
DPR,2014,11,ACEH,1101,ACEH I,9,PARTAI PERSATUAN PEMBANGUNAN,6,DPR11010906,"EVI SUSANTI, SH, MH",P,ACEH BESAR,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/09.PPP/06.%20Evi%20Susanti.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,9,PARTAI PERSATUAN PEMBANGUNAN,7,DPR11010907,"SRI GUSTINI, SH., MA",P,KOTA BANDA ACEH,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/09.PPP/07.%20Sri%20Gustini.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,2,PARTAI KEBANGKITAN BANGSA,1,DPR11010201,IRMAWAN,L,KOTA BANDA ACEH,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/02.PKB_ACEH%20I/01.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,2,PARTAI KEBANGKITAN BANGSA,2,DPR11010202,Drs. H. RUSLI MUHAMMAD,L,KOTA BANDA ACEH,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/02.PKB_ACEH%20I/02.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,2,PARTAI KEBANGKITAN BANGSA,3,DPR11010203,"MAHDALENA, S.Hut",P,ACEH BESAR,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/02.PKB_ACEH%20I/03.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,2,PARTAI KEBANGKITAN BANGSA,4,DPR11010204,"TGK HUSIN YUSUF, S.Pd.I",L,ACEH SELATAN,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/02.PKB_ACEH%20I/04.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,2,PARTAI KEBANGKITAN BANGSA,5,DPR11010205,MUNAWAR,L,BIREUEN,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/02.PKB_ACEH%20I/05.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,2,PARTAI KEBANGKITAN BANGSA,6,DPR11010206,"SITI NURAINI, S.Pd",P,KOTA SUBULUSSALAM,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/02.PKB_ACEH%20I/06.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,2,PARTAI KEBANGKITAN BANGSA,7,DPR11010207,Dra. ANDYANA,P,ACEH BARAT,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/02.PKB_ACEH%20I/07.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,6,PARTAI GERAKAN INDONESIA RAYA,1,DPR11010601,"Drs. H. ZAINAL SABRI, MM",L,KOTA BANDA ACEH,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/06.%20GERINDRA/01.%20Drs.%20H.%20ZAINAL%20SABRI%2C%20MM.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,6,PARTAI GERAKAN INDONESIA RAYA,2,DPR11010602,"H. ASFIFUDDIN, SH. MH",L,KOTA JAKARTA BARAT,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/06.%20GERINDRA/02.%20ASFIFUDDIN%2C%20SH%2C%20MH.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,6,PARTAI GERAKAN INDONESIA RAYA,3,DPR11010603,Hj. CUT EVITA,P,KOTA BANDA ACEH,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/06.%20GERINDRA/03.%20Hj.%20CUT%20EVITA.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,6,PARTAI GERAKAN INDONESIA RAYA,4,DPR11010604,FARA DIANA,P,KOTA JAKARTA SELATAN,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/06.%20GERINDRA/04.%20FARA%20DIANA.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,6,PARTAI GERAKAN INDONESIA RAYA,5,DPR11010605,YANI WAGE SULISTYOWATI,P,KAB. SLEMAN,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/06.%20GERINDRA/05.%20YANNE%20WAGE%20SULISTTYOWATI.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,6,PARTAI GERAKAN INDONESIA RAYA,6,DPR11010606,FADHLULLAH (DEK FAD),L,KAB PIDIE,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/06.%20GERINDRA/06.%20FADHULLAH%20%28DEK%20FAD%29.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,6,PARTAI GERAKAN INDONESIA RAYA,7,DPR11010607,"Ir. H. T.A. KHALID, MM",L,KOTA BANDA ACEH,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/06.%20GERINDRA/07.%20Ir.%20H.T%20A.%20KHALID%2C%20MM.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,10,PARTAI HATI NURANI RAKYAT,1,DPR11011001,"H. MUKHLIS MUKHTAR, SH",L,KOTA BANDA ACEH,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/10.%20HANURA/01.%20MUKHLIS.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,10,PARTAI HATI NURANI RAKYAT,2,DPR11011002,AMIR  FAISAL,L,JAKARTA BARAT,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/10.%20HANURA/02.%20AMIR%20FAISAL.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,10,PARTAI HATI NURANI RAKYAT,3,DPR11011003,"Hj. CUT ANI VIVIYANTI, SE",P,KOTA BANDA ACEH,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/10.%20HANURA/03.%20CUT%20ANI%20VIVIYANTI%2C%20SE.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,10,PARTAI HATI NURANI RAKYAT,4,DPR11011004,"HAFIDZ MARZUKI, SE",L,JAKARTA SELATAN,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/10.%20HANURA/04.%20HAFIDZ%20MARZUKI%2C%20SE.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,10,PARTAI HATI NURANI RAKYAT,5,DPR11011005,"DENNI ARIE MAHESA, SHI",L,JAKARTA TIMUR,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/10.%20HANURA/05.%20DENNI%20ARIE%20MAHESA%2C%20SHI.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,10,PARTAI HATI NURANI RAKYAT,6,DPR11011006,"MAYASARI, S.Psi",P,PIDIE JAYA,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/10.%20HANURA/06.%20MAYASARI.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,10,PARTAI HATI NURANI RAKYAT,7,DPR11011007,RINA ROSIANA AGUSTINA,P,JAKARTA SELATAN,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/10.%20HANURA/07.%20RINA%20ROSIANA%20AGUSTINI.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,3,PARTAI KEADILAN SEJAHTERA,1,DPR11010301,"M. NASIR DJAMIL, S.Ag",L,KOTA JAKARTA SELATAN,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/03.%20PKS/01.%20Nasir%20Djamil.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,3,PARTAI KEADILAN SEJAHTERA,2,DPR11010302,"H. MOHAMMAD IHSAN, BA",L,KOTA JAKARTA SELATAN,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/03.%20PKS/02.%20M.%20Ihsan.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,3,PARTAI KEADILAN SEJAHTERA,3,DPR11010303,"KURNIA RAHMAYANTI, S.Psi",P,KOTA BANDA ACEH,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/03.%20PKS/03.%20Kurnia.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,3,PARTAI KEADILAN SEJAHTERA,4,DPR11010304,ZAMZAMI A. RANI,L,ACEH JAYA,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/03.%20PKS/04.%20Zamzami%20A.%20Rani.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,3,PARTAI KEADILAN SEJAHTERA,5,DPR11010305,ZULKARNAIN,L,KOTA BANDA ACEH,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/03.%20PKS/05.%20Rina%20Suryani%20Oktari.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,3,PARTAI KEADILAN SEJAHTERA,6,DPR11010306,DIAN HURIANA,P,ACEH BESAR,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/03.%20PKS/06.%20Zulkarnain.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,7,PARTAI DEMOKRAT,1,DPR11010701,"H. TEUKU RIEFKY HARSYA B.Sc, MT",L,JAKARTA SELATAN,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/07.%20DEMOKRAT/01.%20H.%20Teuku%20Riefky%20Harsya%2C%20MT01.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,7,PARTAI DEMOKRAT,2,DPR11010702,"Ir. NOVA IRIANSYAH, MT",L,JAKARTA PUSAT,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/07.%20DEMOKRAT/02.%20NOVA%20IRI.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,7,PARTAI DEMOKRAT,3,DPR11010703,Ir. Hj. NURSHANTI ADNAN,P,KOTA BANDA ACEH,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/07.%20DEMOKRAT/03.%20NURSHANTI.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,7,PARTAI DEMOKRAT,4,DPR11010704,M. ALI YAKOB,L,JAKARTA SELATAN,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/07.%20DEMOKRAT/04.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,7,PARTAI DEMOKRAT,5,DPR11010705,"drg. TJUT FADLUNA PARAMITA,Sp.Ort",P,JAKARTA PUSAT,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/07.%20DEMOKRAT/05.%20TJUT.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,7,PARTAI DEMOKRAT,6,DPR11010706,"H. IBNU RUSDI, SE",L,KOTA BANDA ACEH,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/07.%20DEMOKRAT/06.%20Ibnu%20Rusdi%2C%20SE.JPG,,,
DPR,2014,11,ACEH,1101,ACEH I,7,PARTAI DEMOKRAT,7,DPR11010707,"Ir. Hj. SRI REZEKI TAKARINA, M.Si",P,JAKARTA SELATAN,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/07.%20DEMOKRAT/07.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,14,PARTAI BULAN BINTANG,1,DPR11011401,"ZULMAHDI HASAN, S. Ag",L,KOTA BANDA ACEH,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/14.PBB.ACEH%20I/01.%20ZULMAHDI%20HASAN%2C%20S.Ag..jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,14,PARTAI BULAN BINTANG,2,DPR11011402,Tgk. SYAIFULLAH M. ALI,L,PIDIE,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/14.PBB.ACEH%20I/02.%20Tgk.%20SAIFULLAH%20M.%20ALI.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,14,PARTAI BULAN BINTANG,3,DPR11011403,LEDIANA,P,KOTA BANDA ACEH,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/14.PBB.ACEH%20I/03.%20LEDIANA.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,14,PARTAI BULAN BINTANG,4,DPR11011404,"NUR YUNIATI SE., MM",P,KOTA JAKARTA SELATAN,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/14.PBB.ACEH%20I/04.%20NUR%20YUNIATI%20HARTONO%2C%20SE.%20MM..jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,14,PARTAI BULAN BINTANG,5,DPR11011405,M. RIZA RIZKI,L,KOTA JAKARTA UTARA,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/14.PBB.ACEH%20I/05.%20M.%20RIZA%20RIZKI.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,14,PARTAI BULAN BINTANG,6,DPR11011406,"WIDYAWATI SOFIANA, S.Kep.S.KG",P,ACEH BARAT,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/14.PBB.ACEH%20I/06.%20WIDYA%20WATI%20SOFIANA%2C%20S.Kep..jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,14,PARTAI BULAN BINTANG,7,DPR11011407,"NOOR MUHAMMAD, SE",L,BEKASI,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/14.PBB.ACEH%20I/07.%20NOOR%20MUHAMMAD%2C%20SE..jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,1,DPR11010401,Ir. MOCH NASIR,L,JAKARTA SELATAN,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/04.%20PDIP_ACEH%201/01.%20IR%20MOCH%20NASIR.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,2,DPR11010402,"AZFILLI ISHAK, SH",L,BANDA ACEH,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/04.%20PDIP_ACEH%201/02.%20AZFILLI%20ISHAK%2C%20SH.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,3,DPR11010403,"CUT RIDHA SARTIKA, SE",P,BANDA ACEH,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/04.%20PDIP_ACEH%201/03.%20CUT%20RIDHA%20SARTIKA%2C%20SE.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,4,DPR11010404,"H. HUSAINI SETIAWAN AG, SE, MBA",L,LHOKSEUMAWE,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/04.%20PDIP_ACEH%201/04.%20HUSAINI%20SETIAWAN.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,5,DPR11010405,Ir. T FUADI,L,KOTA BANDA ACEH,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/04.%20PDIP_ACEH%201/05.%20Ir.%20T%20FUADI.tif,,,
DPR,2014,11,ACEH,1101,ACEH I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,6,DPR11010406,"Hj. NURMALASARI, S.Pd",P,ACEH JAYA,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/04.%20PDIP_ACEH%201/06.%20NURMALASARI.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,7,DPR11010407,"ANDRIYANI, SH.",P,ACEH BARAT DAYA,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/04.%20PDIP_ACEH%201/07.%20ANDRIYANI%2C%20SH.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,8,PARTAI AMANAT NASIONAL,1,DPR11010801,"H. ANWAR AHMAD, SE, Ak",L,ACEH BESAR,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/08.%20PAN/01%20-%20Anwar%20Ahmad.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,8,PARTAI AMANAT NASIONAL,2,DPR11010802,"H. MUSLIM AYUB, SH, MM",L,KOTA BANDA ACEH,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/08.%20PAN/02%20-%20H.%20Muslim%20Ayub%2C%20SH.%2C%20MM..jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,8,PARTAI AMANAT NASIONAL,3,DPR11010803,Dra. MARIANI HAROEN,P,JAKARTA PUSAT,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/08.%20PAN/03%20-%20Dra.%20Mariani%20Haroen.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,8,PARTAI AMANAT NASIONAL,4,DPR11010804,"SAYED MUSTAFA USAB, SE, M.Si",L,NAGAN RAYA,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/08.%20PAN/04%20-%20Sayed%20Mustafa%20Usab%20Al%20Idroes%2C%20SE.%2C%20M.Si..jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,8,PARTAI AMANAT NASIONAL,5,DPR11010805,SYAFRUDDIN NGULMA SIMEULUE,L,JAKARTA SELATAN,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/08.%20PAN/05%20-%20Syafruddin%20Ngulma%20Simeulue.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,8,PARTAI AMANAT NASIONAL,6,DPR11010806,HIDAYATI,P,JAKARTA SELATAN,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/08.%20PAN/06.img-417090340.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,8,PARTAI AMANAT NASIONAL,7,DPR11010807,"Hj. SRI SITI MUNALAR, SH",P,DEPOK,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/08.%20PAN/07%20-%20Hj.%20Sri%20Siti%20Munalar%2C%20SH..jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,1,DPR11011501,Ir. H. M NASIR NAWAWI,L,KOTA DEPOK,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/15.%20PKPI/01.%20NASIR%20NAWAWI.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,2,DPR11011502,TGK FAUZI ZAINOEL ABIDIN,L,PIDIE,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/15.%20PKPI/02.%20FAUZI%20ZAENOEL%20ABIDIN.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,3,DPR11011503,"RATNA MUTIA, SH",P,KOTA TANGERANG SELATAN,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/15.%20PKPI/03.%20RATNA%20MUTIA.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,4,DPR11011504,"Ir. RAMLAN, MM",L,KOTA BANDA ACEH,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/15.%20PKPI/04.%20IR%20RAMLAN%20MM.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,5,DPR11011505,Drs. H. MARZUKI TA,L,KOTA JAKARTA TIMUR,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/15.%20PKPI/05.%20DRS%20H%20MARZUKI%20TA.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,6,DPR11011506,LILIS LISNAWATI,P,KOTA BOGOR,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/15.%20PKPI/06.%20LILIS%20LISNAWATI.jpg,,,
DPR,2014,11,ACEH,1101,ACEH I,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,7,DPR11011507,ZULFA AIFI,P,ACEH BARAT,http://dct.kpu.go.id/images/foto/DPR/1101.%20ACEH%20I/15.%20PKPI/07.%20ZULFA%20ALFI.jpg,,,
DPR,2014,11,ACEH,1102,ACEH II,1,PARTAI NasDem,1,DPR11020101,ZULFAN LINDAN,L,JAKARTA SELATAN,http://dct.kpu.go.id/images/foto/DPR/1102.%20ACEH%20II/01.%20NASDEM/01.zulfan%20lindan.jpg,,,
DPR,2014,11,ACEH,1102,ACEH II,1,PARTAI NasDem,2,DPR11020102,"H. ZAINI DJALIL, SH",L,KOTA BANDA ACEH,http://dct.kpu.go.id/images/foto/DPR/1102.%20ACEH%20II/01.%20NASDEM/02.zaini%20djalil.JPG,,,
DPR,2014,11,ACEH,1102,ACEH II,1,PARTAI NasDem,3,DPR11020103,FATIMAH,P,KOTA TANGERANG SELATAN,http://dct.kpu.go.id/images/foto/DPR/1102.%20ACEH%20II/01.%20NASDEM/03.fatimah.jpg,,,
DPR,2014,11,ACEH,1102,ACEH II,1,PARTAI NasDem,4,DPR11020104,"DR. (HC.) H. BASRI ARITA, ST.",L,ACEH BESAR,http://dct.kpu.go.id/images/foto/DPR/1102.%20ACEH%20II/01.%20NASDEM/04.basri%20arita.jpg,,,
DPR,2014,11,ACEH,1102,ACEH II,1,PARTAI NasDem,5,DPR11020105,Ir. MULIYADI,L,ACEH TAMIANG,http://dct.kpu.go.id/images/foto/DPR/1102.%20ACEH%20II/01.%20NASDEM/05.muliyadi.jpg,,,
DPR,2014,11,ACEH,1102,ACEH II,1,PARTAI NasDem,6,DPR11020106,"Hj. SUFRIDAWATI, SE., MM.",P,KOTA BANDA ACEH,http://dct.kpu.go.id/images/foto/DPR/1102.%20ACEH%20II/01.%20NASDEM/06.sufridawaty.JPG,,,
DPR,2014,11,ACEH,1102,ACEH II,5,PARTAI GOLONGAN KARYA,1,DPR11020501,H. KAHARUDDIN SYAH,L,JAKARTA TIMUR,http://dct.kpu.go.id/images/foto/DPR/1102.%20ACEH%20II/05.GOLKAR/01KAHARUDDIN.JPG,,,
