lembaga,tahun,id_provinsi,nama_provinsi,id_dapil,nama_dapil,id_partai,nama_partai,urutan,id,nama,jenis_kelamin,domisili,foto_url,agama,tempat_lahir,tanggal_lahir
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,1,PARTAI NasDem,2,DPR33040102,IR. RISTIYANTO,L,JAKARTA TIMUR,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/01.%20NASDEM/02.ristiyanto.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,1,PARTAI NasDem,3,DPR33040103,"NIA CHANDRA KIRANA, S.S",P,SUKOHARJO,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/01.%20NASDEM/03.nia%20chandra.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,1,PARTAI NasDem,4,DPR33040104,"DANAN SUMARDI, SE",L,SRAGEN,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/01.%20NASDEM/04.danan%20sumardi.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,1,PARTAI NasDem,5,DPR33040105,DWI WIYANTI,P,SLEMAN,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/01.%20NASDEM/05.dwi%20wiyanto.JPG,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,1,PARTAI NasDem,6,DPR33040106,NY KARNI,P,JAKARTA SELATAN,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/01.%20NASDEM/06.karni.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,1,PARTAI NasDem,7,DPR33040107,"H. RADEN SUJARTO, SE, MM.",L,KOTA TANGERANG,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/01.%20NASDEM/07.raden%20sujarto.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,5,PARTAI GOLONGAN KARYA,1,DPR33040501,"DRS. HAJRIYANTO Y THOHARI, MA",L,JAKARTA SELATAN,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/05.GOLKAR/01DRS.%20HAJRIANTO%20Y%20THOHARI.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,5,PARTAI GOLONGAN KARYA,2,DPR33040502,JULIYATMONO,L,KARANGANYAR,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/05.GOLKAR/02JULIYATMONO.JPG,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,5,PARTAI GOLONGAN KARYA,3,DPR33040503,"Hj.ENDANG MARIA ASTUTI,S.Sg.S.H.",P,WONOGIRI,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/05.GOLKAR/03ENDANG%20MARIA%20ASTUTI.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,5,PARTAI GOLONGAN KARYA,4,DPR33040504,"H. WIHAJI, S.Ag, M.Pd",L,KOTA DEPOK,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/05.GOLKAR/04H.WIHAJI.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,5,PARTAI GOLONGAN KARYA,5,DPR33040505,"IR. ARNANTO NURPRABOWO, MP",L,JAKARTA TIMUR,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/05.GOLKAR/05IR.ARNANTO%20NURPRABOWO%2C%20MP.JPG,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,5,PARTAI GOLONGAN KARYA,6,DPR33040506,LINDA SETIAWATI,P,JAKARTA TIMUR,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/05.GOLKAR/06LINDA%20SETIAWATI.JPG,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,5,PARTAI GOLONGAN KARYA,7,DPR33040507,AISYAH ULFA SYAFII,P,BOGOR,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/05.GOLKAR/07AISYAH%20ULFAH%20SYAFII.JPG,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,9,PARTAI PERSATUAN PEMBANGUNAN,1,DPR33040901,"H. BAMBANG HERMANTO, SE",L,KOTA DEPOK,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/09.PPP/01.%20Bambang%20H.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,9,PARTAI PERSATUAN PEMBANGUNAN,2,DPR33040902,"ANDING SUKIMAN,S. Pd",L,WONOGIRI,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/09.PPP/02.%20Anding%20S.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,9,PARTAI PERSATUAN PEMBANGUNAN,3,DPR33040903,ROBIATUL ADAWIYAH,P,WONOGIRI,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/09.PPP/03.%20Robiatul.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,9,PARTAI PERSATUAN PEMBANGUNAN,4,DPR33040904,Ir. SUJATNO,L,PATI,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/09.PPP/04.%20Sujatno.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,9,PARTAI PERSATUAN PEMBANGUNAN,5,DPR33040905,SRI MURWANI,P,SRAGEN,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/09.PPP/05.%20Sri%20Muwarni.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,9,PARTAI PERSATUAN PEMBANGUNAN,6,DPR33040906,Dra. Hj. ROFIQOH,P,SRAGEN,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/09.PPP/06.%20Rofiqoh.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,9,PARTAI PERSATUAN PEMBANGUNAN,7,DPR33040907,TONDO TARMANTO,L,WONOGIRI,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/09.PPP/07.%20Tondo.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,2,PARTAI KEBANGKITAN BANGSA,1,DPR33040201,"MUKAFI FADLI, ST, S.Ag",L,SRAGEN,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/02.PKB_JATENG%20IV/01.mukafi.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,2,PARTAI KEBANGKITAN BANGSA,2,DPR33040202,Ir. MUGIHARJO,L,KARANGANYAR,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/02.PKB_JATENG%20IV/02.mugiharjo.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,2,PARTAI KEBANGKITAN BANGSA,3,DPR33040203,WAHYU WIDIYA SURYANI NING WALUYO,P,LEBAK,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/02.PKB_JATENG%20IV/03.wahyu.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,2,PARTAI KEBANGKITAN BANGSA,4,DPR33040204,"LAMAT SUBJAKTO, SH",L,TANGERANG,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/02.PKB_JATENG%20IV/04.lamat.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,2,PARTAI KEBANGKITAN BANGSA,5,DPR33040205,MAHSUN KAMAWI,L,SRAGEN,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/02.PKB_JATENG%20IV/05.mahsun.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,2,PARTAI KEBANGKITAN BANGSA,6,DPR33040206,SITI AMALIYAH SARI ASIH,P,BREBES,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/02.PKB_JATENG%20IV/06.siti.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,2,PARTAI KEBANGKITAN BANGSA,7,DPR33040207,NANI HARTATI,P,JAKARTA TIMUR,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/02.PKB_JATENG%20IV/07.nani.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,6,PARTAI GERAKAN INDONESIA RAYA,1,DPR33040601,M.B. SETIADHARMA,L,KOTA JAKARTA TIMUR,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/06.%20GERINDRA/01.%20M.B%20SETIADHARMA.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,6,PARTAI GERAKAN INDONESIA RAYA,2,DPR33040602,RAHAYU SARASWATI DJOJOHADIKUSUMO,P,KOTA JAKARTA PUSAT,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/06.%20GERINDRA/02.%20RAHAYU%20SARASWATI%20DJOJOHADIKUSUMO.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,6,PARTAI GERAKAN INDONESIA RAYA,3,DPR33040603,"DR. Drs. H. BUDI SUPRIYATNO, MM",L,KOTA TANGERANG,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/06.%20GERINDRA/03.%20DR.%20Drs.%20BUDI%20SUPRIYATNO%2C%20MM.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,6,PARTAI GERAKAN INDONESIA RAYA,4,DPR33040604,"Drs. H. SUDARMANTO, MM",L,KOTA JAKARTA TIMUR,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/06.%20GERINDRA/04.%20Drs.%20H.%20SUDARMANTO%2C%20MM.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,6,PARTAI GERAKAN INDONESIA RAYA,5,DPR33040605,"RETNO YULIATI, SH., MH",P,KOTA JAKARTA PUSAT,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/06.%20GERINDRA/05.%20RETNO%20YULIATI%2C%20SH%2C%20MH.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,6,PARTAI GERAKAN INDONESIA RAYA,6,DPR33040606,M. ANDY R. WIJAYA,L,KOTA JAKARTA SELATAN,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/06.%20GERINDRA/06.%20M.%20ANDY%20R.%20WIJAYA.JPG,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,6,PARTAI GERAKAN INDONESIA RAYA,7,DPR33040607,NING WORO SUPENI,P,KOTA DEPOK,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/06.%20GERINDRA/07.%20Dra.%20NING%20WORO%20SUPENI%2C%20MM.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,10,PARTAI HATI NURANI RAKYAT,1,DPR33041001,"Dr.SUSANINGTYAS NEFO HANDAYANI KERTOPATI, M.Si",P,JAKARTA SELATAN,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/10.%20HANURA/01.%20SUSANINGTYAS%20NEFO%20HANDAYANI%20KERTOPATI%2C%20M.Si.JPG,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,10,PARTAI HATI NURANI RAKYAT,2,DPR33041002,"ERET HARTANTO, SH, Sp.N",L,KARANG ANYAR,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/10.%20HANURA/02.%20ERET%20HARTANTO%2C%20SH%2C%20Sp.N.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,10,PARTAI HATI NURANI RAKYAT,3,DPR33041003,"H.BUDIYANTO DARMASTONO, SE, M.Si",L,JAKARTA BARAT,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/10.%20HANURA/03.H.%20BUDIYANTO%20DARMASTONO%2C%20SE%2C%20M.Si.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,10,PARTAI HATI NURANI RAKYAT,4,DPR33041004,AGUS SUSILO,L,JAKARTA PUSAT,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/10.%20HANURA/04.%20AGUS%20SUSILO.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,10,PARTAI HATI NURANI RAKYAT,5,DPR33041005,"RUSDIANTO RUSLI, SE",L,JAKARTA SELATAN,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/10.%20HANURA/05.%20RUSDIANTO%20RUSLI%2C%20SE.JPG,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,10,PARTAI HATI NURANI RAKYAT,6,DPR33041006,DIAN ELI SURYANINGSIH,P,KEBUMEN,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/10.%20HANURA/06.%20DIAN%20ELY%20SURYANINGSIH.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,10,PARTAI HATI NURANI RAKYAT,7,DPR33041007,"DYAH NGESTIE SUSILOWATI, SH",P,JAKARTA BARAT,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/10.%20HANURA/07.%20DYAH%20NGESTIE%20SUSILOWATI%2C%20SH.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,3,PARTAI KEADILAN SEJAHTERA,1,DPR33040301,"MUHAMMAD MARTRI AGOENG, SH",L,KOTA BEKASI,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/03.%20PKS/01.%20Martri%20Agoeng%20Jateng%20III%204x6.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,3,PARTAI KEADILAN SEJAHTERA,2,DPR33040302,MUKHAYAR,L,KOTA JAKARTA TIMUR,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/03.%20PKS/02.%20Mukhayar%20Jateng%20III%204x6.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,3,PARTAI KEADILAN SEJAHTERA,3,DPR33040303,"LELI FIRLI ROHMANI, S.Psi",P,SRAGEN,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/03.%20PKS/03.%20Leli%20Firli%20R%204x6.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,3,PARTAI KEADILAN SEJAHTERA,4,DPR33040304,"Drs. HAMID NOOR YASIN, MM",L,WONOGIRI,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/03.%20PKS/04.%20Hamid%20Noor%20Yasin.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,3,PARTAI KEADILAN SEJAHTERA,5,DPR33040305,"JOKO WIDODO, SH",L,WONOGIRI,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/03.%20PKS/05.%20Mas%20Joko%20-%20Copy.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,3,PARTAI KEADILAN SEJAHTERA,6,DPR33040306,dr. NURUL FITHRI ISHVARI,P,KARANGANYAR,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/03.%20PKS/06.%20dr.%20nurul%20fithri%20ishvari%204x6.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,3,PARTAI KEADILAN SEJAHTERA,7,DPR33040307,"SRI PURWANTI, S.Sos",P,SRAGEN,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/03.%20PKS/07.%20Sri%20Purwanti%204x6.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,7,PARTAI DEMOKRAT,1,DPR33040701,"RINTO SUBEKTI, SE, MM",L,KARANGANYAR,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/07.%20DEMOKRAT/01.%20RINTO.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,7,PARTAI DEMOKRAT,2,DPR33040702,JUNIWATI NASIR,P,BEKASI,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/07.%20DEMOKRAT/02.%20JUNIWATI.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,7,PARTAI DEMOKRAT,3,DPR33040703,"Dr. KP. EDDY WIRABHUMI, SH, MM",L,SURAKARTA,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/07.%20DEMOKRAT/03.%20EDDY.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,7,PARTAI DEMOKRAT,4,DPR33040704,VINOD KUMAR AGARWAL,L,KARANGANYAR,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/07.%20DEMOKRAT/04.%20VINOD%20KUMAR%20AGARWAL.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,7,PARTAI DEMOKRAT,5,DPR33040705,"PUTRY NURHAENI, S.IP",P,KOTA DEPOK,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/07.%20DEMOKRAT/05.%20PUTRY.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,7,PARTAI DEMOKRAT,6,DPR33040706,"H. BAYU JALAR PRAYOGO, SE, MM",L,SEMARANG,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/07.%20DEMOKRAT/06.%20BAYU.JPG,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,7,PARTAI DEMOKRAT,7,DPR33040707,"TITIS ADIYANUR MACHFUDIYAH, S.Psi",P,SUKOHARJO,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/07.%20DEMOKRAT/07.%20TITIS.JPG,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,14,PARTAI BULAN BINTANG,1,DPR33041401,"BUDDHIARTO, SE, MM",L,KOTA SURAKARTA,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/14.PBB.JATENG%20IV/01.%20BUDDHIARTO.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,14,PARTAI BULAN BINTANG,2,DPR33041402,"SISWANTO, ST",L,KARANGANYAR,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/14.PBB.JATENG%20IV/02.%20SISWANTO.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,14,PARTAI BULAN BINTANG,3,DPR33041403,SRI RUSMIATI,P,KOTA TANGERANG,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/14.PBB.JATENG%20IV/03.%20SRI%20RUSMIATI.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,14,PARTAI BULAN BINTANG,4,DPR33041404,SUKAMTO,L,SRAGEN,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/14.PBB.JATENG%20IV/04.%20SUKAMTO.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,14,PARTAI BULAN BINTANG,5,DPR33041405,YAHYA NURHADI,L,SRAGEN,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/14.PBB.JATENG%20IV/05.%20YAHYA%20NURHADI.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,14,PARTAI BULAN BINTANG,6,DPR33041406,"LIA KURNIA, S.Pd",P,KOTA JAKARTA TIMUR,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/14.PBB.JATENG%20IV/06.%20LIA%20KURNIA.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,14,PARTAI BULAN BINTANG,7,DPR33041407,SRI ROHANA,P,PATI,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/14.PBB.JATENG%20IV/07.%20SRI%20ROHANA%20HIDAYAT.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,1,DPR33040401,"Ir. BAMBANG WURYANTO, MBA",L,BANTUL,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/04.%20PDIP_JATENG%204/01.%20Ir.%20BAMBANG%20WURYANTO.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,2,DPR33040402,MANGARA M. SIAHAAN,L,JAKARTA SELATAN,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/04.%20PDIP_JATENG%204/02.%20MANGARA%20M.%20SIAHAAN.JPG,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,3,DPR33040403,"AGUSTINA WILUJENG PRAMESTUTI., SS.",P,SEMARANG,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/04.%20PDIP_JATENG%204/03.%20AGUSTINA%20WILUJENG%20PRAMESTUTI%2C%20SS.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,4,DPR33040404,STEFANUS ASAT GUSMA,L,JAKARTA PUSAT,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/04.%20PDIP_JATENG%204/04.%20STEFANUS%20ASAT%20GUSMA.JPG,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,5,DPR33040405,LISA FEBRIYANTI,P,SURABAYA,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/04.%20PDIP_JATENG%204/05.%20LISA%20FEBRIYANTI.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,6,DPR33040406,KATARINA IDA ROKHAYATI,P,BEKASI,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/04.%20PDIP_JATENG%204/06.%20KATARINA%20IDA%20ROKHAYATI.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,7,DPR33040407,RAHARJA WALUYA JATI,L,JAKARTA TIMUR,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/04.%20PDIP_JATENG%204/07.%20RAHARJA%20WALUYA%20JATI.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,8,PARTAI AMANAT NASIONAL,1,DPR33040801,"HJ. LAILA ISTIANA DS, SE",P,KOTA SURAKARTA,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/08.%20PAN/01%20-%20Hj.%20Laila%20Istiana%20DS%2C%20SE..jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,8,PARTAI AMANAT NASIONAL,2,DPR33040802,Ir. IBNU MAHMUD BILALLUDIN,L,WONOGIRI,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/08.%20PAN/02%20-%20Ibnu%20Mahmud%20Bilalluddin%2C%20Ir..jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,8,PARTAI AMANAT NASIONAL,3,DPR33040803,"H. HERU CIPTO NUGROHO, S.Sos",L,KOTA BEKASI,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/08.%20PAN/03%20-%20H.%20Heru%20Cipto%20Nugroho%2C%20S.Sos..jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,8,PARTAI AMANAT NASIONAL,4,DPR33040804,HM. ALI BADARUDIN,L,JAKARTA TIMUR,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/08.%20PAN/04%20-%20Drs.%20HM.%20Ali%20Badarudin%2C%20SH.%20MM.Pd..jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,8,PARTAI AMANAT NASIONAL,5,DPR33040805,"H. AGUNG YUDI PRASETYA, S.Si",L,KOTA BEKASI,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/08.%20PAN/05%20-%20H.%20Agung%20Yudi%20Prasetya%20S.Si..jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,8,PARTAI AMANAT NASIONAL,6,DPR33040806,DEVI SUKISTIYOWATI,P,KOTA DEPOK,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/08.%20PAN/06%20-%20Devi%20Sukitiyowati.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,8,PARTAI AMANAT NASIONAL,7,DPR33040807,SITI AISAH,P,KOTA DEPOK,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/08.%20PAN/07%20-%20Siti%20Aisah.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,1,DPR33041501,SANTI WIDIANTI,P,KOTA BEKASI,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/15.%20PKPI/01.%20SANTI%20WIDYANTI.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,2,DPR33041502,"BAMBANG HARYANTO, S.Sos",L,KARAWANG,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/15.%20PKPI/02.%20BAMBANG%20HARYANTO.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,3,DPR33041503,"Ir. KUSNADI N, SH, M. Hum",L,KOTA JAKARTA SELATAN,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/15.%20PKPI/03.%20KUSNADI.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,4,DPR33041504,IDA HADIJAH,P,KOTA BEKASI,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/15.%20PKPI/04.%20IDA%20HADIJAH.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,5,DPR33041505,RUDY WATAK,L,KOTA TANGERANG,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/15.%20PKPI/05.%20RUDY%20WATAK.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,6,DPR33041506,THERESIA MONICA DANIS RAHAYU,P,KOTA SURABAYA,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/15.%20PKPI/06.%20THERESIA%20MONICA.jpg,,,
DPR,2014,33,JAWA TENGAH,3304,JAWA TENGAH IV,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,7,DPR33041507,"Drs. Ir. ZAINAL ARIFIEN, MH",L,JAKARTA SELATAN,http://dct.kpu.go.id/images/foto/DPR/3304.%20JATENG%20IV/15.%20PKPI/07.%20ZAINAL%20ARIFIN.jpg,,,
