id,region_id,region_name,name,pemilih,pengguna_hak_pilih,perolehan_suara,suara_sah,suara_tidak_sah,total_suara,link,resource
1,1,BENGKULU,BENGKULU SELATAN,112.679,85.101,[1] 43.255 [2] 38.954,81.541,4.518,86.061,https://pilkada2015.kpu.go.id/bengkuluprov/bengkulu_selatan,https://pilkada2015.kpu.go.id/bengkuluprov
2,1,BENGKULU,BENGKULU TENGAH,78.964,50.857,[1] 28.595 [2] 18.171,46.766,3.855,50.621,https://pilkada2015.kpu.go.id/bengkuluprov/bengkulu_tengah,https://pilkada2015.kpu.go.id/bengkuluprov
3,1,BENGKULU,BENGKULU UTARA,209.265,154.166,[1] 71.727 [2] 69.188,141.091,13.171,154.129,https://pilkada2015.kpu.go.id/bengkuluprov/bengkulu_utara,https://pilkada2015.kpu.go.id/bengkuluprov
4,1,BENGKULU,KAUR,94.272,73.708,[1] 35.129 [2] 32.704,67.52,5.075,72.931,https://pilkada2015.kpu.go.id/bengkuluprov/kaur,https://pilkada2015.kpu.go.id/bengkuluprov
5,1,BENGKULU,KEPAHIANG,111.213,76.117,[1] 38.588 [2] 30.268,68.856,7.261,76.117,https://pilkada2015.kpu.go.id/bengkuluprov/kepahiang,https://pilkada2015.kpu.go.id/bengkuluprov
6,1,BENGKULU,KOTA BENGKULU,265.362,131.904,[1] 77.887 [2] 44.994,123.042,7.939,130.898,https://pilkada2015.kpu.go.id/bengkuluprov/kota_bengkulu,https://pilkada2015.kpu.go.id/bengkuluprov
7,1,BENGKULU,LEBONG,83.252,63.182,[1] 40.482 [2] 18.681,59.295,4.292,63.589,https://pilkada2015.kpu.go.id/bengkuluprov/lebong,https://pilkada2015.kpu.go.id/bengkuluprov
8,1,BENGKULU,MUKOMUKO,127.648,89.11,[1] 40.896 [2] 43.761,84.68,4.976,89.221,https://pilkada2015.kpu.go.id/bengkuluprov/mukomuko,https://pilkada2015.kpu.go.id/bengkuluprov
9,1,BENGKULU,REJANG LEBONG,206.095,141.729,[1] 100.841 [2] 33.662,134.192,6.314,140.61,https://pilkada2015.kpu.go.id/bengkuluprov/rejang_lebong,https://pilkada2015.kpu.go.id/bengkuluprov
10,1,BENGKULU,SELUMA,145.349,104.771,[1] 39.241 [2] 53.814,93.029,11.394,104.158,https://pilkada2015.kpu.go.id/bengkuluprov/seluma,https://pilkada2015.kpu.go.id/bengkuluprov
11,2,JAMBI,BATANGHARI,190.794,144.718,[1] 52.967 [2] 84.957,138.354,6.815,143.913,https://pilkada2015.kpu.go.id/jambiprov/batanghari,https://pilkada2015.kpu.go.id/jambiprov
12,2,JAMBI,BUNGO,242.967,170.608,[1] 49.501 [2] 114.059,163.296,6.237,169.528,https://pilkada2015.kpu.go.id/jambiprov/bungo,https://pilkada2015.kpu.go.id/jambiprov
13,2,JAMBI,KERINCI,217.775,121.061,[1] 63.331 [2] 54.151,117.001,2.848,119.52,https://pilkada2015.kpu.go.id/jambiprov/kerinci,https://pilkada2015.kpu.go.id/jambiprov
14,2,JAMBI,KOTA JAMBI,405.85,279.639,[1] 95.708 [2] 174.625,268.413,8.234,276.754,https://pilkada2015.kpu.go.id/jambiprov/kota_jambi,https://pilkada2015.kpu.go.id/jambiprov
15,2,JAMBI,KOTA SUNGAI PENUH,67.743,51.954,[1] 24.157 [2] 25.311,49.86,2.041,51.899,https://pilkada2015.kpu.go.id/jambiprov/kota_sungai_penuh,https://pilkada2015.kpu.go.id/jambiprov
16,2,JAMBI,MERANGIN,245.024,166.015,[1] 96.261 [2] 65.080,161.39,3.555,165.101,https://pilkada2015.kpu.go.id/jambiprov/merangin,https://pilkada2015.kpu.go.id/jambiprov
17,2,JAMBI,MUARO JAMBI,274.882,180.202,[1] 46.976 [2] 129.105,176.464,4.08,180.283,https://pilkada2015.kpu.go.id/jambiprov/muaro_jambi,https://pilkada2015.kpu.go.id/jambiprov
18,2,JAMBI,SAROLANGUN,191.606,126.44,[1] 86.766 [2] 36.877,123.54,3.026,126.278,https://pilkada2015.kpu.go.id/jambiprov/sarolangun,https://pilkada2015.kpu.go.id/jambiprov
19,2,JAMBI,TANJUNG JABUNG BARAT,211.634,148.188,[1] 46.355 [2] 94.934,141.255,6.759,148.061,https://pilkada2015.kpu.go.id/jambiprov/tanjung_jabung_barat,https://pilkada2015.kpu.go.id/jambiprov
20,2,JAMBI,TANJUNG JABUNG TIMUR,165.512,125.714,[1] 31.448 [2] 89.982,121.3,5.21,126.518,https://pilkada2015.kpu.go.id/jambiprov/tanjung_jabung_timur,https://pilkada2015.kpu.go.id/jambiprov
21,2,JAMBI,TEBO,236.096,146.418,[1] 44.160 [2] 96.574,140.387,4.43,144.925,https://pilkada2015.kpu.go.id/jambiprov/tebo,https://pilkada2015.kpu.go.id/jambiprov
22,3,KABUPATEN  PELALAWAN,BANDAR PETALANGAN,9.311,7.318,[1] 3.779 [2] 3.336,7.115,203,7.318,https://pilkada2015.kpu.go.id/pelalawankab/bandar_petalangan,https://pilkada2015.kpu.go.id/pelalawankab
23,3,KABUPATEN  PELALAWAN,BANDAR SEI KIJANG,8.712,6.019,[1] 3.152 [2] 2.727,5.879,140,6.019,https://pilkada2015.kpu.go.id/pelalawankab/bandar_sei_kijang,https://pilkada2015.kpu.go.id/pelalawankab
24,3,KABUPATEN  PELALAWAN,BUNUT,7.891,6.129,[1] 2.880 [2] 3.147,6.027,102,6.129,https://pilkada2015.kpu.go.id/pelalawankab/bunut,https://pilkada2015.kpu.go.id/pelalawankab
25,3,KABUPATEN  PELALAWAN,KERUMUTAN,13.938,10.789,[1] 6.464 [2] 4.189,10.653,136,10.789,https://pilkada2015.kpu.go.id/pelalawankab/kerumutan,https://pilkada2015.kpu.go.id/pelalawankab
26,3,KABUPATEN  PELALAWAN,KUALA KAMPAR,12.199,8.291,[1] 3.214 [2] 4.987,8.201,90,8.291,https://pilkada2015.kpu.go.id/pelalawankab/kuala_kampar,https://pilkada2015.kpu.go.id/pelalawankab
27,3,KABUPATEN  PELALAWAN,LANGGAM,15.731,11.031,[1] 7.199 [2] 3.639,10.838,193,11.031,https://pilkada2015.kpu.go.id/pelalawankab/langgam,https://pilkada2015.kpu.go.id/pelalawankab
28,3,KABUPATEN  PELALAWAN,PANGKALAN KERINCI,39.701,26.092,[1] 11.306 [2] 14.304,25.61,482,26.092,https://pilkada2015.kpu.go.id/pelalawankab/pangkalan_kerinci,https://pilkada2015.kpu.go.id/pelalawankab
29,3,KABUPATEN  PELALAWAN,PANGKALAN KURAS,32.65,21.81,[1] 11.189 [2] 10.108,21.297,513,21.81,https://pilkada2015.kpu.go.id/pelalawankab/pangkalan_kuras,https://pilkada2015.kpu.go.id/pelalawankab
30,3,KABUPATEN  PELALAWAN,PANGKALAN LESUNG,16.818,11.908,[1] 6.751 [2] 4.690,11.441,467,11.908,https://pilkada2015.kpu.go.id/pelalawankab/pangkalan_lesung,https://pilkada2015.kpu.go.id/pelalawankab
31,3,KABUPATEN  PELALAWAN,PELALAWAN,8.742,6.431,[1] 2.315 [2] 3.946,6.261,170,6.431,https://pilkada2015.kpu.go.id/pelalawankab/pelalawan,https://pilkada2015.kpu.go.id/pelalawankab
32,3,KABUPATEN  PELALAWAN,TELUK MERANTI,10.85,7.367,[1] 1.431 [2] 5.892,7.323,44,7.367,https://pilkada2015.kpu.go.id/pelalawankab/teluk_meranti,https://pilkada2015.kpu.go.id/pelalawankab
33,3,KABUPATEN  PELALAWAN,UKUI,22.909,15.354,[1] 8.938 [2] 6.115,15.053,301,15.354,https://pilkada2015.kpu.go.id/pelalawankab/ukui,https://pilkada2015.kpu.go.id/pelalawankab
34,4,KABUPATEN  ROKAN HILIR,BAGAN SINEMBAH,88.427,54.323,[1] 7.811 [2] 18.825 [3] 8.704 [4] 17.062,51.979,1.487,53.48,https://pilkada2015.kpu.go.id/rokanhilirkab/bagan_sinembah,https://pilkada2015.kpu.go.id/rokanhilirkab
35,4,KABUPATEN  ROKAN HILIR,BANGKO,54.001,35.489,[1] 2.581 [2] 13.097 [3] 9.166 [4] 9.198,33.541,1.168,34.627,https://pilkada2015.kpu.go.id/rokanhilirkab/bangko,https://pilkada2015.kpu.go.id/rokanhilirkab
36,4,KABUPATEN  ROKAN HILIR,BANGKO PUSAKO,37.501,23.816,[1] 3.929 [2] 10.879 [3] 1.951 [4] 6.128,22.754,724,23.485,https://pilkada2015.kpu.go.id/rokanhilirkab/bangko_pusako,https://pilkada2015.kpu.go.id/rokanhilirkab
37,4,KABUPATEN  ROKAN HILIR,BATU HAMPAR,6.29,3.973,[1] 329 [2] 1.029 [3] 750 [4] 1.735,3.843,125,3.976,https://pilkada2015.kpu.go.id/rokanhilirkab/batu_hampar,https://pilkada2015.kpu.go.id/rokanhilirkab
38,4,KABUPATEN  ROKAN HILIR,KUBU,16.825,9.67,[1] 809 [2] 3.527 [3] 2.287 [4] 2.690,9.423,247,9.67,https://pilkada2015.kpu.go.id/rokanhilirkab/kubu,https://pilkada2015.kpu.go.id/rokanhilirkab
39,4,KABUPATEN  ROKAN HILIR,KUBU BABUSSALAM,15.534,8.559,[1] 805 [2] 3.501 [3] 2.472 [4] 1.619,8.279,191,8.47,https://pilkada2015.kpu.go.id/rokanhilirkab/kubu_babussalam,https://pilkada2015.kpu.go.id/rokanhilirkab
40,4,KABUPATEN  ROKAN HILIR,PASIR LIMAU KAPAS,23.092,12.12,[1] 512 [2] 4.427 [3] 3.906 [4] 2.954,11.799,321,12.12,https://pilkada2015.kpu.go.id/rokanhilirkab/pasir_limau_kapas,https://pilkada2015.kpu.go.id/rokanhilirkab
41,4,KABUPATEN  ROKAN HILIR,PEKAITAN,9.731,6.242,[1] 666 [2] 2.303 [3] 1.162 [4] 1.868,6.003,243,6.238,https://pilkada2015.kpu.go.id/rokanhilirkab/pekaitan,https://pilkada2015.kpu.go.id/rokanhilirkab
42,4,KABUPATEN  ROKAN HILIR,PUJUD,41.53,27.177,[1] 5.638 [2] 9.816 [3] 3.595 [4] 7.230,26.276,849,27.066,https://pilkada2015.kpu.go.id/rokanhilirkab/pujud,https://pilkada2015.kpu.go.id/rokanhilirkab
43,4,KABUPATEN  ROKAN HILIR,RANTAU KOPAR,4.504,2.955,[1] 1.060 [2] 809 [3] 471 [4] 385,2.725,123,2.848,https://pilkada2015.kpu.go.id/rokanhilirkab/rantau_kopar,https://pilkada2015.kpu.go.id/rokanhilirkab
44,4,KABUPATEN  ROKAN HILIR,RIMBA MELINTANG,27.349,15.208,[1] 2.699 [2] 5.104 [3] 1.568 [4] 5.395,14.736,458,15.195,https://pilkada2015.kpu.go.id/rokanhilirkab/rimba_melintang,https://pilkada2015.kpu.go.id/rokanhilirkab
45,4,KABUPATEN  ROKAN HILIR,SIMPANG KANAN,16.221,10.582,[1] 636 [2] 4.983 [3] 2.397 [4] 2.386,10.402,180,10.582,https://pilkada2015.kpu.go.id/rokanhilirkab/simpang_kanan,https://pilkada2015.kpu.go.id/rokanhilirkab
46,4,KABUPATEN  ROKAN HILIR,SINABOI,10.341,6.106,[1] 363 [2] 3.050 [3] 1.012 [4] 1.531,5.965,150,6.106,https://pilkada2015.kpu.go.id/rokanhilirkab/sinaboi,https://pilkada2015.kpu.go.id/rokanhilirkab
47,4,KABUPATEN  ROKAN HILIR,TANAH PUTIH,40.173,22.265,[1] 7.786 [2] 7.090 [3] 2.442 [4] 4.117,21.143,549,21.872,https://pilkada2015.kpu.go.id/rokanhilirkab/tanah_putih,https://pilkada2015.kpu.go.id/rokanhilirkab
48,4,KABUPATEN  ROKAN HILIR,TANAH PUTIH TANJUNG MELAWAN,9.572,5.645,[1] 800 [2] 2.341 [3] 1.345 [4] 1.217,5.503,142,5.645,https://pilkada2015.kpu.go.id/rokanhilirkab/tanah_putih_tanjung_melawan,https://pilkada2015.kpu.go.id/rokanhilirkab
49,5,KABUPATEN  ROKAN HULU,BANGUN PURBA,11.402,9.214,[1] 3.759 [2] 4.238 [3] 1.061,9.078,136,9.004,https://pilkada2015.kpu.go.id/rokanhulukab/bangun_purba,https://pilkada2015.kpu.go.id/rokanhulukab
50,5,KABUPATEN  ROKAN HULU,BONAI DARUSSALAM,14.367,7.144,[1] 1.963 [2] 4.126 [3] 970,7.059,163,7.222,https://pilkada2015.kpu.go.id/rokanhulukab/bonai_darussalam,https://pilkada2015.kpu.go.id/rokanhulukab
51,5,KABUPATEN  ROKAN HULU,KABUN,13.856,9.262,[1] 4.030 [2] 4.348 [3] 668,9.046,216,9.262,https://pilkada2015.kpu.go.id/rokanhulukab/kabun,https://pilkada2015.kpu.go.id/rokanhulukab
52,5,KABUPATEN  ROKAN HULU,KEPENUHAN,12.634,9.948,[1] 3.705 [2] 4.305 [3] 1.806,9.816,132,9.948,https://pilkada2015.kpu.go.id/rokanhulukab/kepenuhan,https://pilkada2015.kpu.go.id/rokanhulukab
53,5,KABUPATEN  ROKAN HULU,KEPENUHAN HULU,8.715,6.778,[1] 1.384 [2] 3.031 [3] 2.217,6.632,146,6.778,https://pilkada2015.kpu.go.id/rokanhulukab/kepenuhan_hulu,https://pilkada2015.kpu.go.id/rokanhulukab
54,5,KABUPATEN  ROKAN HULU,KUNTO DARUSSALAM,22.172,15.894,[1] 4.917 [2] 9.273 [3] 1.097,15.287,213,15.5,https://pilkada2015.kpu.go.id/rokanhulukab/kunto_darussalam,https://pilkada2015.kpu.go.id/rokanhulukab
55,5,KABUPATEN  ROKAN HULU,PAGARAN TAPAH DARUSSALAM,6.622,4.573,[1] 1.802 [2] 2.248 [3] 456,4.506,67,4.573,https://pilkada2015.kpu.go.id/rokanhulukab/pagaran_tapah_darussalam,https://pilkada2015.kpu.go.id/rokanhulukab
56,5,KABUPATEN  ROKAN HULU,PENDALIAN IV KOTO,7.886,5.453,[1] 2.039 [2] 2.855 [3] 516,5.41,40,5.453,https://pilkada2015.kpu.go.id/rokanhulukab/pendalian_iv_koto,https://pilkada2015.kpu.go.id/rokanhulukab
57,5,KABUPATEN  ROKAN HULU,RAMBAH,27.996,22.586,[1] 10.011 [2] 9.609 [3] 2.473,22.093,325,22.366,https://pilkada2015.kpu.go.id/rokanhulukab/rambah,https://pilkada2015.kpu.go.id/rokanhulukab
58,5,KABUPATEN  ROKAN HULU,RAMBAH HILIR,23.888,18.617,[1] 8.377 [2] 6.151 [3] 3.758,18.286,331,18.617,https://pilkada2015.kpu.go.id/rokanhulukab/rambah_hilir,https://pilkada2015.kpu.go.id/rokanhulukab
59,5,KABUPATEN  ROKAN HULU,RAMBAH SAMO,19.241,15.733,[1] 7.695 [2] 5.192 [3] 2.375,15.262,250,15.278,https://pilkada2015.kpu.go.id/rokanhulukab/rambah_samo,https://pilkada2015.kpu.go.id/rokanhulukab
60,5,KABUPATEN  ROKAN HULU,ROKAN IV KOTO,14.356,11.036,[1] 5.405 [2] 4.052 [3] 1.431,10.888,148,11.036,https://pilkada2015.kpu.go.id/rokanhulukab/rokan_iv_koto,https://pilkada2015.kpu.go.id/rokanhulukab
61,5,KABUPATEN  ROKAN HULU,TAMBUSAI,29.09,20.018,[1] 7.079 [2] 8.179 [3] 4.115,19.383,553,19.936,https://pilkada2015.kpu.go.id/rokanhulukab/tambusai,https://pilkada2015.kpu.go.id/rokanhulukab
62,5,KABUPATEN  ROKAN HULU,TAMBUSAI UTARA,38.403,26.252,[1] 10.853 [2] 9.851 [3] 5.128,25.832,651,26.468,https://pilkada2015.kpu.go.id/rokanhulukab/tambusai_utara,https://pilkada2015.kpu.go.id/rokanhulukab
63,5,KABUPATEN  ROKAN HULU,TANDUN,17.374,12.288,[1] 5.159 [2] 6.095 [3] 830,12.084,204,12.281,https://pilkada2015.kpu.go.id/rokanhulukab/tandun,https://pilkada2015.kpu.go.id/rokanhulukab
64,5,KABUPATEN  ROKAN HULU,UJUNG BATU,25.33,17.711,[1] 9.968 [2] 5.798 [3] 1.539,17.305,155,17.074,https://pilkada2015.kpu.go.id/rokanhulukab/ujung_batu,https://pilkada2015.kpu.go.id/rokanhulukab
65,6,KABUPATEN  SIAK,BUNGA RAYA,16.853,12.016,[1] 5.676 [2] 6.174,11.85,166,12.016,https://pilkada2015.kpu.go.id/siakkab/bunga_raya,https://pilkada2015.kpu.go.id/siakkab
66,6,KABUPATEN  SIAK,DAYUN,21.266,12.499,[1] 6.784 [2] 5.458,12.242,257,12.499,https://pilkada2015.kpu.go.id/siakkab/dayun,https://pilkada2015.kpu.go.id/siakkab
67,6,KABUPATEN  SIAK,KANDIS,43.177,22.285,[1] 12.609 [2] 9.400,22.009,276,22.285,https://pilkada2015.kpu.go.id/siakkab/kandis,https://pilkada2015.kpu.go.id/siakkab
68,6,KABUPATEN  SIAK,KERINCI KANAN,15.181,10.083,[1] 7.023 [2] 2.924,9.947,136,10.083,https://pilkada2015.kpu.go.id/siakkab/kerinci_kanan,https://pilkada2015.kpu.go.id/siakkab
69,6,KABUPATEN  SIAK,KOTO GASIB,15.52,9.004,[1] 5.554 [2] 3.245,8.799,205,9.004,https://pilkada2015.kpu.go.id/siakkab/koto_gasib,https://pilkada2015.kpu.go.id/siakkab
70,6,KABUPATEN  SIAK,LUBUK DALAM,12.471,8.268,[1] 4.821 [2] 3.247,8.068,200,8.268,https://pilkada2015.kpu.go.id/siakkab/lubuk_dalam,https://pilkada2015.kpu.go.id/siakkab
71,6,KABUPATEN  SIAK,MEMPURA,10.132,7.026,[1] 3.811 [2] 3.076,6.887,125,7.012,https://pilkada2015.kpu.go.id/siakkab/mempura,https://pilkada2015.kpu.go.id/siakkab
72,6,KABUPATEN  SIAK,MINAS,18.891,9.767,[1] 5.524 [2] 4.130,9.654,113,9.767,https://pilkada2015.kpu.go.id/siakkab/minas,https://pilkada2015.kpu.go.id/siakkab
73,6,KABUPATEN  SIAK,PUSAKO,4.354,3.2,[1] 2.116 [2] 1.015,3.131,69,3.2,https://pilkada2015.kpu.go.id/siakkab/pusako,https://pilkada2015.kpu.go.id/siakkab
74,6,KABUPATEN  SIAK,SABAK AUH,8.281,5.836,[1] 3.089 [2] 2.671,5.76,76,5.836,https://pilkada2015.kpu.go.id/siakkab/sabak_auh,https://pilkada2015.kpu.go.id/siakkab
75,6,KABUPATEN  SIAK,SIAK,18.063,11.297,[1] 6.505 [2] 4.648,11.153,144,11.297,https://pilkada2015.kpu.go.id/siakkab/siak,https://pilkada2015.kpu.go.id/siakkab
76,6,KABUPATEN  SIAK,SUNGAI APIT,20.209,13.599,[1] 8.050 [2] 5.333,13.383,216,13.599,https://pilkada2015.kpu.go.id/siakkab/sungai_apit,https://pilkada2015.kpu.go.id/siakkab
77,6,KABUPATEN  SIAK,SUNGAI MANDAU,5.323,3.782,[1] 2.827 [2] 909,3.736,46,3.782,https://pilkada2015.kpu.go.id/siakkab/sungai_mandau,https://pilkada2015.kpu.go.id/siakkab
78,6,KABUPATEN  SIAK,TUALANG,75.342,39.917,[1] 24.437 [2] 14.747,39.184,729,39.917,https://pilkada2015.kpu.go.id/siakkab/tualang,https://pilkada2015.kpu.go.id/siakkab
79,7,KABUPATEN AGAM,AMPEK NAGARI,15.887,8.774,[1] 5.876 [2] 2.563,8.545,222,8.767,https://pilkada2015.kpu.go.id/agamkab/ampek_nagari,https://pilkada2015.kpu.go.id/agamkab
80,7,KABUPATEN AGAM,BANUHAMPU,24.903,13.471,[1] 4.096 [2] 8.671,12.764,592,13.356,https://pilkada2015.kpu.go.id/agamkab/banuhampu,https://pilkada2015.kpu.go.id/agamkab
81,7,KABUPATEN AGAM,BASO,25.728,14.423,[1] 1.380 [2] 12.430,13.686,443,14.129,https://pilkada2015.kpu.go.id/agamkab/baso,https://pilkada2015.kpu.go.id/agamkab
82,7,KABUPATEN AGAM,CANDUNG,18.112,9.383,[1] 2.176 [2] 6.858,8.996,387,9.383,https://pilkada2015.kpu.go.id/agamkab/candung,https://pilkada2015.kpu.go.id/agamkab
83,7,KABUPATEN AGAM,IV ANGKAT CANDUNG,29.422,15.34,[1] 5.326 [2] 9.453,14.779,561,15.34,https://pilkada2015.kpu.go.id/agamkab/iv_angkat_candung,https://pilkada2015.kpu.go.id/agamkab
84,7,KABUPATEN AGAM,IV KOTO,17.811,9.609,[1] 2.654 [2] 6.456,9.112,497,9.609,https://pilkada2015.kpu.go.id/agamkab/iv_koto,https://pilkada2015.kpu.go.id/agamkab
85,7,KABUPATEN AGAM,KAMANG MAGEK,16.179,9.176,[1] 3.732 [2] 5.115,8.728,326,9.176,https://pilkada2015.kpu.go.id/agamkab/kamang_magek,https://pilkada2015.kpu.go.id/agamkab
86,7,KABUPATEN AGAM,LUBUK BASUNG,49.536,27.58,[1] 18.015 [2] 8.916,26.725,646,27.371,https://pilkada2015.kpu.go.id/agamkab/lubuk_basung,https://pilkada2015.kpu.go.id/agamkab
87,7,KABUPATEN AGAM,MALALAK,7.737,3.999,[1] 1.556 [2] 2.231,3.787,208,3.995,https://pilkada2015.kpu.go.id/agamkab/malalak,https://pilkada2015.kpu.go.id/agamkab
88,7,KABUPATEN AGAM,MATUR,13.006,7.593,[1] 3.352 [2] 3.816,6.982,322,7.304,https://pilkada2015.kpu.go.id/agamkab/matur,https://pilkada2015.kpu.go.id/agamkab
89,7,KABUPATEN AGAM,PALUPUH,10.374,6.26,[1] 2.438 [2] 3.636,5.785,179,5.9,https://pilkada2015.kpu.go.id/agamkab/palupuh,https://pilkada2015.kpu.go.id/agamkab
90,7,KABUPATEN AGAM,PELEMBAYAN,20.998,11.285,[1] 7.041 [2] 3.770,10.812,310,11.126,https://pilkada2015.kpu.go.id/agamkab/pelembayan,https://pilkada2015.kpu.go.id/agamkab
91,7,KABUPATEN AGAM,SUNGAI PUA,16.422,8.982,[1] 3.372 [2] 5.277,8.649,333,8.983,https://pilkada2015.kpu.go.id/agamkab/sungai_pua,https://pilkada2015.kpu.go.id/agamkab
92,7,KABUPATEN AGAM,TANJUNG MUTIARA,18.899,10.632,[1] 5.991 [2] 4.141,10.132,531,10.532,https://pilkada2015.kpu.go.id/agamkab/tanjung_mutiara,https://pilkada2015.kpu.go.id/agamkab
93,7,KABUPATEN AGAM,TANJUNG RAYA,25.034,14.357,[1] 9.378 [2] 4.127,13.888,442,14.16,https://pilkada2015.kpu.go.id/agamkab/tanjung_raya,https://pilkada2015.kpu.go.id/agamkab
94,7,KABUPATEN AGAM,TILATANG KAMANG,23.924,13.259,[1] 5.502 [2] 6.736,12.259,536,12.798,https://pilkada2015.kpu.go.id/agamkab/tilatang_kamang,https://pilkada2015.kpu.go.id/agamkab
95,8,KABUPATEN ASAHAN,AEK KUASAN,17.803,10.955,[1] 5.163 [2] 5.580,10.743,212,10.955,https://pilkada2015.kpu.go.id/asahankab/aek_kuasan,https://pilkada2015.kpu.go.id/asahankab
96,8,KABUPATEN ASAHAN,AEK LEDONG,14.797,8.697,[1] 3.548 [2] 4.984,8.532,165,8.697,https://pilkada2015.kpu.go.id/asahankab/aek_ledong,https://pilkada2015.kpu.go.id/asahankab
97,8,KABUPATEN ASAHAN,AEK SONGSONGAN,13.215,8.308,[1] 5.405 [2] 2.818,8.223,85,8.308,https://pilkada2015.kpu.go.id/asahankab/aek_songsongan,https://pilkada2015.kpu.go.id/asahankab
98,8,KABUPATEN ASAHAN,AIR BATU,30.519,16.977,[1] 7.671 [2] 9.018,16.689,288,16.977,https://pilkada2015.kpu.go.id/asahankab/air_batu,https://pilkada2015.kpu.go.id/asahankab
99,8,KABUPATEN ASAHAN,AIR JOMAN,34.272,16.228,[1] 6.850 [2] 8.886,15.745,492,16.228,https://pilkada2015.kpu.go.id/asahankab/air_joman,https://pilkada2015.kpu.go.id/asahankab
100,8,KABUPATEN ASAHAN,BANDAR PASIR MANDOGE,24.018,13.794,[1] 6.280 [2] 7.248,13.528,200,13.728,https://pilkada2015.kpu.go.id/asahankab/bandar_pasir_mandoge,https://pilkada2015.kpu.go.id/asahankab
101,8,KABUPATEN ASAHAN,BANDAR PULAU,16.112,11.164,[1] 6.702 [2] 4.344,11.047,117,11.164,https://pilkada2015.kpu.go.id/asahankab/bandar_pulau,https://pilkada2015.kpu.go.id/asahankab
102,8,KABUPATEN ASAHAN,BUNTU PANE,17.532,11.207,[1] 3.797 [2] 7.212,11.009,198,11.207,https://pilkada2015.kpu.go.id/asahankab/buntu_pane,https://pilkada2015.kpu.go.id/asahankab
103,8,KABUPATEN ASAHAN,KOTA KISARAN BARAT,40.113,23.243,[1] 8.911 [2] 13.645,22.556,677,23.243,https://pilkada2015.kpu.go.id/asahankab/kota_kisaran_barat,https://pilkada2015.kpu.go.id/asahankab
104,8,KABUPATEN ASAHAN,KOTA KISARAN TIMUR,53.887,28.26,[1] 10.051 [2] 16.717,26.768,766,27.356,https://pilkada2015.kpu.go.id/asahankab/kota_kisaran_timur,https://pilkada2015.kpu.go.id/asahankab
105,8,KABUPATEN ASAHAN,MERANTI,16.149,8.952,[1] 3.647 [2] 5.171,8.818,134,8.952,https://pilkada2015.kpu.go.id/asahankab/meranti,https://pilkada2015.kpu.go.id/asahankab
106,8,KABUPATEN ASAHAN,PULAU RAKYAT,23.35,13.97,[1] 8.128 [2] 5.599,13.727,242,13.969,https://pilkada2015.kpu.go.id/asahankab/pulau_rakyat,https://pilkada2015.kpu.go.id/asahankab
107,8,KABUPATEN ASAHAN,PULO BANDRING,22.657,14.534,[1] 5.044 [2] 9.264,14.308,226,14.534,https://pilkada2015.kpu.go.id/asahankab/pulo_bandring,https://pilkada2015.kpu.go.id/asahankab
108,8,KABUPATEN ASAHAN,RAHUNING,13.283,8.814,[1] 4.755 [2] 3.955,8.71,104,8.814,https://pilkada2015.kpu.go.id/asahankab/rahuning,https://pilkada2015.kpu.go.id/asahankab
109,8,KABUPATEN ASAHAN,RAWANG PANCA ARGA,14.57,8.277,[1] 2.650 [2] 5.517,8.167,110,8.277,https://pilkada2015.kpu.go.id/asahankab/rawang_panca_arga,https://pilkada2015.kpu.go.id/asahankab
110,8,KABUPATEN ASAHAN,SEI DADAP,23.046,13.096,[1] 4.852 [2] 7.981,12.833,263,13.096,https://pilkada2015.kpu.go.id/asahankab/sei_dadap,https://pilkada2015.kpu.go.id/asahankab
111,8,KABUPATEN ASAHAN,SEI KEPAYANG,12.74,6.11,[1] 3.098 [2] 2.894,5.992,118,6.11,https://pilkada2015.kpu.go.id/asahankab/sei_kepayang,https://pilkada2015.kpu.go.id/asahankab
112,8,KABUPATEN ASAHAN,SEI KEPAYANG BARAT,9.945,4.34,[1] 1.306 [2] 2.495,3.801,95,3.896,https://pilkada2015.kpu.go.id/asahankab/sei_kepayang_barat,https://pilkada2015.kpu.go.id/asahankab
113,8,KABUPATEN ASAHAN,SEI KEPAYANG TIMUR,6.373,2.935,[1] 730 [2] 2.159,2.888,220,2.764,https://pilkada2015.kpu.go.id/asahankab/sei_kepayang_timur,https://pilkada2015.kpu.go.id/asahankab
114,8,KABUPATEN ASAHAN,SETIA JANJI,9.347,6.357,[1] 1.701 [2] 4.563,6.264,93,6.357,https://pilkada2015.kpu.go.id/asahankab/setia_janji,https://pilkada2015.kpu.go.id/asahankab
115,8,KABUPATEN ASAHAN,SILAU LAUT,16.974,8.497,[1] 3.252 [2] 5.070,8.322,175,8.497,https://pilkada2015.kpu.go.id/asahankab/silau_laut,https://pilkada2015.kpu.go.id/asahankab
116,8,KABUPATEN ASAHAN,SIMPANG EMPAT,31.47,13.903,[1] 7.345 [2] 6.287,13.632,271,13.903,https://pilkada2015.kpu.go.id/asahankab/simpang_empat,https://pilkada2015.kpu.go.id/asahankab
117,8,KABUPATEN ASAHAN,TANJUNG BALAI,28.023,10.254,[1] 4.401 [2] 5.638,10.039,215,10.254,https://pilkada2015.kpu.go.id/asahankab/tanjung_balai,https://pilkada2015.kpu.go.id/asahankab
