id,id_provinsi,name,kind
17,23017,KAB. LEBONG,KABUPATEN
17,23017,KAB. LEBONG,KABUPATEN
17,23017,KAB. LEBONG,KABUPATEN
17,23017,KAB. LEBONG,KABUPATEN
17,22850,KAB. MUKO MUKO,KABUPATEN
17,22850,KAB. MUKO MUKO,KABUPATEN
17,22850,KAB. MUKO MUKO,KABUPATEN
17,22012,KAB. REJANG LEBONG,KABUPATEN
17,22012,KAB. REJANG LEBONG,KABUPATEN
17,22012,KAB. REJANG LEBONG,KABUPATEN
17,22012,KAB. REJANG LEBONG,KABUPATEN
17,22012,KAB. REJANG LEBONG,KABUPATEN
17,22012,KAB. REJANG LEBONG,KABUPATEN
17,22012,KAB. REJANG LEBONG,KABUPATEN
17,22633,KAB. SELUMA,KABUPATEN
17,22633,KAB. SELUMA,KABUPATEN
17,22633,KAB. SELUMA,KABUPATEN
17,22633,KAB. SELUMA,KABUPATEN
17,22633,KAB. SELUMA,KABUPATEN
17,21841,BENGKULU,PROVINSI
17,21841,BENGKULU,PROVINSI
18,17401,KAB. BATANGHARI,KABUPATEN
18,22422,KAB. KAUR,KABUPATEN
18,23492,KAB. LAMPUNG SELATAN,KABUPATEN
18,23492,KAB. LAMPUNG SELATAN,KABUPATEN
18,23492,KAB. LAMPUNG SELATAN,KABUPATEN
18,23770,KAB. LAMPUNG TENGAH,KABUPATEN
18,23770,KAB. LAMPUNG TENGAH,KABUPATEN
18,23770,KAB. LAMPUNG TENGAH,KABUPATEN
18,23770,KAB. LAMPUNG TENGAH,KABUPATEN
18,25023,KAB. LAMPUNG TIMUR,KABUPATEN
18,25023,KAB. LAMPUNG TIMUR,KABUPATEN
18,25023,KAB. LAMPUNG TIMUR,KABUPATEN
18,25554,KAB. PESAWARAN,KABUPATEN
18,25554,KAB. PESAWARAN,KABUPATEN
18,25554,KAB. PESAWARAN,KABUPATEN
18,25554,KAB. PESAWARAN,KABUPATEN
18,25312,KAB. WAY KANAN,KABUPATEN
18,25312,KAB. WAY KANAN,KABUPATEN
18,26197,KOTA BANDAR LAMPUNG,KOTA
18,26197,KOTA BANDAR LAMPUNG,KOTA
18,26197,KOTA BANDAR LAMPUNG,KOTA
18,26344,KOTA METRO,KOTA
18,26344,KOTA METRO,KOTA
18,26344,KOTA METRO,KOTA
18,26344,KOTA METRO,KOTA
18,26344,KOTA METRO,KOTA
19,26646,KAB. BANGKA BARAT,KABUPATEN
19,26646,KAB. BANGKA BARAT,KABUPATEN
19,26646,KAB. BANGKA BARAT,KABUPATEN
19,26514,KAB. BANGKA SELATAN,KABUPATEN
19,26514,KAB. BANGKA SELATAN,KABUPATEN
19,26514,KAB. BANGKA SELATAN,KABUPATEN
19,26576,KAB. BANGKA TENGAH,KABUPATEN
19,26576,KAB. BANGKA TENGAH,KABUPATEN
19,26717,KAB. BELITUNG TIMUR,KABUPATEN
19,22422,KAB. KAUR,KABUPATEN
19,26067,KAB. PESISIR BARAT,KABUPATEN
20,26717,KAB. BELITUNG TIMUR,KABUPATEN
20,22422,KAB. KAUR,KABUPATEN
20,26067,KAB. PESISIR BARAT,KABUPATEN
21,26717,KAB. BELITUNG TIMUR,KABUPATEN
21,26815,KAB. BINTAN,KABUPATEN
21,26815,KAB. BINTAN,KABUPATEN
21,26877,KAB. KARIMUN,KABUPATEN
