id,province_id,region_id,id_participant,endorsement_type,endorsement,vote_type,acceptance_status,document_completeness,research_result,acceptance_document_repair,amount_support,amount_support_repair,amount_support_determination,eligibility_support,eligibility_support_repair,pertahana,dynasty,amount_women,incumbent,resource,information
236,81,80691,450,PARPOL,"Partai NasDem, PKS, Partai Demokrat, PKPI",KURSI,DITERIMA,TIDAK LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=450,1
237,81,80691,451,PARPOL,"PDIP, PAN, Partai Hanura",KURSI,DITERIMA,TIDAK LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=451,2
238,81,80691,1068,PARPOL,"PKB, PPP",KURSI,DITERIMA,TIDAK LENGKAP,BELUM MEMENUHI SYARAT,TIDAK LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1068,3
239,81,80691,1066,PARPOL,"Partai Golkar, Partai Gerindra",KURSI,DITERIMA,TIDAK LENGKAP,BELUM MEMENUHI SYARAT,TIDAK LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1066,4
240,14,16464,1138,PARPOL,"PKB, Partai Gerindra, Partai Demokrat, PKS, PAN, PPP, PBB",KURSI,DITERIMA,TIDAK LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1138,1
241,14,16464,1137,PARPOL,"PDIP, Partai Hanura",KURSI,DITERIMA,TIDAK LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1137,2
242,73,72451,251,PARPOL,"Partai NasDem, Partai Demokrat, PDIP",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=251,1
243,73,72451,249,PARPOL,"Partai Gerindra, PKS",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=249,2
244,73,72451,819,PARPOL,"PAN, Partai Hanura, PKB",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=819,3
245,82,81876,502,PARPOL,"PAN, PDIP, PKPI",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=502,1
246,82,81876,499,PARPOL,"PKB, Partai Demokrat, PKS",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=499,2
247,82,81876,503,PARPOL,"Partai Gerindra, PPP, PBB",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=503,3
248,61,60963,180,PERORANGAN,,,,,,,43976,29189,52445,A,A,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=180,1
249,61,60963,467,PARPOL,"PDIP, Partai Hanura, PKB",KURSI,DITERIMA,TIDAK LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=467,2
250,61,60963,465,PARPOL,"PAN, Partai NasDem",KURSI,DITERIMA,TIDAK LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=465,3
251,61,60963,181,PERORANGAN,,,,,,,49391,31626,47254,A,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=181,4
252,33,37422,81,PERORANGAN,,,,,,,85389,55513,104929,A,A,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=81,1
253,33,37422,273,PARPOL,"Partai Golkar, PAN, PKB, Partai Demokrat",KURSI,DITERIMA,TIDAK LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=273,2
254,33,37422,633,PARPOL,"PDIP, Partai NasDem",KURSI,DITERIMA,TIDAK LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=633,3
255,74,77622,224,PARPOL,"PAN, PBB",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=224,1
256,74,77622,507,PARPOL,"PDIP, Partai NasDem, Partai Demokrat",KURSI,DITERIMA,,,,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=507,2
257,74,77622,1006,PARPOL,"Partai Hanura, Partai Gerindra, PPP",KURSI,DITERIMA,,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1006,3
258,74,77622,506,PARPOL,"Partai Golkar, PKS, PKPI, PKB",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=506,4
259,74,77768,985,PARPOL,"Partai NasDem, PDIP, PAN, PKS, Partai Golkar, Partai Hanura, PKB",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=985,1
260,74,77768,986,PERORANGAN,,,,,,,3668,1740,3518,A,A,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=986,2
261,74,77768,508,PARPOL,"Partai Demokrat, Partai GERINDRA, PKPI",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=508,3
262,74,76567,407,PARPOL,"Partai NasDem, PKS, PDIP, Partai Gerindra",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=407,1
263,74,76567,226,PARPOL,"PKB, Partai Demokrat",KURSI,DITERIMA,,,,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=226,2
264,74,76567,943,PARPOL,"Partai Golkar, Partai Hanura, PBB",KURSI,DITERIMA,,,,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=943,3
265,74,76567,942,PERORANGAN,,,,,,,28018,8745,28130,A,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=942,4
266,74,77368,963,PARPOL,"PDIP, Partai Gerindra, Partai Hanura",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=963,1
267,74,77368,978,PARPOL,"PKB, PPP",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=978,2
268,74,77368,969,PARPOL,"PAN, PBB, Partai Golkar",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=969,3
269,63,64544,130,PERORANGAN,,,,,,,28563,Tidak diset,Tidak diset,A,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=130,1
270,63,64544,720,PARPOL,"Partai Demokrat, Partai Hanura, Partai Gerindra, PPP",KURSI,DITERIMA,,,,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=720,2
271,63,64544,1251,PARPOL,"PPP, Partai Golkar",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1251,3
272,63,64544,131,PARPOL,"PDIP, PAN, PKS",KURSI,DITERIMA,,,,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=131,4
273,63,64544,445,PARPOL,"Partai NasDem, PKB",KURSI,DITERIMA,,,,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=445,5
274,63,64544,125,PERORANGAN,,,,,,,27591,Tidak diset,Tidak diset,A,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=125,6
275,62,62775,733,PARPOL,"PKB, Partai Hanura, PPP",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=733,1
276,62,62775,725,PARPOL,"PDIP, Partai Gerindra, Partai NasDem, Partai Demokrat, PKS",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=725,2
277,62,62775,730,PERORANGAN,,,,,,,36781,25116,46744,A,A,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=730,3
278,62,62775,1005,PARPOL,"Partai Golkar, PAN",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1005,4
279,14,16219,402,PARPOL,"PAN, Partai Demokrat, Partai NasDem, Partai Hanura",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=402,1
280,14,16219,774,PARPOL,"PPP, Partai Gerindra, PDIP",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=774,2
281,14,16219,330,PARPOL,"PKB, PBB, PKPI",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=330,3
282,64,67102,936,PARPOL,"Partai Golkar, Partai Gerindra, Partai Demokrat",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=936,1
283,64,67102,623,PARPOL,"PKB, PDIP, PAN, Partai Hanura, PKS",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=623,2
284,64,67102,60,PERORANGAN,,,,,,,15854,12715,Tidak diset,A,A,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=60,3
285,64,67102,61,PERORANGAN,,,,,,,18155,8751,Tidak diset,A,A,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=61,4
286,64,66725,189,PERORANGAN,,,,,,,50143,29232,25246,A,A,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=189,1
287,64,66725,1254,PARPOL,"Partai Hanura, PAN",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1254,2
288,64,66725,188,PERORANGAN,,,,,,,50325,56380,44021,A,A,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=188,3
289,64,66725,1216,PARPOL,Partai Golkar,KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1216,4
290,64,67313,608,PARPOL,"Partai Gerindra, PDIP, PKPI",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=608,1
291,64,67313,606,PARPOL,"PKS, Partai Demokrat",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=606,2
292,64,67313,545,PARPOL,"Partai Hanura, Partai NasDem, PKB, PAN, PPP",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=545,3
293,12,9417,928,PARPOL,"Partai Gerindra, PAN, PKPI",KURSI,DITERIMA,LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=928,1
294,12,9417,929,PARPOL,"Partai Demokrat, Partai Hanura",KURSI,DITERIMA,LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=929,2
295,12,9417,568,PARPOL,"PKS, PDIP, PKB, PBB",KURSI,DITERIMA,LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=568,3
296,12,9417,57,PERORANGAN,,,,,,,40943,24889,50423,A,C,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=57,4
297,12,9417,52,PERORANGAN,,,,,,,46774,Tidak diset,37670,A,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=52,5
298,12,12368,543,PARPOL,"Partai NasDem, Partai Hanura, PAN, PBB, Partai Demokrat, PKS",KURSI,DITERIMA,,,,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=543,1
299,12,12368,959,PARPOL,"Partai Gerindra, Partai Golkar, PDIP",KURSI,DITERIMA,,,,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=959,2
300,12,12368,41,PERORANGAN,,,,,,,34087,Tidak diset,27774,A,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=41,3
301,12,12428,47,PERORANGAN,,,,,,,35972,16041,43952,A,A,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=47,1
302,12,12428,541,PARPOL,"Partai Gerindra, PDIP, PKB, PKPI",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=541,2
303,12,12428,940,PARPOL,"Partai Hanura, PKS, Partai Demokrat, PAN, Partai NasDem",KURSI,DITERIMA,LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=940,3
304,35,50707,1055,PERORANGAN,,,,,,,149844,Tidak diset,91985,A,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1055,1
305,35,50707,1043,PARPOL,"PKB, PDIP, Partai Golkar, Partai Gerindra, Partai Demokrat, PKS, PAN, Partai Hanura",KURSI,DITERIMA,TIDAK LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1043,2
306,35,50707,1057,PERORANGAN,,,,,,,129312,Tidak diset,89485,A,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1057,3
307,18,23492,1195,PARPOL,"PKB, Partai Gerindra",KURSI,DITERIMA,TIDAK LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1195,1
308,18,23492,602,PARPOL,"Partai Demokrat, Partai Hanura",KURSI,DITERIMA,TIDAK LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=602,2
309,18,23492,601,PARPOL,"PAN, Partai NasDem, PDIP, PKS",KURSI,DITERIMA,TIDAK LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=601,3
310,18,23770,252,PERORANGAN,,,,,,,96875,40141,114798,A,A,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=252,1
311,18,23770,594,PARPOL,"PDIP, PKS, Partai Demokrat, PAN, PKPI, Partai Hanura",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=594,2
312,18,23770,599,PARPOL,"Partai Gerindra, PKB",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=599,3
313,18,23770,10,PERORANGAN,,,,,,,142697,98815,98815,A,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=10,4
314,18,25023,939,PARPOL,"Partai NasDem, Partai Gerindra, Partai Golkar",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=939,1
315,18,25023,932,PARPOL,"PKB, Partai Demokrat",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=932,2
316,17,23017,142,PERORANGAN,,,,,,,12270,9363,11238,A,A,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=142,1
317,17,23017,670,PARPOL,"PKB, Partai Gerindra",KURSI,DITERIMA,TIDAK LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=670,2
318,17,23017,695,PARPOL,"Partai Hanura, PKPI, PBB",KURSI,DITERIMA,TIDAK LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=695,3
319,17,23017,665,PARPOL,"Partai NasDem, PDIP",KURSI,DITERIMA,TIDAK LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=665,4
320,17,23017,147,PERORANGAN,,,,,,,11379,11904,12884,A,A,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=147,5
321,13,13963,787,PARPOL,"PDIP, PKB, PPP",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=787,1
322,13,13963,559,PARPOL,"Partai Gerindra, PAN",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=559,2
323,13,13963,66,PERORANGAN,,,,,,,50845,15388,40816,A,A,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=66,3
324,13,13963,893,PARPOL,"Partai Golkar, Partai Demokrat, Partai Hanura",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=893,4
325,21,27050,823,PARPOL,"Partai Demokrat, PDIP",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=823,1
326,21,27050,820,PARPOL,"Partai Hanura, PKS",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=820,2
327,21,27050,825,PARPOL,Partai Golkar,KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=825,3
328,21,27050,816,PARPOL,Partai NasDem,KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=816,4
329,52,55760,984,PERORANGAN,,,,,,,72983,71730,100877,A,A,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=984,1
330,52,55760,212,PARPOL,"Partai Gerindra, PKS",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=212,2
331,52,55760,311,PARPOL,"Partai NasDem, Partai Hanura, PKB",KURSI,DITERIMA,LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=311,3
332,52,55760,1215,PERORANGAN,,,,,,,83476,48129,79353,A,A,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1215,4
333,52,55760,310,PARPOL,"Partai Demokrat, PBB, PDIP, PKPI",KURSI,DITERIMA,LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=310,5
334,52,56750,769,PARPOL,"Partai Demokrat, Partai Golkar, Partai Hanura, Partai NasDem, PKS, PKPI",KURSI,DITERIMA,TIDAK LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=769,1
335,52,56750,550,PARPOL,"PDIP, Partai Gerindra, PAN, PKB, PBB",KURSI,DITERIMA,TIDAK LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=550,2
336,73,75264,911,PARPOL,"PDIP, Partai Demokrat",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=911,1
337,73,75264,909,PARPOL,"PAN, Partai Hanura",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=909,2
338,73,75264,732,PARPOL,"Partai Gerindra, Partai NasDem",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=732,3
339,73,75078,667,PARPOL,"Partai Gerindra, PDIP, Partai NasDem, Partai Demokrat",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=667,1
340,73,75078,410,PARPOL,"PAN, Partai Hanura, PKB, PKS",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=410,2
341,64,67526,584,PARPOL,"Partai Gerindra, PDIP, PKS",KURSI,DITERIMA,,,,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=584,1
342,64,67526,586,PARPOL,"PKB, Partai NasDem, Partai Demokrat",KURSI,DITERIMA,,,,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=586,2
343,64,67526,187,PERORANGAN,,,,,,,3653,Tidak diset,Tidak diset,A,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=187,3
344,76,79628,647,PARPOL,"PDIP, Partai Demokrat, PKS, Partai Golkar",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=647,1
345,76,79628,649,PARPOL,"Partai NasDem, Partai Gerindra, PBB",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=649,2
346,76,79628,651,PARPOL,PAN,KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=651,3
347,53,60289,876,PARPOL,"PKPI, PAN, PPP",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=876,1
348,53,60289,868,PARPOL,"Partai Golkar, PDIP, Partai NasDem, Partai Demokrat",KURSI,DITERIMA,TIDAK LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=868,2
349,53,60289,874,PARPOL,"Partai Gerindra, PKB",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=874,3
350,35,45545,455,PARPOL,"Partai Golkar, PKB, Partai NasDem, Partai Gerindra, Partai Demokrat",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=455,1
351,35,45545,611,PARPOL,PDIP,KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=611,2
352,35,45545,70,PERORANGAN,,,,,,,162680,64072,203834,A,A,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=70,3
353,65,67805,957,PARPOL,"Partai Demokrat, PDIP, PKS, PKPI",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=957,1
354,65,67805,531,PARPOL,"Partai Gerindra, Partai NasDem, PBB",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=531,2
355,81,80821,1110,PARPOL,"PDIP, Partai Golkar, Partai Demokrat, PKPI",KURSI,DITERIMA,TIDAK LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1110,1
356,81,80821,439,PARPOL,"Partai Gerindra, Partai Hanura",KURSI,DITERIMA,TIDAK LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=439,2
357,81,80821,1109,PARPOL,"Partai NasDem, Partai Hanura, PDIP",KURSI,DITERIMA,TIDAK LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1109,3
