id,province_id,region_id,id_participant,endorsement_type,endorsement,vote_type,acceptance_status,document_completeness,research_result,acceptance_document_repair,amount_support,amount_support_repair,amount_support_determination,eligibility_support,eligibility_support_repair,pertahana,dynasty,amount_women,incumbent,resource,information
115,73,72551,718,PARPOL,"PAN, PBB, PKB",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=718,4
116,73,72551,908,PARPOL,"PPP, Partai Hanura, PDIP",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=908,5
117,65,67713,322,PARPOL,"PDIP, Partai Hanura, PKS",KURSI,DITERIMA,LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=322,1
118,65,67713,609,PARPOL,"Partai Gerindra, PBB",KURSI,DITERIMA,LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=609,2
119,65,67713,613,PARPOL,"Partai NasDem, Partai Demokrat, Partai Golkar, PKB, PPP",KURSI,DITERIMA,LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=613,3
120,15,17953,1008,PARPOL,"Partai Demokrat, PKB, PDIP, Partai Gerindra, Partai Hanura, Partai Golkar",KURSI,DITERIMA,TIDAK LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1008,1
121,15,17953,479,PARPOL,"PBB, PKS, PKPI, Partai NasDem, PAN",KURSI,DITERIMA,TIDAK LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=479,2
122,81,80956,1287,PARPOL,"GERINDRA, PKS",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1287,1
123,81,80956,742,PARPOL,"PDIP, Partai Golkar, Partai Demokrat, Partai NasDem, Partai Hanura, PKB, PAN, PPP",KURSI,DITERIMA,TIDAK LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=742,2
124,74,77525,1003,PARPOL,"PARTAI DEMOKRAT, PDIP, PKB",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1003,1
125,74,77525,1000,PERORANGAN,,,,,,,5878,2601,7357,A,A,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1000,2
126,74,77525,529,PARPOL,"Partai Gerindra, Partai Hanura, PKS, PKPI, PAN",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=529,3
127,32,28532,589,PERORANGAN,,,,,,,154842,145826,Tidak diset,A,A,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=589,1
128,32,28532,1143,PARPOL,"PBB, PKB, Partai Golkar",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1143,2
129,32,28532,497,PARPOL,"PDIP, Partai Hanura, PAN, Partai NasDem, Partai Gerindra, PKS",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=497,3
130,33,40477,938,PARPOL,"Partai Golkar, PPP",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=938,1
131,33,40477,380,PARPOL,"PKB, Partai NasDem",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=380,2
132,33,40477,230,PARPOL,"Partai Gerindra, PAN, Partai Demokrat",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=230,3
133,13,14155,405,PARPOL,"PDIP, PAN, Partai Hanura",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=405,1
134,13,14155,1164,PARPOL,"Partai NasDem, Partai Demokrat, Partai Golkar",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1164,2
135,52,56377,314,PARPOL,"Partai NasDem, Partai Gerindra, Partai Hanura",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=314,1
136,52,56377,382,PARPOL,"PAN, PKB",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=382,2
137,52,56377,312,PARPOL,"PKS, Partai Demokrat, PDIP",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=312,3
138,52,56377,640,PARPOL,"PPP, PBB, Partai Golkar",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=640,4
139,92,88552,1100,PARPOL,"Partai Demokrat, PDIP, Partai NasDem, Partai Hanura, PAN, PBB",KURSI,DITERIMA,,,,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1100,1
140,92,88552,1102,PARPOL,Partai Golkar,KURSI,DITERIMA,,,,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1102,3
141,75,78244,398,PARPOL,"PKS, PAN",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=398,1
142,75,78244,627,PARPOL,PPP,KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=627,2
143,75,78244,64,PERORANGAN,,,,,,,33315,47922,37936,A,A,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=64,3
144,75,78244,400,PARPOL,"PKB, PDIP, Partai NasDem",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=400,4
145,75,78244,69,PERORANGAN,,,,,,,34259,21270,39347,A,A,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=69,5
146,73,73009,275,PARPOL,"Partai Demokrat, Partai Hanura, PKS, PKB",KURSI,DITERIMA,TIDAK LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=275,1
147,73,73009,1249,PARPOL,Partai Golkar,KURSI,DITERIMA,TIDAK LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1249,2
148,73,73009,106,PERORANGAN,,,,,,,56090,37506,63363,A,A,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=106,3
149,73,73009,913,PARPOL,"PPP, Partai NasDem",KURSI,DITERIMA,TIDAK LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=913,4
150,73,73009,104,PERORANGAN,,,,,,,65655,16189,70953,A,A,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=104,5
151,35,51209,1014,PARPOL,"PKB, Partai Demokrat",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1014,1
152,35,51209,1013,PARPOL,"PDIP, PAN, Partai Gerindra",KURSI,DITERIMA,LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1013,2
153,35,51209,1015,PARPOL,Partai Golkar,KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1015,3
154,33,38774,930,PARPOL,"Partai Golkar, Partai NasDem, Partai Gerindra",KURSI,DITERIMA,TIDAK LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=930,1
155,33,38774,484,PARPOL,"PDIP, PKB, PAN, Partai Hanura",KURSI,DITERIMA,TIDAK LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=484,2
156,34,43599,536,PARPOL,"PAN, Partai Golkar, Partai Hanura, Partai NasDem",KURSI,DITERIMA,TIDAK LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=536,1
157,34,43599,260,PERORANGAN,,,,,,,1,65419,Tidak diset,A,A,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=260,2
158,34,43599,535,PARPOL,PDIP,KURSI,DITERIMA,TIDAK LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=535,3
159,34,43599,636,PARPOL,"Partai Gerindra, PKS, Partai Demokrat, PKB",KURSI,DITERIMA,TIDAK LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=636,4
160,82,81134,421,PARPOL,PDIP,KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=421,1
161,82,81134,625,PARPOL,"Partai Golkar, PAN, PBB, PKPI",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=625,2
162,82,81134,476,PARPOL,"PKB, Partai Hanura",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=476,3
163,82,81134,652,PARPOL,"Partai Demokrat, Partai Gerindra, Partai NasDem",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=652,4
164,82,81597,799,PARPOL,"Partai NasDem, PDIP, PKPI, PKB",KURSI,DITERIMA,,,,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=799,1
165,82,81597,803,PARPOL,"Partai Golkar, Partai Gerindra",KURSI,DITERIMA,,,,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=803,2
166,82,81597,798,PARPOL,"PAN, Partai Demokrat",KURSI,DITERIMA,,,,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=798,3
167,82,81597,801,PARPOL,"PKS, Partai Hanura",KURSI,DITERIMA,,,,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=801,4
168,82,81967,186,PERORANGAN,,,,,,,7718,5594,11234,A,A,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=186,1
169,82,81967,496,PARPOL,"PDIP, Partai Golkar, PAN, Partai Hanura, Partai NasDem, Partai Demokrat",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=496,2
170,82,81383,644,PARPOL,"PKPI, Partai NasDem",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=644,1
171,82,81383,194,PERORANGAN,,,,,,,21767,Tidak diset,Tidak diset,A,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=194,2
172,82,81383,489,PARPOL,"Partai Demokrat, PKB",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=489,3
173,82,81383,490,PARPOL,"Partai Hanura, Partai GERINDRA",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=490,4
174,82,81383,487,PARPOL,"PDIP, PKS, PAN, PBB, PPP",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=487,5
175,63,65605,112,PERORANGAN,,,,,,,25150,8779,29449,A,A,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=112,1
176,63,65605,448,PARPOL,"PDIP, PAN, Partai NasDem, Partai Hanura, PKPI",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=448,2
177,63,65605,449,PARPOL,"Partai Gerindra, PKS, PBB",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=449,3
178,12,10925,45,PERORANGAN,,,,,,,26315,0,23179,A,A,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=45,1
179,12,10925,571,PARPOL,"PKB, PDIP, Partai Gerindra, PAN, Partai Hanura",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=571,2
180,12,10925,43,PERORANGAN,,,,,,,22876,Tidak diset,19901,A,A,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=43,3
181,12,10925,1284,PARPOL,GOLKAR,KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1284,4
182,12,10925,1290,PARPOL,GOLKAR,KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1290,5
183,14,14949,317,PARPOL,"Partai Hanura, Partai Gerindra, Partai Demokrat",KURSI,DITERIMA,TIDAK LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=317,1
184,14,14949,617,PARPOL,"PDIP, PKS, PAN, PKPI",KURSI,DITERIMA,TIDAK LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=617,2
185,32,31958,808,PARPOL,"Partai Gerindra, PKS, Partai Demokrat",KURSI,DITERIMA,TIDAK LENGKAP,,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=808,1
186,32,31958,160,PARPOL,"PDIP, PKB, Partai NasDem",KURSI,DITERIMA,TIDAK LENGKAP,,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=160,2
187,35,46195,386,PARPOL,"Partai Gerindra, PKB, PKS, Partai Golkar, PPP, Partai Demokrat",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=386,1
188,35,46195,630,PARPOL,"Partai NasDem, PDIP, Partai Hanura, PAN",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=630,2
189,51,54844,849,PARPOL,"Partai Hanura, PKB, Partai NasDem",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=849,1
190,51,54844,848,PARPOL,PDIP,KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=848,2
191,92,89235,1112,PARPOL,"PAN, Partai Gerindra",KURSI,DITERIMA,,,,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1112,1
192,92,89235,686,PARPOL,"Partai Demokrat, Partai NasDem",KURSI,DITERIMA,,,,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=686,2
193,92,89235,691,PARPOL,"PDIP, PKB, Partai Hanura",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=691,3
194,61,61535,478,PARPOL,"Partai NasDem, PKB, PKS, Partai Gerindra, PAN, PPP, PKPI",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=478,1
195,61,61535,469,PARPOL,"PDIP, Partai Demokrat, Partai Hanura",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=469,2
196,51,55333,867,PARPOL,PARTAI DEMOKRASI INDONESIA-PERJUANGAN,KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=867,1
197,51,55333,262,PARPOL,"Partai Hanura, Partai NasDem, PKPI",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=262,2
198,51,55333,620,PARPOL,"Partai Golkar, Partai GERINDRA",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=620,3
199,32,32800,42,PERORANGAN,,,,,,,136737,Tidak diset,Tidak diset,A,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=42,1
200,32,32800,356,PARPOL,"PDIP, Partai Hanura, PBB",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=356,2
201,32,32800,501,PARPOL,"Partai Demokrat, PKB, PAN",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=501,3
202,32,32800,44,PERORANGAN,,,,,,,1,Tidak diset,Tidak diset,A,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=44,4
203,32,32800,40,PERORANGAN,,,,,,,156013,Tidak diset,Tidak diset,A,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=40,5
204,32,32800,219,PARPOL,"Partai Golkar, Partai Gerindra, Partai NasDem",KURSI,DITERIMA,,,,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=219,6
205,21,26877,473,PARPOL,"Partai Demokrat, PDIP, Partai Hanura, Partai NasDem, PAN",KURSI,DITERIMA,TIDAK LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=473,1
206,21,26877,475,PARPOL,"PKS, Partai GERINDRA",KURSI,DITERIMA,TIDAK LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=475,2
207,21,26877,48,PERORANGAN,,,,,,,24617,13176,27144,A,A,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=48,3
208,12,8042,970,PERORANGAN,,,,,,,13414,Tidak diset,Tidak diset,A,A,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=970,1
209,12,8042,514,PARPOL,"PDIP, Partai NasDem",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=514,2
210,12,8042,513,PARPOL,"PKPI, Partai Hanura",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=513,3
211,12,8042,972,PARPOL,"Partai Demokrat, PAN",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=972,4
212,12,8042,967,PERORANGAN,,,,,,,23893,Tidak diset,Tidak diset,A,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=967,5
213,12,8042,1252,PARPOL,"Partai Gerindra, Partai Golkar",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1252,6
214,12,8042,973,PERORANGAN,,,,,,,23326,Tidak diset,Tidak diset,A,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=973,7
215,17,22422,299,PARPOL,"Partai NasDem, Partai Gerindra",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=299,1
216,17,22422,1173,PARPOL,"Partai Golkar, PAN",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1173,2
217,17,22422,1167,PARPOL,"PKB, PBB",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1167,3
218,17,22422,84,PERORANGAN,,,,,,,16324,13279,13279,A,A,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=84,4
219,17,22422,1273,PARPOL,"PDIP, PKPI, PPP",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1273,5
220,33,35462,901,PARPOL,"Partai Golkar, Partai NasDem, PKS",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=901,1
221,33,35462,902,PARPOL,"Partai Gerindra, Partai Demokrat, PKB, PAN",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=902,2
222,33,35462,907,PARPOL,"PDIP, Partai Hanura",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=907,3
223,35,45174,827,PARPOL,"PDIP, PKB, Partai Demokrat, Partai Golkar, PBB, PPP",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=827,1
224,35,45174,1010,PARPOL,"Partai Gerindra, PAN",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=1010,2
225,91,84451,588,PARPOL,"Partai Golkar, PKS",KURSI,DITERIMA,,,,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=588,1
226,91,84451,597,PARPOL,"Partai NasDem, PKB, Partai Hanura",KURSI,DITERIMA,,,,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=597,2
227,91,84451,585,PARPOL,"PDIP, PAN",KURSI,DITERIMA,,,,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=585,3
228,91,84451,591,PARPOL,"Partai Demokrat, Partai Gerindra",KURSI,DITERIMA,,,,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=591,4
229,33,41306,953,PARPOL,"PDIP, Partai NasDem, PKB",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=953,1
230,33,41306,955,PARPOL,"Partai Hanura, PKS, PAN, Partai Gerindra",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=955,2
231,17,23134,814,PARPOL,"PKPI, PAN, Partai Demokrat",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=814,1
232,17,23134,766,PARPOL,"Partai NasDem, Partai Gerindra, Partai Hanura",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=766,2
233,17,23134,737,PARPOL,"PDIP, PKB, PKS",KURSI,DITERIMA,LENGKAP,MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=737,3
234,21,27142,812,PARPOL,"PDIP, Partai Hanura",KURSI,DITERIMA,TIDAK LENGKAP,BELUM MEMENUHI SYARAT,LENGKAP,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=812,1
235,21,27142,813,PARPOL,PPP,KURSI,DITERIMA,,,,,,,,,,,,,http://infopilkada.kpu.go.id/index.php?r=dashboard/paslondetil&id=813,2
