id_calon,ringkasan
1900-00-0000-0013,"Direktur utama PT. Stania Resources Indonesia ( PMA bekerja sama dengan Economic Minerals Sdn Bhd, Malaysia ) Jakarta, 2004 - sekarang"
1900-00-0000-0013,"Direktur utama PT. Mitra Stania Prima ( Pertambangan dan Peleburan Timah ), Joint Operation dengan PT. Comexindo Indonesia (Hashim Djoyohadikusumo ) Jakarta, Augstus 1998 -2011"
1900-00-0000-0013,"Senior Advisor PT. Inti Stania Prima (Pertambangan dan peleburan Timah ), Jakarta, Augstus 1998 - sekarang Pertengahan 1998"
1900-00-0000-0013,"Direktur utama PT. penta Pratitha Parama (developer & consultant ) Jakarta, November 1996 - Pertengahan 1998"
1900-00-0000-0015,PNS DI RSUD TANJUNGPANDAN Th 1972 s/d 2002
1900-00-0000-0015,KETUA DPRD KAB. BELITUNG (Th 2004 s/d 2007)
1900-00-0000-0015,WAKIL GUBERNUR KEP.BABEL (Th 2007 s/d 2012)
1900-00-0000-0016,CEO PT.BAELLAND 2002 - 2009
1900-00-0000-0016,Anggota DPD / MPR - RI 2009 Sekarang
1900-00-0000-0017,2001 - 2004 Managing Partner Ihza & Ihza LawFirm di Jakarta.
1900-00-0000-0017,2004 - 2009 Wakil Ketua Komisi I DPR RI.
1900-00-0000-0017,2009 - sekarang Managing Partner Ihza & Ihza LawFirm di Jakarta.
1900-00-0000-0018,"1985-1990, KEPALA TATA USAHA, PANGKALPINANG"
1900-00-0000-0019,"I999-200I, AE PT NAZENDA RIZKI ABADI, JAKARTA"
1900-00-0000-0019,"1997.2000. KOPRASI PEMUDA BERDIKARI, KOPERASI, BELITUNG"
1900-00-0000-0019,"2002 PEMBERDAYAAN MASYARAKAT PESISIR, KONSULTAN AHLI, BELITUNG"
1900-00-0000-0019,"2002-2003. BABELLEND, KARYAWAN,BELITUNG"
1900-00-0000-0020,"Asisten Dosen ITB, Bandung, 1978-1980"
1900-00-0000-0020,"PT. Pertamina, Jakarta 1981"
1900-00-0000-0020,"PT. Timah, Pangkalpinang, 1981"
1900-00-0000-0020,"PT. Indominco Mandiri, Bontang, 1999-2000"
1900-00-0000-0020,"PT. Berikat Indah Utama, Pangkalpinang, 2001"
1900-00-0000-0020,"Anggota DPRD Provinsi Bengka Belitung, 2004-2009"
1900-00-0000-0020,Wiraswasta
1900-00-0000-0021,Mulai bekerja pada Pemda Kabupaten Bangka (Februari 1969)
1900-00-0000-0021,Menjadi PNS Daerah Golongan I/d (Januari 1970)
1900-00-0000-0021,Kasie Perencanaan dan pengawasan Dispenda Kabupaten Bangka (1973 - 1978)
2100-00-0000-0001,"Wiraswasta di Pekanbaru, 1971-1973"
2100-00-0000-0001,"Wiraswasta di Medan, 1973-1978"
2100-00-0000-0001,"Karyawan BUMN di Medan, 1978-1988,"
2100-00-0000-0001,"Wiraswasta di Jakarta, 1988-1992,"
2100-00-0000-0001,"Wiraswasta di Batam, 1992-2004,"
2100-00-0000-0001,"Anggota DPRD Kota Batam, 2009-2014."
2100-00-0000-0001,"Anggota DPD RI, 2009-2014."
2100-00-0000-0002,TAHUN 1982 STAF KANTOR PERBANGUNAN DESA KABUPATEN KEPRI
2100-00-0000-0002,TAHUN 1988-1999 KASI PEMBINAAN USAHA GOTONG ROYONG PADA KANTOR PERBANGUNAN DESA KABUPATEN KEPRI
2100-00-0000-0002,TAHUN 1999-2001 KEPALA SEKSI KETAHANAN MASYARAKAT DESA PADA KANTOR PMD KABUPATEN KEPRI
2100-00-0000-0002,TAHUN 2001-2006 KASUBBAG TATA USAHA PADA SEKETARIAT DPRD KABUPATEN BINTAN
2100-00-0000-0002,TAHUN 2006-2007 KEPALA SUB BIDANG POTENSI PEDESAAN PADA BPMD DAN KESSOS PROVINSI KEPI
2100-00-0000-0002,TAHUN 2007-20012 KAPALA BINANG PENGEMBANGAN DESA DAN KELURAHAN PADA BPMD PROV KEPRI
2100-00-0000-0002,TANGGAL 1 MARET 2012 PENSIUN PNS DENGAN PANGKAT TERAKHIR PEMBINA TK I/IV/B
2100-00-0000-0003,1990-1992 Guru di SMEA Indrasakti Tanjung Pinang.
2100-00-0000-0003,"1992-1996 Pimpinan Kursus ""Vidya Mandala"""
2100-00-0000-0003,1996-2000 Karyawan di Koperasi AKLI Batam
2100-00-0000-0003,2000-2003 Direktur PT Vidya Teknika
2100-00-0000-0003,2003-2005 Anggota/Ketua Komisi Pemilihan Umum Batam - Indonesia
2100-00-0000-0003,2005-2009 Komisaris PT Batam Indah Global Suara
2100-00-0000-0003,2009-2014 Anggota DPD RI
2100-00-0000-0004,1988 - Bergabung di Indomobil Suzuki Jakarta
2100-00-0000-0004,"1991 - 1997, General Manager Indomobil Batam."
2100-00-0000-0004,1997 - 1998 Direktur Indomobil Jakarta
2100-00-0000-0004,1999 - 2007 Wiraswasta sebagai pemilik / Direktur Utama di berbagai Perusahaan
2100-00-0000-0004,"2007 - Sekarang, Anggota DPRD Provinsi Kepri"
2100-00-0000-0005,"PT. Mesindo Agung Engineering Work, Design Supervisor Bagian Design piping, Jakarta Utara Tahun 1985-1986"
2100-00-0000-0005,"PT. Mecoindo Schlumberger Industries, Supervisor Bagian Research & Development, Jakarta Timur Tahun 1987 - 1990"
2100-00-0000-0005,"PT. Sumitomo Batam Indonesia, Assistant Manager Bagian QA - QC, Batam Tahun 1990 - 2000"
2100-00-0000-0005,"PT. Sanden Electronic, Manager Bagian Produksi dan Manager Program Audit Manajemen, Lobam Bintan Tahun 2000 - 2002"
2100-00-0000-0005,"PT. Toyoplast Industries, MaNAGER Bagian QA / QC dan Manager Program Audit Manajemen, Batam Tahun 2002 - 2003"
2100-00-0000-0006,PT. SINAR PULUNG (STAFF)
2100-00-0000-0006,PT. DATIN AGUNG (STAFF)
2100-00-0000-0007,"1989- 1991 Factory Manager, Multipolar Jakarta"
2100-00-0000-0007,"1995- 1996 Production Manager, PT ECCO Indonesia, Sidoarjo, Jatim"
2100-00-0000-0007,"1997- 2000 Factory Manager, PT Yokogawa - Batam"
2100-00-0000-0007,2001- 2004 - Pimpinan DPRD Kota Batam
2100-00-0000-0007,2004-2009 - Pimpinan DPRD Provinsi Kepulauan Riau
2100-00-0000-0007,2010-Sekarang - Direktur Utama PT Ditibone Putera
2100-00-0000-0007,2010-Sekarang - Komisaris Utama PT Rancang Adhya Selaras
2100-00-0000-0007,2010-Sekarang - Komisaris Utama PT Tugus Sentra Solusindo
2100-00-0000-0008,Bidang Pemerintahan Staf Ahli Bidang Ekonomi Ketua Otorita Pengembangan Daerah Industri Pulau Batam (Sekarang BP Kawasan Batam) (2002 - 2004)
2100-00-0000-0008,Bidang Pemerintahan Staf Ahli Deputi Pengawasan dan Pengendalian Otorita Pengembangan Daerah Industri Pulau Batam (Sekarang BP Kawasan Batam) (2001 - 2002)
2100-00-0000-0008,Bidang Usaha (Business) Dirktur Utama PT. Batu Mandiri Perkasa (Perdagangan dan Supplier).
2100-00-0000-0008,Bidang Usaha (Business) Advisor pada Asosiasi Pengembang Perumahan dan Pemukiman Seluruh Indonesia (APERSI) Provinsi Kepri.
2100-00-0000-0008,"Bidang Usaha (Business) Kontributor Tetap di Harian Pagi Batam Ekspres, Harian Ekonomi dan Bisnis, Jawa Pos Grup (2003 - 2005)"
2100-00-0000-0008,Bidang Pendidikan Dosen Matakuliah Akuntasi Fak. Ekonomi Univ. Intervasional Batam (UIB) (2003).
2100-00-0000-0008,Bidang Pendidikan Dosen Perpajakan Fak. Ekonomi Univ. Nommensen Madan (1990 - 1992).
2100-00-0000-0009,2010 - Now Director PT. Mandiri Cahaya Sukses
2100-00-0000-0009,2007 - 2009. Engineering Department PT. Heat Exchangers Indonesia
2100-00-0000-0009,2003 - 2007. Supervisor of CNC Department PT. Heat Exchangers Indonesia
2100-00-0000-0009,1990 - 2003 NC Programmer of NCP Department PT. Dirgantara Indonesia / Indonesian Aerospace(Iae)
2100-00-0000-0010,2008 - Sekarang: Direktur PT. Ramadha Indo Nikel
2100-00-0000-0010,"2000-2008: Direktur PT. Tritunas Karya, Bidang Konstruksi"
2100-00-0000-0010,"2000-2006: Dekan Fakultas Ekonomi, Universitas International Batam (UIB)."
2100-00-0000-0010,"1998 - Sekarang: Ketua Yayasan Tritunas Bangsa, Pusat Rehabilitas Narkoba, Batam."
2100-00-0000-0010,"1998 - 2000: Marketing Director PT. Invindo Macem Makmur (Audit, Pajak, Sistem, Akuntansi)."
2100-00-0000-0010,1998 - Sekarang: Pengawas Keuangan di Yayasan Clarissa (Global Indo Asia Batam).
2100-00-0000-0010,1997 - 2000: Managing Director PT. Pilarindo Kreasindotama (Distributor Petrokimia).
2100-00-0000-0010,"1997 - 2000: Assisten Khusus Ketua KADIN Indonesia Bidang Kehutanan, Pertanian, Peternakan dan Perikanan, Jakarta."
2100-00-0000-0010,"1995 - 1997: Money Market / FX Dealer Divisi Treasury di Bank EXIM Indonesia, New York."
2100-00-0000-0010,"1993 - 1994: Financial Accountant, Divisi Acconting Bank Dagang Negara, New York."
2100-00-0000-0010,"1991 - 1992: Sales Representatif Insurance Mutual Of Omaha San Jose, USA."
2100-00-0000-0010,"1990-1991: Analisa Anggaran (Budget Analyst), University Of Oregon, USA."
2100-00-0000-0010,"1988 - 1991: Pengawas Keuangan (Finacial Comptroller), University Of Oregon, USA."
2100-00-0000-0011,Asisten Dosen di Institute Sains & Teknologi nasional (ISTN) Jakarta tahun 1993 -1995
2100-00-0000-0011,Product Engineer dari digital dan decoder product group di PT. THOMSON Multimedia Asia Batam tahun 1997 - 2001
2100-00-0000-0011,Senior Test Laboratorium di PT.Tycoelectronics Batam tahun 2001 - 2004
2100-00-0000-0011,Consultant Broadcasting System di Zhaf Broadcasting System Batam tahun 2000 - sekarang
2100-00-0000-0011,Anggota DPRD Provinsi Kepulauan Riau (2004 - 2006)
2100-00-0000-0011,Wakil Walikota Batam (2006 - 2011)
2100-00-0000-0011,"Wakil Direktur, CV. Batam Eshop, Batam (2011 - Sekarang)"
2100-00-0000-0012,"Freeport Gold Co., Elko, Nevada, Amerika Serikat, Summer 1979, Summer 1980, Asisten Geologist"
2100-00-0000-0012,"Bell Industries, Inc., Sunnyvale, California, Amerika Serkat 1982, Junior Engineer"
2100-00-0000-0012,"P.T. McDermott Indonesia, Batam, 1984-1990"
2100-00-0000-0012,"P.T. Garama Group, Batam, 1992-1993, Direktur"
2100-00-0000-0012,"P.T. Epson Batam, Batam, 1994-1996, Quality Systems Manager"
2100-00-0000-0012,"P. T. Garden Muren Pusata, 1993- Sekarang, Presiden Direktur"
2100-00-0000-0012,"Yayasan Sumber Daya Nusabtara, 2000-Sekarang, Pendiri"
2100-00-0000-0013,"DPRD Provinsi Kepulauan Riau, Anggota, Tahun 2009-2014"
2100-00-0000-0013,"DPRD Provinsi Kepulauan Riau, Anggota, Tahun 2004-2009"
2100-00-0000-0013,"DPRD Kota Batam, Anggota, Tahun 2000-2004"
2100-00-0000-0013,"PT Duta Bahari Sakti Batam, Direktur Utama, Tahun 1988-2012"
2100-00-0000-0013,"PT Komoco Nusantara Batam, Direktur, Tahun 1991-1998"
2100-00-0000-0013,"PT Krisma Tour & Travel Batam, Direktur, Tahun 1996-1998"
2100-00-0000-0013,"PT Sinar Abadi Batam, Direktur Utama, Tahun 1988-1998 /"
2100-00-0000-0014,Pekerjaan Pegawai negeri sipil: PNS pada Kantor Walikota Batam Tahun 1985-1987
2100-00-0000-0014,Kaur Penyusunan Rencana Kegiatan pada Kantor Bappeda Kab. Kepulauan Riau 1987-1995
2100-00-0000-0014,Staff pada Pemkab Inhil 1995-1997
2100-00-0000-0014,Kabag Penyuluhan dan Pelaporan pada
2100-00-0000-0014,Kantor Catatan Sipil Kab. Kepulauan Riau 1997-2000
2100-00-0000-0014,Kabag Pemberdayaan Perempuan Kab. Kepulauan Riau 2000-2001
2100-00-0000-0014,Kabid Ketahanan Sosial Budaya Masyarakat di Pemberdayaan Perempuan Kab. Kepulauan Riau 2001-2003
2100-00-0000-0014,KA. T.U Dinas Pariwisata Kab. Kepulauan Riau 2003-2004
2100-00-0000-0014,Assisten Administrasi Setda Kab. Kepulauan Riau 15 April 2004
2100-00-0000-0014,KADIS Koprasi dan UKM 9 Agustus 2004
2100-00-0000-0014,Pensiun Pada Bulan November 2006
2100-00-0000-0014,Pekerjaan di Swasta Komisaris Pada Bank BPR Bintan 2007-2009
2100-00-0000-0014,Ketua Yayasan Pondok Pesantren Madani Bintan 2006-2011
3100-00-0000-0001,"Managing Partnes Law Firm Syamsul Zakaria SH., MH and partners"
3100-00-0000-0001,"Pengacara DPP Partai Golkar, berbagai kasus hukum yang ditangani di seluruh Indonesia, seperti pemilihan presiden Wiranto, Gubemur, Bupati, Walikota, dan berbagai kasus korupsi"
3100-00-0000-0001,Penasehat Hukum Golkar DKI Jakarta
3100-00-0000-0001,Pengacara Law Firm Kartakusuma
3100-00-0000-0001,Komisaris PT. Cinta Wanodya
3100-00-0000-0001,Komisaris PT. Cipari Uw>i>ul Kharisma
3100-00-0000-0003,ANGGOTA DPD Rl DARI PROVINSI PANTEN 2009-2014
3100-00-0000-0003,ANGGOTA KOMISIX DPR R| 2004-2009
3100-00-0000-0003,STAF PENGAJAR AGAMA ISLAM Dl IPB
3100-00-0000-0003,STAF PENGAJAR Dl LEMBAGA PENDIDIKAN DAKWAH ISLAM DDII
3100-00-0000-0003,PEMATERI Dl MISG (MALAYSIAN ISLAMIC STUDY GROUP) Dl AMERIKA SERIKAT DAN CANADA
3100-00-0000-0003,PENULIS DAN PENERJEMAH BUKU-BUKU ISLAM
3100-00-0000-0003,PENASIHAT ASOSIASI NASYID NUSANTARA
3100-00-0000-0003,KONSULTAN AGAMA BEBERAPA FILM ISLAM
3100-00-0000-0003,NARASUMBER DALAM BERBAGAI DISKUSI TENTANG SASTERA DAN FILM
3100-00-0000-0005,"Standard Chartered Bank, Global Jabatan: International Graduate Associate Wholesale Banking, 2004-2006"
3100-00-0000-0005,"Standard Chartered Bank, Indonesia Jabatan: Associate Relationship Manager - Local Corporates, 2006-2007"
3100-00-0000-0005,"Permatabank Tbk, Indonesia Jabatan: Business Planning Manager - Client Relationships Wholesale Bank, 2007-2009"
3100-00-0000-0005,"Permatabank Tbk, Indonesia Jabatan: pjs Head Credit Policy, Process & MIS - Wholesale Bank Risk, 2010"
3100-00-0000-0005,"PT Bank DBS Indonesia Jabatan: Senior Relationship Manager - Account Mgt Institutional Banking, 2010"
3100-00-0000-0005,PT Bank ANZ Indonesia Jabatan: Business Portfolio Manager - Institutional Banking 2010-2012
3100-00-0000-0005,"PT ANZ Securities Indonesia Jabatan: Director, 2012-sekaran"
3100-00-0000-0006,"Wakil Rektor II Universitas Islam As-Syafi'iyah, Jakarta dan Pengusaha"
3100-00-0000-0007,PALANG MERAH INDONESIA (2001-2011)
3100-00-0000-0007,SWASTA (2011-SEKARANG)
3100-00-0000-0008,Terlamper
3100-00-0000-0009,"Wartawan Majalah Perekonomian Nasional, Tahun 1961 - 1967"
3100-00-0000-0009,"Pimpinan Biro Konsultasi Indonesia, Tahun 1969 - Sekarang"
3100-00-0000-0009,"Kantor Pengacara Drs. Eddy Sadeli, S.H., Tahun 1986 - 2002"
3100-00-0000-0009,"Lembaga Konsultasi dan Bantuan Hukum Wira Dharma, Tahun 2002 s/d 2006"
3100-00-0000-0009,Anggota DPR RI Fraksi Partai Demokrat Periode 2009 - 2014
3100-00-0000-0010,Terlampir
3100-00-0000-0011,"1991 pemilik tunggal Bella Parcel, dan mengganti nama menjadi NABILA PARCEL (Parcel & Gift, Toko Parcel & Gift pertama buka 24 jam)"
3100-00-0000-0011,2005 Pemilik PT Aries Mandiri Indonesia
3100-00-0000-0011,"2013-sekarang Dosen STEBang Islam Mr. Sjafruddin Prawiranegara, Jakarta"
3100-00-0000-0012,DIREKTUR UTAMA PT. INTI SUMBER DAYA MANUSIA
3100-00-0000-0012,HR SPESIALIST PT. ASTRA INTERNASIONAL DAIHATSU
3100-00-0000-0014,PT. Indies Agung-Lautze Jakpus - 1988
3100-00-0000-0014,PT. Dosni Roha-Gatot Subroto Jaksel - 1991
3100-00-0000-0014,PT. Jico Agungt-Pulo Gadung Jaktim-1992
3100-00-0000-0014,PT. Nestle Indonesia-TB. Simatupang Jaksel-2009
3100-00-0000-0015,Kuasa Direksi PT. Pantja Setia
3100-00-0000-0015,General Manager PT. Orion
3100-00-0000-0015,Direktur CV.Fajar Berkah Restu
3100-00-0000-0015,Komisaris PT.Fokus Bangun Rahayu
3100-00-0000-0017,Wakil Ketua Yayasan Universitas Jayabaya
3100-00-0000-0017,Dokter Gigi
3100-00-0000-0018,Terlampir
3100-00-0000-0019,"1984 - 1985 Sales Supervisor Produk Elektronik Rinnai, Panci Bima, dll, Jakarta"
3100-00-0000-0019,"1984 - 1986 Sales Supervison Asuransi Jiwa Aken Life, Jakarta"
3100-00-0000-0019,1986 - 1987 Magang di Harian Jawa Pos Perwakilan Jakarta
3100-00-0000-0019,1987 - 1989 Wartawan Ekonomi Harian Umum Jayakarta
3100-00-0000-0019,"1986 Supervisor Sensus Ekonomi (SE) Pertama seluruh Kecamatan Kebon Jeruk, Jakarta Barat"
3100-00-0000-0019,"1990 - 1992 Wartawan dan Koordinator Biro Redaksi Harian Umum Kedaulatan Rakyat, Jakarta"
3100-00-0000-0019,"1992 - 1994 PR & Account Manager di PT. Nyonya Meneer, Jakarta"
3100-00-0000-0019,"1993 - 1997 Direktur PT. Equator Nusapublica, Marketing and Communications, Jkt"
3100-00-0000-0019,"1995 - 1997 Direktur PT. Infobec Pena Utama, Special Event Management & PR Consultant, Jakarta"
3100-00-0000-0019,"1995 - 2000 Direktur PT. Pena Kreasi, Advertising & PR, Publishing, General Supplier, Graphic Design, Jakarta"
3100-00-0000-0019,"1998 - sekarang Direktur Riset and Development Angka Group, Jakarta"
3100-00-0000-0019,"1999 - Sekarang Chairmant Sports Marketing Indonesia (SMI), Jakarta"
3100-00-0000-0019,"1999 - 2000 Pemimpin Redaksi Tabloid Aktif FOMI (Federasi Olahraga Masyarakat Indonesia), Jakarta"
3100-00-0000-0019,"2001 - 2004 Wakil Pemred Majalah TELSET (Telematika & Life Style), Jakarta"
3100-00-0000-0019,"2000 - 2004 Deputy Director Business Development PT. Wahana Esa Sejati ( Wescom ), Jakarta"
3100-00-0000-0020,Jtahun masjadi staf ketua umum DPR IX
3100-00-0000-0021,Kantor Pengacara Gani Djemat & Partner
3100-00-0000-0021,PT. Aksara Cipta Nuansa
3100-00-0000-0022,"Wartawan LKBN ANTARA, Redaksi Inggris, Wisma Antara Lantai 18, 19,20 JI. Medan Merdaka Selatan No. 17, Jakarta (1973)"
3100-00-0000-0022,"Reporter Istana Presiden, JI. Medan Merdeka Selatan No. 17, Jakarta (1977-1978)"
3100-00-0000-0022,"Koresponden Lepas Asiaweek, Hongkong, JI. Medan Merdeka Selatan No. 17, Jakarta (1978-1980)"
3100-00-0000-0022,"Managing Editor, Indonesia Magazine, JI. Medan Merdeka Selatan No. 17, Jakarta (1978-1979)"
3100-00-0000-0022,"Pendiri/Kepala Perwakilan LKBN ANTARA untuk wilayah Eropa, Mittelweg 38, 20148 Hamburg, Jerman Barat (1980-1986)"
3100-00-0000-0022,"Kepala Redaksi InggrisKKBN ANTARA, JI> Medan Merdeka Selatan No. 17, Jakarta (1986-1988)"
3100-00-0000-0022,"Kepala Redaksi Umum LKBN ANTARA, JI. Medan Merdeka Selatan No. 17, Jakarta (1988-1989)"
3100-00-0000-0022,"Wakil Pemimpin Pelaksana Redaksi Bidang Pemberitaan LKBN ANTARA, JI. Medan Merdaka Selatan No. 17, Jakarta (1989-1992)"
3100-00-0000-0022,"Staf Ahli NDIO (National Developmant Information Office),JI. Medan Merdeka Selatan No. 17, Jakarta (1986-1990)"
3100-00-0000-0022,"Sekretaris Eksekutif Media Center KTT Non Blok, JI. Medan Merdeka Selatan No. 17, Jakarta (1992)"
3100-00-0000-0022,"Pemimpin Umum/Pemimpin Redaksi Harian Umum REPUBLIKA/Direktur Produksi PT. Abdi Bangsa, JI. Warung Buncit Raya 37, Jaksel (1993-1997)"
3100-00-0000-0022,"Pemimpin Umum Harian Umum REPUBLIKA, JI. Warung Buncit Raya 37, Jaksel (1997-2000)"
3100-00-0000-0022,"Pemimpin Umum/Pemred LKBN ANTARA, JI. Medan Merdeka Selatan No. 17, Jakarta (1998-2001)"
3100-00-0000-0022,"Anggota MPR RI, JI. Jend.Gatot Subroto No.6 Jakarta Selatan (1998-1999)"
3100-00-0000-0022,"Pendiri dan Pemimpin Redaksi Earth Wire Service (Jaringan Pertukaran Berita Lingkungan Hidup) kerjasama ANTARA dangan UNESCO, JI.Medan Merdeka Selatan No. 17, Jakarta (1992-2001)"
3100-00-0000-0022,"Pengurus Yayasan Abdi Bangsa, JI. Warung Buncit Raya 37, Jaksel (1995-2000)"
3100-00-0000-0022,"Ketua Dewan Redaksi Tabloid Tekad, JI. Warung Buncit Raya 37, Jaksel (1998-2000)"
3100-00-0000-0022,"Penasihat Ahli Kapolri Bidang Komunikasi,JI. Trunojoyo No. 3, Jaksel (1999-2006)"
3100-00-0000-0022,"Dirut LPP RRI, JI. Medan Merdeka Barat 4-5, Jakarta (2005-2010)"
3100-00-0000-0023,. Peneliti Lepas Pusat Penelitian Kesehatan UI 1996-2003
3100-00-0000-0023,. Peneliti Lepas Pusat Kajian Politik FISIP UI 1998-2008
3100-00-0000-0023,Sekjen Asosiasi Pedagang Layak Pakai Harco (APKOMLAPAN)
3100-00-0000-0023,Ketua Panwaslu Prov. DKI Pemilu Legislatif dan Pilpres 2009
3100-00-0000-0023,Ketua Panwaslu Prov. DKI Pemilu Gubernur/Wakil Gubernur 2012
3100-00-0000-0023,Pendiri dan Penerbit Rumah Demokrasi
3100-00-0000-0024,Komisaris PT. Jamsostek 20A7 -2012
3100-00-0000-0024,"Direktur Riset ""Alternative Labor Policy"", Sekarang"
3100-00-0000-0025,Karyawan di American - Indonesian Chamber of Commerce
3100-00-0000-0025,Karyawan di PT Annur Maknah Wisata
3100-00-0000-0026,Wiraswasta
3100-00-0000-0027,Direktur Utama. PT. Rosindo Pratama. Jakarta Indonesia 01/2003 - sekarang
3100-00-0000-0027,"Staff Ahli, Dewan Perwakilan Daerah Republik Indonesia. Jakarta, Indonesia 09/2008 s/d 12/2012"
3100-00-0000-0027,Komisaris Utama. Arthakara Energi. Jakarta. Indonesia 11/2001 s/d 11/2005
3100-00-0000-0027,"Staff Khusus Menteri Agama Republik Indonesia, Departemen Agama Republik Indonesia. 08/2001 s/d 12/2002"
3100-00-0000-0027,"Direktur Operasi, Libra Tour & Travel, Jakarta. Indonesia 01/2000 s/d 05/2001"
3100-00-0000-0027,"Staff Bupati Rejang Lebong, Kabupaten Rejang Lebong, Provinsi Bengkulu 06/2001 s/d 12/2001"
3100-00-0000-0027,"Area Sales Manager, United Parcel Service, Chicago, Illinois 08/1998 s/d 11/1999"
3100-00-0000-0027,Manager Gary Branch:Gary -Indiana. Bank One Corporation- USA . 07/1994 s/d 09/1996
3100-00-0000-0027,"Assistant Manager Merrillvile Branch: Merrillvile -Indiana, Bank One Corporation-USA, 01/1994 s/d 06/1994"
3100-00-0000-0027,"Assistant Manager High Street Branch: Columbus -Ohio, Bank One Corporation - USA, 01/1993 s/d 12/ 1993"
3100-00-0000-0027,International Sales. Knight America Corporation. Ohio -USA 11/1989 s/d 12/1992
3100-00-0000-0027,"Customer Service. East Columbus Branch, Bank One Corporation - USA, 08/1988 s/d 10/1989"
3100-00-0000-0027,"Teller. East Columbus Branch, Bank One Corporation -USA, 11/1987 s/d 07/1988"
3100-00-0000-0027,"Operator Mainframe lab. Cuyahoga Community College, Cleveland, Ohio. USA 09/1986 s/d 10/1987"
3100-00-0000-0028,Pegawai Administrasi di SMA PSKD di Jakarta (1957-1958)
3100-00-0000-0028,Pegawai Lembaga Administrasi Negara (LAN) di Jakarta (1958-1960)
3100-00-0000-0028,Anggota DPR GR / MPRS di Jakarta (1967-1971)
3100-00-0000-0028,Wakil Ketua Badan Pekerja DPR GR / MPRS (1971-1973)
3100-00-0000-0028,"Anggota DPR RI Fraksi Partai Demokrasi Indonesia (PDI), di Jakarta (1973-1977)"
3100-00-0000-0028,"Anggota DPR RI Fraksi PDI, di Jakarta (1977-1982)"
3100-00-0000-0028,"Anggota Dewan Pertimbangan Agung (DPA) di Jakarta, (1983-1988)"
3100-00-0000-0028,"Anggota DPA di Jakarta, (1988-1992)"
3100-00-0000-0028,Anggota DPR RI Fraksi PDI (Wakil Ketua Komisi I DPR RI) di Jakarta (1992-1997)
3100-00-0000-0028,"Anggota DPR RI Fraksi PDI Perjuangan, di Jakarta (1999-2004)"
3100-00-0000-0028,"Anggota DPR RI Fraksi PDI Perjuangan, di Jakarta (2005-2009)"
3100-00-0000-0029,World Bank Office Jakarta
3100-00-0000-0029,"Tesco Superstore, Sheffield, United Kingdom"
3100-00-0000-0029,Intermatrix Indonesia
3100-00-0000-0029,Indonesian Business Magazine
3100-00-0000-0029,Kantor Juru Bicara Presiden Republik Indonesia
3100-00-0000-0029,Yayasan Perspektif Baru
3100-00-0000-0029,"Badan Tim Nasional Tennis, PELTI"
3100-00-0000-0029,Sadfibina Citamandiri Indonesia
3100-00-0000-0030,"Direktur PT. Arsitek Arupadatu, Jakarta"
3100-00-0000-0030,"Direktur Utama PT. Pantraya, Jakarta"
3100-00-0000-0030,Anggota DPRD DKI Jakarta (Ketua Komisi D )
3100-00-0000-0030,Anggota DPRD DKI Jakarta ( Wakil Ketua DPRD )
3100-00-0000-0032,Chief Accounting PT. Wulansari Rahardja 1989-1992
3100-00-0000-0032,Chief Accounting PT.Pan Bullion Prima 1992-19969
3100-00-0000-0032,Dosen Tetap di Fak.Ekonomi Univ.Prof.Dr.Moestopo (Beragama) Thn 1995 sd Sekarang
3100-00-0000-0032,Dosen Luar Biasa di Fak. Ekonomi Univ.Bung Karno tahun 1999 sd Sekarang
3100-00-0000-0033,Artis/penyanyi
3100-00-0000-0033,Anggota DPD RI Period Tahun 2009-2014 (PAW) tahun 2011-2014
3100-00-0000-0034,Wartawan In Box TV
3100-00-0000-0034,Managing Director Fun Laundry
3200-00-0000-0001,"2009-2013, BUPATI, GARUT"
3200-00-0000-0002,"DIREKTUR NONOMAN GRAFIKA, TAHUN 2009 S/D SEKARANG"
3200-00-0000-0003,Direktur Penerbit Lubuk Agung
3200-00-0000-0003,Direktur PT Asrilia Travel Jaya Hotel
3200-00-0000-0004,Manager Pusat Pelayanan Koperasi Cirebon (1981-1987)
3200-00-0000-0004,Sales Manager PT. R&S Indonesia (1990~1991)
3200-00-0000-0004,Directur PT. Altari Energi Surya (1991~Sekarang)
3200-00-0000-0005,Direktur Walhi Jabar
3200-00-0000-0006,"Pemimpin Redaksi Jumal ""Edukasi"" Fakultas Tarbiyah UNISBA, 1997-1998"
3200-00-0000-0006,"pemimpin Redaksi Jumal ""Wacana Publika"" Komunitas Lingkaran Wacana Bandung, 1998-1999"
3200-00-0000-0006,"Chief Editor Jumal ""Dialektika"" PIANI, 2002-2004"
3200-00-0000-0006,"Director/Peneliti ""Community Development Specialist"" Yayasan Lembaga Studi Kebangsaan (LStuK) Bandung, 1992-2001"
3200-00-0000-0006,"Konsultan Community Development PT. Heksa Prakarsa Teknik Bandung, 2000-2001"
3200-00-0000-0006,"Manager Research and Development PT. Amanat Sejahtera Mandiri Bandung, 2000-2002"
3200-00-0000-0006,"Tenaga Lapangan Pendidikan Luar Sekolah Dinas Pendidikan Kabupaten Garut, 2003"
3200-00-0000-0006,"Guru SMK Negeri 5 Garut, 2003-2006"
3200-00-0000-0006,"Guru SMK Negeri 2 Garut, 2006-2013"
3200-00-0000-0006,"Kepala SMK Wikrama 1 Garut, 2011-2012"
