id_calon,riwayat_organisasi,
1203-00-0000-1005,Wakil Ketua Mahkamah Partai DPP PRPN 2011-2016,
1203-00-0000-1005,Bendahara Umum DPP PPRN 2011-2016,
1203-00-0000-1005,Calon Bupati Kab. Simalungun Priode 2010-2015,
1203-00-0000-0301,OPPM Gontor Ponorogo,
1203-00-0000-0301,Ketua PPI Damaskus Syria,
1203-00-0000-0708,Ketua DPC Partai Demokrat Kab. Lmgkd 2005-2010,
1203-00-0000-0708,Ketua DPC Partai Dcurolrat Kab. Langtd 2010-2015,
1203-00-0000-0404,,
1203-00-0000-0801,"DPP PAN, Jakarta, Wakil Sekjend Badan POLHANKAM, 2005-2009",
1203-00-0000-0801,"PW Pemuda Muhammadiyah Sumetera Utara, Medan,Ketua Majelis Ekonomi, 2002-2006",
1203-00-0000-0801,"Forum Pemuda Muhammadiyah Sumatera Utara, Medan,Ketua,2002-2006",
1203-00-0000-0801,"Ikatan Keluarga Lawang Sumetera Utara,Medan,Ketua Umum, 2002-2006",
1203-00-0000-0801,"DPW PAN Sumetera Utara,medan,Wakil Ketua,2002-2005",
1203-00-0000-0801,"PW Pemuda Muhammadiyah Sumetera Utara, Medan,Wakil Ketua, 1988-2002",
1203-00-0000-0801,"DPW PAN Sumetera Utara,medan,Wakil Bendahara, 1998-2000",
1203-00-0000-0801,"DPD PAN Kota medan, medan,Wakil Ketua, 1999-2000",
1203-00-0000-0801,"Pemuda Muhammadiyah Kota Medan, Medan,Bendahara, 1989-1993",
1301-00-0000-0102,"1995-1997, GAPENSI, -, PADANG",
1301-00-0000-0506,"2005-2013, ANGGOTA DEWAN PERTIMBANGAN, PARTAI GOLKAR, KABUPATEN TANAH DATAR",
1301-00-0000-0506,"2005-2013, KA., TP-PKK, KABUPATEN TANAH DATAR",
1301-00-0000-0506,"2006-2013, DEWAN PENASEHAT GABUNGAN, ORGANISASI WANITA, KABUPATEN TANAH DATAR",
1301-00-0000-0901,Ketua DPP PPP. Jakarta. 2011-2015,
1301-00-0000-0901,Ketua DPW PPP Sumatera Barat. 200.-20.,
1301-00-0000-0601,Ketua KUD Sungai Dareh Sawahlunto Sijunjung Tahun 1987-1990,
1301-00-0000-0601,Ketua KPN Kesehatan Sawahlunto Sijunjung Tahun 1987-1990,
1301-00-0000-0601,Wakil Ketua Pondok Pesantren Bustanul Ulum Sawahlunto Sijunjung Tahun 1991-sekarang,
1301-00-0000-0601,Ketua I Seklok ORARI Sawahlunto Sijunjung Tahun 1992-1997,
1301-00-0000-0601,Pembina Pondok Pesantren Darul Salam Damasraya Tahun 1992-sekarang,
1301-00-0000-0601,Ketua IDI Cabang Sawahlunto Tahun 1993-1997,
1301-00-0000-0601,Ketua IDI Cabang Payakumbuh Tahun 1997-2001,
1301-00-0000-0601,Ketua Pembina Pondok Pesantren Thawalib Gunung Padang Panjang tahun 2001-2011,
1301-00-0000-0601,Ketua Asosiasi Rumah Sakit Daerah (ARSADA) Propinsi Sumatera Barat 2001- Sekarang,
1301-00-0000-0601,Ketua Aliansi Stratejik Rumah Sakit Sumatera Barat Tahun 2002-2003,
1301-00-0000-0601,Ketua Aliansi Bupati Walikota Indonesia Pengendalian Penyakit Tidak Menular Dan Bahaya Asap Rokok Tahun 2011- Sekarang,
1301-00-0000-0601,Ketua DPD Partai GERINDRA Sumatera Barat Tahun 2011-Sekarang,
1301-00-0000-0301,Anggota YISC A1-Azhar tahun 1980,
1301-00-0000-0301,Ketua Karang Taruna Pademangan Tahun 1982-1984,
1301-00-0000-0301,Ka. Dept. Sosial Pengabdian Masyarakat HMI Cab. Jakarta 1982-1984,
1301-00-0000-0301,Ka. HMI BADKO Jabar 1988-1991,
1301-00-0000-0301,Pengerus PB HMI tahun 1991-1992,
1301-00-0000-0702,Ketua Jalur A (Golkar) Wilayah Tangerang Tahun 1992 s/d 1995,
1301-00-0000-0702,Wakil Ketua Dewan Penasehat Golkar Kodya Tangerang Tahun 1993 s/d 1995,
1301-00-0000-0702,Anggota Dewan Penasehat Golkar Kabupaten Tangerang Tahun 1993 s/d 1995,
1301-00-0000-0702,Ketua Perbakin Cabang Kodim 506/ Tangerang Tahun 1994 s/d 1995,
1301-00-0000-0702,Ketua Persatuan Tinju Amatir Cabang Kodim 506/ Tangerang Tahun 1995,
1301-00-0000-0702,Ketua Dewan Penasehat Golkar Kabupaten Pesisir Selatan Tahun 1996 s/d 1997,
1301-00-0000-0702,Wakil Ketua DPD Partai Demokrat Sumbar Tahun 2008,
1301-00-0000-0702,Anggota Partai Demokrat,
1301-00-0000-0401,2005- Wkl. Sekretaris PLH DPD PDI Perjunangan,
1301-00-0000-0401,2006- Bendahara PLH DPD PDI Perjuangan,
1301-00-0000-0401,2007- Sekretaris DPD PDI Perjuangan,
1301-00-0000-0401,2008- Sekretaris DPD PDI Perjuangan,
1301-00-0000-0401,2010 s.d sekarang Ketua DPD PDI Perjuangan Provinsi Sumatera Barat,
1301-00-0000-0802,"DPW PAN SUMBAR, Padang, KETUA, 2010-2015",
1301-00-0000-0802,"PERTINA SUMBAR, Padang, KETUA, 2005-2010",
1301-00-0000-0802,"DPW PAN SUMBAR, Padang, KETUA, 2005-2010",
1301-00-0000-0802,"DPD PAN KOTA PADANG, Padang, KETUA, 2000-2005",
1301-00-0000-0802,"MPP DPW PAN SUMBAR, Padang, ANGGOTA 2000-2001",
1301-00-0000-0802,"DPC PAN LUBUK KILANGAN, Padang, BENDAHARA, 1999-2000",
1301-00-0000-0802,"GAPENSI Kota Padang, Padang, Anggota, 1992-1999",
1301-00-0000-0802,"KADIN Sumatera barat, Padang, Anggota, 1990-1999",
1301-00-0000-0802,"Ikatan Pancak Silat Sumatera Barat, Padang, Padang, 1984-1989",
1302-00-0000-0501,,
1302-00-0000-0902,Ketua Departemen Kesehatan DPP PPP 2012-2017,
1302-00-0000-0902,Wakil Ketua Umum PP GMP|Tahun 2010-2015,
1302-00-0000-0902,Wakil Sekretaris Jenderal PP PARMUSI Tahun 2008-2013,
1302-00-0000-0902,Ketua Umum PP GM PARMUSI Tahun 2012-2017,
1302-00-0000-0604,"Badan Pengurus Himpunan Mahasiswa Jurusan Manajemen (BPHMJ-MJ) University Trisakti Jakarta, Periode 2009/2010.",
1302-00-0000-0604,"Badan EksckiHif MahasiswaFakdtasEkonorni (BEM-FE) Uriiversitas Trisakti Jakarta, Periode 2010/2011.",
1302-00-0000-0604,Pengurus PBS1 Kota Bukittinggi 2008 s/d sekarang,
1302-00-0000-0604,Pengurus KAD1N Kota Bukittinggi 2010 s/d sekarang,
1302-00-0000-0604,Pendiri Pesantren Amal Bakti Haji Nadis Gulai Bancah Kota Bukittinggi (2011 s/d sekarang),
1302-00-0000-0302,Senat Mahasiswa Jurusan IPS Fak Tarbiyah (1983),
1302-00-0000-0302,OSIS STM III (Tahun 1977-1978),
1302-00-0000-0302,Akitivis Pelajar Islam Indonesia -PII (Than 1977-1983),
1302-00-0000-0302,Dewan Penyantun DPP PKDP (Tahun 2008-2013),
1302-00-0000-0302,Anggota Majelis Syuro dan MPP PKS (2005-2010),
1302-00-0000-0302,Penasehat Dewan Tani Indonesia (Tahun 2004),
1302-00-0000-0302,Ketua POM UNJ (Tahun 2009-Sekarang),
1302-00-0000-0702,Kadiv. Program Logistik Partai Demokrat Tahun 2013- Sekarang.,
1302-00-0000-0702,"Kadiv. Hubungan Eksternal, Luar Negeri dan LSM Partai Demokrat, Tahun 2010 - 2012.",
1302-00-0000-0702,"Penasehat Fraksi Partai Demokrat DPR RI, 2012 Sekarang.",
1302-00-0000-0702,"Wakil Sekretaris Fraksi Partai Demokrat DPR RI, Tahun 2009-2012.",
1302-00-0000-0702,"Sekretaris Balitbang DPP Partai Demokrat, Tahun 2005 -2010.",
1302-00-0000-0702,"Wakil Ketua Komite Tetap Bidang Konstruksi dan Konsultansi Kamar Dagang dan Industri Indonesia (KADIN), Tahun 2008-2010.",
1302-00-0000-0702,"Ketua Dewan Pembina Persatuan Konsultan Indonesia (PERKINDO), Tahun 2012 - Sekarang.",
1302-00-0000-0401,Bendahara DPC PDI Perjuangan Prov. Sumatera Barat,
1302-00-0000-0401,Sekretaris DPC PDI Perjuangan Prov. Sumatera Barat,
1401-00-0000-0502,"1992-1996, SPSI PT.BRIDGESTONE, KETUA, JAKARTA",
1401-00-0000-0502,"2002-2007, PERSATUAN MASYARAKAT RIAU, KETUA BIDANG SOSIAL KEMASYARAKATAN, JAKARTA",
1401-00-0000-0601,Wakil Ketua Bid. Ekonomi DPD Riau 2007-2009,
1401-00-0000-0601,Koor Pemb. Permpuan DPD Riau 2009-2010,
1401-00-0000-0601,Ketue Perempuan Demokrat Prov Riau 2009 skr,
1401-00-0000-0601,Bendahara DPD Riau 2010-skr,
1401-00-0000-0301,,
1401-00-0000-0701,"Pramuka Samudra, Padang 1965-1967",
1401-00-0000-0701,Wkl Ketua Dewan Pembina Tariyah 1987-1989,
1401-00-0000-0701,Bendahara Umum DPP Perti 1989-1994,
1401-00-0000-0701,Anggota MPP Tarbiyah 1994- sekarang,
1401-00-0000-0701,Sekjen DPP Partai Indonesia Baru 1998-2002,
1401-00-0000-0701,Ketua DPP Partai Demokrat 2002-2005,
1401-00-0000-0701,Wasekjen DPP Partai Demokrat 2005-2010,
1401-00-0000-0401,Ketua Badan Pemberdayaan Ekonomi Kerakyatan BPEK - DPP PERJUANGAN (2010-2015),
1401-00-0000-0401,Wakil Ketua DPD PDI Perjuangan Sumatera Utara (2005 - 2010),
1401-00-0000-0401,Wakil Ketua DPP Taruna Merah Putih (TMP) (2005 - 2010),
1401-00-0000-0401,Ketua PA PD Alumni GMNI DKI Jakarta,
1401-00-0000-0401,Dewan Pertimbangan Kamar Dagang dan Industri (KADIN) DKI Jakarta (1993-1998),
1401-00-0000-0401,Ketua Umum BPD GAPENSI DKI JAKARTA ( 2002 - 2006 ),
1401-00-0000-0401,Wakil Ketua KADIN JAYA ( 2003 - 2008 ),
1401-00-0000-0401,Wakil Ketua LPJK DKI JAKARTA ( 2000 - 2004 ),
1401-00-0000-0401,SEKJEND DPN ASPANJI (Dewan Pimpinan Nasional Asosiasi Pengusaha Pengadaan Barang dan Jasa Indonesia) (2000 - 2004 ),
1401-00-0000-0801,"ICM Pusat .jL. Warung Buncit, Dewan Pakar, 2010 - Sekarang",
1401-00-0000-0801,"Yayasan Masjid Cut Meutiah, JI Taman Cut Meutiah, Ketua Yayasan, 1995 - Sekarang",
1401-00-0000-0801,"Partai Amanat Nasional, TB Simatupang Jakarata, Bendahara Umum, 2010-2015",
1401-00-0000-0801,"ICM Pusat .jL. Warung Buncit,Bendahara, 2005-2010",
1402-00-0000-0501,"2003-2003, PARTAL GOLKAR, DPD I PARTAI GOLKAR PROV.RIAU, RIAU",
1402-00-0000-0501,"2004-2004, PARTAI GOLKAR, KOORDINATOR WIL.RIAU DPP GOLKAR, DKI JAKARTA",
1402-00-0000-0501,"2006-2006, DPP ANGKARTAN MUDA MDI GOLKAR, KETUA UMUM, DKI JAKATA",
1402-00-0000-0501,"2012-2012, PARTAI GOLKAR, ANGGOTA DEPARTEMEN UKM & KOPERASI DPP GOLKAR, DKI JAKARTA",
1402-00-0000-0501,"2009-2009, PARTAI GOLKAR, ANGGOTA BIDANG POLITIK DAN LEGISLATIF DPP GOLKAR, JAKARTA",
1402-00-0000-0201,Sosial Kemsyarakatarn Ketua Kongres Forum Komunikasi Mahasiswa Teknik Sipil Se-lndonesia (FKMTSI).,
1402-00-0000-0201,"Sosial Kemsyarakatarn Pendiri dan Ketua Pertains, Forum Kamunikasi Ikatan Pelajar Mahasiswa Riau Se-lndonesia (Forkom-IPEMARI).",
1402-00-0000-0201,Sosial Kemsyarakatarn Ke tua Ikatan Alumni Uni versitas Bra w ijaya (IKA UNIBRA W) Pro vi nsi Riau.,
1402-00-0000-0201,"Sosial Kemsyarakatarn Ketua Lembaga Perekonomian Nahdlatul Ulama / LPNU Provinsi Riau,",
1402-00-0000-0201,"Sosial Kemsyarakatarn Mustasyar PW Nahdlatul Ulama (PWNU) Provinsi Riau,",
1402-00-0000-0201,Sosial Kemsyarakatarn Ketua Perhimpunan Mahasiswa Riau di Jakarta (PMRJ).,
1402-00-0000-0201,Sosial Kemsyarakatarn Ketua Lembaga Adat Melayu Riau (LAMR).,
1402-00-0000-0201,Sosial Kemsyarakatarn Ketua DPD Gabungan Pengusaha Kontruksi (GAPENSI) Provinst Riau.,
1402-00-0000-0201,"Sosial Kemsyarakatarn Ketua Bidang Sertifikasi dan Akreditasi, KADIN Provinsi Riau.",
1402-00-0000-0201,Sosial Kemsyarakatarn Ketua Lembaga Pengembangan Jasa Kontruksi (LPJK) Daerah Riau (2004 - 2009).,
1402-00-0000-0201,Sosial Kemsyarakatarn Ketua Bidang Perencanaan dan Anggaran KOIS1 Provinsi Riau (2004 - 2009).,
1402-00-0000-0201,Sosial Kemsyarakatarn Dewan Pembina Sepak Bola PSPS Pekanbaru.,
1402-00-0000-0201,"Sosial Kemsyarakatarn Mantan Direktur Eksekutif Yayasan Lembaga, Pengembangan Profesi dan Kewirausahaan Riau (YLP2KRJ.",
1402-00-0000-0201,Sosial Kemsyarakatarn Mantan Ketua Ikatan Santri Riau Se-Indonesia.,
1402-00-0000-0201,"Sosial Kemsyarakatarn Dewan Penasehat PW Cerakan Anshir Provinsi, Riau.",
1402-00-0000-0201,Sosial Kemsyarakatarn Majelis Pertimbangan Pergerakan Mahasiswa Islam Indonesia (PMII) Provinsi Riau.,
1402-00-0000-0201,Sosial Kemsyarakatarn Pendiri Lembaga Penerbitan Nahdlatul Ulama (LPNU) Provinsi Riau.,
1402-00-0000-0201,Sosial Kemsyarakatarn Mantan Ketua Himpunan Maliasiswa Teknik Sipil (HMS) Fakultas Teknik Universitas Brawijaya. Malang.,
1402-00-0000-0201,Sosial Kemsyarakatarn Manlan Ketua Umum Ikatan Polajar Mahasiswa Riau di Malang.,
1402-00-0000-0201,Sosial Kemsyarakatarn Mantan Anggota TPK2-GUBRI(Tim Pertimbangan KajianKebijakan GubernurRiau).,
1402-00-0000-0201,Lain-lain: Ketua Pallida Khusus Pembentukan Provinsi Kepulauan Riau DPRD Provinsi Riau.,
1402-00-0000-0201,Lain-lain: Sekretraris Koisi D DPRD Provinsi Riau.,
1402-00-0000-0201,Lain-lain: Pimpinan Sidang Kongres Masyarakat Kepri tahun 2000.,
1402-00-0000-0201,Lain-lain: Tim sosialisas, 4 Pilar kehidupan berbangsa dan bernegara MPR Rl
1402-00-0000-0201,Lain-lain: Tim kajian sistim ketatanegaraan MPR Rt,
1402-00-0000-0201,Lain-lain: Ketua FPKBM PR RI,
1402-00-0000-0601,Ketua Koperasi Mahasishwa Universitas Lancang Kuning 1985 s/d 1987 1988 s/d 1990,
1402-00-0000-0601,Ketua Ikatan Keluarga Minang Riau Tahun 2000 s/d 2005 2005 s/d2011 2010 s/d 2015,
1402-00-0000-0601,Ketua Umum Ikatan Keluarga Tanah Datar Pekanbaru dan sekitamya 2001 s/d 2006 2006 s/d Skrg,
1402-00-0000-0601,Ketua Umum Ikatan Keluarga Tanah Datar Provinsi Riau 2012 s/d 2017,
1402-00-0000-0601,Ketua Umum Forum Silaturahim Saudagar Minang Riau 2008 s/d 2013,
1402-00-0000-0601,Dewan Pembina GAPKI (Gabungan Pengusaha Kelapa Sawit Indonesia) 2010 s/d 2013,
1402-00-0000-0701,"Sekretaris DPD Partai Demokrat Riau, Tahun 2004-2009",
1402-00-0000-0701,"Ketua Departemen Tenaga Kerja & Transmigrasi DPP Partai Demokrat,Tahun 2009 - 2012",
1402-00-0000-0701,"Anggota Forum Parlemen Provinsi Riau, Tahun 2009 - sekarang",
1402-00-0000-0701,"Pembina Perhimpunan Pertenakan Sapi, Provinsi Riau, Tahun 2008 - sampai sekarang",
1402-00-0000-0701,Penasehat Gabungan Kelompok Tani GAPOKTAN) Kelapa Sawit Provinsi Riau. Tahun 2008 - samPai sekarang,
1402-00-0000-0701,"Pembina Ikatan Persatuan Perantau Anak Siantar Provinsi Riau, Tahun 2007 - sampai sekarang",
1402-00-0000-0401,GMN Fak. Hukum UI-tahun 1978,
1402-00-0000-0401,PDI PERJUANGAN-tahun 1999 s/d sekarang,
1501-00-0000-0506,"2006-2011, TP-PKK, WAKIL KETUA, KAB.TEBO",
1501-00-0000-0506,"2011-2016, TP-PKK, KETUA, KAB.TEBO",
1501-00-0000-0506,"2010-2015, MUSLIMAT NU, PIMPINAN CABANG, KAB.TEBO",
1501-00-0000-0901,Sekretaris Badiklatda PDI Perjuangan Provinsi Jambi Tahun 2000 s.d 2005.,
1501-00-0000-0901,", 2004 - 2006 Wa. Sekretaris F-PDIP DPR RI",
1501-00-0000-0901,27 Februari 2007 Utusan Young Parliementary Meeting Asia-Europe,
1501-00-0000-0901,Pembina ILUNI Universitas Negeri Padang 2008 s.d Sekarang,
1501-00-0000-0201,,
1501-00-0000-0601,Ketua DPD Partai Gerindra Provinsi Jambi.,
1501-00-0000-0601,Ketua HKTI Provinsi Jambi.,
1501-00-0000-0601,Ketua Palang Merah Indonesia Provinsi Jambi.,
1501-00-0000-0601,Keuta IPHI Provinsi Jambi.,
1501-00-0000-0601,Ketua Ikatan Alumni MM Universitas Jambi.,
1501-00-0000-0601,Ketua Penasehat ISNU Provinsi Jambi.,
1501-00-0000-0601,Ketua Koperasi Ekonomi Ummat Provinsi Jambi.,
1501-00-0000-0601,Ketua Pembina Yayasan Pendidikan Bintang Sembilan Provinsi Jambi.,
1501-00-0000-0703,KAPPI /KAMI MUARA BUNGO TH 1966 (KETUA),
1501-00-0000-0703,HMI TAHUN 1967,
1501-00-0000-0703,KNPI TAHUN 1978,
1501-00-0000-0703,WARGA JAYA TAHUN 1978 (KETUA),
1501-00-0000-0703,PEMUDA MUSLIMIN TAHUN 1991 (KETUA),
1501-00-0000-0703,IKATAN PENGUSAHA MUSLIM INDONESIA TH 91(SEKJEN),
1501-00-0000-0401,2000-2001: Ketua PPIA (persatuan Pelajar Indonesia-Australia) Universitas Queensland Australia.,
1501-00-0000-0401,"2001-2002: Ketua PPIA (persatuan Pelajar Indonesia-Australia)Queensland, Australia.",
1501-00-0000-0401,"2001-2002: Ketua Ketua Komunitas Asosiasi Radio Indonesia di Brisbane, Australia.",
1501-00-0000-0401,Desember 2003: Ketua Komite 'Internasional Economic Seminar' di Bali yang diselenggarakan oleh IIDS(international Institute of Development Studies).,
1501-00-0000-0401,2006-April 2010: Wakil Sekretaris BAGUNA (Badan Penanggulangan Bencana) PDIP.,
1501-00-0000-0401,"2006- April 2010: Ketua Bidang Pendidikan, Agama dan Sosial Dept. Balitbang, Jakarta.",
1501-00-0000-0401,2007- April 2010: Ketua DPP BMI (Banteng Muda Indonesia),
1501-00-0000-0401,"2007-sekarang: Ketua Tim Kerja Buku Pelajaran, IKAPI (Ikatan Penerbit Indonesia).",
1501-00-0000-0401,2007 - sekarang: Bendahara Umum PPGI Pusat (Perusatuan Persahaan Grafika Indonesia),
1501-00-0000-0401,2007: Delegasi PDIP dalam unjungan studi banding ke Amerika Serikat.,
1501-00-0000-0401,November 2007: Obeserver Pemilu di Australia atas undagan NDI (National Democratic Institute).,
1501-00-0000-0401,Desember 2007: Observer Pemilu di Thailand atas undangan FNI.,
1501-00-0000-0401,Juli 2008: Observer persiapan Governnor Election of Western Australia atas undangan ALP (Australian Labor Parti),
1501-00-0000-0401,2009: Calon anggota parlemen Pusat Kepulauan Riau,
1501-00-0000-0401,2010- 2015: Sekretaris Departemen Hubungan Internasional PDI Perjuangan,
1501-00-0000-0401,"Juni 2011: Delegasi PDI Perjuangan untuk menghadiri Kongres LI dan rapat komite eksekutif CALD di Manila, Filipina",
1501-00-0000-0401,Juli 2011: Menyambut delegasi politik muda Amerika yang berkunjung ke Indonesia,
1501-00-0000-0401,"Nov 2011: Ketua komite konferensi CALD di Nusa Dua, Bali",
1501-00-0000-0401,Des 2011: Delegasi PDI Perjuangan ke Australia untuk menghadiri Konferensi Nasional Partai Buruh Australia,
1501-00-0000-0401,2012: Tutor kader dalam pendidikan kader PDI Perjuangan,
1501-00-0000-0401,2012 - 2014: Ketua Humas ASPERSINDO (Asosiasi Percetakan Sekuriti Indonesia),
1501-00-0000-0802,"Pimpinan Wilayah Muhammadiyah Prov. Jambi.Jambi.Penaschat, 2010-2015",
1501-00-0000-0802,"Kadin Prov. JambUambLKetua Umum, 2008 - 2013",
1501-00-0000-0802,"Gapensi Prov Jambi,Jambi,Wakil Ketua, 2007 - 2011",
1501-00-0000-0802,"KKSS Prov. Jambi.Jambi.Ketua Umum, 2006 - 2010",
1501-00-0000-0802,"PBSI Prov. Jambi,Jambi,Ketua Umum, 2005 - 2009",
1501-00-0000-0802,"KONI Prov. Jambi,Jambi,\Vakil Ketua, 2004 - 2008",
1501-00-0000-0802,"HKTI Prov. Jambi,Jambi,Wakil Ketua, 2003 - 2008",
1501-00-0000-0802,"HIPMI Prov. Jambi Jambi.Ketua Umum, 2004 - 2007",
1501-00-0000-0802,"Yayasan Al-Arafah,Jambi,Ketua Umum, -",
1501-00-0000-0802,"Forum Pembauran Kcbangsaan Prov. JambiJambi,Ketua Umum, -",
1601-00-0000-0501,"2009-2015, DPP PARTAI GOLKAR, WASEKJEN, JAKARTA",
1601-00-0000-0501,"2010-2011, BMK KOSGORO, BENDAHARA UMUM, JAKARTA",
1601-00-0000-0501,"2010-2015, KADIN INDONESIA KETUA TETAP PERDAGANGAN DALAM NEGERI, JAKARTA",
1601-00-0000-0501,"2007-2010, HIPMI SUMATERA SELATAN, KETUA UMUM, SUMATERA SELATAN",
1601-00-0000-0505,"1984-1989, DPP AMPI tk 1 SUMSEL, BENDAHARA, SUMATERA SELATAN",
1601-00-0000-0505,"1989-1994, BIRO KOPERASI & WIRAUSAHA DPD GOLKAR Tk 1. KETUA, SUMATERA SELATAN",
1601-00-0000-0601,Wakil ketua Hariar Perguruan Pencak Silat Satria Muda lndonesia (PPSMI) (1997 Sekarang),
1601-00-0000-0601,Sekretaris Umum Yayasan Pendidikan Kebangsaan (2002 - Sekarang),
1601-00-0000-0601,Ketua Bidang Pendidikai dan Latihan (Diklat) Himpunan Kerukunan Tani Indonesia (HKTI) (2005 - Sekarang),
1601-00-0000-0601,Bidang Pengembangan Prestasi (BangPress) lkatan Pencak silat seluruh Indonesia (IPSI) (2007 - Sekarang),
1601-00-0000-0601,Wakil Ketua Umum Bidang Keuangan dan Pembangunan Nasional Dewan Pimpinan Pusat Partai Gerakan lndonesia Raya (DPP Partai GERINDRA) (2012-Sekarang),
1601-00-0000-1004,Ketua Senat Mahasiswa FAPET IPB Tahun 1997-1997,
1601-00-0000-1004,Ketua HMI Komisarial PAPET IPB Tahun 1997-1997,
1601-00-0000-1004,Ketua HMI Cabang Bogor 1997-1998,
1601-00-0000-1004,Presidium Keluarga Mahnsiswa IPB Tahun 1997-1998,
1601-00-0000-1004,Kelua Kelompok Diskusi Anak Bangsa Tahun 1997-1998,
1601-00-0000-1004,Wakil Kelua Keluarga Alumni Muda IPB 2000 -2005,
1601-00-0000-1004,Wakil Sekretaris BADKO HMI JABAGBAR 1998-2000,
1601-00-0000-1004,Ketua PTKP PB HMI Tahun 2002-2004,
1601-00-0000-1004,Kelua Umum KMI Tahun 2004-2013,
1601-00-0000-1004,Ketua Umum PP PRI Tahun 2007-2013,
1601-00-0000-1004,Ketua DPW PBR Sumsel Tahun 2006-2013,
1601-00-0000-1004,Calon Anggota DPR RI Tahun 2009 dari Partai Bintang Reformasi (PBR) Dapil SUMSEL 1,
1601-00-0000-1004,DEKLARATOR PERINDO (PERSATUAN INDONESIA),
1601-00-0000-1004,SEKRETAR1S DEWAN SOSIAL DPP PERINDQ,
1601-00-0000-0301,"Deklarator KAMMI, 1998",
1601-00-0000-0701,Ketua DPAC Kec. Ilir Barat ll Palembang (2003).,
1601-00-0000-0701,Ketua Koordinator Cabang Dapil 5 Kota Palembang (2004),
1601-00-0000-0701,Sekretaris DPD Provinsi Sumatera Selatan (2005-2010).,
1601-00-0000-0701,Wakil Ketua Koordinator Relawan Divisi Keagamaan TIMKAMNAS SBY-BOEDIONO (2009).,
1601-00-0000-0701,Wakil Sekjend III DPP (2010-2015).,
1601-00-0000-0701,Pimpinan Pondok Pesantren Modrn IGM Al-ihsaniyah Palembang (2002-Sekarang).,
1601-00-0000-0701,Ketua Yayasan Al-Huriyah Palembang (2000 - Sekarang).,
1601-00-0000-0701,Ketua Urnum JSI - Jaringan Santri Indonesia,
1601-00-0000-0401,ketua Himpunan Mahasiswa TP ITB 1973,
1601-00-0000-0401,Anggota MPM ITB 1973,
1601-00-0000-0401,Ketual 1 Dewan Mahasiswa ITB 1979,
1601-00-0000-0401,Ketua DPD PDI Perjuangan Sumetra Selatan 2004,
1601-00-0000-0401,Anggota Profesi PII,
1601-00-0000-0401,Anggota Profesi IATPI,
1601-00-0000-0401,Pendiri Yayasan Dasanaya,
1601-00-0000-0801,"Assosiasi Petani Singkong indonesia, Jakarta, Dewan Penasihat, 2012 - 2017",
1601-00-0000-0801,"DPP Kosgoro, Jakarta, Dewan Penasihat, 2012 - 2017",
1601-00-0000-0801,"DPP KNPI, Jakarta, Wakil Ketua MPI, 2011 - 2016",
1601-00-0000-0801,"DPP GMN Organisasi Sayap DPP PAN, Jakarta, Dewan Penasihat, 2011 - 2016",
1601-00-0000-0801,"Badan POK DPP PAN, TB Simatupang no 88, Ketua, 2010- -2015",
1601-00-0000-0801,"DPR RI Fraksi PAN, JI. Gatot Subroto, (KAMSRI), Jakarta, Ketua Umum, 2009 -2014",
1601-00-0000-0801,"Kesatuan Angkatan Muda Sriwijaya (KAMSRI), Jakarta, Ketua Umum, 2008 -2013",
1601-00-0000-0801,"Badan Pengembangan Anggota Organisasi KAHMI, JI. Madiun Menteng Jakarta,Wakil",
1601-00-0000-0801,"Bendahara DPP Pan, JI. Warung Buncil Raya No 17 Bendahara, 2005 - 2010",
1601-00-0000-0801,"Kadin Bidan SDM & Energi Primer, jakarta, wakil Ketua, 2005-2010",
1602-00-0000-0101,"2000-2001, SP.JICT, SEKERTARIS JENDRAL, JAKARTA",
1602-00-0000-0101,"2001-2004, IFIS, PUBLIC RELATION, CIK'S BUILDING",
1602-00-0000-0101,"2002-2005, INDONESIA SATU WOMENS CLUB, KETUA UMUM, PEJOMPONGAN 56",
1602-00-0000-0101,"2000-SEKARANG, SBMNI, SEKRETARIS JENDERAL, -",
1602-00-0000-0101,"2004-SEKARANG, KETUA MPO SBPI, JAKARTA",
1602-00-0000-0101,"2011-SEKARANG KETUA UMUM GARNITA NASDEM, JAKARTA 2012. SEKARANG KETUA UMUM GEMURUH NASDEM, JAKARTA",
1602-00-0000-0501,"2011-2013, IKATAN AKUNTAN INDONESIA, ANGGOTA, JAKARTA",
1602-00-0000-0501,"2010-2015, AMPI, WAKIL KETUA, JAKARTA",
1602-00-0000-0501,"2002-2013, DPP PARTAI GOLKAR, ANGGOTA, JAKARTA",
1602-00-0000-0201,Ketau DPw Sumatera Selatan Kerukunan Keluarge Lampung Sai,
1602-00-0000-0201,Bendahara Umum Forum Keluarge Komring Ulu,
1602-00-0000-0201,Bendahara Umum PPMI,
1602-00-0000-0609,,
1602-00-0000-0301,Korp Alumni HMI (KAHMI) Sumsel,
1602-00-0000-0301,FK Alumni ESQ Korwil Sumsel,
1602-00-0000-0301,"Ketua Umum DPW PK Sumsel, tahun 1998-2002",
1602-00-0000-0301,"Ketua Umum DPW PKS Sumsel, tahun 2004-2006",
1602-00-0000-0301,"Ketua MPW PKS Sumsel, tahun 2006-2010",
1602-00-0000-0301,"Ketua Fraksi PKS DPRD Provinsi Sumsel, tahun 2004-2009",
1602-00-0000-0707,KetuaBiroKoperasidanWiraswastaDPDPartaib Golkar,
