id,pemilu_id,category_id,province_id,wilayah_id,value
301,1,41,11,8,99503
302,1,42,11,8,118030
303,1,43,11,8,217533
304,1,45,11,8,400503
305,1,46,11,8,175
306,1,47,11,8,182795
307,1,48,11,8,217533
308,1,50,11,8,207845
309,1,51,11,8,9688
310,1,52,11,8,217533
311,1,54,11,8,125359
312,1,55,11,8,82486
313,1,4,11,9,26706
314,1,5,11,9,26340
315,1,6,11,9,53046
316,1,8,11,9,78
317,1,9,11,9,69
318,1,10,11,9,147
319,1,12,11,9,0
320,1,13,11,9,0
321,1,14,11,9,0
322,1,16,11,9,406
323,1,17,11,9,396
324,1,18,11,9,802
325,1,20,11,9,27190
326,1,21,11,9,26805
327,1,22,11,9,53995
328,1,25,11,9,20213
329,1,26,11,9,20561
330,1,27,11,9,40774
331,1,29,11,9,75
332,1,30,11,9,68
333,1,31,11,9,143
334,1,33,11,9,0
335,1,34,11,9,0
336,1,35,11,9,0
337,1,37,11,9,397
338,1,38,11,9,386
339,1,39,11,9,783
340,1,41,11,9,20685
341,1,42,11,9,21015
342,1,43,11,9,41700
343,1,45,11,9,54390
344,1,46,11,9,23
345,1,47,11,9,12667
346,1,48,11,9,41700
347,1,50,11,9,41427
348,1,51,11,9,273
349,1,52,11,9,41700
350,1,54,11,9,11889
351,1,55,11,9,29538
352,1,4,11,10,37161
353,1,5,11,10,37350
354,1,6,11,10,74511
355,1,8,11,10,43
356,1,9,11,10,29
357,1,10,11,10,72
358,1,12,11,10,114
359,1,13,11,10,66
360,1,14,11,10,180
361,1,16,11,10,441
362,1,17,11,10,468
363,1,18,11,10,909
364,1,20,11,10,37759
365,1,21,11,10,37913
366,1,22,11,10,75672
367,1,25,11,10,22897
368,1,26,11,10,23290
369,1,27,11,10,46187
370,1,29,11,10,38
371,1,30,11,10,25
372,1,31,11,10,63
373,1,33,11,10,93
374,1,34,11,10,34
375,1,35,11,10,127
376,1,37,11,10,291
377,1,38,11,10,311
378,1,39,11,10,602
379,1,41,11,10,23319
380,1,42,11,10,23660
381,1,43,11,10,46979
382,1,45,11,10,76120
383,1,46,11,10,10
384,1,47,11,10,29131
385,1,48,11,10,46979
386,1,50,11,10,46511
387,1,51,11,10,468
388,1,52,11,10,46979
389,1,54,11,10,27281
390,1,55,11,10,19230
391,1,4,11,11,142528
392,1,5,11,11,152971
393,1,6,11,11,295499
394,1,8,11,11,36
395,1,9,11,11,30
396,1,10,11,11,66
397,1,12,11,11,18
398,1,13,11,11,11
399,1,14,11,11,29
400,1,16,11,11,95
401,1,17,11,11,72
402,1,18,11,11,167
403,1,20,11,11,142677
404,1,21,11,11,153084
405,1,22,11,11,295761
406,1,25,11,11,69843
407,1,26,11,11,92219
408,1,27,11,11,162062
409,1,29,11,11,36
410,1,30,11,11,30
411,1,31,11,11,66
412,1,33,11,11,8
413,1,34,11,11,3
414,1,35,11,11,11
415,1,37,11,11,95
416,1,38,11,11,72
417,1,39,11,11,167
418,1,41,11,11,69982
419,1,42,11,11,92324
420,1,43,11,11,162306
421,1,45,11,11,301692
422,1,46,11,11,30
423,1,47,11,11,139356
424,1,48,11,11,162306
425,1,50,11,11,155864
426,1,51,11,11,6442
427,1,52,11,11,162306
428,1,54,11,11,95777
429,1,55,11,11,60087
430,1,4,11,12,47793
431,1,5,11,12,48684
432,1,6,11,12,96477
433,1,8,11,12,39
434,1,9,11,12,43
435,1,10,11,12,82
436,1,12,11,12,497
437,1,13,11,12,476
438,1,14,11,12,973
439,1,16,11,12,142
440,1,17,11,12,137
441,1,18,11,12,279
442,1,20,11,12,48471
443,1,21,11,12,49340
444,1,22,11,12,97811
445,1,25,11,12,26032
446,1,26,11,12,29661
447,1,27,11,12,55693
448,1,29,11,12,30
449,1,30,11,12,31
450,1,31,11,12,61
451,1,33,11,12,126
452,1,34,11,12,132
453,1,35,11,12,258
454,1,37,11,12,141
455,1,38,11,12,137
456,1,39,11,12,278
457,1,41,11,12,26329
458,1,42,11,12,29961
459,1,43,11,12,56290
460,1,45,11,12,98406
461,1,46,11,12,22
462,1,47,11,12,42094
463,1,48,11,12,56290
464,1,50,11,12,54868
465,1,51,11,12,1422
466,1,52,11,12,56290
467,1,54,11,12,28334
468,1,55,11,12,26534
469,1,4,11,13,29142
470,1,5,11,13,30154
471,1,6,11,13,59296
472,1,8,11,13,34
473,1,9,11,13,39
474,1,10,11,13,73
475,1,12,11,13,16
476,1,13,11,13,21
477,1,14,11,13,37
478,1,16,11,13,130
479,1,17,11,13,169
480,1,18,11,13,299
481,1,20,11,13,29322
482,1,21,11,13,30383
483,1,22,11,13,59705
484,1,25,11,13,21440
485,1,26,11,13,22627
486,1,27,11,13,44067
487,1,29,11,13,31
488,1,30,11,13,32
489,1,31,11,13,63
490,1,33,11,13,6
491,1,34,11,13,11
492,1,35,11,13,17
493,1,37,11,13,130
494,1,38,11,13,168
495,1,39,11,13,298
496,1,41,11,13,21607
497,1,42,11,13,22838
498,1,43,11,13,44445
499,1,45,11,13,60591
500,1,46,11,13,6
501,1,47,11,13,16140
502,1,48,11,13,44445
503,1,50,11,13,43812
504,1,51,11,13,633
505,1,52,11,13,44445
506,1,54,11,13,18172
507,1,55,11,13,25640
508,1,4,11,14,29393
509,1,5,11,14,28032
510,1,6,11,14,57425
511,1,8,11,14,3
512,1,9,11,14,6
513,1,10,11,14,9
514,1,12,11,14,2
515,1,13,11,14,0
516,1,14,11,14,2
517,1,16,11,14,24
518,1,17,11,14,23
519,1,18,11,14,47
520,1,20,11,14,29422
521,1,21,11,14,28061
522,1,22,11,14,57483
523,1,25,11,14,20339
524,1,26,11,14,20687
525,1,27,11,14,41026
526,1,29,11,14,3
527,1,30,11,14,6
528,1,31,11,14,9
529,1,33,11,14,2
530,1,34,11,14,0
531,1,35,11,14,2
532,1,37,11,14,24
533,1,38,11,14,22
534,1,39,11,14,46
535,1,41,11,14,20368
536,1,42,11,14,20715
537,1,43,11,14,41083
538,1,45,11,14,58663
539,1,46,11,14,19
540,1,47,11,14,17561
541,1,48,11,14,41083
542,1,50,11,14,40134
543,1,51,11,14,949
544,1,52,11,14,41083
545,1,54,11,14,22189
546,1,55,11,14,17945
547,1,4,11,15,55004
548,1,5,11,15,55974
549,1,6,11,15,110978
550,1,8,11,15,4
551,1,9,11,15,3
552,1,10,11,15,7
553,1,12,11,15,36
554,1,13,11,15,40
555,1,14,11,15,76
556,1,16,11,15,387
557,1,17,11,15,392
558,1,18,11,15,779
559,1,20,11,15,55431
560,1,21,11,15,56409
561,1,22,11,15,111840
562,1,25,11,15,36360
563,1,26,11,15,38269
564,1,27,11,15,74629
565,1,29,11,15,4
566,1,30,11,15,2
567,1,31,11,15,6
568,1,33,11,15,19
569,1,34,11,15,21
570,1,35,11,15,40
571,1,37,11,15,387
572,1,38,11,15,392
573,1,39,11,15,779
574,1,41,11,15,36770
575,1,42,11,15,38684
576,1,43,11,15,75454
577,1,45,11,15,113237
578,1,46,11,15,41
579,1,47,11,15,37742
580,1,48,11,15,75454
581,1,50,11,15,74413
582,1,51,11,15,1041
583,1,52,11,15,75454
584,1,54,11,15,35565
585,1,55,11,15,38848
586,1,4,11,16,93990
587,1,5,11,16,93579
588,1,6,11,16,187569
589,1,8,11,16,77
590,1,9,11,16,38
591,1,10,11,16,115
592,1,12,11,16,91
593,1,13,11,16,66
594,1,14,11,16,157
595,1,16,11,16,321
596,1,17,11,16,337
597,1,18,11,16,658
598,1,20,11,16,94479
599,1,21,11,16,94020
600,1,22,11,16,188499
601,1,25,11,16,55258
602,1,26,11,16,60487
603,1,27,11,16,115745
604,1,29,11,16,77
605,1,30,11,16,38
606,1,31,11,16,115
607,1,33,11,16,50
608,1,34,11,16,29
609,1,35,11,16,79
610,1,37,11,16,321
611,1,38,11,16,337
612,1,39,11,16,658
613,1,41,11,16,55706
614,1,42,11,16,60891
615,1,43,11,16,116597
616,1,45,11,16,191701
617,1,46,11,16,126
618,1,47,11,16,74978
619,1,48,11,16,116597
620,1,50,11,16,115412
621,1,51,11,16,1185
622,1,52,11,16,116597
623,1,54,11,16,74269
624,1,55,11,16,41143
625,1,4,11,17,45846
626,1,5,11,17,45972
627,1,6,11,17,91818
628,1,8,11,17,33
629,1,9,11,17,38
630,1,10,11,17,71
631,1,12,11,17,11
632,1,13,11,17,9
633,1,14,11,17,20
634,1,16,11,17,133
635,1,17,11,17,112
636,1,18,11,17,245
637,1,20,11,17,46023
638,1,21,11,17,46131
639,1,22,11,17,92154
640,1,25,11,17,35639
641,1,26,11,17,36467
642,1,27,11,17,72106
643,1,29,11,17,29
644,1,30,11,17,34
645,1,31,11,17,63
646,1,33,11,17,4
647,1,34,11,17,5
648,1,35,11,17,9
649,1,37,11,17,131
650,1,38,11,17,109
651,1,39,11,17,240
652,1,41,11,17,35803
653,1,42,11,17,36615
654,1,43,11,17,72418
655,1,45,11,17,93927
656,1,46,11,17,33
657,1,47,11,17,21476
658,1,48,11,17,72418
659,1,50,11,17,71560
660,1,51,11,17,858
661,1,52,11,17,72418
662,1,54,11,17,30389
663,1,55,11,17,41171
664,1,4,11,18,49313
665,1,5,11,18,52920
666,1,6,11,18,102233
667,1,8,11,18,20
668,1,9,11,18,19
669,1,10,11,18,39
670,1,12,11,18,83
671,1,13,11,18,83
672,1,14,11,18,166
673,1,16,11,18,121
674,1,17,11,18,107
675,1,18,11,18,228
676,1,20,11,18,49537
677,1,21,11,18,53129
678,1,22,11,18,102666
679,1,25,11,18,24491
680,1,26,11,18,32154
681,1,27,11,18,56645
682,1,29,11,18,19
683,1,30,11,18,18
684,1,31,11,18,37
685,1,33,11,18,29
686,1,34,11,18,40
687,1,35,11,18,69
688,1,37,11,18,121
689,1,38,11,18,107
690,1,39,11,18,228
691,1,41,11,18,24660
692,1,42,11,18,32319
693,1,43,11,18,56979
694,1,45,11,18,104174
695,1,46,11,18,12
696,1,47,11,18,47183
697,1,48,11,18,56979
698,1,50,11,18,54420
699,1,51,11,18,2559
700,1,52,11,18,56979
701,1,54,11,18,24082
702,1,55,11,18,30338
703,1,4,11,19,78587
704,1,5,11,19,78188
705,1,6,11,19,156775
706,1,8,11,19,280
707,1,9,11,19,234
708,1,10,11,19,514
709,1,12,11,19,25
710,1,13,11,19,8
711,1,14,11,19,33
712,1,16,11,19,2189
713,1,17,11,19,2351
714,1,18,11,19,4540
715,1,20,11,19,81081
716,1,21,11,19,80781
717,1,22,11,19,161862
718,1,25,11,19,36947
719,1,26,11,19,41519
720,1,27,11,19,78466
721,1,29,11,19,274
722,1,30,11,19,224
723,1,31,11,19,498
724,1,33,11,19,10
725,1,34,11,19,2
726,1,35,11,19,12
727,1,37,11,19,2182
728,1,38,11,19,2348
729,1,39,11,19,4530
730,1,41,11,19,39413
731,1,42,11,19,44093
732,1,43,11,19,83506
733,1,45,11,19,159924
734,1,46,11,19,129
735,1,47,11,19,76289
736,1,48,11,19,83506
737,1,50,11,19,81826
738,1,51,11,19,1680
739,1,52,11,19,83506
740,1,54,11,19,45823
741,1,55,11,19,36003
742,1,4,11,20,11379
743,1,5,11,20,11948
744,1,6,11,20,23327
745,1,8,11,20,32
746,1,9,11,20,11
747,1,10,11,20,43
748,1,12,11,20,0
749,1,13,11,20,0
750,1,14,11,20,0
751,1,16,11,20,87
752,1,17,11,20,92
753,1,18,11,20,179
754,1,20,11,20,11498
755,1,21,11,20,12051
756,1,22,11,20,23549
757,1,25,11,20,6000
758,1,26,11,20,7057
759,1,27,11,20,13057
760,1,29,11,20,32
761,1,30,11,20,11
762,1,31,11,20,43
763,1,33,11,20,0
764,1,34,11,20,0
765,1,35,11,20,0
766,1,37,11,20,87
767,1,38,11,20,92
768,1,39,11,20,179
769,1,41,11,20,6119
770,1,42,11,20,7160
771,1,43,11,20,13279
772,1,45,11,20,23827
773,1,46,11,20,1
774,1,47,11,20,10547
775,1,48,11,20,13279
776,1,50,11,20,12838
777,1,51,11,20,441
778,1,52,11,20,13279
779,1,54,11,20,7301
780,1,55,11,20,5537
781,1,4,11,21,60026
782,1,5,11,21,61859
783,1,6,11,21,121885
784,1,8,11,21,72
785,1,9,11,21,45
786,1,10,11,21,117
787,1,12,11,21,64
788,1,13,11,21,80
789,1,14,11,21,144
790,1,16,11,21,527
791,1,17,11,21,642
792,1,18,11,21,1169
793,1,20,11,21,60689
794,1,21,11,21,62626
795,1,22,11,21,123315
796,1,25,11,21,24683
797,1,26,11,21,29744
798,1,27,11,21,54427
799,1,29,11,21,61
800,1,30,11,21,31
801,1,31,11,21,92
802,1,33,11,21,30
803,1,34,11,21,24
804,1,35,11,21,54
805,1,37,11,21,523
806,1,38,11,21,640
807,1,39,11,21,1163
808,1,41,11,21,25297
809,1,42,11,21,30439
810,1,43,11,21,55736
811,1,45,11,21,124268
812,1,46,11,21,37
813,1,47,11,21,68495
814,1,48,11,21,55736
815,1,50,11,21,53912
816,1,51,11,21,1824
817,1,52,11,21,55736
818,1,54,11,21,34616
819,1,55,11,21,19296
820,1,4,11,22,53735
821,1,5,11,22,55355
822,1,6,11,22,109090
823,1,8,11,22,104
824,1,9,11,22,72
825,1,10,11,22,176
826,1,12,11,22,47
827,1,13,11,22,33
828,1,14,11,22,80
829,1,16,11,22,762
830,1,17,11,22,808
831,1,18,11,22,1570
832,1,20,11,22,54648
833,1,21,11,22,56268
834,1,22,11,22,110916
835,1,25,11,22,27724
836,1,26,11,22,32581
837,1,27,11,22,60305
838,1,29,11,22,101
839,1,30,11,22,70
840,1,31,11,22,171
841,1,33,11,22,11
842,1,34,11,22,10
843,1,35,11,22,21
844,1,37,11,22,762
845,1,38,11,22,808
846,1,39,11,22,1570
847,1,41,11,22,28598
848,1,42,11,22,33469
849,1,43,11,22,62067
850,1,45,11,22,111272
851,1,46,11,22,208
852,1,47,11,22,48997
853,1,48,11,22,62067
854,1,50,11,22,61033
855,1,51,11,22,1034
856,1,52,11,22,62067
857,1,54,11,22,42693
858,1,55,11,22,18340
859,1,4,11,23,1642352
860,1,5,11,23,1688367
861,1,6,11,23,3330719
862,1,8,11,23,1673
863,1,9,11,23,1154
864,1,10,11,23,2827
865,1,12,11,23,2143
866,1,13,11,23,2253
867,1,14,11,23,4396
868,1,16,11,23,9495
869,1,17,11,23,9722
870,1,18,11,23,19217
871,1,20,11,23,1655663
872,1,21,11,23,1701496
873,1,22,11,23,3357159
874,1,25,11,23,953789
875,1,26,11,23,1084390
876,1,27,11,23,2038179
877,1,29,11,23,1524
878,1,30,11,23,1033
879,1,31,11,23,2557
880,1,33,11,23,949
881,1,34,11,23,1060
882,1,35,11,23,2009
883,1,37,11,23,9061
884,1,38,11,23,9278
885,1,39,11,23,18339
886,1,41,11,23,965323
887,1,42,11,23,1095761
888,1,43,11,23,2061084
889,1,45,11,23,47958
890,1,46,11,23,77
891,1,47,11,23,16217
892,1,48,11,23,31664
893,1,50,11,23,31448
894,1,51,11,23,216
895,1,52,11,23,31664
896,1,54,11,23,20172
897,1,55,11,23,11276
898,1,4,12,24,109530
899,1,5,12,24,110431
900,1,6,12,24,219961
901,1,8,12,24,69
902,1,9,12,24,61
903,1,10,12,24,130
904,1,12,12,24,117
905,1,13,12,24,44
906,1,14,12,24,161
907,1,16,12,24,1563
908,1,17,12,24,1698
909,1,18,12,24,3261
910,1,20,12,24,111279
911,1,21,12,24,112234
912,1,22,12,24,223513
913,1,25,12,24,60972
914,1,26,12,24,68420
915,1,27,12,24,129392
916,1,29,12,24,68
917,1,30,12,24,56
918,1,31,12,24,124
919,1,33,12,24,84
920,1,34,12,24,21
921,1,35,12,24,105
922,1,37,12,24,1563
923,1,38,12,24,1698
924,1,39,12,24,3261
925,1,41,12,24,62687
926,1,42,12,24,70195
927,1,43,12,24,132882
928,1,45,12,24,223966
929,1,46,12,24,50
930,1,47,12,24,91034
931,1,48,12,24,132882
932,1,50,12,24,132094
933,1,51,12,24,788
934,1,52,12,24,132882
935,1,54,12,24,37093
936,1,55,12,24,95001
937,1,4,12,25,102306
938,1,5,12,25,107742
939,1,6,12,25,210048
940,1,8,12,25,194
941,1,9,12,25,153
942,1,10,12,25,347
943,1,12,12,25,541
944,1,13,12,25,502
945,1,14,12,25,1043
946,1,16,12,25,1016
947,1,17,12,25,1310
948,1,18,12,25,2326
949,1,20,12,25,104057
950,1,21,12,25,109707
951,1,22,12,25,213764
952,1,25,12,25,62389
953,1,26,12,25,67332
954,1,27,12,25,129721
955,1,29,12,25,173
956,1,30,12,25,125
957,1,31,12,25,298
958,1,33,12,25,246
959,1,34,12,25,241
960,1,35,12,25,487
961,1,37,12,25,1011
962,1,38,12,25,1265
963,1,39,12,25,2276
964,1,41,12,25,63819
965,1,42,12,25,68963
966,1,43,12,25,132782
967,1,45,12,25,214593
968,1,46,12,25,56
969,1,47,12,25,81755
970,1,48,12,25,132782
971,1,50,12,25,132359
972,1,51,12,25,423
973,1,52,12,25,132782
974,1,54,12,25,11615
975,1,55,12,25,120744
976,1,4,12,26,97209
977,1,5,12,26,100826
978,1,6,12,26,198035
979,1,8,12,26,113
980,1,9,12,26,103
981,1,10,12,26,216
982,1,12,12,26,216
983,1,13,12,26,174
984,1,14,12,26,390
985,1,16,12,26,324
986,1,17,12,26,340
987,1,18,12,26,664
988,1,20,12,26,97862
989,1,21,12,26,101443
990,1,22,12,26,199305
991,1,25,12,26,62691
992,1,26,12,26,70447
993,1,27,12,26,133138
994,1,29,12,26,106
995,1,30,12,26,92
996,1,31,12,26,198
997,1,33,12,26,61
998,1,34,12,26,37
999,1,35,12,26,98
1000,1,37,12,26,324
1001,1,38,12,26,340
1002,1,39,12,26,664
1003,1,41,12,26,63182
1004,1,42,12,26,70916
1005,1,43,12,26,134098
1006,1,45,12,26,202332
1007,1,46,12,26,52
1008,1,47,12,26,68182
1009,1,48,12,26,134098
1010,1,50,12,26,133244
1011,1,51,12,26,854
1012,1,52,12,26,134098
1013,1,54,12,26,82611
1014,1,55,12,26,50633
1015,1,4,12,27,42759
1016,1,5,12,27,47222
1017,1,6,12,27,89981
1018,1,8,12,27,41
1019,1,9,12,27,26
1020,1,10,12,27,67
1021,1,12,12,27,25
1022,1,13,12,27,30
1023,1,14,12,27,55
1024,1,16,12,27,140
1025,1,17,12,27,143
1026,1,18,12,27,283
1027,1,20,12,27,42965
1028,1,21,12,27,47421
1029,1,22,12,27,90386
1030,1,25,12,27,29296
1031,1,26,12,27,32727
1032,1,27,12,27,62023
1033,1,29,12,27,40
1034,1,30,12,27,26
1035,1,31,12,27,66
1036,1,33,12,27,10
1037,1,34,12,27,13
1038,1,35,12,27,23
1039,1,37,12,27,139
1040,1,38,12,27,142
1041,1,39,12,27,281
1042,1,41,12,27,29485
1043,1,42,12,27,32908
1044,1,43,12,27,62393
1045,1,45,12,27,91997
1046,1,46,12,27,15
1047,1,47,12,27,29589
1048,1,48,12,27,62393
1049,1,50,12,27,61962
1050,1,51,12,27,431
1051,1,52,12,27,62393
1052,1,54,12,27,6661
1053,1,55,12,27,55301
1054,1,4,12,28,358151
1055,1,5,12,28,355866
1056,1,6,12,28,714017
1057,1,8,12,28,240
1058,1,9,12,28,266
1059,1,10,12,28,506
1060,1,12,12,28,109
1061,1,13,12,28,59
1062,1,14,12,28,168
1063,1,16,12,28,3561
1064,1,17,12,28,3915
1065,1,18,12,28,7476
1066,1,20,12,28,362061
1067,1,21,12,28,360106
1068,1,22,12,28,722167
1069,1,25,12,28,224640
1070,1,26,12,28,245818
1071,1,27,12,28,470458
1072,1,29,12,28,236
1073,1,30,12,28,261
1074,1,31,12,28,497
1075,1,33,12,28,77
1076,1,34,12,28,43
1077,1,35,12,28,120
1078,1,37,12,28,3561
1079,1,38,12,28,3915
1080,1,39,12,28,7476
1081,1,41,12,28,228514
1082,1,42,12,28,250037
1083,1,43,12,28,478551
1084,1,45,12,28,729358
1085,1,46,12,28,255
1086,1,47,12,28,250552
1087,1,48,12,28,478551
1088,1,50,12,28,476104
1089,1,51,12,28,2447
1090,1,52,12,28,478551
1091,1,54,12,28,247482
1092,1,55,12,28,228622
1093,1,4,12,29,134031
1094,1,5,12,29,141415
1095,1,6,12,29,275446
1096,1,8,12,29,89
1097,1,9,12,29,64
1098,1,10,12,29,153
1099,1,12,12,29,293
1100,1,13,12,29,453
