id,pemilu_id,category_id,province_id,wilayah_id,value
3976,1,52,16,102,209676
3977,1,54,16,102,124162
3978,1,55,16,102,83865
3979,1,4,16,103,217990
3980,1,5,16,103,209703
3981,1,6,16,103,427693
3982,1,8,16,103,319
3983,1,9,16,103,293
3984,1,10,16,103,612
3985,1,12,16,103,0
3986,1,13,16,103,0
3987,1,14,16,103,0
3988,1,16,16,103,1137
3989,1,17,16,103,867
3990,1,18,16,103,2004
3991,1,20,16,103,219446
3992,1,21,16,103,210863
3993,1,22,16,103,430309
3994,1,25,16,103,160460
3995,1,26,16,103,157025
3996,1,27,16,103,317485
3997,1,29,16,103,291
3998,1,30,16,103,264
3999,1,31,16,103,555
4000,1,33,16,103,0
4001,1,34,16,103,0
4002,1,35,16,103,0
4003,1,37,16,103,1137
4004,1,38,16,103,867
4005,1,39,16,103,2004
4006,1,41,16,103,161888
4007,1,42,16,103,158156
4008,1,43,16,103,320044
4009,1,45,16,103,435247
4010,1,46,16,103,149
4011,1,47,16,103,115054
4012,1,48,16,103,320044
4013,1,50,16,103,317965
4014,1,51,16,103,2079
4015,1,52,16,103,320044
4016,1,54,16,103,124598
4017,1,55,16,103,193367
4018,1,4,16,104,233392
4019,1,5,16,104,224411
4020,1,6,16,104,457803
4021,1,8,16,104,391
4022,1,9,16,104,230
4023,1,10,16,104,621
4024,1,12,16,104,368
4025,1,13,16,104,335
4026,1,14,16,104,703
4027,1,16,16,104,2766
4028,1,17,16,104,2082
4029,1,18,16,104,4848
4030,1,20,16,104,236917
4031,1,21,16,104,227058
4032,1,22,16,104,463975
4033,1,25,16,104,151199
4034,1,26,16,104,147253
4035,1,27,16,104,298452
4036,1,29,16,104,373
4037,1,30,16,104,218
4038,1,31,16,104,591
4039,1,33,16,104,115
4040,1,34,16,104,116
4041,1,35,16,104,231
4042,1,37,16,104,2766
4043,1,38,16,104,2082
4044,1,39,16,104,4848
4045,1,41,16,104,154453
4046,1,42,16,104,149669
4047,1,43,16,104,304122
4048,1,45,16,104,466950
4049,1,46,16,104,99
4050,1,47,16,104,162729
4051,1,48,16,104,304122
4052,1,50,16,104,302105
4053,1,51,16,104,2017
4054,1,52,16,104,304122
4055,1,54,16,104,125556
4056,1,55,16,104,176549
4057,1,4,16,105,297128
4058,1,5,16,105,289323
4059,1,6,16,105,586451
4060,1,8,16,105,421
4061,1,9,16,105,418
4062,1,10,16,105,839
4063,1,12,16,105,180
4064,1,13,16,105,58
4065,1,14,16,105,238
4066,1,16,16,105,3762
4067,1,17,16,105,3532
4068,1,18,16,105,7294
4069,1,20,16,105,301491
4070,1,21,16,105,293331
4071,1,22,16,105,594822
4072,1,25,16,105,202771
4073,1,26,16,105,206942
4074,1,27,16,105,409713
4075,1,29,16,105,421
4076,1,30,16,105,418
4077,1,31,16,105,839
4078,1,33,16,105,172
4079,1,34,16,105,48
4080,1,35,16,105,220
4081,1,37,16,105,3762
4082,1,38,16,105,3532
4083,1,39,16,105,7294
4084,1,41,16,105,207126
4085,1,42,16,105,210940
4086,1,43,16,105,418066
4087,1,45,16,105,596999
4088,1,46,16,105,302
4089,1,47,16,105,178631
4090,1,48,16,105,418066
4091,1,50,16,105,414047
4092,1,51,16,105,4019
4093,1,52,16,105,418066
4094,1,54,16,105,189938
4095,1,55,16,105,224109
4096,1,4,16,106,242898
4097,1,5,16,106,233474
4098,1,6,16,106,476372
4099,1,8,16,106,39
4100,1,9,16,106,27
4101,1,10,16,106,66
4102,1,12,16,106,443
4103,1,13,16,106,600
4104,1,14,16,106,1043
4105,1,16,16,106,719
4106,1,17,16,106,770
4107,1,18,16,106,1489
4108,1,20,16,106,244099
4109,1,21,16,106,234871
4110,1,22,16,106,478970
4111,1,25,16,106,190287
4112,1,26,16,106,187364
4113,1,27,16,106,377651
4114,1,29,16,106,31
4115,1,30,16,106,26
4116,1,31,16,106,57
4117,1,33,16,106,207
4118,1,34,16,106,260
4119,1,35,16,106,467
4120,1,37,16,106,719
4121,1,38,16,106,770
4122,1,39,16,106,1489
4123,1,41,16,106,191244
4124,1,42,16,106,188420
4125,1,43,16,106,379664
4126,1,45,16,106,485899
4127,1,46,16,106,113
4128,1,47,16,106,106122
4129,1,48,16,106,379664
4130,1,50,16,106,377667
4131,1,51,16,106,1997
4132,1,52,16,106,379664
4133,1,54,16,106,225364
4134,1,55,16,106,152303
4135,1,4,16,107,135502
4136,1,5,16,107,124885
4137,1,6,16,107,260387
4138,1,8,16,107,40
4139,1,9,16,107,16
4140,1,10,16,107,56
4141,1,12,16,107,48
4142,1,13,16,107,47
4143,1,14,16,107,95
4144,1,16,16,107,225
4145,1,17,16,107,216
4146,1,18,16,107,441
4147,1,20,16,107,135815
4148,1,21,16,107,125164
4149,1,22,16,107,260979
4150,1,25,16,107,98582
4151,1,26,16,107,89265
4152,1,27,16,107,187847
4153,1,29,16,107,40
4154,1,30,16,107,16
4155,1,31,16,107,56
4156,1,33,16,107,28
4157,1,34,16,107,36
4158,1,35,16,107,64
4159,1,37,16,107,225
4160,1,38,16,107,216
4161,1,39,16,107,441
4162,1,41,16,107,98875
4163,1,42,16,107,89533
4164,1,43,16,107,188408
4165,1,45,16,107,265612
4166,1,46,16,107,6
4167,1,47,16,107,77198
4168,1,48,16,107,188408
4169,1,50,16,107,187285
4170,1,51,16,107,1123
4171,1,52,16,107,188408
4172,1,54,16,107,110146
4173,1,55,16,107,77139
4174,1,4,16,108,149900
4175,1,5,16,108,151326
4176,1,6,16,108,301226
4177,1,8,16,108,320
4178,1,9,16,108,418
4179,1,10,16,108,738
4180,1,12,16,108,539
4181,1,13,16,108,493
4182,1,14,16,108,1032
4183,1,16,16,108,1278
4184,1,17,16,108,1312
4185,1,18,16,108,2590
4186,1,20,16,108,152037
4187,1,21,16,108,153549
4188,1,22,16,108,305586
4189,1,25,16,108,97506
4190,1,26,16,108,104729
4191,1,27,16,108,202235
4192,1,29,16,108,272
4193,1,30,16,108,341
4194,1,31,16,108,613
4195,1,33,16,108,144
4196,1,34,16,108,133
4197,1,35,16,108,277
4198,1,37,16,108,1278
4199,1,38,16,108,1312
4200,1,39,16,108,2590
4201,1,41,16,108,99200
4202,1,42,16,108,106515
4203,1,43,16,108,205715
4204,1,45,16,108,307286
4205,1,46,16,108,67
4206,1,47,16,108,101504
4207,1,48,16,108,205715
4208,1,50,16,108,204165
4209,1,51,16,108,1550
4210,1,52,16,108,205715
4211,1,54,16,108,107659
4212,1,55,16,108,96506
4213,1,4,16,109,93198
4214,1,5,16,109,88289
4215,1,6,16,109,181487
4216,1,8,16,109,0
4217,1,9,16,109,0
4218,1,10,16,109,0
4219,1,12,16,109,112
4220,1,13,16,109,87
4221,1,14,16,109,199
4222,1,16,16,109,602
4223,1,17,16,109,452
4224,1,18,16,109,1054
4225,1,20,16,109,93912
4226,1,21,16,109,88828
4227,1,22,16,109,182740
4228,1,25,16,109,54847
4229,1,26,16,109,54932
4230,1,27,16,109,109779
4231,1,29,16,109,0
4232,1,30,16,109,0
4233,1,31,16,109,0
4234,1,33,16,109,112
4235,1,34,16,109,87
4236,1,35,16,109,199
4237,1,37,16,109,602
4238,1,38,16,109,452
4239,1,39,16,109,1054
4240,1,41,16,109,55561
4241,1,42,16,109,55471
4242,1,43,16,109,111032
4243,1,45,16,109,185103
4244,1,46,16,109,23
4245,1,47,16,109,74048
4246,1,48,16,109,111032
4247,1,50,16,109,108768
4248,1,51,16,109,2264
4249,1,52,16,109,111032
4250,1,54,16,109,60332
4251,1,55,16,109,48436
4252,1,4,16,110,567461
4253,1,5,16,110,576553
4254,1,6,16,110,1144014
4255,1,8,16,110,2184
4256,1,9,16,110,2162
4257,1,10,16,110,4346
4258,1,12,16,110,480
4259,1,13,16,110,492
4260,1,14,16,110,972
4261,1,16,16,110,12114
4262,1,17,16,110,13205
4263,1,18,16,110,25319
4264,1,20,16,110,582239
4265,1,21,16,110,592412
4266,1,22,16,110,1174651
4267,1,25,16,110,363857
4268,1,26,16,110,395752
4269,1,27,16,110,759609
4270,1,29,16,110,2144
4271,1,30,16,110,2125
4272,1,31,16,110,4269
4273,1,33,16,110,128
4274,1,34,16,110,124
4275,1,35,16,110,252
4276,1,37,16,110,12114
4277,1,38,16,110,13205
4278,1,39,16,110,25319
4279,1,41,16,110,378243
4280,1,42,16,110,411206
4281,1,43,16,110,789449
4282,1,45,16,110,1177196
4283,1,46,16,110,1371
4284,1,47,16,110,386376
4285,1,48,16,110,789449
4286,1,50,16,110,782641
4287,1,51,16,110,6808
4288,1,52,16,110,789449
4289,1,54,16,110,410473
4290,1,55,16,110,372168
4291,1,4,16,111,53203
4292,1,5,16,111,51317
4293,1,6,16,111,104520
4294,1,8,16,111,36
4295,1,9,16,111,39
4296,1,10,16,111,75
4297,1,12,16,111,24
4298,1,13,16,111,31
4299,1,14,16,111,55
4300,1,16,16,111,347
4301,1,17,16,111,344
4302,1,18,16,111,691
4303,1,20,16,111,53610
4304,1,21,16,111,51731
4305,1,22,16,111,105341
4306,1,25,16,111,35775
4307,1,26,16,111,35453
4308,1,27,16,111,71228
4309,1,29,16,111,33
4310,1,30,16,111,37
4311,1,31,16,111,70
4312,1,33,16,111,14
4313,1,34,16,111,16
4314,1,35,16,111,30
4315,1,37,16,111,347
4316,1,38,16,111,344
4317,1,39,16,111,691
4318,1,41,16,111,36169
4319,1,42,16,111,35850
4320,1,43,16,111,72019
4321,1,45,16,111,106610
4322,1,46,16,111,25
4323,1,47,16,111,34566
4324,1,48,16,111,72019
4325,1,50,16,111,71585
4326,1,51,16,111,434
4327,1,52,16,111,72019
4328,1,54,16,111,38006
4329,1,55,16,111,33579
4330,1,4,16,112,76642
4331,1,5,16,112,78051
4332,1,6,16,112,154693
4333,1,8,16,112,167
4334,1,9,16,112,135
4335,1,10,16,112,302
4336,1,12,16,112,89
4337,1,13,16,112,99
4338,1,14,16,112,188
4339,1,16,16,112,993
4340,1,17,16,112,975
4341,1,18,16,112,1968
4342,1,20,16,112,77891
4343,1,21,16,112,79260
4344,1,22,16,112,157151
4345,1,25,16,112,50154
4346,1,26,16,112,53836
4347,1,27,16,112,103990
4348,1,29,16,112,161
4349,1,30,16,112,134
4350,1,31,16,112,295
4351,1,33,16,112,9
4352,1,34,16,112,8
4353,1,35,16,112,17
4354,1,37,16,112,993
4355,1,38,16,112,975
4356,1,39,16,112,1968
4357,1,41,16,112,51317
4358,1,42,16,112,54953
4359,1,43,16,112,106270
4360,1,45,16,112,157591
4361,1,46,16,112,36
4362,1,47,16,112,51285
4363,1,48,16,112,106270
4364,1,50,16,112,105677
4365,1,51,16,112,593
4366,1,52,16,112,106270
4367,1,54,16,112,55804
4368,1,55,16,112,49873
4369,1,4,16,113,65852
4370,1,5,16,113,67360
4371,1,6,16,113,133212
4372,1,8,16,113,265
4373,1,9,16,113,226
4374,1,10,16,113,491
4375,1,12,16,113,10
4376,1,13,16,113,4
4377,1,14,16,113,14
4378,1,16,16,113,488
4379,1,17,16,113,392
4380,1,18,16,113,880
4381,1,20,16,113,66615
4382,1,21,16,113,67982
4383,1,22,16,113,134597
4384,1,25,16,113,42937
4385,1,26,16,113,46490
4386,1,27,16,113,89427
4387,1,29,16,113,265
4388,1,30,16,113,226
4389,1,31,16,113,491
4390,1,33,16,113,3
4391,1,34,16,113,1
4392,1,35,16,113,4
4393,1,37,16,113,488
4394,1,38,16,113,392
4395,1,39,16,113,880
4396,1,41,16,113,43693
4397,1,42,16,113,47109
4398,1,43,16,113,90802
4399,1,45,16,113,135930
4400,1,46,16,113,102
4401,1,47,16,113,45026
4402,1,48,16,113,90802
4403,1,50,16,113,90177
4404,1,51,16,113,625
4405,1,52,16,113,90802
4406,1,54,16,113,44281
4407,1,55,16,113,45896
4408,1,4,17,114,58167
4409,1,5,17,114,56713
4410,1,6,17,114,114880
4411,1,8,17,114,28
4412,1,9,17,114,18
4413,1,10,17,114,46
4414,1,12,17,114,68
4415,1,13,17,114,31
4416,1,14,17,114,99
4417,1,16,17,114,444
4418,1,17,17,114,422
4419,1,18,17,114,866
4420,1,20,17,114,58707
4421,1,21,17,114,57184
4422,1,22,17,114,115891
4423,1,25,17,114,36533
4424,1,26,17,114,39115
4425,1,27,17,114,75648
4426,1,29,17,114,28
4427,1,30,17,114,18
4428,1,31,17,114,46
4429,1,33,17,114,53
4430,1,34,17,114,16
4431,1,35,17,114,69
4432,1,37,17,114,444
4433,1,38,17,114,422
4434,1,39,17,114,866
4435,1,41,17,114,37058
4436,1,42,17,114,39571
4437,1,43,17,114,76629
4438,1,45,17,114,117183
4439,1,46,17,114,6
4440,1,47,17,114,40548
4441,1,48,17,114,76629
4442,1,50,17,114,76118
4443,1,51,17,114,511
4444,1,52,17,114,76629
4445,1,54,17,114,31154
4446,1,55,17,114,44964
4447,1,4,17,115,99503
4448,1,5,17,115,97506
4449,1,6,17,115,197009
4450,1,8,17,115,92
4451,1,9,17,115,60
4452,1,10,17,115,152
4453,1,12,17,115,73
4454,1,13,17,115,79
4455,1,14,17,115,152
4456,1,16,17,115,782
4457,1,17,17,115,834
4458,1,18,17,115,1616
4459,1,20,17,115,100450
4460,1,21,17,115,98479
4461,1,22,17,115,198929
4462,1,25,17,115,65367
4463,1,26,17,115,66344
4464,1,27,17,115,131711
4465,1,29,17,115,81
4466,1,30,17,115,56
4467,1,31,17,115,137
4468,1,33,17,115,45
4469,1,34,17,115,43
4470,1,35,17,115,88
4471,1,37,17,115,782
4472,1,38,17,115,834
4473,1,39,17,115,1616
4474,1,41,17,115,66275
4475,1,42,17,115,67277
4476,1,43,17,115,133552
4477,1,45,17,115,200948
4478,1,46,17,115,98
4479,1,47,17,115,67298
4480,1,48,17,115,133552
4481,1,50,17,115,132542
4482,1,51,17,115,1010
4483,1,52,17,115,133552
4484,1,54,17,115,73479
4485,1,55,17,115,59063
4486,1,4,17,116,103688
4487,1,5,17,116,97991
4488,1,6,17,116,201679
4489,1,8,17,116,87
4490,1,9,17,116,60
4491,1,10,17,116,147
4492,1,12,17,116,7
4493,1,13,17,116,8
4494,1,14,17,116,15
4495,1,16,17,116,1347
4496,1,17,17,116,1190
4497,1,18,17,116,2537
4498,1,20,17,116,105129
4499,1,21,17,116,99249
4500,1,22,17,116,204378
4501,1,25,17,116,75065
4502,1,26,17,116,74126
4503,1,27,17,116,149191
4504,1,29,17,116,87
4505,1,30,17,116,60
4506,1,31,17,116,147
4507,1,33,17,116,3
4508,1,34,17,116,0
4509,1,35,17,116,3
4510,1,37,17,116,1337
4511,1,38,17,116,1182
4512,1,39,17,116,2519
4513,1,41,17,116,76492
4514,1,42,17,116,75368
4515,1,43,17,116,151860
4516,1,45,17,116,205539
4517,1,46,17,116,25
4518,1,47,17,116,53654
4519,1,48,17,116,151860
4520,1,50,17,116,150759
4521,1,51,17,116,1101
4522,1,52,17,116,151860
4523,1,54,17,116,55425
4524,1,55,17,116,95334
4525,1,4,17,117,45617
4526,1,5,17,117,42660
4527,1,6,17,117,88277
4528,1,8,17,117,20
4529,1,9,17,117,9
4530,1,10,17,117,29
4531,1,12,17,117,50
4532,1,13,17,117,68
4533,1,14,17,117,118
4534,1,16,17,117,161
4535,1,17,17,117,139
4536,1,18,17,117,300
4537,1,20,17,117,45848
4538,1,21,17,117,42876
4539,1,22,17,117,88724
4540,1,25,17,117,31520
4541,1,26,17,117,31229
4542,1,27,17,117,62749
4543,1,29,17,117,18
4544,1,30,17,117,9
4545,1,31,17,117,27
4546,1,33,17,117,30
4547,1,34,17,117,38
4548,1,35,17,117,68
4549,1,37,17,117,159
4550,1,38,17,117,136
4551,1,39,17,117,295
4552,1,41,17,117,31727
4553,1,42,17,117,31412
4554,1,43,17,117,63139
4555,1,45,17,117,90103
4556,1,46,17,117,5
4557,1,47,17,117,26959
4558,1,48,17,117,63139
4559,1,50,17,117,62701
4560,1,51,17,117,438
4561,1,52,17,117,63139
4562,1,54,17,117,26245
4563,1,55,17,117,36456
4564,1,4,17,118,71162
4565,1,5,17,118,67409
4566,1,6,17,118,138571
4567,1,8,17,118,19
4568,1,9,17,118,16
4569,1,10,17,118,35
4570,1,12,17,118,3
4571,1,13,17,118,4
4572,1,14,17,118,7
4573,1,16,17,118,176
4574,1,17,17,118,225
4575,1,18,17,118,401
4576,1,20,17,118,71360
4577,1,21,17,118,67654
4578,1,22,17,118,139014
4579,1,25,17,118,50348
4580,1,26,17,118,49680
4581,1,27,17,118,100028
4582,1,29,17,118,19
4583,1,30,17,118,16
4584,1,31,17,118,35
4585,1,33,17,118,1
4586,1,34,17,118,3
4587,1,35,17,118,4
4588,1,37,17,118,176
4589,1,38,17,118,225
4590,1,39,17,118,401
4591,1,41,17,118,50544
4592,1,42,17,118,49924
4593,1,43,17,118,100468
4594,1,45,17,118,141585
4595,1,46,17,118,8
4596,1,47,17,118,41109
4597,1,48,17,118,100468
4598,1,50,17,118,99418
4599,1,51,17,118,1050
4600,1,52,17,118,100468
4601,1,54,17,118,39887
4602,1,55,17,118,59531
4603,1,4,17,119,62111
4604,1,5,17,119,57635
4605,1,6,17,119,119746
4606,1,8,17,119,37
4607,1,9,17,119,23
4608,1,10,17,119,60
4609,1,12,17,119,218
4610,1,13,17,119,193
4611,1,14,17,119,411
4612,1,16,17,119,660
4613,1,17,17,119,437
4614,1,18,17,119,1097
4615,1,20,17,119,63026
4616,1,21,17,119,58288
4617,1,22,17,119,121314
4618,1,25,17,119,42875
4619,1,26,17,119,40936
4620,1,27,17,119,83811
4621,1,29,17,119,35
4622,1,30,17,119,21
4623,1,31,17,119,56
4624,1,33,17,119,112
4625,1,34,17,119,100
4626,1,35,17,119,212
4627,1,37,17,119,658
4628,1,38,17,119,437
4629,1,39,17,119,1095
4630,1,41,17,119,43680
4631,1,42,17,119,41494
4632,1,43,17,119,85174
4633,1,45,17,119,121938
4634,1,46,17,119,59
4635,1,47,17,119,36705
4636,1,48,17,119,85174
4637,1,50,17,119,84670
4638,1,51,17,119,504
4639,1,52,17,119,85174
4640,1,54,17,119,35039
4641,1,55,17,119,49631
4642,1,4,17,120,41141
4643,1,5,17,120,39129
4644,1,6,17,120,80270
4645,1,8,17,120,9
4646,1,9,17,120,8
4647,1,10,17,120,17
4648,1,12,17,120,130
4649,1,13,17,120,113
4650,1,14,17,120,243
4651,1,16,17,120,188
4652,1,17,17,120,146
4653,1,18,17,120,334
4654,1,20,17,120,41468
4655,1,21,17,120,39396
4656,1,22,17,120,80864
4657,1,25,17,120,25596
4658,1,26,17,120,26607
4659,1,27,17,120,52203
4660,1,29,17,120,9
4661,1,30,17,120,8
4662,1,31,17,120,17
4663,1,33,17,120,54
4664,1,34,17,120,41
4665,1,35,17,120,95
4666,1,37,17,120,186
4667,1,38,17,120,146
4668,1,39,17,120,332
4669,1,41,17,120,25845
4670,1,42,17,120,26802
4671,1,43,17,120,52647
4672,1,45,17,120,81965
4673,1,46,17,120,63
4674,1,47,17,120,29255
4675,1,48,17,120,52647
4676,1,50,17,120,52304
4677,1,51,17,120,343
4678,1,52,17,120,52647
4679,1,54,17,120,22935
4680,1,55,17,120,29369
4681,1,4,17,121,56226
4682,1,5,17,121,53187
4683,1,6,17,121,109413
4684,1,8,17,121,95
4685,1,9,17,121,80
4686,1,10,17,121,175
4687,1,12,17,121,50
4688,1,13,17,121,38
4689,1,14,17,121,88
4690,1,16,17,121,392
4691,1,17,17,121,402
4692,1,18,17,121,794
4693,1,20,17,121,56763
4694,1,21,17,121,53707
4695,1,22,17,121,110470
4696,1,25,17,121,37823
4697,1,26,17,121,36214
4698,1,27,17,121,74037
4699,1,29,17,121,90
4700,1,30,17,121,76
4701,1,31,17,121,166
4702,1,33,17,121,19
4703,1,34,17,121,12
4704,1,35,17,121,31
4705,1,37,17,121,392
4706,1,38,17,121,402
4707,1,39,17,121,794
4708,1,41,17,121,38324
4709,1,42,17,121,36704
4710,1,43,17,121,75028
4711,1,45,17,121,111602
4712,1,46,17,121,16
4713,1,47,17,121,36558
4714,1,48,17,121,75028
4715,1,50,17,121,74492
4716,1,51,17,121,536
4717,1,52,17,121,75028
4718,1,54,17,121,41837
4719,1,55,17,121,32655
4720,1,4,17,122,39172
4721,1,5,17,122,37780
4722,1,6,17,122,76952
4723,1,8,17,122,66
4724,1,9,17,122,140
4725,1,10,17,122,206
4726,1,12,17,122,99
4727,1,13,17,122,94
4728,1,14,17,122,193
4729,1,16,17,122,90
4730,1,17,17,122,84
4731,1,18,17,122,174
4732,1,20,17,122,39427
4733,1,21,17,122,38098
4734,1,22,17,122,77525
4735,1,25,17,122,29586
4736,1,26,17,122,30074
4737,1,27,17,122,59660
4738,1,29,17,122,62
4739,1,30,17,122,129
4740,1,31,17,122,191
4741,1,33,17,122,56
4742,1,34,17,122,59
4743,1,35,17,122,115
4744,1,37,17,122,90
4745,1,38,17,122,81
4746,1,39,17,122,171
4747,1,41,17,122,29794
4748,1,42,17,122,30343
4749,1,43,17,122,60137
4750,1,45,17,122,78616
4751,1,46,17,122,6
4752,1,47,17,122,18473
4753,1,48,17,122,60137
4754,1,50,17,122,59571
4755,1,51,17,122,566
4756,1,52,17,122,60137
4757,1,54,17,122,26040
4758,1,55,17,122,33531
4759,1,4,17,123,125972
4760,1,5,17,123,126298
4761,1,6,17,123,252270
4762,1,8,17,123,258
4763,1,9,17,123,182
4764,1,10,17,123,440
4765,1,12,17,123,230
4766,1,13,17,123,232
4767,1,14,17,123,462
4768,1,16,17,123,3038
4769,1,17,17,123,2960
4770,1,18,17,123,5998
4771,1,20,17,123,129498
4772,1,21,17,123,129672
4773,1,22,17,123,259170
4774,1,25,17,123,75642
4775,1,26,17,123,83046
4776,1,27,17,123,158688
4777,1,29,17,123,257
4778,1,30,17,123,181
4779,1,31,17,123,438
4780,1,33,17,123,112
4781,1,34,17,123,122
4782,1,35,17,123,234
4783,1,37,17,123,3038
4784,1,38,17,123,2960
4785,1,39,17,123,5998
4786,1,41,17,123,79049
4787,1,42,17,123,86309
4788,1,43,17,123,165358
4789,1,45,17,123,257383
4790,1,46,17,123,48
4791,1,47,17,123,91977
4792,1,48,17,123,165358
4793,1,50,17,123,164267
4794,1,51,17,123,1091
4795,1,52,17,123,165358
4796,1,54,17,123,81132
4797,1,55,17,123,83135
4798,1,4,18,124,362952
4799,1,5,18,124,346210
4800,1,6,18,124,709162
4801,1,8,18,124,35
4802,1,9,18,124,28
4803,1,10,18,124,63
4804,1,12,18,124,107
4805,1,13,18,124,103
4806,1,14,18,124,210
4807,1,16,18,124,3227
4808,1,17,18,124,3281
4809,1,18,18,124,6508
4810,1,20,18,124,366321
4811,1,21,18,124,349622
4812,1,22,18,124,715943
4813,1,25,18,124,257278
4814,1,26,18,124,259084
4815,1,27,18,124,516362
4816,1,29,18,124,29
4817,1,30,18,124,19
4818,1,31,18,124,48
4819,1,33,18,124,62
4820,1,34,18,124,63
4821,1,35,18,124,125
4822,1,37,18,124,3227
4823,1,38,18,124,3281
4824,1,39,18,124,6508
4825,1,41,18,124,260596
4826,1,42,18,124,262447
4827,1,43,18,124,523043
4828,1,45,18,124,722987
4829,1,46,18,124,567
4830,1,47,18,124,199377
4831,1,48,18,124,523043
4832,1,50,18,124,519186
4833,1,51,18,124,3857
4834,1,52,18,124,523043
4835,1,54,18,124,231365
4836,1,55,18,124,287821
4837,1,4,18,125,464955
4838,1,5,18,125,440351
4839,1,6,18,125,905306
4840,1,8,18,125,224
4841,1,9,18,125,133
4842,1,10,18,125,357
4843,1,12,18,125,559
4844,1,13,18,125,547
4845,1,14,18,125,1106
4846,1,16,18,125,3079
4847,1,17,18,125,3208
4848,1,18,18,125,6287
4849,1,20,18,125,468817
4850,1,21,18,125,444239
4851,1,22,18,125,913056
4852,1,25,18,125,334343
4853,1,26,18,125,335553
4854,1,27,18,125,669896
4855,1,29,18,125,212
4856,1,30,18,125,113
4857,1,31,18,125,325
4858,1,33,18,125,338
4859,1,34,18,125,376
4860,1,35,18,125,714
4861,1,37,18,125,3019
4862,1,38,18,125,3129
4863,1,39,18,125,6148
4864,1,41,18,125,337912
4865,1,42,18,125,339171
4866,1,43,18,125,677083
4867,1,45,18,125,913807
4868,1,46,18,125,309
4869,1,47,18,125,236415
4870,1,48,18,125,677083
4871,1,50,18,125,673729
4872,1,51,18,125,3354
4873,1,52,18,125,677083
4874,1,54,18,125,306752
4875,1,55,18,125,366977
4876,1,4,18,126,220954
4877,1,5,18,126,217338
4878,1,6,18,126,438292
4879,1,8,18,126,166
4880,1,9,18,126,137
4881,1,10,18,126,303
4882,1,12,18,126,57
4883,1,13,18,126,64
4884,1,14,18,126,121
4885,1,16,18,126,2506
4886,1,17,18,126,2953
4887,1,18,18,126,5459
4888,1,20,18,126,223683
4889,1,21,18,126,220492
4890,1,22,18,126,444175
4891,1,25,18,126,159491
4892,1,26,18,126,161194
4893,1,27,18,126,320685
4894,1,29,18,126,166
4895,1,30,18,126,137
4896,1,31,18,126,303
4897,1,33,18,126,39
4898,1,34,18,126,39
4899,1,35,18,126,78
4900,1,37,18,126,2506
4901,1,38,18,126,2953
4902,1,39,18,126,5459
4903,1,41,18,126,162202
4904,1,42,18,126,164323
4905,1,43,18,126,326525
4906,1,45,18,126,448240
4907,1,46,18,126,78
4908,1,47,18,126,121637
4909,1,48,18,126,326525
4910,1,50,18,126,324685
4911,1,51,18,126,1840
4912,1,52,18,126,326525
4913,1,54,18,126,185801
4914,1,55,18,126,138884
4915,1,4,18,127,169623
4916,1,5,18,127,152018
4917,1,6,18,127,321641
4918,1,8,18,127,362
4919,1,9,18,127,384
4920,1,10,18,127,746
4921,1,12,18,127,177
4922,1,13,18,127,163
4923,1,14,18,127,340
4924,1,16,18,127,1438
4925,1,17,18,127,1454
4926,1,18,18,127,2892
4927,1,20,18,127,171600
4928,1,21,18,127,154019
4929,1,22,18,127,325619
4930,1,25,18,127,125237
4931,1,26,18,127,111607
4932,1,27,18,127,236844
4933,1,29,18,127,349
4934,1,30,18,127,362
4935,1,31,18,127,711
4936,1,33,18,127,101
4937,1,34,18,127,86
4938,1,35,18,127,187
4939,1,37,18,127,1435
4940,1,38,18,127,1450
4941,1,39,18,127,2885
4942,1,41,18,127,127122
4943,1,42,18,127,113505
4944,1,43,18,127,240627
4945,1,45,18,127,328830
4946,1,46,18,127,64
4947,1,47,18,127,88139
4948,1,48,18,127,240627
4949,1,50,18,127,237816
4950,1,51,18,127,2811
4951,1,52,18,127,240627
4952,1,54,18,127,97555
4953,1,55,18,127,140261
4954,1,4,18,128,149658
4955,1,5,18,128,136515
4956,1,6,18,128,286173
4957,1,8,18,128,1008
4958,1,9,18,128,401
4959,1,10,18,128,1409
4960,1,12,18,128,380
4961,1,13,18,128,399
4962,1,14,18,128,779
4963,1,16,18,128,1836
4964,1,17,18,128,1344
4965,1,18,18,128,3180
4966,1,20,18,128,152882
4967,1,21,18,128,138659
4968,1,22,18,128,291541
4969,1,25,18,128,107160
4970,1,26,18,128,97489
4971,1,27,18,128,204649
4972,1,29,18,128,539
4973,1,30,18,128,276
4974,1,31,18,128,815
4975,1,33,18,128,181
4976,1,34,18,128,106
4977,1,35,18,128,287
4978,1,37,18,128,1836
4979,1,38,18,128,1344
4980,1,39,18,128,3180
4981,1,41,18,128,109716
4982,1,42,18,128,99215
4983,1,43,18,128,208931
4984,1,45,18,128,291170
4985,1,46,18,128,156
4986,1,47,18,128,82083
4987,1,48,18,128,208931
4988,1,50,18,128,207717
4989,1,51,18,128,1214
4990,1,52,18,128,208931
4991,1,54,18,128,95164
4992,1,55,18,128,112553
4993,1,4,18,129,237934
4994,1,5,18,129,221085
4995,1,6,18,129,459019
4996,1,8,18,129,118
4997,1,9,18,129,107
4998,1,10,18,129,225
4999,1,12,18,129,177
5000,1,13,18,129,202
5001,1,14,18,129,379
5002,1,16,18,129,634
