id,nama
1,Simokerto
2,Wonocolo
3,Asem rowo
4,Jambangan
5,Benteng
6,Gayungan
7,Kenjeran
8,Tenggilis mejoyo
9,Gubeng
10,Suko manunggal
11,Mulyorejo
12,Bubutan
13,Bulak
14,Pabean cantian
15,Sambi kerep
16,Wonokromo
17,Sawahan
18,Krembangan
19,Rungkut
20,Wiyung
21,Gunung anyar
22,Semampir
23,Benowo
24,Sukolilo
25,Karang pilang
26,Pakal
27,Tegal sari
28,Dukuh pakis
29,Lakar santri
30,Tandes
31,Tambak sari
