id,entity_type,entity_id,sub_districts_id,voice,description
2518,PartyMember,61,20,,Perolehan Suara Anggota Partai
2519,PartyMember,61,21,,Perolehan Suara Anggota Partai
2520,PartyMember,61,22,,Perolehan Suara Anggota Partai
2521,PartyMember,61,23,,Perolehan Suara Anggota Partai
2522,PartyMember,61,24,,Perolehan Suara Anggota Partai
2523,PartyMember,61,25,,Perolehan Suara Anggota Partai
2524,PartyMember,61,26,,Perolehan Suara Anggota Partai
2525,PartyMember,61,27,,Perolehan Suara Anggota Partai
2526,PartyMember,61,28,,Perolehan Suara Anggota Partai
2527,PartyMember,61,29,53,Perolehan Suara Anggota Partai
2528,PartyMember,61,30,28,Perolehan Suara Anggota Partai
2529,PartyMember,61,31,36,Perolehan Suara Anggota Partai
2530,PartyMember,62,1,21,Perolehan Suara Anggota Partai
2531,PartyMember,62,2,32,Perolehan Suara Anggota Partai
2532,PartyMember,62,3,15,Perolehan Suara Anggota Partai
2533,PartyMember,62,4,19,Perolehan Suara Anggota Partai
2534,PartyMember,62,5,23,Perolehan Suara Anggota Partai
2535,PartyMember,62,6,36,Perolehan Suara Anggota Partai
2536,PartyMember,62,7,55,Perolehan Suara Anggota Partai
2537,PartyMember,62,8,19,Perolehan Suara Anggota Partai
2538,PartyMember,62,9,61,Perolehan Suara Anggota Partai
2539,PartyMember,62,10,58,Perolehan Suara Anggota Partai
2540,PartyMember,62,11,31,Perolehan Suara Anggota Partai
2541,PartyMember,62,12,48,Perolehan Suara Anggota Partai
2542,PartyMember,62,13,6,Perolehan Suara Anggota Partai
2543,PartyMember,62,14,27,Perolehan Suara Anggota Partai
2544,PartyMember,62,15,73,Perolehan Suara Anggota Partai
2545,PartyMember,62,16,84,Perolehan Suara Anggota Partai
2546,PartyMember,62,17,59,Perolehan Suara Anggota Partai
2547,PartyMember,62,18,92,Perolehan Suara Anggota Partai
2548,PartyMember,62,19,61,Perolehan Suara Anggota Partai
2549,PartyMember,62,20,,Perolehan Suara Anggota Partai
2550,PartyMember,62,21,,Perolehan Suara Anggota Partai
2551,PartyMember,62,22,,Perolehan Suara Anggota Partai
2552,PartyMember,62,23,,Perolehan Suara Anggota Partai
2553,PartyMember,62,24,,Perolehan Suara Anggota Partai
2554,PartyMember,62,25,,Perolehan Suara Anggota Partai
2555,PartyMember,62,26,,Perolehan Suara Anggota Partai
2556,PartyMember,62,27,,Perolehan Suara Anggota Partai
2557,PartyMember,62,28,,Perolehan Suara Anggota Partai
2558,PartyMember,62,29,43,Perolehan Suara Anggota Partai
2559,PartyMember,62,30,49,Perolehan Suara Anggota Partai
2560,PartyMember,62,31,75,Perolehan Suara Anggota Partai
2561,PartyMember,63,1,10,Perolehan Suara Anggota Partai
2562,PartyMember,63,2,12,Perolehan Suara Anggota Partai
2563,PartyMember,63,3,16,Perolehan Suara Anggota Partai
2564,PartyMember,63,4,8,Perolehan Suara Anggota Partai
2565,PartyMember,63,5,9,Perolehan Suara Anggota Partai
2566,PartyMember,63,6,6,Perolehan Suara Anggota Partai
2567,PartyMember,63,7,36,Perolehan Suara Anggota Partai
2568,PartyMember,63,8,15,Perolehan Suara Anggota Partai
2569,PartyMember,63,9,18,Perolehan Suara Anggota Partai
2570,PartyMember,63,10,21,Perolehan Suara Anggota Partai
2571,PartyMember,63,11,22,Perolehan Suara Anggota Partai
2572,PartyMember,63,12,17,Perolehan Suara Anggota Partai
2573,PartyMember,63,13,5,Perolehan Suara Anggota Partai
2574,PartyMember,63,14,12,Perolehan Suara Anggota Partai
2575,PartyMember,63,15,32,Perolehan Suara Anggota Partai
2576,PartyMember,63,16,47,Perolehan Suara Anggota Partai
2577,PartyMember,63,17,25,Perolehan Suara Anggota Partai
2578,PartyMember,63,18,20,Perolehan Suara Anggota Partai
2579,PartyMember,63,19,28,Perolehan Suara Anggota Partai
2580,PartyMember,63,20,,Perolehan Suara Anggota Partai
2581,PartyMember,63,21,,Perolehan Suara Anggota Partai
2582,PartyMember,63,22,,Perolehan Suara Anggota Partai
2583,PartyMember,63,23,,Perolehan Suara Anggota Partai
2584,PartyMember,63,24,,Perolehan Suara Anggota Partai
2585,PartyMember,63,25,,Perolehan Suara Anggota Partai
2586,PartyMember,63,26,,Perolehan Suara Anggota Partai
2587,PartyMember,63,27,,Perolehan Suara Anggota Partai
2588,PartyMember,63,28,,Perolehan Suara Anggota Partai
2589,PartyMember,63,29,19,Perolehan Suara Anggota Partai
2590,PartyMember,63,30,28,Perolehan Suara Anggota Partai
2591,PartyMember,63,31,35,Perolehan Suara Anggota Partai
2592,PartyMember,64,1,12,Perolehan Suara Anggota Partai
2593,PartyMember,64,2,23,Perolehan Suara Anggota Partai
2594,PartyMember,64,3,21,Perolehan Suara Anggota Partai
2595,PartyMember,64,4,11,Perolehan Suara Anggota Partai
2596,PartyMember,64,5,10,Perolehan Suara Anggota Partai
2597,PartyMember,64,6,6,Perolehan Suara Anggota Partai
2598,PartyMember,64,7,28,Perolehan Suara Anggota Partai
2599,PartyMember,64,8,20,Perolehan Suara Anggota Partai
2600,PartyMember,64,9,23,Perolehan Suara Anggota Partai
2601,PartyMember,64,10,31,Perolehan Suara Anggota Partai
2602,PartyMember,64,11,13,Perolehan Suara Anggota Partai
2603,PartyMember,64,12,27,Perolehan Suara Anggota Partai
2604,PartyMember,64,13,6,Perolehan Suara Anggota Partai
2605,PartyMember,64,14,14,Perolehan Suara Anggota Partai
2606,PartyMember,64,15,15,Perolehan Suara Anggota Partai
2607,PartyMember,64,16,40,Perolehan Suara Anggota Partai
2608,PartyMember,64,17,53,Perolehan Suara Anggota Partai
2609,PartyMember,64,18,19,Perolehan Suara Anggota Partai
2610,PartyMember,64,19,29,Perolehan Suara Anggota Partai
2611,PartyMember,64,20,,Perolehan Suara Anggota Partai
2612,PartyMember,64,21,,Perolehan Suara Anggota Partai
2613,PartyMember,64,22,,Perolehan Suara Anggota Partai
2614,PartyMember,64,23,,Perolehan Suara Anggota Partai
2615,PartyMember,64,24,,Perolehan Suara Anggota Partai
2616,PartyMember,64,25,,Perolehan Suara Anggota Partai
2617,PartyMember,64,26,,Perolehan Suara Anggota Partai
2618,PartyMember,64,27,,Perolehan Suara Anggota Partai
2619,PartyMember,64,28,,Perolehan Suara Anggota Partai
2620,PartyMember,64,29,15,Perolehan Suara Anggota Partai
2621,PartyMember,64,30,21,Perolehan Suara Anggota Partai
2622,PartyMember,64,31,28,Perolehan Suara Anggota Partai
2623,PartyMember,65,1,20,Perolehan Suara Anggota Partai
2624,PartyMember,65,2,17,Perolehan Suara Anggota Partai
2625,PartyMember,65,3,20,Perolehan Suara Anggota Partai
2626,PartyMember,65,4,14,Perolehan Suara Anggota Partai
2627,PartyMember,65,5,6,Perolehan Suara Anggota Partai
2628,PartyMember,65,6,11,Perolehan Suara Anggota Partai
2629,PartyMember,65,7,33,Perolehan Suara Anggota Partai
2630,PartyMember,65,8,23,Perolehan Suara Anggota Partai
2631,PartyMember,65,9,20,Perolehan Suara Anggota Partai
2632,PartyMember,65,10,29,Perolehan Suara Anggota Partai
2633,PartyMember,65,11,21,Perolehan Suara Anggota Partai
2634,PartyMember,65,12,15,Perolehan Suara Anggota Partai
2635,PartyMember,65,13,10,Perolehan Suara Anggota Partai
2636,PartyMember,65,14,20,Perolehan Suara Anggota Partai
2637,PartyMember,65,15,32,Perolehan Suara Anggota Partai
2638,PartyMember,65,16,45,Perolehan Suara Anggota Partai
2639,PartyMember,65,17,29,Perolehan Suara Anggota Partai
2640,PartyMember,65,18,29,Perolehan Suara Anggota Partai
2641,PartyMember,65,19,39,Perolehan Suara Anggota Partai
2642,PartyMember,65,20,,Perolehan Suara Anggota Partai
2643,PartyMember,65,21,,Perolehan Suara Anggota Partai
2644,PartyMember,65,22,,Perolehan Suara Anggota Partai
2645,PartyMember,65,23,,Perolehan Suara Anggota Partai
2646,PartyMember,65,24,,Perolehan Suara Anggota Partai
2647,PartyMember,65,25,,Perolehan Suara Anggota Partai
2648,PartyMember,65,26,,Perolehan Suara Anggota Partai
2649,PartyMember,65,27,,Perolehan Suara Anggota Partai
2650,PartyMember,65,28,,Perolehan Suara Anggota Partai
2651,PartyMember,65,29,22,Perolehan Suara Anggota Partai
2652,PartyMember,65,30,30,Perolehan Suara Anggota Partai
2653,PartyMember,65,31,63,Perolehan Suara Anggota Partai
2654,PartyMember,66,1,11,Perolehan Suara Anggota Partai
2655,PartyMember,66,2,8,Perolehan Suara Anggota Partai
2656,PartyMember,66,3,8,Perolehan Suara Anggota Partai
2657,PartyMember,66,4,4,Perolehan Suara Anggota Partai
2658,PartyMember,66,5,3,Perolehan Suara Anggota Partai
2659,PartyMember,66,6,4,Perolehan Suara Anggota Partai
2660,PartyMember,66,7,16,Perolehan Suara Anggota Partai
2661,PartyMember,66,8,7,Perolehan Suara Anggota Partai
2662,PartyMember,66,9,9,Perolehan Suara Anggota Partai
2663,PartyMember,66,10,8,Perolehan Suara Anggota Partai
2664,PartyMember,66,11,7,Perolehan Suara Anggota Partai
2665,PartyMember,66,12,10,Perolehan Suara Anggota Partai
2666,PartyMember,66,13,4,Perolehan Suara Anggota Partai
2667,PartyMember,66,14,5,Perolehan Suara Anggota Partai
2668,PartyMember,66,15,11,Perolehan Suara Anggota Partai
2669,PartyMember,66,16,17,Perolehan Suara Anggota Partai
2670,PartyMember,66,17,13,Perolehan Suara Anggota Partai
2671,PartyMember,66,18,12,Perolehan Suara Anggota Partai
2672,PartyMember,66,19,11,Perolehan Suara Anggota Partai
2673,PartyMember,66,20,,Perolehan Suara Anggota Partai
2674,PartyMember,66,21,,Perolehan Suara Anggota Partai
2675,PartyMember,66,22,,Perolehan Suara Anggota Partai
2676,PartyMember,66,23,,Perolehan Suara Anggota Partai
2677,PartyMember,66,24,,Perolehan Suara Anggota Partai
2678,PartyMember,66,25,,Perolehan Suara Anggota Partai
2679,PartyMember,66,26,,Perolehan Suara Anggota Partai
2680,PartyMember,66,27,,Perolehan Suara Anggota Partai
2681,PartyMember,66,28,,Perolehan Suara Anggota Partai
2682,PartyMember,66,29,11,Perolehan Suara Anggota Partai
2683,PartyMember,66,30,16,Perolehan Suara Anggota Partai
2684,PartyMember,66,31,21,Perolehan Suara Anggota Partai
2685,PartyMember,67,1,1,Perolehan Suara Anggota Partai
2686,PartyMember,67,2,4,Perolehan Suara Anggota Partai
2687,PartyMember,67,3,4,Perolehan Suara Anggota Partai
2688,PartyMember,67,4,2,Perolehan Suara Anggota Partai
2689,PartyMember,67,5,5,Perolehan Suara Anggota Partai
2690,PartyMember,67,6,3,Perolehan Suara Anggota Partai
2691,PartyMember,67,7,5,Perolehan Suara Anggota Partai
2692,PartyMember,67,8,9,Perolehan Suara Anggota Partai
2693,PartyMember,67,9,4,Perolehan Suara Anggota Partai
2694,PartyMember,67,10,5,Perolehan Suara Anggota Partai
2695,PartyMember,67,11,3,Perolehan Suara Anggota Partai
2696,PartyMember,67,12,4,Perolehan Suara Anggota Partai
2697,PartyMember,67,13,0,Perolehan Suara Anggota Partai
2698,PartyMember,67,14,11,Perolehan Suara Anggota Partai
2699,PartyMember,67,15,6,Perolehan Suara Anggota Partai
2700,PartyMember,67,16,8,Perolehan Suara Anggota Partai
2701,PartyMember,67,17,6,Perolehan Suara Anggota Partai
2702,PartyMember,67,18,5,Perolehan Suara Anggota Partai
2703,PartyMember,67,19,6,Perolehan Suara Anggota Partai
2704,PartyMember,67,20,,Perolehan Suara Anggota Partai
2705,PartyMember,67,21,,Perolehan Suara Anggota Partai
2706,PartyMember,67,22,,Perolehan Suara Anggota Partai
2707,PartyMember,67,23,,Perolehan Suara Anggota Partai
2708,PartyMember,67,24,,Perolehan Suara Anggota Partai
2709,PartyMember,67,25,,Perolehan Suara Anggota Partai
2710,PartyMember,67,26,,Perolehan Suara Anggota Partai
2711,PartyMember,67,27,,Perolehan Suara Anggota Partai
2712,PartyMember,67,28,,Perolehan Suara Anggota Partai
2713,PartyMember,67,29,5,Perolehan Suara Anggota Partai
2714,PartyMember,67,30,3,Perolehan Suara Anggota Partai
2715,PartyMember,67,31,5,Perolehan Suara Anggota Partai
2716,PartyMember,68,1,2,Perolehan Suara Anggota Partai
2717,PartyMember,68,2,5,Perolehan Suara Anggota Partai
2718,PartyMember,68,3,3,Perolehan Suara Anggota Partai
2719,PartyMember,68,4,3,Perolehan Suara Anggota Partai
2720,PartyMember,68,5,1,Perolehan Suara Anggota Partai
2721,PartyMember,68,6,0,Perolehan Suara Anggota Partai
2722,PartyMember,68,7,3,Perolehan Suara Anggota Partai
2723,PartyMember,68,8,1,Perolehan Suara Anggota Partai
2724,PartyMember,68,9,4,Perolehan Suara Anggota Partai
2725,PartyMember,68,10,3,Perolehan Suara Anggota Partai
2726,PartyMember,68,11,2,Perolehan Suara Anggota Partai
2727,PartyMember,68,12,4,Perolehan Suara Anggota Partai
2728,PartyMember,68,13,1,Perolehan Suara Anggota Partai
2729,PartyMember,68,14,2,Perolehan Suara Anggota Partai
2730,PartyMember,68,15,6,Perolehan Suara Anggota Partai
2731,PartyMember,68,16,7,Perolehan Suara Anggota Partai
2732,PartyMember,68,17,10,Perolehan Suara Anggota Partai
2733,PartyMember,68,18,2,Perolehan Suara Anggota Partai
2734,PartyMember,68,19,12,Perolehan Suara Anggota Partai
2735,PartyMember,68,20,,Perolehan Suara Anggota Partai
2736,PartyMember,68,21,,Perolehan Suara Anggota Partai
2737,PartyMember,68,22,,Perolehan Suara Anggota Partai
2738,PartyMember,68,23,,Perolehan Suara Anggota Partai
2739,PartyMember,68,24,,Perolehan Suara Anggota Partai
2740,PartyMember,68,25,,Perolehan Suara Anggota Partai
2741,PartyMember,68,26,,Perolehan Suara Anggota Partai
2742,PartyMember,68,27,,Perolehan Suara Anggota Partai
2743,PartyMember,68,28,,Perolehan Suara Anggota Partai
2744,PartyMember,68,29,2,Perolehan Suara Anggota Partai
2745,PartyMember,68,30,6,Perolehan Suara Anggota Partai
2746,PartyMember,68,31,5,Perolehan Suara Anggota Partai
2747,PartyMember,69,1,2,Perolehan Suara Anggota Partai
2748,PartyMember,69,2,3,Perolehan Suara Anggota Partai
2749,PartyMember,69,3,0,Perolehan Suara Anggota Partai
2750,PartyMember,69,4,5,Perolehan Suara Anggota Partai
2751,PartyMember,69,5,0,Perolehan Suara Anggota Partai
2752,PartyMember,69,6,2,Perolehan Suara Anggota Partai
2753,PartyMember,69,7,6,Perolehan Suara Anggota Partai
2754,PartyMember,69,8,9,Perolehan Suara Anggota Partai
2755,PartyMember,69,9,2,Perolehan Suara Anggota Partai
2756,PartyMember,69,10,7,Perolehan Suara Anggota Partai
2757,PartyMember,69,11,3,Perolehan Suara Anggota Partai
2758,PartyMember,69,12,1,Perolehan Suara Anggota Partai
2759,PartyMember,69,13,4,Perolehan Suara Anggota Partai
2760,PartyMember,69,14,7,Perolehan Suara Anggota Partai
2761,PartyMember,69,15,1,Perolehan Suara Anggota Partai
2762,PartyMember,69,16,7,Perolehan Suara Anggota Partai
2763,PartyMember,69,17,5,Perolehan Suara Anggota Partai
2764,PartyMember,69,18,5,Perolehan Suara Anggota Partai
2765,PartyMember,69,19,6,Perolehan Suara Anggota Partai
2766,PartyMember,69,20,,Perolehan Suara Anggota Partai
2767,PartyMember,69,21,,Perolehan Suara Anggota Partai
2768,PartyMember,69,22,,Perolehan Suara Anggota Partai
2769,PartyMember,69,23,,Perolehan Suara Anggota Partai
2770,PartyMember,69,24,,Perolehan Suara Anggota Partai
2771,PartyMember,69,25,,Perolehan Suara Anggota Partai
2772,PartyMember,69,26,,Perolehan Suara Anggota Partai
2773,PartyMember,69,27,,Perolehan Suara Anggota Partai
2774,PartyMember,69,28,,Perolehan Suara Anggota Partai
2775,PartyMember,69,29,6,Perolehan Suara Anggota Partai
2776,PartyMember,69,30,2,Perolehan Suara Anggota Partai
2777,PartyMember,69,31,7,Perolehan Suara Anggota Partai
2778,PartyMember,70,1,8,Perolehan Suara Anggota Partai
2779,PartyMember,70,2,5,Perolehan Suara Anggota Partai
2780,PartyMember,70,3,3,Perolehan Suara Anggota Partai
2781,PartyMember,70,4,3,Perolehan Suara Anggota Partai
2782,PartyMember,70,5,1,Perolehan Suara Anggota Partai
2783,PartyMember,70,6,3,Perolehan Suara Anggota Partai
2784,PartyMember,70,7,6,Perolehan Suara Anggota Partai
2785,PartyMember,70,8,5,Perolehan Suara Anggota Partai
2786,PartyMember,70,9,5,Perolehan Suara Anggota Partai
2787,PartyMember,70,10,12,Perolehan Suara Anggota Partai
2788,PartyMember,70,11,21,Perolehan Suara Anggota Partai
2789,PartyMember,70,12,2,Perolehan Suara Anggota Partai
2790,PartyMember,70,13,2,Perolehan Suara Anggota Partai
2791,PartyMember,70,14,2,Perolehan Suara Anggota Partai
2792,PartyMember,70,15,1,Perolehan Suara Anggota Partai
2793,PartyMember,70,16,8,Perolehan Suara Anggota Partai
2794,PartyMember,70,17,12,Perolehan Suara Anggota Partai
2795,PartyMember,70,18,14,Perolehan Suara Anggota Partai
2796,PartyMember,70,19,7,Perolehan Suara Anggota Partai
2797,PartyMember,70,20,,Perolehan Suara Anggota Partai
2798,PartyMember,70,21,,Perolehan Suara Anggota Partai
2799,PartyMember,70,22,,Perolehan Suara Anggota Partai
2800,PartyMember,70,23,,Perolehan Suara Anggota Partai
2801,PartyMember,70,24,,Perolehan Suara Anggota Partai
2802,PartyMember,70,25,,Perolehan Suara Anggota Partai
2803,PartyMember,70,26,,Perolehan Suara Anggota Partai
2804,PartyMember,70,27,,Perolehan Suara Anggota Partai
2805,PartyMember,70,28,,Perolehan Suara Anggota Partai
2806,PartyMember,70,29,2,Perolehan Suara Anggota Partai
2807,PartyMember,70,30,8,Perolehan Suara Anggota Partai
2808,PartyMember,70,31,12,Perolehan Suara Anggota Partai
2809,PartyMember,71,1,3121,Perolehan Suara Anggota Partai
2810,PartyMember,71,2,1138,Perolehan Suara Anggota Partai
2811,PartyMember,71,3,1212,Perolehan Suara Anggota Partai
2812,PartyMember,71,4,543,Perolehan Suara Anggota Partai
2813,PartyMember,71,5,1661,Perolehan Suara Anggota Partai
2814,PartyMember,71,6,504,Perolehan Suara Anggota Partai
2815,PartyMember,71,7,2860,Perolehan Suara Anggota Partai
2816,PartyMember,71,8,1153,Perolehan Suara Anggota Partai
2817,PartyMember,71,9,1689,Perolehan Suara Anggota Partai
2818,PartyMember,71,10,2013,Perolehan Suara Anggota Partai
2819,PartyMember,71,11,1052,Perolehan Suara Anggota Partai
2820,PartyMember,71,12,1781,Perolehan Suara Anggota Partai
2821,PartyMember,71,13,722,Perolehan Suara Anggota Partai
2822,PartyMember,71,14,1195,Perolehan Suara Anggota Partai
2823,PartyMember,71,15,840,Perolehan Suara Anggota Partai
2824,PartyMember,71,16,2269,Perolehan Suara Anggota Partai
2825,PartyMember,71,17,2246,Perolehan Suara Anggota Partai
2826,PartyMember,71,18,3380,Perolehan Suara Anggota Partai
2827,PartyMember,71,19,1665,Perolehan Suara Anggota Partai
2828,PartyMember,71,20,491,Perolehan Suara Anggota Partai
2829,PartyMember,71,21,883,Perolehan Suara Anggota Partai
2830,PartyMember,71,22,3381,Perolehan Suara Anggota Partai
2831,PartyMember,71,23,828,Perolehan Suara Anggota Partai
2832,PartyMember,71,24,1760,Perolehan Suara Anggota Partai
2833,PartyMember,71,25,1190,Perolehan Suara Anggota Partai
2834,PartyMember,71,26,1092,Perolehan Suara Anggota Partai
2835,PartyMember,71,27,2384,Perolehan Suara Anggota Partai
2836,PartyMember,71,28,480,Perolehan Suara Anggota Partai
2837,PartyMember,71,29,646,Perolehan Suara Anggota Partai
2838,PartyMember,71,30,1298,Perolehan Suara Anggota Partai
2839,PartyMember,71,31,2485,Perolehan Suara Anggota Partai
2840,PartyMember,72,1,3170,Perolehan Suara Anggota Partai
2841,PartyMember,72,2,3503,Perolehan Suara Anggota Partai
2842,PartyMember,72,3,1237,Perolehan Suara Anggota Partai
2843,PartyMember,72,4,1060,Perolehan Suara Anggota Partai
2844,PartyMember,72,5,1727,Perolehan Suara Anggota Partai
2845,PartyMember,72,6,885,Perolehan Suara Anggota Partai
2846,PartyMember,72,7,3629,Perolehan Suara Anggota Partai
2847,PartyMember,72,8,1863,Perolehan Suara Anggota Partai
2848,PartyMember,72,9,3485,Perolehan Suara Anggota Partai
2849,PartyMember,72,10,2635,Perolehan Suara Anggota Partai
2850,PartyMember,72,11,2505,Perolehan Suara Anggota Partai
2851,PartyMember,72,12,2691,Perolehan Suara Anggota Partai
2852,PartyMember,72,13,1013,Perolehan Suara Anggota Partai
2853,PartyMember,72,14,1507,Perolehan Suara Anggota Partai
2854,PartyMember,72,15,940,Perolehan Suara Anggota Partai
2855,PartyMember,72,16,3913,Perolehan Suara Anggota Partai
2856,PartyMember,72,17,3921,Perolehan Suara Anggota Partai
2857,PartyMember,72,18,3009,Perolehan Suara Anggota Partai
2858,PartyMember,72,19,3090,Perolehan Suara Anggota Partai
2859,PartyMember,72,20,1110,Perolehan Suara Anggota Partai
2860,PartyMember,72,21,2052,Perolehan Suara Anggota Partai
2861,PartyMember,72,22,7041,Perolehan Suara Anggota Partai
2862,PartyMember,72,23,1131,Perolehan Suara Anggota Partai
2863,PartyMember,72,24,3427,Perolehan Suara Anggota Partai
2864,PartyMember,72,25,1169,Perolehan Suara Anggota Partai
2865,PartyMember,72,26,1533,Perolehan Suara Anggota Partai
2866,PartyMember,72,27,1983,Perolehan Suara Anggota Partai
2867,PartyMember,72,28,773,Perolehan Suara Anggota Partai
2868,PartyMember,72,29,547,Perolehan Suara Anggota Partai
2869,PartyMember,72,30,1960,Perolehan Suara Anggota Partai
2870,PartyMember,72,31,3997,Perolehan Suara Anggota Partai
2871,PartyMember,73,1,794,Perolehan Suara Anggota Partai
2872,PartyMember,73,2,766,Perolehan Suara Anggota Partai
2873,PartyMember,73,3,697,Perolehan Suara Anggota Partai
2874,PartyMember,73,4,2880,Perolehan Suara Anggota Partai
2875,PartyMember,73,5,420,Perolehan Suara Anggota Partai
2876,PartyMember,73,6,277,Perolehan Suara Anggota Partai
2877,PartyMember,73,7,1470,Perolehan Suara Anggota Partai
2878,PartyMember,73,8,681,Perolehan Suara Anggota Partai
2879,PartyMember,73,9,732,Perolehan Suara Anggota Partai
2880,PartyMember,73,10,670,Perolehan Suara Anggota Partai
2881,PartyMember,73,11,702,Perolehan Suara Anggota Partai
2882,PartyMember,73,12,689,Perolehan Suara Anggota Partai
2883,PartyMember,73,13,613,Perolehan Suara Anggota Partai
2884,PartyMember,73,14,620,Perolehan Suara Anggota Partai
2885,PartyMember,73,15,279,Perolehan Suara Anggota Partai
2886,PartyMember,73,16,1730,Perolehan Suara Anggota Partai
2887,PartyMember,73,17,1035,Perolehan Suara Anggota Partai
2888,PartyMember,73,18,684,Perolehan Suara Anggota Partai
2889,PartyMember,73,19,857,Perolehan Suara Anggota Partai
2890,PartyMember,73,20,307,Perolehan Suara Anggota Partai
2891,PartyMember,73,21,656,Perolehan Suara Anggota Partai
2892,PartyMember,73,22,1517,Perolehan Suara Anggota Partai
2893,PartyMember,73,23,365,Perolehan Suara Anggota Partai
2894,PartyMember,73,24,1950,Perolehan Suara Anggota Partai
2895,PartyMember,73,25,513,Perolehan Suara Anggota Partai
2896,PartyMember,73,26,764,Perolehan Suara Anggota Partai
2897,PartyMember,73,27,1627,Perolehan Suara Anggota Partai
2898,PartyMember,73,28,318,Perolehan Suara Anggota Partai
2899,PartyMember,73,29,171,Perolehan Suara Anggota Partai
2900,PartyMember,73,30,840,Perolehan Suara Anggota Partai
2901,PartyMember,73,31,1198,Perolehan Suara Anggota Partai
2902,PartyMember,74,1,290,Perolehan Suara Anggota Partai
2903,PartyMember,74,2,203,Perolehan Suara Anggota Partai
2904,PartyMember,74,3,669,Perolehan Suara Anggota Partai
2905,PartyMember,74,4,108,Perolehan Suara Anggota Partai
2906,PartyMember,74,5,126,Perolehan Suara Anggota Partai
2907,PartyMember,74,6,71,Perolehan Suara Anggota Partai
2908,PartyMember,74,7,720,Perolehan Suara Anggota Partai
2909,PartyMember,74,8,179,Perolehan Suara Anggota Partai
2910,PartyMember,74,9,219,Perolehan Suara Anggota Partai
2911,PartyMember,74,10,477,Perolehan Suara Anggota Partai
2912,PartyMember,74,11,149,Perolehan Suara Anggota Partai
2913,PartyMember,74,12,379,Perolehan Suara Anggota Partai
2914,PartyMember,74,13,106,Perolehan Suara Anggota Partai
2915,PartyMember,74,14,307,Perolehan Suara Anggota Partai
2916,PartyMember,74,15,597,Perolehan Suara Anggota Partai
2917,PartyMember,74,16,725,Perolehan Suara Anggota Partai
2918,PartyMember,74,17,384,Perolehan Suara Anggota Partai
2919,PartyMember,74,18,469,Perolehan Suara Anggota Partai
2920,PartyMember,74,19,259,Perolehan Suara Anggota Partai
2921,PartyMember,74,20,168,Perolehan Suara Anggota Partai
2922,PartyMember,74,21,242,Perolehan Suara Anggota Partai
2923,PartyMember,74,22,2341,Perolehan Suara Anggota Partai
2924,PartyMember,74,23,443,Perolehan Suara Anggota Partai
2925,PartyMember,74,24,279,Perolehan Suara Anggota Partai
2926,PartyMember,74,25,225,Perolehan Suara Anggota Partai
2927,PartyMember,74,26,261,Perolehan Suara Anggota Partai
2928,PartyMember,74,27,174,Perolehan Suara Anggota Partai
2929,PartyMember,74,28,112,Perolehan Suara Anggota Partai
2930,PartyMember,74,29,120,Perolehan Suara Anggota Partai
2931,PartyMember,74,30,318,Perolehan Suara Anggota Partai
2932,PartyMember,74,31,460,Perolehan Suara Anggota Partai
2933,PartyMember,75,1,244,Perolehan Suara Anggota Partai
2934,PartyMember,75,2,144,Perolehan Suara Anggota Partai
2935,PartyMember,75,3,239,Perolehan Suara Anggota Partai
2936,PartyMember,75,4,83,Perolehan Suara Anggota Partai
2937,PartyMember,75,5,243,Perolehan Suara Anggota Partai
2938,PartyMember,75,6,83,Perolehan Suara Anggota Partai
2939,PartyMember,75,7,384,Perolehan Suara Anggota Partai
2940,PartyMember,75,8,188,Perolehan Suara Anggota Partai
2941,PartyMember,75,9,157,Perolehan Suara Anggota Partai
2942,PartyMember,75,10,164,Perolehan Suara Anggota Partai
2943,PartyMember,75,11,100,Perolehan Suara Anggota Partai
2944,PartyMember,75,12,450,Perolehan Suara Anggota Partai
2945,PartyMember,75,13,94,Perolehan Suara Anggota Partai
2946,PartyMember,75,14,223,Perolehan Suara Anggota Partai
2947,PartyMember,75,15,89,Perolehan Suara Anggota Partai
2948,PartyMember,75,16,269,Perolehan Suara Anggota Partai
2949,PartyMember,75,17,415,Perolehan Suara Anggota Partai
2950,PartyMember,75,18,278,Perolehan Suara Anggota Partai
2951,PartyMember,75,19,142,Perolehan Suara Anggota Partai
2952,PartyMember,75,20,195,Perolehan Suara Anggota Partai
2953,PartyMember,75,21,107,Perolehan Suara Anggota Partai
2954,PartyMember,75,22,533,Perolehan Suara Anggota Partai
2955,PartyMember,75,23,81,Perolehan Suara Anggota Partai
2956,PartyMember,75,24,121,Perolehan Suara Anggota Partai
2957,PartyMember,75,25,87,Perolehan Suara Anggota Partai
2958,PartyMember,75,26,97,Perolehan Suara Anggota Partai
2959,PartyMember,75,27,192,Perolehan Suara Anggota Partai
2960,PartyMember,75,28,298,Perolehan Suara Anggota Partai
2961,PartyMember,75,29,42,Perolehan Suara Anggota Partai
2962,PartyMember,75,30,193,Perolehan Suara Anggota Partai
2963,PartyMember,75,31,967,Perolehan Suara Anggota Partai
2964,PartyMember,76,1,209,Perolehan Suara Anggota Partai
2965,PartyMember,76,2,83,Perolehan Suara Anggota Partai
2966,PartyMember,76,3,140,Perolehan Suara Anggota Partai
2967,PartyMember,76,4,133,Perolehan Suara Anggota Partai
2968,PartyMember,76,5,155,Perolehan Suara Anggota Partai
