id,entity_type,entity_id,sub_districts_id,voice,description
1122,PartyMember,16,19,131,Perolehan Suara Anggota Partai
1123,PartyMember,16,20,44,Perolehan Suara Anggota Partai
1124,PartyMember,16,21,60,Perolehan Suara Anggota Partai
1125,PartyMember,16,22,314,Perolehan Suara Anggota Partai
1126,PartyMember,16,23,194,Perolehan Suara Anggota Partai
1127,PartyMember,16,24,139,Perolehan Suara Anggota Partai
1128,PartyMember,16,25,38,Perolehan Suara Anggota Partai
1129,PartyMember,16,26,253,Perolehan Suara Anggota Partai
1130,PartyMember,16,27,113,Perolehan Suara Anggota Partai
1131,PartyMember,16,28,43,Perolehan Suara Anggota Partai
1132,PartyMember,16,29,68,Perolehan Suara Anggota Partai
1133,PartyMember,16,30,85,Perolehan Suara Anggota Partai
1134,PartyMember,16,31,177,Perolehan Suara Anggota Partai
1135,PartyMember,17,1,111,Perolehan Suara Anggota Partai
1136,PartyMember,17,2,118,Perolehan Suara Anggota Partai
1137,PartyMember,17,3,49,Perolehan Suara Anggota Partai
1138,PartyMember,17,4,27,Perolehan Suara Anggota Partai
1139,PartyMember,17,5,42,Perolehan Suara Anggota Partai
1140,PartyMember,17,6,19,Perolehan Suara Anggota Partai
1141,PartyMember,17,7,73,Perolehan Suara Anggota Partai
1142,PartyMember,17,8,104,Perolehan Suara Anggota Partai
1143,PartyMember,17,9,64,Perolehan Suara Anggota Partai
1144,PartyMember,17,10,61,Perolehan Suara Anggota Partai
1145,PartyMember,17,11,31,Perolehan Suara Anggota Partai
1146,PartyMember,17,12,75,Perolehan Suara Anggota Partai
1147,PartyMember,17,13,28,Perolehan Suara Anggota Partai
1148,PartyMember,17,14,70,Perolehan Suara Anggota Partai
1149,PartyMember,17,15,29,Perolehan Suara Anggota Partai
1150,PartyMember,17,16,92,Perolehan Suara Anggota Partai
1151,PartyMember,17,17,88,Perolehan Suara Anggota Partai
1152,PartyMember,17,18,89,Perolehan Suara Anggota Partai
1153,PartyMember,17,19,85,Perolehan Suara Anggota Partai
1154,PartyMember,17,20,44,Perolehan Suara Anggota Partai
1155,PartyMember,17,21,27,Perolehan Suara Anggota Partai
1156,PartyMember,17,22,170,Perolehan Suara Anggota Partai
1157,PartyMember,17,23,33,Perolehan Suara Anggota Partai
1158,PartyMember,17,24,92,Perolehan Suara Anggota Partai
1159,PartyMember,17,25,30,Perolehan Suara Anggota Partai
1160,PartyMember,17,26,62,Perolehan Suara Anggota Partai
1161,PartyMember,17,27,48,Perolehan Suara Anggota Partai
1162,PartyMember,17,28,31,Perolehan Suara Anggota Partai
1163,PartyMember,17,29,35,Perolehan Suara Anggota Partai
1164,PartyMember,17,30,55,Perolehan Suara Anggota Partai
1165,PartyMember,17,31,93,Perolehan Suara Anggota Partai
1166,PartyMember,18,1,66,Perolehan Suara Anggota Partai
1167,PartyMember,18,2,80,Perolehan Suara Anggota Partai
1168,PartyMember,18,3,38,Perolehan Suara Anggota Partai
1169,PartyMember,18,4,14,Perolehan Suara Anggota Partai
1170,PartyMember,18,5,35,Perolehan Suara Anggota Partai
1171,PartyMember,18,6,14,Perolehan Suara Anggota Partai
1172,PartyMember,18,7,56,Perolehan Suara Anggota Partai
1173,PartyMember,18,8,35,Perolehan Suara Anggota Partai
1174,PartyMember,18,9,49,Perolehan Suara Anggota Partai
1175,PartyMember,18,10,36,Perolehan Suara Anggota Partai
1176,PartyMember,18,11,25,Perolehan Suara Anggota Partai
1177,PartyMember,18,12,51,Perolehan Suara Anggota Partai
1178,PartyMember,18,13,23,Perolehan Suara Anggota Partai
1179,PartyMember,18,14,29,Perolehan Suara Anggota Partai
1180,PartyMember,18,15,24,Perolehan Suara Anggota Partai
1181,PartyMember,18,16,67,Perolehan Suara Anggota Partai
1182,PartyMember,18,17,57,Perolehan Suara Anggota Partai
1183,PartyMember,18,18,48,Perolehan Suara Anggota Partai
1184,PartyMember,18,19,336,Perolehan Suara Anggota Partai
1185,PartyMember,18,20,20,Perolehan Suara Anggota Partai
1186,PartyMember,18,21,105,Perolehan Suara Anggota Partai
1187,PartyMember,18,22,93,Perolehan Suara Anggota Partai
1188,PartyMember,18,23,40,Perolehan Suara Anggota Partai
1189,PartyMember,18,24,56,Perolehan Suara Anggota Partai
1190,PartyMember,18,25,18,Perolehan Suara Anggota Partai
1191,PartyMember,18,26,29,Perolehan Suara Anggota Partai
1192,PartyMember,18,27,50,Perolehan Suara Anggota Partai
1193,PartyMember,18,28,17,Perolehan Suara Anggota Partai
1194,PartyMember,18,29,25,Perolehan Suara Anggota Partai
1195,PartyMember,18,30,27,Perolehan Suara Anggota Partai
1196,PartyMember,18,31,63,Perolehan Suara Anggota Partai
1197,PartyMember,19,1,105,Perolehan Suara Anggota Partai
1198,PartyMember,19,2,54,Perolehan Suara Anggota Partai
1199,PartyMember,19,3,46,Perolehan Suara Anggota Partai
1200,PartyMember,19,4,16,Perolehan Suara Anggota Partai
1201,PartyMember,19,5,24,Perolehan Suara Anggota Partai
1202,PartyMember,19,6,11,Perolehan Suara Anggota Partai
1203,PartyMember,19,7,71,Perolehan Suara Anggota Partai
1204,PartyMember,19,8,34,Perolehan Suara Anggota Partai
1205,PartyMember,19,9,54,Perolehan Suara Anggota Partai
1206,PartyMember,19,10,51,Perolehan Suara Anggota Partai
1207,PartyMember,19,11,28,Perolehan Suara Anggota Partai
1208,PartyMember,19,12,73,Perolehan Suara Anggota Partai
1209,PartyMember,19,13,9,Perolehan Suara Anggota Partai
1210,PartyMember,19,14,110,Perolehan Suara Anggota Partai
1211,PartyMember,19,15,27,Perolehan Suara Anggota Partai
1212,PartyMember,19,16,77,Perolehan Suara Anggota Partai
1213,PartyMember,19,17,65,Perolehan Suara Anggota Partai
1214,PartyMember,19,18,83,Perolehan Suara Anggota Partai
1215,PartyMember,19,19,60,Perolehan Suara Anggota Partai
1216,PartyMember,19,20,20,Perolehan Suara Anggota Partai
1217,PartyMember,19,21,31,Perolehan Suara Anggota Partai
1218,PartyMember,19,22,267,Perolehan Suara Anggota Partai
1219,PartyMember,19,23,63,Perolehan Suara Anggota Partai
1220,PartyMember,19,24,45,Perolehan Suara Anggota Partai
1221,PartyMember,19,25,44,Perolehan Suara Anggota Partai
1222,PartyMember,19,26,42,Perolehan Suara Anggota Partai
1223,PartyMember,19,27,42,Perolehan Suara Anggota Partai
1224,PartyMember,19,28,17,Perolehan Suara Anggota Partai
1225,PartyMember,19,29,31,Perolehan Suara Anggota Partai
1226,PartyMember,19,30,38,Perolehan Suara Anggota Partai
1227,PartyMember,19,31,91,Perolehan Suara Anggota Partai
1228,PartyMember,20,1,82,Perolehan Suara Anggota Partai
1229,PartyMember,20,2,90,Perolehan Suara Anggota Partai
1230,PartyMember,20,3,117,Perolehan Suara Anggota Partai
1231,PartyMember,20,4,27,Perolehan Suara Anggota Partai
1232,PartyMember,20,5,41,Perolehan Suara Anggota Partai
1233,PartyMember,20,6,25,Perolehan Suara Anggota Partai
1234,PartyMember,20,7,118,Perolehan Suara Anggota Partai
1235,PartyMember,20,8,49,Perolehan Suara Anggota Partai
1236,PartyMember,20,9,63,Perolehan Suara Anggota Partai
1237,PartyMember,20,10,76,Perolehan Suara Anggota Partai
1238,PartyMember,20,11,37,Perolehan Suara Anggota Partai
1239,PartyMember,20,12,95,Perolehan Suara Anggota Partai
1240,PartyMember,20,13,19,Perolehan Suara Anggota Partai
1241,PartyMember,20,14,140,Perolehan Suara Anggota Partai
1242,PartyMember,20,15,39,Perolehan Suara Anggota Partai
1243,PartyMember,20,16,98,Perolehan Suara Anggota Partai
1244,PartyMember,20,17,113,Perolehan Suara Anggota Partai
1245,PartyMember,20,18,115,Perolehan Suara Anggota Partai
1246,PartyMember,20,19,65,Perolehan Suara Anggota Partai
1247,PartyMember,20,20,26,Perolehan Suara Anggota Partai
1248,PartyMember,20,21,29,Perolehan Suara Anggota Partai
1249,PartyMember,20,22,200,Perolehan Suara Anggota Partai
1250,PartyMember,20,23,115,Perolehan Suara Anggota Partai
1251,PartyMember,20,24,171,Perolehan Suara Anggota Partai
1252,PartyMember,20,25,51,Perolehan Suara Anggota Partai
1253,PartyMember,20,26,89,Perolehan Suara Anggota Partai
1254,PartyMember,20,27,49,Perolehan Suara Anggota Partai
1255,PartyMember,20,28,41,Perolehan Suara Anggota Partai
1256,PartyMember,20,29,33,Perolehan Suara Anggota Partai
1257,PartyMember,20,30,82,Perolehan Suara Anggota Partai
1258,PartyMember,20,31,127,Perolehan Suara Anggota Partai
1259,PartyMember,21,1,23,Perolehan Suara Anggota Partai
1260,PartyMember,21,2,116,Perolehan Suara Anggota Partai
1261,PartyMember,21,3,37,Perolehan Suara Anggota Partai
1262,PartyMember,21,4,15,Perolehan Suara Anggota Partai
1263,PartyMember,21,5,12,Perolehan Suara Anggota Partai
1264,PartyMember,21,6,10,Perolehan Suara Anggota Partai
1265,PartyMember,21,7,46,Perolehan Suara Anggota Partai
1266,PartyMember,21,8,33,Perolehan Suara Anggota Partai
1267,PartyMember,21,9,55,Perolehan Suara Anggota Partai
1268,PartyMember,21,10,53,Perolehan Suara Anggota Partai
1269,PartyMember,21,11,14,Perolehan Suara Anggota Partai
1270,PartyMember,21,12,20,Perolehan Suara Anggota Partai
1271,PartyMember,21,13,2,Perolehan Suara Anggota Partai
1272,PartyMember,21,14,19,Perolehan Suara Anggota Partai
1273,PartyMember,21,15,13,Perolehan Suara Anggota Partai
1274,PartyMember,21,16,60,Perolehan Suara Anggota Partai
1275,PartyMember,21,17,45,Perolehan Suara Anggota Partai
1276,PartyMember,21,18,37,Perolehan Suara Anggota Partai
1277,PartyMember,21,19,39,Perolehan Suara Anggota Partai
1278,PartyMember,21,20,16,Perolehan Suara Anggota Partai
1279,PartyMember,21,21,19,Perolehan Suara Anggota Partai
1280,PartyMember,21,22,51,Perolehan Suara Anggota Partai
1281,PartyMember,21,23,28,Perolehan Suara Anggota Partai
1282,PartyMember,21,24,43,Perolehan Suara Anggota Partai
1283,PartyMember,21,25,43,Perolehan Suara Anggota Partai
1284,PartyMember,21,26,29,Perolehan Suara Anggota Partai
1285,PartyMember,21,27,26,Perolehan Suara Anggota Partai
1286,PartyMember,21,28,23,Perolehan Suara Anggota Partai
1287,PartyMember,21,29,19,Perolehan Suara Anggota Partai
1288,PartyMember,21,30,202,Perolehan Suara Anggota Partai
1289,PartyMember,21,31,41,Perolehan Suara Anggota Partai
1290,PartyMember,22,1,13,Perolehan Suara Anggota Partai
1291,PartyMember,22,2,15,Perolehan Suara Anggota Partai
1292,PartyMember,22,3,14,Perolehan Suara Anggota Partai
1293,PartyMember,22,4,3,Perolehan Suara Anggota Partai
1294,PartyMember,22,5,11,Perolehan Suara Anggota Partai
1295,PartyMember,22,6,3,Perolehan Suara Anggota Partai
1296,PartyMember,22,7,25,Perolehan Suara Anggota Partai
1297,PartyMember,22,8,13,Perolehan Suara Anggota Partai
1298,PartyMember,22,9,30,Perolehan Suara Anggota Partai
1299,PartyMember,22,10,13,Perolehan Suara Anggota Partai
1300,PartyMember,22,11,10,Perolehan Suara Anggota Partai
1301,PartyMember,22,12,8,Perolehan Suara Anggota Partai
1302,PartyMember,22,13,5,Perolehan Suara Anggota Partai
1303,PartyMember,22,14,14,Perolehan Suara Anggota Partai
1304,PartyMember,22,15,8,Perolehan Suara Anggota Partai
1305,PartyMember,22,16,13,Perolehan Suara Anggota Partai
1306,PartyMember,22,17,27,Perolehan Suara Anggota Partai
1307,PartyMember,22,18,15,Perolehan Suara Anggota Partai
1308,PartyMember,22,19,24,Perolehan Suara Anggota Partai
1309,PartyMember,22,20,18,Perolehan Suara Anggota Partai
1310,PartyMember,22,21,6,Perolehan Suara Anggota Partai
1311,PartyMember,22,22,23,Perolehan Suara Anggota Partai
1312,PartyMember,22,23,13,Perolehan Suara Anggota Partai
1313,PartyMember,22,24,5,Perolehan Suara Anggota Partai
1314,PartyMember,22,25,18,Perolehan Suara Anggota Partai
1315,PartyMember,22,26,10,Perolehan Suara Anggota Partai
1316,PartyMember,22,27,13,Perolehan Suara Anggota Partai
1317,PartyMember,22,28,9,Perolehan Suara Anggota Partai
1318,PartyMember,22,29,7,Perolehan Suara Anggota Partai
1319,PartyMember,22,30,11,Perolehan Suara Anggota Partai
1320,PartyMember,22,31,16,Perolehan Suara Anggota Partai
1321,PartyMember,23,1,4,Perolehan Suara Anggota Partai
1322,PartyMember,23,2,15,Perolehan Suara Anggota Partai
1323,PartyMember,23,3,0,Perolehan Suara Anggota Partai
1324,PartyMember,23,4,1,Perolehan Suara Anggota Partai
1325,PartyMember,23,5,2,Perolehan Suara Anggota Partai
1326,PartyMember,23,6,2,Perolehan Suara Anggota Partai
1327,PartyMember,23,7,7,Perolehan Suara Anggota Partai
1328,PartyMember,23,8,2,Perolehan Suara Anggota Partai
1329,PartyMember,23,9,4,Perolehan Suara Anggota Partai
1330,PartyMember,23,10,2,Perolehan Suara Anggota Partai
1331,PartyMember,23,11,0,Perolehan Suara Anggota Partai
1332,PartyMember,23,12,2,Perolehan Suara Anggota Partai
1333,PartyMember,23,13,1,Perolehan Suara Anggota Partai
1334,PartyMember,23,14,9,Perolehan Suara Anggota Partai
1335,PartyMember,23,15,1,Perolehan Suara Anggota Partai
1336,PartyMember,23,16,6,Perolehan Suara Anggota Partai
1337,PartyMember,23,17,25,Perolehan Suara Anggota Partai
1338,PartyMember,23,18,3,Perolehan Suara Anggota Partai
1339,PartyMember,23,19,2,Perolehan Suara Anggota Partai
1340,PartyMember,23,20,0,Perolehan Suara Anggota Partai
1341,PartyMember,23,21,2,Perolehan Suara Anggota Partai
1342,PartyMember,23,22,6,Perolehan Suara Anggota Partai
1343,PartyMember,23,23,2,Perolehan Suara Anggota Partai
1344,PartyMember,23,24,3,Perolehan Suara Anggota Partai
1345,PartyMember,23,25,2,Perolehan Suara Anggota Partai
1346,PartyMember,23,26,0,Perolehan Suara Anggota Partai
1347,PartyMember,23,27,2,Perolehan Suara Anggota Partai
1348,PartyMember,23,28,0,Perolehan Suara Anggota Partai
1349,PartyMember,23,29,1,Perolehan Suara Anggota Partai
1350,PartyMember,23,30,2,Perolehan Suara Anggota Partai
1351,PartyMember,23,31,2,Perolehan Suara Anggota Partai
1352,PartyMember,24,1,7,Perolehan Suara Anggota Partai
1353,PartyMember,24,2,15,Perolehan Suara Anggota Partai
1354,PartyMember,24,3,10,Perolehan Suara Anggota Partai
1355,PartyMember,24,4,3,Perolehan Suara Anggota Partai
1356,PartyMember,24,5,2,Perolehan Suara Anggota Partai
1357,PartyMember,24,6,4,Perolehan Suara Anggota Partai
1358,PartyMember,24,7,24,Perolehan Suara Anggota Partai
1359,PartyMember,24,8,1,Perolehan Suara Anggota Partai
1360,PartyMember,24,9,15,Perolehan Suara Anggota Partai
1361,PartyMember,24,10,12,Perolehan Suara Anggota Partai
1362,PartyMember,24,11,3,Perolehan Suara Anggota Partai
1363,PartyMember,24,12,78,Perolehan Suara Anggota Partai
1364,PartyMember,24,13,1,Perolehan Suara Anggota Partai
1365,PartyMember,24,14,11,Perolehan Suara Anggota Partai
1366,PartyMember,24,15,3,Perolehan Suara Anggota Partai
1367,PartyMember,24,16,8,Perolehan Suara Anggota Partai
1368,PartyMember,24,17,21,Perolehan Suara Anggota Partai
1369,PartyMember,24,18,16,Perolehan Suara Anggota Partai
1370,PartyMember,24,19,20,Perolehan Suara Anggota Partai
1371,PartyMember,24,20,5,Perolehan Suara Anggota Partai
1372,PartyMember,24,21,8,Perolehan Suara Anggota Partai
1373,PartyMember,24,22,6,Perolehan Suara Anggota Partai
1374,PartyMember,24,23,9,Perolehan Suara Anggota Partai
1375,PartyMember,24,24,12,Perolehan Suara Anggota Partai
1376,PartyMember,24,25,7,Perolehan Suara Anggota Partai
1377,PartyMember,24,26,6,Perolehan Suara Anggota Partai
1378,PartyMember,24,27,10,Perolehan Suara Anggota Partai
1379,PartyMember,24,28,5,Perolehan Suara Anggota Partai
1380,PartyMember,24,29,1,Perolehan Suara Anggota Partai
1381,PartyMember,24,30,9,Perolehan Suara Anggota Partai
1382,PartyMember,24,31,15,Perolehan Suara Anggota Partai
1383,PartyMember,25,1,9,Perolehan Suara Anggota Partai
1384,PartyMember,25,2,58,Perolehan Suara Anggota Partai
1385,PartyMember,25,3,11,Perolehan Suara Anggota Partai
1386,PartyMember,25,4,13,Perolehan Suara Anggota Partai
1387,PartyMember,25,5,18,Perolehan Suara Anggota Partai
1388,PartyMember,25,6,32,Perolehan Suara Anggota Partai
1389,PartyMember,25,7,24,Perolehan Suara Anggota Partai
1390,PartyMember,25,8,18,Perolehan Suara Anggota Partai
1391,PartyMember,25,9,100,Perolehan Suara Anggota Partai
1392,PartyMember,25,10,38,Perolehan Suara Anggota Partai
1393,PartyMember,25,11,35,Perolehan Suara Anggota Partai
1394,PartyMember,25,12,33,Perolehan Suara Anggota Partai
1395,PartyMember,25,13,5,Perolehan Suara Anggota Partai
1396,PartyMember,25,14,21,Perolehan Suara Anggota Partai
1397,PartyMember,25,15,10,Perolehan Suara Anggota Partai
1398,PartyMember,25,16,74,Perolehan Suara Anggota Partai
1399,PartyMember,25,17,68,Perolehan Suara Anggota Partai
1400,PartyMember,25,18,18,Perolehan Suara Anggota Partai
1401,PartyMember,25,19,42,Perolehan Suara Anggota Partai
1402,PartyMember,25,20,47,Perolehan Suara Anggota Partai
1403,PartyMember,25,21,16,Perolehan Suara Anggota Partai
1404,PartyMember,25,22,17,Perolehan Suara Anggota Partai
1405,PartyMember,25,23,15,Perolehan Suara Anggota Partai
1406,PartyMember,25,24,64,Perolehan Suara Anggota Partai
1407,PartyMember,25,25,21,Perolehan Suara Anggota Partai
1408,PartyMember,25,26,37,Perolehan Suara Anggota Partai
1409,PartyMember,25,27,46,Perolehan Suara Anggota Partai
1410,PartyMember,25,28,16,Perolehan Suara Anggota Partai
1411,PartyMember,25,29,12,Perolehan Suara Anggota Partai
1412,PartyMember,25,30,49,Perolehan Suara Anggota Partai
1413,PartyMember,25,31,80,Perolehan Suara Anggota Partai
1414,PartyMember,26,1,38,Perolehan Suara Anggota Partai
1415,PartyMember,26,2,57,Perolehan Suara Anggota Partai
1416,PartyMember,26,3,24,Perolehan Suara Anggota Partai
1417,PartyMember,26,4,42,Perolehan Suara Anggota Partai
1418,PartyMember,26,5,25,Perolehan Suara Anggota Partai
1419,PartyMember,26,6,36,Perolehan Suara Anggota Partai
1420,PartyMember,26,7,20,Perolehan Suara Anggota Partai
1421,PartyMember,26,8,15,Perolehan Suara Anggota Partai
1422,PartyMember,26,9,44,Perolehan Suara Anggota Partai
1423,PartyMember,26,10,62,Perolehan Suara Anggota Partai
1424,PartyMember,26,11,15,Perolehan Suara Anggota Partai
1425,PartyMember,26,12,40,Perolehan Suara Anggota Partai
1426,PartyMember,26,13,2,Perolehan Suara Anggota Partai
1427,PartyMember,26,14,8,Perolehan Suara Anggota Partai
1428,PartyMember,26,15,11,Perolehan Suara Anggota Partai
1429,PartyMember,26,16,57,Perolehan Suara Anggota Partai
1430,PartyMember,26,17,67,Perolehan Suara Anggota Partai
1431,PartyMember,26,18,9,Perolehan Suara Anggota Partai
1432,PartyMember,26,19,15,Perolehan Suara Anggota Partai
1433,PartyMember,26,20,11,Perolehan Suara Anggota Partai
1434,PartyMember,26,21,12,Perolehan Suara Anggota Partai
1435,PartyMember,26,22,27,Perolehan Suara Anggota Partai
1436,PartyMember,26,23,85,Perolehan Suara Anggota Partai
1437,PartyMember,26,24,18,Perolehan Suara Anggota Partai
1438,PartyMember,26,25,28,Perolehan Suara Anggota Partai
1439,PartyMember,26,26,39,Perolehan Suara Anggota Partai
1440,PartyMember,26,27,87,Perolehan Suara Anggota Partai
1441,PartyMember,26,28,21,Perolehan Suara Anggota Partai
1442,PartyMember,26,29,37,Perolehan Suara Anggota Partai
1443,PartyMember,26,30,47,Perolehan Suara Anggota Partai
1444,PartyMember,26,31,54,Perolehan Suara Anggota Partai
1445,PartyMember,27,1,3,Perolehan Suara Anggota Partai
1446,PartyMember,27,2,6,Perolehan Suara Anggota Partai
1447,PartyMember,27,3,1,Perolehan Suara Anggota Partai
1448,PartyMember,27,4,2,Perolehan Suara Anggota Partai
1449,PartyMember,27,5,6,Perolehan Suara Anggota Partai
1450,PartyMember,27,6,3,Perolehan Suara Anggota Partai
1451,PartyMember,27,7,5,Perolehan Suara Anggota Partai
1452,PartyMember,27,8,2,Perolehan Suara Anggota Partai
1453,PartyMember,27,9,13,Perolehan Suara Anggota Partai
1454,PartyMember,27,10,14,Perolehan Suara Anggota Partai
1455,PartyMember,27,11,7,Perolehan Suara Anggota Partai
1456,PartyMember,27,12,13,Perolehan Suara Anggota Partai
1457,PartyMember,27,13,2,Perolehan Suara Anggota Partai
1458,PartyMember,27,14,4,Perolehan Suara Anggota Partai
1459,PartyMember,27,15,0,Perolehan Suara Anggota Partai
1460,PartyMember,27,16,35,Perolehan Suara Anggota Partai
1461,PartyMember,27,17,10,Perolehan Suara Anggota Partai
1462,PartyMember,27,18,2,Perolehan Suara Anggota Partai
1463,PartyMember,27,19,9,Perolehan Suara Anggota Partai
1464,PartyMember,27,20,5,Perolehan Suara Anggota Partai
1465,PartyMember,27,21,4,Perolehan Suara Anggota Partai
1466,PartyMember,27,22,3,Perolehan Suara Anggota Partai
1467,PartyMember,27,23,3,Perolehan Suara Anggota Partai
1468,PartyMember,27,24,49,Perolehan Suara Anggota Partai
1469,PartyMember,27,25,8,Perolehan Suara Anggota Partai
1470,PartyMember,27,26,3,Perolehan Suara Anggota Partai
1471,PartyMember,27,27,8,Perolehan Suara Anggota Partai
1472,PartyMember,27,28,7,Perolehan Suara Anggota Partai
1473,PartyMember,27,29,0,Perolehan Suara Anggota Partai
1474,PartyMember,27,30,4,Perolehan Suara Anggota Partai
1475,PartyMember,27,31,17,Perolehan Suara Anggota Partai
1476,PartyMember,28,1,12,Perolehan Suara Anggota Partai
1477,PartyMember,28,2,15,Perolehan Suara Anggota Partai
1478,PartyMember,28,3,4,Perolehan Suara Anggota Partai
1479,PartyMember,28,4,2,Perolehan Suara Anggota Partai
1480,PartyMember,28,5,8,Perolehan Suara Anggota Partai
1481,PartyMember,28,6,6,Perolehan Suara Anggota Partai
1482,PartyMember,28,7,14,Perolehan Suara Anggota Partai
1483,PartyMember,28,8,11,Perolehan Suara Anggota Partai
1484,PartyMember,28,9,13,Perolehan Suara Anggota Partai
1485,PartyMember,28,10,20,Perolehan Suara Anggota Partai
1486,PartyMember,28,11,38,Perolehan Suara Anggota Partai
1487,PartyMember,28,12,8,Perolehan Suara Anggota Partai
1488,PartyMember,28,13,3,Perolehan Suara Anggota Partai
1489,PartyMember,28,14,7,Perolehan Suara Anggota Partai
1490,PartyMember,28,15,6,Perolehan Suara Anggota Partai
1491,PartyMember,28,16,24,Perolehan Suara Anggota Partai
1492,PartyMember,28,17,35,Perolehan Suara Anggota Partai
1493,PartyMember,28,18,9,Perolehan Suara Anggota Partai
1494,PartyMember,28,19,18,Perolehan Suara Anggota Partai
1495,PartyMember,28,20,37,Perolehan Suara Anggota Partai
1496,PartyMember,28,21,8,Perolehan Suara Anggota Partai
1497,PartyMember,28,22,1,Perolehan Suara Anggota Partai
1498,PartyMember,28,23,2,Perolehan Suara Anggota Partai
1499,PartyMember,28,24,21,Perolehan Suara Anggota Partai
1500,PartyMember,28,25,7,Perolehan Suara Anggota Partai
1501,PartyMember,28,26,0,Perolehan Suara Anggota Partai
1502,PartyMember,28,27,4,Perolehan Suara Anggota Partai
1503,PartyMember,28,28,11,Perolehan Suara Anggota Partai
1504,PartyMember,28,29,42,Perolehan Suara Anggota Partai
1505,PartyMember,28,30,8,Perolehan Suara Anggota Partai
1506,PartyMember,28,31,160,Perolehan Suara Anggota Partai
1507,PartyMember,29,1,4,Perolehan Suara Anggota Partai
1508,PartyMember,29,2,10,Perolehan Suara Anggota Partai
1509,PartyMember,29,3,1,Perolehan Suara Anggota Partai
1510,PartyMember,29,4,2,Perolehan Suara Anggota Partai
1511,PartyMember,29,5,4,Perolehan Suara Anggota Partai
1512,PartyMember,29,6,5,Perolehan Suara Anggota Partai
1513,PartyMember,29,7,5,Perolehan Suara Anggota Partai
1514,PartyMember,29,8,5,Perolehan Suara Anggota Partai
1515,PartyMember,29,9,8,Perolehan Suara Anggota Partai
1516,PartyMember,29,10,8,Perolehan Suara Anggota Partai
1517,PartyMember,29,11,9,Perolehan Suara Anggota Partai
1518,PartyMember,29,12,5,Perolehan Suara Anggota Partai
1519,PartyMember,29,13,1,Perolehan Suara Anggota Partai
1520,PartyMember,29,14,4,Perolehan Suara Anggota Partai
1521,PartyMember,29,15,1,Perolehan Suara Anggota Partai
1522,PartyMember,29,16,13,Perolehan Suara Anggota Partai
1523,PartyMember,29,17,13,Perolehan Suara Anggota Partai
1524,PartyMember,29,18,2,Perolehan Suara Anggota Partai
1525,PartyMember,29,19,11,Perolehan Suara Anggota Partai
1526,PartyMember,29,20,7,Perolehan Suara Anggota Partai
1527,PartyMember,29,21,0,Perolehan Suara Anggota Partai
1528,PartyMember,29,22,2,Perolehan Suara Anggota Partai
1529,PartyMember,29,23,1,Perolehan Suara Anggota Partai
1530,PartyMember,29,24,9,Perolehan Suara Anggota Partai
1531,PartyMember,29,25,3,Perolehan Suara Anggota Partai
1532,PartyMember,29,26,2,Perolehan Suara Anggota Partai
1533,PartyMember,29,27,17,Perolehan Suara Anggota Partai
1534,PartyMember,29,28,2,Perolehan Suara Anggota Partai
1535,PartyMember,29,29,10,Perolehan Suara Anggota Partai
1536,PartyMember,29,30,5,Perolehan Suara Anggota Partai
1537,PartyMember,29,31,39,Perolehan Suara Anggota Partai
1538,PartyMember,30,1,4,Perolehan Suara Anggota Partai
1539,PartyMember,30,2,11,Perolehan Suara Anggota Partai
1540,PartyMember,30,3,1,Perolehan Suara Anggota Partai
1541,PartyMember,30,4,3,Perolehan Suara Anggota Partai
1542,PartyMember,30,5,2,Perolehan Suara Anggota Partai
1543,PartyMember,30,6,0,Perolehan Suara Anggota Partai
1544,PartyMember,30,7,12,Perolehan Suara Anggota Partai
1545,PartyMember,30,8,5,Perolehan Suara Anggota Partai
1546,PartyMember,30,9,6,Perolehan Suara Anggota Partai
1547,PartyMember,30,10,6,Perolehan Suara Anggota Partai
1548,PartyMember,30,11,3,Perolehan Suara Anggota Partai
1549,PartyMember,30,12,2,Perolehan Suara Anggota Partai
1550,PartyMember,30,13,5,Perolehan Suara Anggota Partai
1551,PartyMember,30,14,3,Perolehan Suara Anggota Partai
1552,PartyMember,30,15,1,Perolehan Suara Anggota Partai
1553,PartyMember,30,16,8,Perolehan Suara Anggota Partai
1554,PartyMember,30,17,7,Perolehan Suara Anggota Partai
1555,PartyMember,30,18,6,Perolehan Suara Anggota Partai
1556,PartyMember,30,19,5,Perolehan Suara Anggota Partai
1557,PartyMember,30,20,1,Perolehan Suara Anggota Partai
1558,PartyMember,30,21,0,Perolehan Suara Anggota Partai
1559,PartyMember,30,22,3,Perolehan Suara Anggota Partai
1560,PartyMember,30,23,2,Perolehan Suara Anggota Partai
1561,PartyMember,30,24,3,Perolehan Suara Anggota Partai
1562,PartyMember,30,25,1,Perolehan Suara Anggota Partai
1563,PartyMember,30,26,1,Perolehan Suara Anggota Partai
1564,PartyMember,30,27,10,Perolehan Suara Anggota Partai
1565,PartyMember,30,28,1,Perolehan Suara Anggota Partai
1566,PartyMember,30,29,2,Perolehan Suara Anggota Partai
1567,PartyMember,30,30,3,Perolehan Suara Anggota Partai
1568,PartyMember,30,31,28,Perolehan Suara Anggota Partai
1569,PartyMember,31,1,7,Perolehan Suara Anggota Partai
1570,PartyMember,31,2,14,Perolehan Suara Anggota Partai
1571,PartyMember,31,3,1,Perolehan Suara Anggota Partai
