id,category,title,description,file_url,url
1,1,Undang-Undang Nomor 21 Tahun 2012,Tentang Pembentukan Kabupaten Pangandaran Di Provinsi Jawa Barat,http://www.kpu.go.id/dmdocuments/UU 21Th 2012 Pemb Kab Pangandaran.pdf,http://www.kpu.go.id/index.php/arsip/detail/20
2,1,Undang-Undang Nomor 20 Tahun 2012,Tentang Pembentukan Provinsi Kalimantan Utara,http://www.kpu.go.id/dmdocuments/UU 20 Th 2012 Pemb Prov Kal Utara.pdf,http://www.kpu.go.id/index.php/arsip/detail/19
3,1,Undang-Undang Nomor 22 Tahun 2012,Tentang Pembentukan Kabupaten Pesisir Barat Di Provinsi Lampung,http://www.kpu.go.id/dmdocuments/UU 22 Th 2012 Pemb Kab Pesisir Brt Lpg.pdf,http://www.kpu.go.id/index.php/arsip/detail/21
4,1,Undang-Undang Nomor 20 Tahun 2001,Tentang Perubahan Atas Undang-Undang Nomor 31 Tahun 1999 Tentang Pemberantasan Tindak Pidana Korupsi,http://www.kpu.go.id/dmdocuments/UU202001.pdf,http://www.kpu.go.id/index.php/arsip/detail/10
5,1,Undang-Undang Nomor 23 Tahun 2012,Tentang Pembentukan Kabupaten Manokwari Selatan Di Provinsi Papua Barat,"http://www.kpu.go.id/dmdocuments/UU 23 Th 2012 Pemb Kab Manokwari Sel, Pabar.pdf",http://www.kpu.go.id/index.php/arsip/detail/22
6,1,Undang-Undang Nomor 24 Tahun 2012,Tentang Pembentukan Kabupaten Pegunungan Arfak Di Provinsi Papua Barat,http://www.kpu.go.id/dmdocuments/UU%2024%20Th%202012%20Pemb%20Kab%20Peg%20Arfak%20Pabar.pdf,http://www.kpu.go.id/index.php/arsip/detail/23
7,1,Undang-Undang Nomor 2 Tahun 2013,Tentang Pembentukan Kabupaten Mahakam Ulu Di Provinsi Kalimantan Timur,http://www.kpu.go.id/dmdocuments/UU%202%20Th%202013%20Pemb%20Kab%20Mahakam%20Ulu%20Kaltim.pdf,http://www.kpu.go.id/index.php/arsip/detail/24
8,1,Undang-Undang Nomor 3 Tahun 2013,Tentang Pembentukan Kabupaten Malaka Di Provinsi Nusa Tenggara Timur,http://www.kpu.go.id/dmdocuments/UU%203%20Th%202013%20Pemb%20Kab%20Malaka%20NTT.pdf,http://www.kpu.go.id/index.php/arsip/detail/25
9,1,Undang-Undang Nomor 4 Tahun 2013,Tentang Pembentukan Kabupaten Mamuju Tengah Di Provinsi Sulawesi Barat,"http://www.kpu.go.id/dmdocuments/UU%204%20Th%202013%20Kab%20Mamuju%20Tengah,%20Sulbar.pdf",http://www.kpu.go.id/index.php/arsip/detail/26
10,1,Undang-Undang Nomor 5 Tahun 2013,Tentang Pembentukan Kabupaten Banggai Laut Di Provinsi Sulawesi Tengah,http://www.kpu.go.id/dmdocuments/UU%205%20Th%202013%20Pemb%20Kab%20Banggai%20Laut%20Sulteng.pdf,http://www.kpu.go.id/index.php/arsip/detail/27
11,1,Undang-Undang Nomor 8 Tahun 2012,"Tentang Pemilihan Umum Dewan Perwakilan Rakyat, Dewan Perwakilan Daerah dan Dewan Perwakilan Rakyat Daerah.",http://www.kpu.go.id/dmdocuments/UU No 8 thn 2012 Pemilu Leg_oke.pdf,http://www.kpu.go.id/index.php/arsip/detail/18
12,1,LAW OF THE REPUBLIC OF INDONESIA NUMBER 15 YEAR 2011,The General Election Implementers,http://www.kpu.go.id/dmdocuments/UU 15 English Version.pdf,http://www.kpu.go.id/index.php/arsip/detail/17
13,1,Undang-Undang Nomor 7 Tahun 2013,Tentang Pembentukan Kabupaten Penukal Abab Lematang Ilir Di Provinsi Sumatera Selatan,"http://www.kpu.go.id/dmdocuments/UU 7 Th 2013 Pemb Kab Penukal Abab Lamatang Ilir, Sumsel.pdf",http://www.kpu.go.id/index.php/arsip/detail/29
14,1,Undang-Undang Nomor 6 Tahun 2013,Tentang Pembentukan Kabupaten Pulau Taliabu Di Provinsi Maluku Utara,http://www.kpu.go.id/dmdocuments/UU 6 Th 2013 Pemb Kab Taliabu Malut.pdf,http://www.kpu.go.id/index.php/arsip/detail/28
15,1,Undang-Undang Nomor 8 Tahun 2013,Tentang Pembentukan Kabupaten Kolaka Timur Di Provinsi Sulawesi Tenggara,http://www.kpu.go.id/dmdocuments/UU 8 Th 2013 Pemb Kolaka Tmr Sultra.pdf,http://www.kpu.go.id/index.php/arsip/detail/30
16,1,Undang-Undang Nomor 15 Tahun 2011,Tentang Penyelenggara Pemilihan Umum,http://www.kpu.go.id/dmdocuments/UU_15_Tahun_2011.pdf,http://www.kpu.go.id/index.php/arsip/detail/16
17,1,Undang-Undang Nomor 2 Tahun 2011,Tentang Perubahan Atas Undang-Undang Nomor 2 Tahun 2008 Tentang Partai Politik,http://www.kpu.go.id/dmdocuments/UU 02 Tahun 2011.pdf,http://www.kpu.go.id/index.php/arsip/detail/14
18,1,Undang-Undang Nomor 14 Tahun 2008,Tentang Keterbukaan Informasi Publik,http://www.kpu.go.id/dmdocuments/UU_KIP.pdf,http://www.kpu.go.id/index.php/arsip/detail/11
19,1,RUU Tentang Penyelenggara Pemilu,Rancangan Undang-Undang Republik Indonesia Nomor... Tahun... Tentang Penyelenggara Pemilihan Umum,http://www.kpu.go.id/dmdocuments/RUU Penyelenggara Pemilu.pdf,http://www.kpu.go.id/index.php/arsip/detail/15
20,1,Undang-Undang Nomor 31 Tahun 1999,Tentang Pemberantasan Tindak Pidana Korupsi,http://www.kpu.go.id/dmdocuments/UU311999.pdf,http://www.kpu.go.id/index.php/arsip/detail/12
21,1,Undang-Undang No. 42 Tahun 2008,Tentang Pemilihan Umum  Presiden dan Wakil Presiden,http://www.kpu.go.id/dmdocuments/UU_42_Tahun_2008.pdf,http://www.kpu.go.id/index.php/arsip/detail/7
22,1,Undang-Undang No. 10 Tahun 2008,"Tentang :  Pemilihan Umum Anggota Dewan Perwakilan Rakyat, Dewan Perwakilan Daerah, dan Dewan Perwakilan Rakyat Daerah",http://www.kpu.go.id/dmdocuments/UU_No.10.pdf,http://www.kpu.go.id/index.php/arsip/detail/4
23,1,Undang-Undang No. 12 Tahun 2008,Tentang Perubahan Kedua Atas Undang-Undang Nomor 32 Tahun 2004 Tentang Pemerintah Daerah,http://www.kpu.go.id/dmdocuments/UU_12_Tahun_ 2008.pdf,http://www.kpu.go.id/index.php/arsip/detail/8
24,1,Undang-Undang Nomor 27 Tahun 2009,"Majelis Permusyawaratan Rakyat, Dewan Perwakilan Rakyat, Dewan Perwakilan Daerah dan Dewan Perwakilan Rakyat Daerah",http://www.kpu.go.id/dmdocuments/UU_27_susduk_2009.pdf,http://www.kpu.go.id/index.php/arsip/detail/9
25,1,Undang-Undang Nomor 11 Tahun 2008,Tentang Informasi dan Transaksi Elektronik,http://www.kpu.go.id/dmdocuments/UU-11-2008.pdf,http://www.kpu.go.id/index.php/arsip/detail/13
26,1,Undang-Undang No. 2 Tahun 2008,Tentang Partai Politik,http://www.kpu.go.id/dmdocuments/UU_No.2_Tahun_2008.pdf,http://www.kpu.go.id/index.php/arsip/detail/6
27,1,Undang-Undang No. 22 Tahun 2007,Tentang : Penyelenggara Pemilihan Umum,http://www.kpu.go.id/dmdocuments/UU_No.22.pdf,http://www.kpu.go.id/index.php/arsip/detail/5
28,2,Peraturan Presiden Republik Indonesia Nomor 83 Tahun 2010,"Tentang Pemberian Uang Penghargaan Bagi Ketua, Wakil Ketua, dan Anggota Komisi Pemilihan Umum, Ketua dan Anggota Komisi Pemilihan Umum Provinsi, dan Ketua dan Anggota Komisi Pemilihan Umum Kabupaten/Kota sebagai Penyelenggara Pemilihan Umum Tahun 2004.",http://www.kpu.go.id/dmdocuments/PP_83_2010.pdf,http://www.kpu.go.id/index.php/arsip/detail/3
29,2,Peraturan Presiden Republik Indonesia Nomor 4 Tahun 2009,Dukungan Kelancaran Penyelenggaraan Pemilihan Umum Tahun 2009,http://www.kpu.go.id/dmdocuments/Perpres_No.04_Tahun_%202009.pdf,http://www.kpu.go.id/index.php/arsip/detail/1
30,2,Peraturan Presiden Republik Indonesia Nomor 53 Tahun 2010,Tentang Disiplin Pegawai Negeri Sipil,http://www.kpu.go.id/dmdocuments/PP_53_2010.pdf,http://www.kpu.go.id/index.php/arsip/detail/2
31,3,Peraturan Pemerintah RI Nomor 46 Tahun 2011,Tentang Penilaian Prestasi Kerja Pegawai Negeri Sipil,http://www.kpu.go.id/dmdocuments/PP.46_2011.pdf,http://www.kpu.go.id/index.php/arsip/detail/36
32,3,Peraturan Menteri Dalam Negeri Nomor 57 Tahun 2009,Tentang Perubahan Atas Peraturan Menteri Dalam Negeri Nomor 44 Tahun 2007 Tentang Pedoman Pengelolaan Belanja Pemilihan Umum Kepala Daerah dan Wakil Kepala Daerah,http://www.kpu.go.id/dmdocuments/permendagri_57b.pdf,http://www.kpu.go.id/index.php/arsip/detail/32
33,3,Peraturan Pemerintah Republik Indonesia Nomor 19 Tahun 2010,Tentang Tata Cara Pelaksanaan Tugas dan Wewenang Serta Kedudukan Keuangan Gubernur Sebagai Wakil Pemerintah di Wilayah Provinsi,http://www.kpu.go.id/dmdocuments/PP-19.2010.pdf,http://www.kpu.go.id/index.php/arsip/detail/35
34,3,Peraturan Pemerintah Republik Indonesia Nomor 6 Tahun 2005,"Tentang Pemilihan, Pengesahan Pengangkatan, dan Pemberhentian Kepala Daerah dan Wakil Kepala Daerah",http://www.kpu.go.id/dmdocuments/PP_6_Tahun2005.pdf,http://www.kpu.go.id/index.php/arsip/detail/33
35,3,Peraturan Pemerintah Republik Indonesia Nomor 16 Tahun 2010,Tentang Pedoman Penyusunan Peraturan Dewan Perwakilan Rakyat Daerah Tentang Tata Tertib Dewan Perwakilan Rakyat Daerah,http://www.kpu.go.id/dmdocuments/PP_16_2010.pdf,http://www.kpu.go.id/index.php/arsip/detail/34
36,3,Peraturan Pemerintah Pengganti Undang-Undang Nomor 1 Tahun 2009,"Perubahan Atas Undang-Undang Nomor 10 Tahun 2008 Tentang Pemilihan Umum Anggota Dewan Perwakilan Rakyat, Dewan Perwakilan Daerah, Dan Dewan Perwakilan Rakyat Daerah.",http://www.kpu.go.id/dmdocuments/Perpu_No_01_Tahun_ 2009.pdf,http://www.kpu.go.id/index.php/arsip/detail/31
37,4,Keputusan Presiden Republik Indonesia Nomor 16/M TAHUN 2013,"Tentang Pengangkatan Ir. Arif Rahman Hakim, M.S., sebagai Sekretaris Jenderal Komisi Pemilihan Umum",http://www.kpu.go.id/dmdocuments/(1.2.2013)%20kepres%20sekjen%20KPU-ARH.jpg,http://www.kpu.go.id/index.php/arsip/detail/39
38,4,Keputusan Presiden Nomor 17 Tahun 2009,Penetapan Hari Pemungutan Suara Pemilu Presiden dan Wakil Presiden Tahun 2009 Sebagai Hari Libur Nasional,http://www.kpu.go.id/dmdocuments/Keppres_no_17_2009.pdf,http://www.kpu.go.id/index.php/arsip/detail/38
39,4,Keppres Nomor 7 Tahun 2009,"Penetapan Hari Pemungutan Suara Pemilihan Umum Anggota Dewan Perwakilan Rakyat, Dewan Perwakilan Daerah dan Dewan Perwakilan Rakyat Daerah Sebagai Hari Libur Nasional",http://www.kpu.go.id/dmdocuments/Keppres_7_2009.pdf,http://www.kpu.go.id/index.php/arsip/detail/37
40,5,Peraturan KPU Nomor 27 tahun 2014,Tentang Perubahan Atas Peraturan KPU Nomor 16 tahun 2014 tentang Kampanye Pemilihan Umum Presiden dan Wakil Presiden.,http://www.kpu.go.id/dmdocuments/23f54352a51758aea09ca82dddd587e2.pdf,http://www.kpu.go.id/index.php/arsip/detail/636
41,5,Peraturan KPU Nomor 26 Tahun 2014,Tentang Pembentukan dan Tata Kerja Panitia Pemilihan Luar Negeri dan Kelompok Penyelenggara Pemungutan Suara Luar Negeri Dalam Penyelenggaraan Pemilihan Umum Presiden dan Wakil Presiden Tahun 2014.,http://www.kpu.go.id/dmdocuments/4645d10e8078e81d2310150821cbd24c.pdf,http://www.kpu.go.id/index.php/arsip/detail/627
42,5,Peraturan KPU Nomor 31 Tahun 2014,Tentang Rekapitulasi Hasil Penghitungan Perolehan Suara dan Penetapan Hasil Pemilihan Umum Presiden dan Wakil Presiden serta Penetapan Pasangan Calon Presiden dan Wakil Presiden 2014.,http://www.kpu.go.id/dmdocuments/adfca8ca4c874a285a5ed27bdc3cab78.pdf,http://www.kpu.go.id/index.php/arsip/detail/645
43,5,Peraturan KPU Nomor 25 Tahun 2014,"Tentang Pembentukan dan Tata Kerja Panitia Pemilihan Kecamatan, Panitia Pemungutan Suara, dan Kelompok Penyelenggara Pemungutan Suara Dalam Penyelenggaraan Pemilihan Umum Presiden dan Wakil Presiden 2014",http://www.kpu.go.id/dmdocuments/52c5089e9b0c897216f5a71fe23e0dc4.pdf,http://www.kpu.go.id/index.php/arsip/detail/626
44,5,Peraturan KPU Nomor 28 Tahun 2014,Tentang Perubahan atas Peraturan Komisi Pemilihan Umum Nomor 17 tahun 2014 tentang Dana Kampanye Peserta Pemilihan Umum Presiden dan Wakil Presiden tahun 2014.,http://www.kpu.go.id/dmdocuments/eaf33d7eceb6614d3591c2fac6f211ba.pdf,http://www.kpu.go.id/index.php/arsip/detail/637
45,5,Peraturan KPU Nomor 24 Tahun 2014,Tentang Seleksi Anggota Komisi Pemilihan Umum Provinsi dan Komisi Pemilihan Umum Kabupaten/Kota.,http://www.kpu.go.id/dmdocuments/e0aa0494add67a69baafde2899a13bce.pdf,http://www.kpu.go.id/index.php/arsip/detail/625
46,5,Peraturan KPU Nomor 22 Tahun 2014,"Tentang Perubahan Ketujuh Atas Peraturan Komisi Pemilihan Umum Nomor 07 Tahun 2012 Tentang Tahapan, Program, Dan Jadual Penyelenggaraan Pemilihan Umum Anggota Dewan Perwakilan Rakyat, Dewan Perwakilan Daerah, Dan Dewan Perwakilan Rakyat Daerah Tahun 2014 Sebagaimana Telah Beberapa Kali Diubah, Terakhir Dengan Peraturan Komisi Pemilihan Umum Nomor 21 Tahun 2013",http://www.kpu.go.id/dmdocuments/6ad40ecf92481a136eb53bb189834993.pdf,http://www.kpu.go.id/index.php/arsip/detail/595
47,5,Peraturan KPU Nomor 21 Tahun 2014,Tentang Rekapitulasi Hasil Penghitungan Perolehan Suara dan Penetapan Hasil Pemilihan Umum Presiden dan Wakil Presiden Serta Penetapan Pasangan Calon Presiden dan Wakil Presiden Terpilih Tahun 2014.,http://www.kpu.go.id/dmdocuments/23702f2e8add7e828987ace6602b442b.pdf,http://www.kpu.go.id/index.php/arsip/detail/593
48,5,Peraturan KPU Nomor 20 Tahun 2014,"Tentang Pemungutan, Penghitungan dan Rekapitulasi Suara Bagi Warga Negara Republik Indonesia di Luar Negeri dalam Pemilihan Umum Presiden dan Wakil Presiden Tahun 2014.",http://www.kpu.go.id/dmdocuments/5acb523f2ca5608e7b876007415ebc3e.pdf,http://www.kpu.go.id/index.php/arsip/detail/592
49,5,Peraturan KPU Nomor 23 Tahun 2014,"Tentang Perubahan Kedelapan Atas Peraturan KPU Nomor 07 Tahun 2012 
tentang Tahapan, Program, dan Jadual Penyelenggaraan Pemilihan Umum 
Anggota DPR, DPD, dan DPRD Tahun 2014 Sebagaimana Telah Beberapa Kali 
Diubah, Terakhir dengan Peraturan KPU Nomor 22 Tahun 2014",http://www.kpu.go.id/dmdocuments/e71174b2fc36a309d813aed23768f1bb.pdf,http://www.kpu.go.id/index.php/arsip/detail/602
50,5,Peraturan KPU Nomor 16 Tahun 2014,Tentang Kampanye Pemilihan Umum Presiden dan Wakil Presiden.,http://www.kpu.go.id/dmdocuments/6e5784e1a35de80b7e794d1fd566ca62.pdf,http://www.kpu.go.id/index.php/arsip/detail/588
51,5,Peraturan KPU Nomor 15 Tahun 2014,Tentang Pencalonan Dalam Pemilihan Umum Presiden dan Wakil Presiden Tahun 2014.,http://www.kpu.go.id/dmdocuments/f29f696409522055661de3550ca15063.pdf,http://www.kpu.go.id/index.php/arsip/detail/587
52,5,Peraturan KPU Nomor 18 Tahun 2014,"Tentang Norma, Standar, Kebutuhan Pengadaan dan Pendistribusian Perlengkapan Penyelenggaraan Pemilihan Umum Presiden dan Wakil Presiden Tahun 2014.",http://www.kpu.go.id/dmdocuments/cbfd58a73c19f8c73c987f75e7540d5e.pdf,http://www.kpu.go.id/index.php/arsip/detail/590
53,5,Peraturan KPU Nomor 19 Tahun 2014,Tentang Pemungutan dan Penghitungan Suara di Tempat Pemungutan Suara dalam Pemilihan Umum Presiden dan Wakil Presiden Tahun 2014.,http://www.kpu.go.id/dmdocuments/18015e5e57380c062a5b5ef7ec840a7f.pdf,http://www.kpu.go.id/index.php/arsip/detail/591
54,5,Peraturan KPU Nomor 17 Tahun 2014,Tentang Dana Kampanye Peserta Pemilihan Umum Presiden dan Wakil Presiden Tahun 2014.,http://www.kpu.go.id/dmdocuments/945d241693086d3016ecdaa27e5bbc0a.pdf,http://www.kpu.go.id/index.php/arsip/detail/589
55,5,Peraturan KPU Nomor 12 Tahun 2014,"Tentang Perubahan Atas Peraturan KPU nomor 24 Tahun 2013 Tentang Pedoman Audit Laporan Dana Kampanye Peserta Pemilihan Umum Anggota DPR, DPD, dan DPRD",http://www.kpu.go.id/dmdocuments/c5b92bc4a4a990767f791b5c5140d113.pdf,http://www.kpu.go.id/index.php/arsip/detail/607
56,5,Peraturan KPU Nomor 8 Tahun 2014,"Tentang Perubahan Atas Peraturan KPU Nomor 29 Tahun 2013 Tentang Penetapan Hasil Pemilihan Umum, Perolehan Kursi, Calon Terpilih dan Penggantian Calon Terpilih dalam Pemilihan Umum Anggota DPR, DPD, DPRD Provinsi, dan DPRD Kabupaten/Kota",http://www.kpu.go.id/dmdocuments/732dd5336bed2ed6a58bb59ecadb261b.pdf,http://www.kpu.go.id/index.php/arsip/detail/603
57,5,Peraturan KPU Nomor 11 Tahun 2014,Tentang Pengelolaan Arsip dinamis Komisi Pemilihan Umum,http://www.kpu.go.id/dmdocuments/fa0e7179488646c6e73ac841860e2bff.pdf,http://www.kpu.go.id/index.php/arsip/detail/606
58,5,Peraturan KPU Nomor 14 Tahun 2014,Tentang Perubahan Atas Peraturan Komisi Pemilihan Umum Nomor 23 Tahun 2013 Tentang Partisipasi Masyarakat dalam Penyelenggaraan Pemilihan Umum.,http://www.kpu.go.id/dmdocuments/3c9179d77dc8c2cd100b1fbf0ca77294.pdf,http://www.kpu.go.id/index.php/arsip/detail/586
59,5,Peraturan KPU Nomor 13 Tahun 2014,Tentang Perubahan Atas Peraturan KPU Nomor 25 Tahun 2013 Tentang Penyelesaian Pelanggaran Administrasi Pemilihan Umum,http://www.kpu.go.id/dmdocuments/4ad53a53d878b0c191f20ccd4fdc795a.pdf,http://www.kpu.go.id/index.php/arsip/detail/608
60,5,Peraturan KPU Nomor 5 Tahun 2014,"Tentang Perubahan Atas Peraturan KPU Nomor 26 Tahun 2013 tentang Pemungutan dan Penghitungan Suara di Tempat Pemungutan Suara dalam Pemilihan Umum Anggota Dewan Perwakilan Rakyat, Dewan Perwakilan Daerah, Dewan Perwakilan Rakyat Daerah Provinsi dan Dewan Perwakilan Rakyat Daerah Kabupaten/Kota",http://www.kpu.go.id/dmdocuments/a6b4759a5cad4a51a72dd4021b2929b2.pdf,http://www.kpu.go.id/index.php/arsip/detail/549
61,5,Peraturan KPU Nomor 3 Tahun 2014,"Tentang Perubahan Atas Peraturan Komisi Pemilihan Umum Nomor 16 Tahun 2013 Tentang Norma, Standar Kebutuhan Pengadaan dan Pendistribusian Perlengkapan Penyelenggaraan Pemilihan Umum Anggota Dewan Perwakilan Rakyat, Dewan Perwakilan Daerah dan Dewan Perwakilan Rakyat Daerah Tahun 2014",http://www.kpu.go.id/dmdocuments/1332014_PKPU 3 2014.pdf,http://www.kpu.go.id/index.php/arsip/detail/551
62,5,Peraturan KPU Nomor 7 Tahun 2014,"Tentang Perubahan Atas Peraturan KPU Nomor 28 Tahun 2013 Tentang Pemungutan, Penghitungan dan Rekapitulasi Suara Bagi Warga Negara Republik Indonesia di Luar Negeri dalam Pemilihan Umum Anggota Dewan Perwakilan Rakyat Tahun 2014",http://www.kpu.go.id/dmdocuments/d21ecd69b5d5428629aa93207f8b060b.pdf,http://www.kpu.go.id/index.php/arsip/detail/604
63,5,Peraturan KPU Nomor 4 Tahun 2014,"Tentang Tahapan, Program, dan Jadwal Penyelenggaraan Pemilihan Umum Presiden dan Wakil PresidenTahun 2014.",http://www.kpu.go.id/dmdocuments/1332014_PKPU 4 2014.pdf,http://www.kpu.go.id/index.php/arsip/detail/552
64,5,Peraturan KPU Nomor 9 Tahun 2014,"Tentang Penyusunan Daftar Pemilih Untuk Pemilihan Umum Presiden dan Wakil Presiden tahun 2014.

Lampiran PKPU Nomor 9 Tahun 2014 (Keputusan KPU Nomor 403 Tahun 2014) klik di sini",http://www.kpu.go.id/dmdocuments/a58ff7f6b81683818d0031aa9092b83f.pdf,http://www.kpu.go.id/index.php/arsip/detail/605
65,5,Peraturan KPU Nomor 1 Tahun 2014,"Tentang Perubahan Atas Peraturan Komisi Pemilihan Umum Nomor 17 Tahun 2013 tentang Pelaporan Dana Kampanye Peserta Pemilihan Umum Anggota Dewan Perwakilan Rakyat, Dewan Perwakilan Daerah dan Dewan Perwakilan Rakyat Daerah.",http://www.kpu.go.id/dmdocuments/2722014_PKPU_1_2014.pdf,http://www.kpu.go.id/index.php/arsip/detail/548
66,5,Peraturan KPU Nomor 27 Tahun 2013,"Tentang Rekapitulasi Hasil Penghitungan Perolehan Suara Anggota Dewan Perwakilan Rakyat, Dewan Perwakilan Daerah, Dewan Perwakilan Rakyat Daerah Provinsi, Dewan Perwakilan Rakyat Daerah Kabupaten/Kota oleh Panitia Pemungutan Suara, Panitia Pemilihan Kecamatan, Komisi Pemilihan Umum Kabupaten/Kota, Komisi Pemilihan Umum Provinsi dan Komisi Pemilihan Umum",http://www.kpu.go.id/dmdocuments/100222014_PKPU 27 TAHUN 2013.pdf,http://www.kpu.go.id/index.php/arsip/detail/545
67,5,Peraturan KPU Nomor 28 Tahun 2013,"Tentang Pemungutan, Penghitungan dan Rekapitulasi Suara Bagi Warga Negara Republik Indonesia di Luar Negeri dalam Pemilihan Umum Anggota Dewan Perwakilan Rakyat Tahun 2014",http://www.kpu.go.id/dmdocuments/622014_PKPU 28_2013.pdf,http://www.kpu.go.id/index.php/arsip/detail/546
68,5,Peraturan KPU Nomor 2 Tahun 2014,"Tentang Perubahan Kedua Atas Peraturan Komisi Pemilihan Umum Nomor 03 Tahun 2013 Tentang Pembentukan dan Tata Kerja Panitia Pemilihan Kecamatan, Panitia Pemungutan Suara, dan Kelompok Penyelenggara Pemungutan Suara dalam Penyelenggaraan Pemilihan Umum Anggota Dewan Perwakilan Rakyat, Dewan Perwakilan Daerah, dan Dewan Perwakilan Rakyat Daerah Tahun 2014, Sebagaimana Telah Diubah dengan Peraturan Komisi Pemilihan Umum Nomor 11 Tahun 2013",http://www.kpu.go.id/dmdocuments/1332014_PKPU 2 2014.pdf,http://www.kpu.go.id/index.php/arsip/detail/550
69,5,Peraturan KPU Nomor 26 Tahun 2013,"Tentang Pemungutan dan Penghitungan Suara di Tempat Pemungutan Suara dalam Pemilihan Umum Anggota Dewan Perwakilan Rakyat, Dewan Perwakilan Daerah, Dewan Perwakilan Rakyat Daerah Provinsi dan Dewan Perwakilan Rakyat Daerah Kabupaten/Kota",http://www.kpu.go.id/dmdocuments/PKPU_26_2013_2114.pdf,http://www.kpu.go.id/index.php/arsip/detail/544
70,5,Peraturan KPU Nomor 29 Tahun 2013,"Tentang Penetapan Hasil Pemilihan Umum, Perolehan Kursi, Calon Terpilih dalam Pemilihan Umum Anggota Dewan Perwakilan Rakyat, Dewan Perwakilan Daerah, Dewan Perwakilan Rakyat Daerah Provinsi, dan Dewan Perwakilan Rakyat Daerah Kabupaten/Kota",http://www.kpu.go.id/dmdocuments/622014_PKPU 29_2013.pdf,http://www.kpu.go.id/index.php/arsip/detail/218
71,5,Peraturan KPU Nomor 27 Tahun 2013,"Tentang Rekapitulasi Hasil Penghitungan Perolehan Suara Anggota Dewan Perwakilan Rakyat, Dewan Perwakilan Daerah, Dewan Perwakilan Rakyat Daerah Provinsi, Dewan Perwakilan Rakyat Daerah Kabupaten/Kota oleh Panitia Pemungutan Suara, Panitia Pemilihan Kecamatan, Komisi Pemilihan Umum Kabupaten/Kota, Komisi Pemilihan Umum Provinsi dan Komisi Pemilihan Umum",http://www.kpu.go.id/dmdocuments/100222014_PKPU 27 TAHUN 2013.pdf,http://www.kpu.go.id/index.php/arsip/detail/216
72,5,Peraturan KPU Nomor 28 Tahun 2013,"Tentang Pemungutan, Penghitungan dan Rekapitulasi Suara Bagi Warga Negara Republik Indonesia di Luar Negeri dalam Pemilihan Umum Anggota Dewan Perwakilan Rakyat Tahun 2014",http://www.kpu.go.id/dmdocuments/622014_PKPU 28_2013.pdf,http://www.kpu.go.id/index.php/arsip/detail/217
73,5,Peraturan KPU Nomor 29 Tahun 2013,"Tentang Penetapan Hasil Pemilihan Umum, Perolehan Kursi, Calon Terpilih dalam Pemilihan Umum Anggota Dewan Perwakilan Rakyat, Dewan Perwakilan Daerah, Dewan Perwakilan Rakyat Daerah Provinsi, dan Dewan Perwakilan Rakyat Daerah Kabupaten/Kota",http://www.kpu.go.id/dmdocuments/622014_PKPU 29_2013.pdf,http://www.kpu.go.id/index.php/arsip/detail/547
74,5,Peraturan KPU Nomor 26 Tahun 2013,"Tentang Pemungutan dan Penghitungan Suara di Tempat Pemungutan Suara dalam Pemilihan Umum Anggota Dewan Perwakilan Rakyat, Dewan Perwakilan Daerah, Dewan Perwakilan Rakyat Daerah Provinsi dan Dewan Perwakilan Rakyat Daerah Kabupaten/Kota",http://www.kpu.go.id/dmdocuments/PKPU_26_2013_2114.pdf,http://www.kpu.go.id/index.php/arsip/detail/215
75,5,Peraturan KPU Nomor 22 Tahun 2013,Perubahan Kedua Atas Peraturan KPU Nomor 08 Tahun 2013 Tentang Pencalonan Anggota Dewan Perwakilan Daerah Sebagaimana Telah diubah dengan Peraturan KPU Nomor 14 Tahun 2013,http://www.kpu.go.id/dmdocuments/PKPU_22_Tahun_2013 pdf.pdf,http://www.kpu.go.id/index.php/arsip/detail/540
76,5,Peraturan KPU Nomor 24 Tahun 2013,"Tentang Pedoman Audit Laporan Dana Kampanye Peserta Pemilihan Umum Anggota Dewan Perwakilan Rakyat, Dewan Perwakilan Daerah, dan Dewan Perwakilan Rakyat Daerah",http://www.kpu.go.id/dmdocuments/PKPU_24_2013.pdf,http://www.kpu.go.id/index.php/arsip/detail/542
77,5,Peraturan KPU Nomor 24 Tahun 2013,"Tentang Pedoman Audit Laporan Dana Kampanye Peserta Pemilihan Umum Anggota Dewan Perwakilan Rakyat, Dewan Perwakilan Daerah, dan Dewan Perwakilan Rakyat Daerah",http://www.kpu.go.id/dmdocuments/PKPU_24_2013.pdf,http://www.kpu.go.id/index.php/arsip/detail/213
78,5,Peraturan KPU Nomor 25 Tahun 2013,Tentang Penyelesaian Pelanggaran Administrasi Pemilihan Umum,http://www.kpu.go.id/dmdocuments/PKPU_25_2013.pdf,http://www.kpu.go.id/index.php/arsip/detail/543
79,5,Peraturan KPU Nomor 25 Tahun 2013,Tentang Penyelesaian Pelanggaran Administrasi Pemilihan Umum,http://www.kpu.go.id/dmdocuments/PKPU_25_2013.pdf,http://www.kpu.go.id/index.php/arsip/detail/214
