periode,id_partai,nama_partai,role,nama,id_calon,mata_uang,uang,nilai_barang,unit_barang,nilai_jasa,bentuk_jasa,jumlah,keterangan
1,5,Partai Golongan Karya,calon anggota legislatif,"Drs. H. BUDDY ASMARA, SE, MM",3211-00-0000-0507,Rp,,0,000,270000000,,270000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"H. RAHMAT SULAEMAN, S.Sos",3211-00-0000-0508,Rp,,0,000,120000000,,120000000,
1,5,Partai Golongan Karya,calon anggota legislatif,VIRGIANI RAHAYU SARASWATI,3211-00-0000-0509,Rp,,0,000,24000000,,24000000,
1,5,Partai Golongan Karya,calon anggota legislatif,ADRIAN KUSNADI,3211-00-0000-0510,Rp,,0,000,158000000,,158000000,
1,5,Partai Golongan Karya,calon anggota legislatif,Drs. H. A. MUJIB ROHMAT,3301-00-0000-0501,Rp,,0,000,130000000,,130000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"ISYANA WISNUWARDHANI SADJARWO, SH, MH",3301-00-0000-0502,Rp,,0,000,150000000,,150000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"SASMITO, SH, MH.",3301-00-0000-0503,Rp,,0,000,185000000,,185000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"BAMBANG RAYA SAPUTRA,SE",3301-00-0000-0504,Rp,,0,000,400000000,,400000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Dr. DIAH SULISTYANI RS, SH, CN, MHUM",3301-00-0000-0505,Rp,,0,000,140000000,,140000000,
1,5,Partai Golongan Karya,calon anggota legislatif,HARRY AFANDI,3301-00-0000-0506,Rp,,0,000,150000000,,150000000,
1,5,Partai Golongan Karya,calon anggota legislatif,Dra.HJ.SITI NURMARKESI,3301-00-0000-0507,Rp,,0,000,75000000,,75000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"AGOES SOFYAN,SH.MM",3301-00-0000-0508,Rp,,0,000,50000000,,50000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Dr. H. NOOR ACHMAD, MA",3302-00-0000-0501,Rp,,0,000,150000000,,150000000,
1,5,Partai Golongan Karya,calon anggota legislatif,NUSRON WAHID,3302-00-0000-0502,Rp,,0,000,130000000,,130000000,
1,5,Partai Golongan Karya,calon anggota legislatif,DANY SOEDARSONO,3302-00-0000-0503,Rp,,0,000,65000000,,65000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"RIYONO ASNAN,SE, M.Si",3302-00-0000-0504,Rp,,0,000,60000000,,60000000,
1,5,Partai Golongan Karya,calon anggota legislatif,BOWO SIDIK PANGARSO,3302-00-0000-0505,Rp,,0,000,181000000,,181000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Dra. DEWI UTARI, MM",3302-00-0000-0506,Rp,,0,000,5000000,,5000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"SINTA DEWI NASTITI, SH",3302-00-0000-0507,Rp,,0,000,5000000,,5000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"FIRMAN SUBAGYO, SE. MH",3303-00-0000-0501,Rp,,0,000,105716300,,105716300,
1,5,Partai Golongan Karya,calon anggota legislatif,H. BAMBANG RIYADI SOEGOMO,3303-00-0000-0502,Rp,,0,000,140000000,,140000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"CHRISTINA ARYANI, SE, SH, MH",3303-00-0000-0503,Rp,,0,000,39000000,,39000000,
1,5,Partai Golongan Karya,calon anggota legislatif,J. DWIHARTANTO,3303-00-0000-0504,Rp,,0,000,137250000,,137250000,
1,5,Partai Golongan Karya,calon anggota legislatif,"IRVANTO HENDRA PAMBUDI,S.Kom.",3303-00-0000-0505,Rp,,0,000,207500000,,207500000,
1,5,Partai Golongan Karya,calon anggota legislatif,ERNAWATI YOHANA SUNDARI,3303-00-0000-0506,Rp,,0,000,8500000,,8500000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Drs. SUTOMO HERUPRIANTO, SH, MM, MH",3303-00-0000-0507,Rp,,0,000,140000000,,140000000,
1,5,Partai Golongan Karya,calon anggota legislatif,IR. S. SUPRAPTI,3303-00-0000-0508,Rp,,0,000,100000000,,100000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"R.A PANCA DEWI SARASWATI, SE.",3303-00-0000-0509,Rp,,0,000,118500000,,118500000,
1,5,Partai Golongan Karya,calon anggota legislatif,"DRS. HAJRIYANTO Y THOHARI, MA",3304-00-0000-0501,Rp,,0,000,150000000,,150000000,
1,5,Partai Golongan Karya,calon anggota legislatif,JULIYATMONO,3304-00-0000-0502,Rp,,0,000,0,,0,
1,5,Partai Golongan Karya,calon anggota legislatif,"Hj.ENDANG MARIA ASTUTI,S.Sg.S.H.",3304-00-0000-0503,Rp,,0,000,114050000,,114050000,
1,5,Partai Golongan Karya,calon anggota legislatif,"H. WIHAJI, S.Ag, M.Pd",3304-00-0000-0504,Rp,,0,000,85000000,,85000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"IR. ARNANTO NURPRABOWO, MP",3304-00-0000-0505,Rp,,0,000,80000000,,80000000,
1,5,Partai Golongan Karya,calon anggota legislatif,LINDA SETIAWATI,3304-00-0000-0506,Rp,,0,000,62500000,,62500000,
1,5,Partai Golongan Karya,calon anggota legislatif,AISYAH ULFA SYAFII,3304-00-0000-0507,Rp,,0,000,120000000,,120000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Dr. Ir. H. EKO SARJONO PUTRO, MM",3305-00-0000-0501,Rp,,0,000,150000000,,150000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Dr. H. AGUSTIAN BUDI PRASETYA, MPA",3305-00-0000-0502,Rp,,0,000,150000000,,150000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"ARIANTI DEWI, SH, MH",3305-00-0000-0503,Rp,,0,000,160000000,,160000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"DINA HIDAYANA, S.P., M.Sc",3305-00-0000-0504,Rp,,0,000,55000000,,55000000,
1,5,Partai Golongan Karya,calon anggota legislatif,Ir.H. AGUS MULYANTO,3305-00-0000-0505,Rp,,0,000,105000000,,105000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"H. SUTOMO, S.Pd., M.Kes",3305-00-0000-0506,Rp,,0,000,239000000,,239000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Drs. H. HARDONO, MH., MM.",3305-00-0000-0507,Rp,,0,000,247500000,,247500000,
1,5,Partai Golongan Karya,calon anggota legislatif,"ENDANG SRIKARTI HANDAYANI, SH, MHUM",3305-00-0000-0508,Rp,,0,000,0,,0,
1,5,Partai Golongan Karya,calon anggota legislatif,"DR. HM. IQBAL WIBISONO SH., MH",3306-00-0000-0501,Rp,,0,000,200000000,,200000000,
1,5,Partai Golongan Karya,calon anggota legislatif,Ir.BAMBANG SUTRISNO,3306-00-0000-0502,Rp,,0,000,150000000,,150000000,
1,5,Partai Golongan Karya,calon anggota legislatif,Dra. INDIRA KARTINI MASJCHUN SOFWAN,3306-00-0000-0503,Rp,,0,000,148000000,,148000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Ir. H.BEJO RUDIANTORO, MM,M.Sc",3306-00-0000-0504,Rp,,0,000,226500000,,226500000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Dr. Ir. TOMMY PRIAUTAMA, MBA",3306-00-0000-0505,Rp,,0,000,95000000,,95000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"RETNANI ARIMBI, S.H. M.H",3306-00-0000-0506,Rp,,0,000,20000000,,20000000,
1,5,Partai Golongan Karya,calon anggota legislatif,IRSANI DAMAYANTI,3306-00-0000-0507,Rp,,0,000,85000000,,85000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"H. IMAN PRASETYO MOELYADI, SE",3306-00-0000-0508,Rp,,0,000,96750000,,96750000,
1,5,Partai Golongan Karya,calon anggota legislatif,"BAMBANG SOESATYO, SE., MBA",3307-00-0000-0501,Rp,,0,000,150000000,,150000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"RIA FITRIANA, S.FIL",3307-00-0000-0502,Rp,,0,000,70000000,,70000000,
1,5,Partai Golongan Karya,calon anggota legislatif,Drs. H. SOETARTO,3307-00-0000-0503,Rp,,0,000,99000000,,99000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Ir. H. AHMAD BAKRI PUTRA, MBA",3307-00-0000-0504,Rp,,0,000,150000000,,150000000,
1,5,Partai Golongan Karya,calon anggota legislatif,ANGELIA DHIAN PERMATA DA SILVA,3307-00-0000-0505,Rp,,0,000,13000000,,13000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"A.S. SURYONEGORO, SH",3307-00-0000-0506,Rp,,0,000,133500000,,133500000,
1,5,Partai Golongan Karya,calon anggota legislatif,"EVI AYUNITA, SH, MH",3307-00-0000-0507,Rp,,0,000,394000000,,394000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"H. DITO GANINDUTO, MBA",3308-00-0000-0501,Rp,,0,000,116461300,,116461300,
1,5,Partai Golongan Karya,calon anggota legislatif,TAUFAN EKO NUGROHO ROTORASIKO,3308-00-0000-0502,Rp,,0,000,213384843,,213384843,
1,5,Partai Golongan Karya,calon anggota legislatif,DRA. Hj. SITI ANIROH,3308-00-0000-0503,Rp,,0,000,150000000,,150000000,
1,5,Partai Golongan Karya,calon anggota legislatif,VIRTA HANISAH,3308-00-0000-0504,Rp,,0,000,233500000,,233500000,
1,5,Partai Golongan Karya,calon anggota legislatif,"H. BAMBANG EKO SURATMOKO, SH",3308-00-0000-0505,Rp,,0,000,500000000,,500000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"HJ. PURWATI, MBA",3308-00-0000-0506,Rp,,0,000,100000000,,100000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Ir. RACHMAD WIDIYANTO, M.Si",3308-00-0000-0507,Rp,,0,000,43000000,,43000000,
1,5,Partai Golongan Karya,calon anggota legislatif,DWININGSIH HARYANTI PUTRI,3308-00-0000-0508,Rp,,0,000,90000000,,90000000,
1,5,Partai Golongan Karya,calon anggota legislatif,KP.RICKY RACHMADI KUSUMONAGORO,3309-00-0000-0501,Rp,,0,000,253000000,,253000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"H.M. NASRUDIN,SH",3309-00-0000-0502,Rp,,0,000,145000000,,145000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"NUR AINI, S.H.",3309-00-0000-0503,Rp,,0,000,56000000,,56000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"AGUNG WIDYANTORO, SH., Msi",3309-00-0000-0504,Rp,,0,000,192275000,,192275000,
1,5,Partai Golongan Karya,calon anggota legislatif,"R.H.PURWOKO JULISASONGKO, SH., M.Hum",3309-00-0000-0505,Rp,,0,000,120000000,,120000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"FITRI YANTI, SE",3309-00-0000-0506,Rp,,0,000,150000000,,150000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"ALI MUKSIN, ST",3309-00-0000-0507,Rp,,0,000,100000000,,100000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"WAKHYUNINGSIH, S.Pd",3309-00-0000-0508,Rp,,0,000,20000000,,20000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"H.BUDI SUPRIYANTO, SH, MH",3310-00-0000-0501,Rp,,0,000,200000000,,200000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Dr. MARLINDA IRWANTI, SE, M.Si",3310-00-0000-0502,Rp,,0,000,119000000,,119000000,
1,5,Partai Golongan Karya,calon anggota legislatif,HERU DEWANTO,3310-00-0000-0503,Rp,,0,000,300000000,,300000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"PRASETYO SINGGIH, SH",3310-00-0000-0504,Rp,,0,000,85000000,,85000000,
1,5,Partai Golongan Karya,calon anggota legislatif,IR. H. LUCKY ALI MOERFIQIN. MM,3310-00-0000-0505,Rp,,0,000,100000000,,100000000,
1,5,Partai Golongan Karya,calon anggota legislatif,Ir. PRASETYA WATIE,3310-00-0000-0506,Rp,,0,000,0,,0,
1,5,Partai Golongan Karya,calon anggota legislatif,"NIACH KUSRINY, SE",3310-00-0000-0507,Rp,,0,000,100000000,,100000000,
1,5,Partai Golongan Karya,calon anggota legislatif,Drs. H. PRIYO BUDI SANTOSO,3501-00-0000-0501,Rp,,0,000,148000000,,148000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Ir. GESANG BUDIARSO, MH",3501-00-0000-0502,Rp,,0,000,111000000,,111000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Hj. HESTI ARMIWULAN, SH, M.HUM",3501-00-0000-0503,Rp,,0,000,107500000,,107500000,
1,5,Partai Golongan Karya,calon anggota legislatif,"ACHMAD SUHAWI, ST, M. Si",3501-00-0000-0504,Rp,,0,000,97500000,,97500000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Ir. H. ADIES KADIR, SH, M. Hum",3501-00-0000-0505,Rp,,0,000,120000000,,120000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"ARY LESTARI, SE",3501-00-0000-0506,Rp,,0,000,50000000,,50000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Ir. ACHMAD DAENGS GS, SE, MM",3501-00-0000-0507,Rp,,0,000,0,,0,
1,5,Partai Golongan Karya,calon anggota legislatif,JOHAN TEDJA SURYA,3501-00-0000-0508,Rp,,0,000,100000000,,100000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Hj. BETTY ZUBAIDAH, B.Sc",3501-00-0000-0509,Rp,,0,000,53000000,,53000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Ir. MAZ TRI INDRAWANTO, M.SP",3501-00-0000-0510,Rp,,0,000,0,,0,
1,5,Partai Golongan Karya,calon anggota legislatif,"DRA. HJ. HARBIAH SALAHUDDIN, M.SI",3502-00-0000-0501,Rp,,0,000,175000000,,175000000,
1,5,Partai Golongan Karya,calon anggota legislatif,Dra. Hj. FARIDAH EFFENDY,3502-00-0000-0502,Rp,,0,000,125000000,,125000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"H.M. YASIN V BASRI, SH",3502-00-0000-0503,Rp,,0,000,90000000,,90000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"RESSA AMIRZA SURYASAPUTRA, SH",3502-00-0000-0504,Rp,,0,000,50000000,,50000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"H. MUKHAMAD MISBAKHUN, SE",3502-00-0000-0505,Rp,,0,000,145000000,,145000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"ELMA BELANI MUNZIR, SE",3502-00-0000-0506,Rp,,0,000,150000000,,150000000,
1,5,Partai Golongan Karya,calon anggota legislatif,FERNANDA ZULKARNAIN,3502-00-0000-0507,Rp,,0,000,56000000,,56000000,
1,5,Partai Golongan Karya,calon anggota legislatif,HARDISOESILO,3503-00-0000-0501,Rp,,0,000,150000000,,150000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Drs. H. EDDIE BUDI PRABOWO,Apt.M.si",3503-00-0000-0502,Rp,,0,000,122500000,,122500000,
1,5,Partai Golongan Karya,calon anggota legislatif,Dra. Ec. Hj. ENDANG SULASTUTY,3503-00-0000-0503,Rp,,0,000,150000000,,150000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"MUHAMMAD ANWAR, M.Si",3503-00-0000-0504,Rp,,0,000,36000000,,36000000,
1,5,Partai Golongan Karya,calon anggota legislatif,H.R KUNHERUHARDJO. SE.M.Si,3503-00-0000-0505,Rp,,0,000,145000000,,145000000,
1,5,Partai Golongan Karya,calon anggota legislatif,MORISA SAKTI RIDHOWATI,3503-00-0000-0506,Rp,,0,000,145736000,,145736000,
1,5,Partai Golongan Karya,calon anggota legislatif,SYAFIFAH NAVRATILOVA THAYIB,3503-00-0000-0507,Rp,,0,000,90000000,,90000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Drs. H. TAUFIQ HIDAYAT, M.Si",3504-00-0000-0501,Rp,,0,000,295000000,,295000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"LINDSEY AFSARI PUTERI, ST",3504-00-0000-0502,Rp,,0,000,149560000,,149560000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Dr. H. DONNY TJAHJA RIMBAWAN, SE, AK, M.AK, M.Si",3504-00-0000-0503,Rp,,0,000,202099298,,202099298,
1,5,Partai Golongan Karya,calon anggota legislatif,"Dra. Hj. FARAH TAMALIA, Ak",3504-00-0000-0504,Rp,,0,000,76500000,,76500000,
1,5,Partai Golongan Karya,calon anggota legislatif,ZARMAN SYAH,3504-00-0000-0505,Rp,,0,000,60000000,,60000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"H. WARDHANA WAHYUDIN, SE",3504-00-0000-0506,Rp,,0,000,145000000,,145000000,
1,5,Partai Golongan Karya,calon anggota legislatif,H. MUHAMAD NUR PURNAMASIDI,3504-00-0000-0507,Rp,,0,000,125000000,,125000000,
1,5,Partai Golongan Karya,calon anggota legislatif,SRI KURNIATUN,3504-00-0000-0508,Rp,,0,000,46960000,,46960000,
1,5,Partai Golongan Karya,calon anggota legislatif,Ir.H.M.RIDWAN HISJAM,3505-00-0000-0501,Rp,,0,000,142500000,,142500000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Hj. ENDANG AGUSTINI, S.IP",3505-00-0000-0502,Rp,,0,000,133500000,,133500000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Hj.TYAS INDYAH ISKANDAR,SH,MKn",3505-00-0000-0503,Rp,,0,000,150000000,,150000000,
1,5,Partai Golongan Karya,calon anggota legislatif,Ir. JOHANES WIDJAJANTO NURWONO,3505-00-0000-0504,Rp,,0,000,115000000,,115000000,
1,5,Partai Golongan Karya,calon anggota legislatif,Ir. SUPARTONO,3505-00-0000-0505,Rp,,0,000,127500000,,127500000,
1,5,Partai Golongan Karya,calon anggota legislatif,Hj.UMMI AZIZAH RACHMAWATI,3505-00-0000-0506,Rp,,0,000,20000000,,20000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"H. ADUM DASUKI, SH., MS",3505-00-0000-0507,Rp,,0,000,50000000,,50000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Drs. H. M. HARIS SUBAGIO, MM",3505-00-0000-0508,Rp,,0,000,105000000,,105000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"M. SARMUJI SE.,MSi",3506-00-0000-0501,Rp,,0,000,215000000,,215000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"H. SABRON DJAMIL PASARIBU, SH,M.Hum",3506-00-0000-0502,Rp,,0,000,125000000,,125000000,
1,5,Partai Golongan Karya,calon anggota legislatif,DIANA WIDYASTUTI,3506-00-0000-0503,Rp,,0,000,70000000,,70000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"ZULFIKAR ARSE SADIKIN, S.I.P.,Msi",3506-00-0000-0504,Rp,,0,000,88280000,,88280000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Ir. H. EDY WAHYUDI.,Msi",3506-00-0000-0505,Rp,,0,000,50000000,,50000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"EMY MARIYATI, SH",3506-00-0000-0506,Rp,,0,000,140000000,,140000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"EKA PRASETYA PANCAKARSA,ST.,MM",3506-00-0000-0507,Rp,,0,000,50000000,,50000000,
1,5,Partai Golongan Karya,calon anggota legislatif,YOHANES DWI SETIANA,3506-00-0000-0508,Rp,,0,000,150000000,,150000000,
1,5,Partai Golongan Karya,calon anggota legislatif,AINILLAH SAPRI,3506-00-0000-0509,Rp,,0,000,150000000,,150000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"BINNY BINTARTI BUCHORI, SS",3507-00-0000-0501,Rp,,0,000,150000000,,150000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Drs. H. GATOT SUDJITO, M.Si",3507-00-0000-0502,Rp,,0,000,150000000,,150000000,
1,5,Partai Golongan Karya,calon anggota legislatif,dr. LINDA L.A.N WASESO,3507-00-0000-0503,Rp,,0,000,80000000,,80000000,
1,5,Partai Golongan Karya,calon anggota legislatif,DIDIE WIJOYONO SOEWONDHO,3507-00-0000-0504,Rp,,0,000,159000000,,159000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"GUNAWAN HIDAYAT,ST, .M.Sc",3507-00-0000-0505,Rp,,0,000,145000000,,145000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Hj. LARASATI SRI ANDANTIE, S.H.",3507-00-0000-0506,Rp,,0,000,0,,0,
1,5,Partai Golongan Karya,calon anggota legislatif,"AGUS SUGIANTO, SE",3507-00-0000-0507,Rp,,0,000,123250000,,123250000,
1,5,Partai Golongan Karya,calon anggota legislatif,ARYA RIZQI DARSONO,3507-00-0000-0508,Rp,,0,000,150000000,,150000000,
1,5,Partai Golongan Karya,calon anggota legislatif,HAYANI ISMAN,3508-00-0000-0501,Rp,,0,000,150000000,,150000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"H. MOHAMMAD SURYO ALAM, AK, MBA",3508-00-0000-0502,Rp,,0,000,130000000,,130000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Drs. H. YUSUF HUSNI, APT",3508-00-0000-0503,Rp,,0,000,120000000,,120000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"PUNGKY SUKMAWATI, SE",3508-00-0000-0504,Rp,,0,000,111000000,,111000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"ZAHRUL AZHAR ASUMTA, S.IP.M.Kes",3508-00-0000-0505,Rp,,0,000,9000000,,9000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"YUSUF WIBISONO, SH, MM, MH",3508-00-0000-0506,Rp,,0,000,200000000,,200000000,
1,5,Partai Golongan Karya,calon anggota legislatif,M. SHOIM HARIS,3508-00-0000-0507,Rp,,0,000,158000000,,158000000,
1,5,Partai Golongan Karya,calon anggota legislatif,Hj. RAHAYU WARDANI SOEPRAPTO,3508-00-0000-0508,Rp,,0,000,141000000,,141000000,
1,5,Partai Golongan Karya,calon anggota legislatif,Ir. H. TOTOK EDI KOESBYANTORO,3508-00-0000-0509,Rp,,0,000,125000000,,125000000,
1,5,Partai Golongan Karya,calon anggota legislatif,TEGUH SANTOSO CAHYA NUGROHO,3508-00-0000-0510,Rp,,0,000,57500000,,57500000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Ir.H. S. W. YUDHA, M.Sc",3509-00-0000-0501,Rp,,0,000,100000000,,100000000,
1,5,Partai Golongan Karya,calon anggota legislatif,Dra. Hj. CORRY Y SOEKOTJO,3509-00-0000-0502,Rp,,0,000,65000000,,65000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Dr. HM. THALHAH, SH.,M.Hum",3509-00-0000-0503,Rp,,0,000,0,,0,
1,5,Partai Golongan Karya,calon anggota legislatif,"H.MUHAMMAD ALYAS, SH.,MH",3509-00-0000-0504,Rp,,0,000,115000000,,115000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Prof.Dr.RUSWIATI, SE.,MS",3509-00-0000-0505,Rp,,0,000,45000000,,45000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"DR. SETIYO UTOMO, SH.,Msi",3509-00-0000-0506,Rp,,0,000,150000000,,150000000,
1,5,Partai Golongan Karya,calon anggota legislatif,Ir. EDDY KUNTADI,3510-00-0000-0501,Rp,,0,000,150000000,,150000000,
1,5,Partai Golongan Karya,calon anggota legislatif,ENI MAULANI S,3510-00-0000-0502,Rp,,0,000,300000000,,300000000,
1,5,Partai Golongan Karya,calon anggota legislatif,KHOLID NOVIANTO,3510-00-0000-0503,Rp,,0,000,83500000,,83500000,
1,5,Partai Golongan Karya,calon anggota legislatif,ZAINAL ABIDIN,3510-00-0000-0504,Rp,,0,000,0,,0,
1,5,Partai Golongan Karya,calon anggota legislatif,"KHATIBUR RASYADI, SE. Msi",3510-00-0000-0505,Rp,,0,000,0,,0,
1,5,Partai Golongan Karya,calon anggota legislatif,SEKARWATI,3510-00-0000-0506,Rp,,0,000,120000000,,120000000,
1,5,Partai Golongan Karya,calon anggota legislatif,H. ZAINUDIN AMALI,3511-00-0000-0501,Rp,,0,000,100500000,,100500000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Ir. BAMBANG MURSALIN, MM,MBA",3511-00-0000-0502,Rp,,0,000,100000000,,100000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"ANA SUNARTI, SE",3511-00-0000-0503,Rp,,0,000,265000000,,265000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"H. BOY SUHARI SAJIDIN, SE",3511-00-0000-0504,Rp,,0,000,155000000,,155000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Drs. H. HARUN AL RASYID, M.Si",3511-00-0000-0505,Rp,,0,000,111000000,,111000000,
1,5,Partai Golongan Karya,calon anggota legislatif,R. AYU SITI FATIMAH,3511-00-0000-0506,Rp,,0,000,75000000,,75000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"MAILIYANTO, SE",3511-00-0000-0507,Rp,,0,000,112500000,,112500000,
1,5,Partai Golongan Karya,calon anggota legislatif,INTAN PERMATASARI,3511-00-0000-0508,Rp,,0,000,0,,0,
1,5,Partai Golongan Karya,calon anggota legislatif,"Ir. H. ZULFADHLI, MM.",6101-00-0000-0501,Rp,,0,000,300000000,,300000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Drs. KAMARUDDIN SJAM, MM",6101-00-0000-0502,Rp,,0,000,88000000,,88000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"LILI SANTI, SE",6101-00-0000-0503,Rp,,0,000,60000000,,60000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"H. MORKES EFFENDI, S.Pd, MH.",6101-00-0000-0504,Rp,,0,000,150000000,,150000000,
1,5,Partai Golongan Karya,calon anggota legislatif,Ir. H. HUSNI THAMRIN,6101-00-0000-0505,Rp,,0,000,35000000,,35000000,
1,5,Partai Golongan Karya,calon anggota legislatif,SATYA DEVIE N.,6101-00-0000-0506,Rp,,0,000,38250000,,38250000,
1,5,Partai Golongan Karya,calon anggota legislatif,"H. ADANG GUNAWAN, SE.",6101-00-0000-0507,Rp,,0,000,120000000,,120000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"MAMAN ABDURRAHMAN, ST.",6101-00-0000-0508,Rp,,0,000,151000000,,151000000,
1,5,Partai Golongan Karya,calon anggota legislatif,DEBBY EMELIA,6101-00-0000-0509,Rp,,0,000,80000000,,80000000,
1,5,Partai Golongan Karya,calon anggota legislatif,MIKAEL INJEK BARAYUNGK,6101-00-0000-0510,Rp,,0,000,50000000,,50000000,
1,5,Partai Golongan Karya,calon anggota legislatif,Ir. H. AHMADI NOOR SUPIT,6301-00-0000-0501,Rp,,0,000,160000000,,160000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Drs. H. BAMBANG HERI PURNAMA, ST, MH",6301-00-0000-0502,Rp,,0,000,150000000,,150000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"MIRA SARTIKA, SH",6301-00-0000-0503,Rp,,0,000,90000000,,90000000,
1,5,Partai Golongan Karya,calon anggota legislatif,Ir. GUSTI PERDANA KESUMA,6301-00-0000-0504,Rp,,0,000,90592000,,90592000,
1,5,Partai Golongan Karya,calon anggota legislatif,H. INDRO HANANTO,6301-00-0000-0505,Rp,,0,000,75000000,,75000000,
1,5,Partai Golongan Karya,calon anggota legislatif,"Hj. ELIN HERLINA, SH",6301-00-0000-0506,Rp,,0,000,80000000,,80000000,
1,5,Partai Golongan Karya,calon anggota legislatif,H. HASNURYADI SULAIMAN,6302-00-0000-0501,Rp,,0,000,73550000,,73550000,
