periode,id_partai,nama_partai,role,nama,id_calon,mata_uang,uang,nilai_barang,unit_barang,nilai_jasa,bentuk_jasa,jumlah,keterangan
2,7,Partai Demokrat,calon anggota legislatif,"H. TEUKU RIEFKY HARSYA B.Sc, MT",1101-00-0000-0701,Rp,,,,182550000,,182550000,
2,7,Partai Demokrat,calon anggota legislatif,"Ir. NOVA IRIANSYAH, MT",1101-00-0000-0702,Rp,,,,256050000,,256050000,
2,7,Partai Demokrat,calon anggota legislatif,Ir. Hj. NURSHANTI ADNAN,1101-00-0000-0703,Rp,,,,60000000,,60000000,
2,7,Partai Demokrat,calon anggota legislatif,M. ALI YAKOB,1101-00-0000-0704,Rp,,,,182250000,,182250000,
2,7,Partai Demokrat,calon anggota legislatif,"drg. TJUT FADLUNA PARAMITA,Sp.Ort",1101-00-0000-0705,Rp,,,,80000000,,80000000,
2,7,Partai Demokrat,calon anggota legislatif,"H. IBNU RUSDI, SE",1101-00-0000-0706,Rp,,,,400000000,,400000000,
2,7,Partai Demokrat,calon anggota legislatif,"Ir. Hj. SRI REZEKI TAKARINA, M.Si",1101-00-0000-0707,Rp,,,,29395000,,29395000,
2,7,Partai Demokrat,calon anggota legislatif,"MUSLIM, SHI, MM",1102-00-0000-0701,Rp,,,,525070000,,525070000,
2,7,Partai Demokrat,calon anggota legislatif,"TEUKU IRWAN, SE",1102-00-0000-0702,Rp,,,,733376000,,733376000,
2,7,Partai Demokrat,calon anggota legislatif,MIRNAWATI,1102-00-0000-0703,Rp,,,,90734462,,90734462,
2,7,Partai Demokrat,calon anggota legislatif,MIRWAN AMIR,1102-00-0000-0704,Rp,,,,205000000,,205000000,
2,7,Partai Demokrat,calon anggota legislatif,"YUDHA JOHANSYAH, SH",1102-00-0000-0705,Rp,,,,288200000,,288200000,
2,7,Partai Demokrat,calon anggota legislatif,"HJ. NAIMAH HASAN, Dra, MA",1102-00-0000-0706,Rp,,,,109964000,,109964000,
2,7,Partai Demokrat,calon anggota legislatif,"Ir. JERO WACIK, SE",5101-00-0000-0701,Rp,,,,200000000,,200000000,
2,7,Partai Demokrat,calon anggota legislatif,"Drs. I WAYAN SUGIANA, MM",5101-00-0000-0702,Rp,,,,236700000,,236700000,
2,7,Partai Demokrat,calon anggota legislatif,"TUTIK KUSUMA WARDHANI, SE, MM, M.Kes",5101-00-0000-0703,Rp,,,,63000000,,63000000,
2,7,Partai Demokrat,calon anggota legislatif,PUTU SUPADMA RUDANA,5101-00-0000-0704,Rp,,,,275235000,,275235000,
2,7,Partai Demokrat,calon anggota legislatif,I NENGAH SUTISNA,5101-00-0000-0705,Rp,,,,78000000,,78000000,
2,7,Partai Demokrat,calon anggota legislatif,RENANDA LAKSITA,5101-00-0000-0706,Rp,,,,56000000,,56000000,
2,7,Partai Demokrat,calon anggota legislatif,I PUTU SUDIARTANA,5101-00-0000-0707,Rp,,,,278350000,,278350000,
2,7,Partai Demokrat,calon anggota legislatif,"PUTU TAMAN INDRAYANI, SH",5101-00-0000-0708,Rp,,,,0,,0,
2,7,Partai Demokrat,calon anggota legislatif,"I GUSTI PUTU EKA MULYAWAN WIRA SENAPATI, SE, Ak",5101-00-0000-0709,Rp,,,,125000000,,125000000,
2,7,Partai Demokrat,calon anggota legislatif,EKO WIJAYA,1901-00-0000-0701,Rp,,,,315000000,,315000000,
2,7,Partai Demokrat,calon anggota legislatif,H. PAIMAN,1901-00-0000-0702,Rp,,,,189140000,,189140000,
2,7,Partai Demokrat,calon anggota legislatif,"Ir. KARTINI TILAWATI, M.Hum",1901-00-0000-0703,Rp,,,,35000000,,35000000,
2,7,Partai Demokrat,calon anggota legislatif,"Hj. ITI OCTAVIA JAYABAYA, SE, MM",3601-00-0000-0701,Rp,,,,0,,0,
2,7,Partai Demokrat,calon anggota legislatif,RATU SITI ROMLAH,3601-00-0000-0702,Rp,,,,419250000,,419250000,
2,7,Partai Demokrat,calon anggota legislatif,"H. TAUFIQUROKHMAN, S.Sos, M.Si",3601-00-0000-0703,Rp,,,,80000000,,80000000,
2,7,Partai Demokrat,calon anggota legislatif,SULAIMAN HAIKAL,3601-00-0000-0704,Rp,,,,11900000,,11900000,
2,7,Partai Demokrat,calon anggota legislatif,"VIVI SUMANTRI JAYABAYA,S.Sos",3601-00-0000-0705,Rp,,,,15000000,,15000000,
2,7,Partai Demokrat,calon anggota legislatif,"H. MUHAMMAD HARIS, SE",3601-00-0000-0706,Rp,,,,125725000,,125725000,
2,7,Partai Demokrat,calon anggota legislatif,"AHMAD RIFAI SUFTIADI, SH",3602-00-0000-0701,Rp,,,,243650000,,243650000,
2,7,Partai Demokrat,calon anggota legislatif,H. A'ENG HAERUDIN,3602-00-0000-0702,Rp,,,,22000000,,22000000,
2,7,Partai Demokrat,calon anggota legislatif,Hj. UTARI SOEKANTO,3602-00-0000-0703,Rp,,,,92500000,,92500000,
2,7,Partai Demokrat,calon anggota legislatif,Drs. H. MACHYAR b MUSA,3602-00-0000-0704,Rp,,,,250000000,,250000000,
2,7,Partai Demokrat,calon anggota legislatif,"SON HAJI UJAJI, M.Si",3602-00-0000-0705,Rp,,,,325000000,,325000000,
2,7,Partai Demokrat,calon anggota legislatif,CEMINIA TINARI T,3602-00-0000-0706,Rp,,,,146500000,,146500000,
2,7,Partai Demokrat,calon anggota legislatif,HARTANTO EDHIE WIBOWO,3603-00-0000-0701,Rp,,,,679000000,,679000000,
2,7,Partai Demokrat,calon anggota legislatif,"Drs. H. WAHIDIN HALIM, M.Si",3603-00-0000-0702,Rp,,,,316000000,,316000000,
2,7,Partai Demokrat,calon anggota legislatif,"Hj. HIMMATUL ALYAH SETIAWATY, SH, MH",3603-00-0000-0703,Rp,,,,74955000,,74955000,
2,7,Partai Demokrat,calon anggota legislatif,FERRARI ROEMAWI,3603-00-0000-0704,Rp,,,,880500000,,880500000,
2,7,Partai Demokrat,calon anggota legislatif,HARLIATI ASTERLIN ESTININGSIH,3603-00-0000-0705,Rp,,,,64875000,,64875000,
2,7,Partai Demokrat,calon anggota legislatif,"DR. Dr. H. SARDJANA, Sp.OG-K,SH",3603-00-0000-0706,Rp,,,,705589763,,705589763,
2,7,Partai Demokrat,calon anggota legislatif,"TATYANA S. SUTARA, SE, M.Si",3603-00-0000-0707,Rp,,,,171801000,,171801000,
2,7,Partai Demokrat,calon anggota legislatif,"HARYONO EDI HERMAWAN ST, SE, MM",3603-00-0000-0708,Rp,,,,1415400000,,1415400000,
2,7,Partai Demokrat,calon anggota legislatif,HM. TRISNO SANTOSO,3603-00-0000-0709,Rp,,,,0,,0,
2,7,Partai Demokrat,calon anggota legislatif,BOYKE NOVRIZON,3603-00-0000-0710,Rp,,,,494775000,,494775000,
2,7,Partai Demokrat,calon anggota legislatif,dr. DIAN AGRILEODA SYAKHROZA,1701-00-0000-0701,Rp,,,,450716000,,450716000,
2,7,Partai Demokrat,calon anggota legislatif,"Ir. HR MUCHLIS YS., MM",1701-00-0000-0702,Rp,,,,71180000,,71180000,
2,7,Partai Demokrat,calon anggota legislatif,YURIEKA AJENG SEPTIRIANA,1701-00-0000-0703,Rp,,,,100000000,,100000000,
2,7,Partai Demokrat,calon anggota legislatif,"H. INDRA SUNANDAR, SE",1701-00-0000-0704,Rp,,,,170000000,,170000000,
2,7,Partai Demokrat,calon anggota legislatif,KRMT. ROY SURYO NOTODIPROJO,3401-00-0000-0701,Rp,,,,85000000,,85000000,
2,7,Partai Demokrat,calon anggota legislatif,"AGUS BASTIAN, SE, MM",3401-00-0000-0702,Rp,,,,381876400,,381876400,
2,7,Partai Demokrat,calon anggota legislatif,WAHYUTI LIMIANY RAHAYU,3401-00-0000-0703,Rp,,,,142500000,,142500000,
2,7,Partai Demokrat,calon anggota legislatif,AMBAR TJAHYONO,3401-00-0000-0704,Rp,,,,379800000,,379800000,
2,7,Partai Demokrat,calon anggota legislatif,LUCIA DESTINA KRISTIANTI,3401-00-0000-0705,Rp,,,,340000000,,340000000,
2,7,Partai Demokrat,calon anggota legislatif,LULUK PUJI RAHAYU,3401-00-0000-0706,Rp,,,,1000000000,,1000000000,
2,7,Partai Demokrat,calon anggota legislatif,JEMMY SETIAWAN,3401-00-0000-0707,Rp,,,,426000000,,426000000,
2,7,Partai Demokrat,calon anggota legislatif,PC PUTUT PRASETYO UJIANTO,3401-00-0000-0708,Rp,,,,97330000,,97330000,
2,7,Partai Demokrat,calon anggota legislatif,"HAYONO ISMAN, SIP",3101-00-0000-0701,Rp,,,,273300000,,273300000,
2,7,Partai Demokrat,calon anggota legislatif,"H. TRI YULIANTO, SH",3101-00-0000-0702,Rp,,,,390000000,,390000000,
2,7,Partai Demokrat,calon anggota legislatif,DWI ASTUTI WULANDARI,3101-00-0000-0703,Rp,,,,300000000,,300000000,
2,7,Partai Demokrat,calon anggota legislatif,"Letjen TNI (Purn) CORNEL SIMBOLON, M.Sc",3101-00-0000-0704,Rp,,,,257500000,,257500000,
2,7,Partai Demokrat,calon anggota legislatif,"EDWIN JANNERLI TANDJUNG, SE",3101-00-0000-0705,Rp,,,,0,,0,
2,7,Partai Demokrat,calon anggota legislatif,"Dra. Hj. LUKI WIDIASTUTI T,M.Hum",3101-00-0000-0706,Rp,,,,59500000,,59500000,
2,7,Partai Demokrat,calon anggota legislatif,Hj. MELANI LEIMENA SUHARLI,3102-00-0000-0701,Rp,,,,353000000,,353000000,
2,7,Partai Demokrat,calon anggota legislatif,DR. KASTORIUS SINAGA,3102-00-0000-0702,Rp,,,,161665800,,161665800,
2,7,Partai Demokrat,calon anggota legislatif,FADJAR SAMPURNO,3102-00-0000-0703,Rp,,,,153000000,,153000000,
2,7,Partai Demokrat,calon anggota legislatif,JENNY RACHMAN,3102-00-0000-0704,Rp,,,,203729010,,203729010,
2,7,Partai Demokrat,calon anggota legislatif,Ir. DARMIZAL MS,3102-00-0000-0705,Rp,,,,265278000,,265278000,
2,7,Partai Demokrat,calon anggota legislatif,LUKMANUL HAKIM,3102-00-0000-0706,Rp,,,,84200000,,84200000,
2,7,Partai Demokrat,calon anggota legislatif,"Hj. HASNAENI, SE, MM",3102-00-0000-0707,Rp,,,,117298200,,117298200,
2,7,Partai Demokrat,calon anggota legislatif,Dr. H. MARZUKI ALIE,3103-00-0000-0701,Rp,,,,570000000,,570000000,
2,7,Partai Demokrat,calon anggota legislatif,Hj. VERA FEBYANTHY,3103-00-0000-0702,Rp,,,,246000000,,246000000,
2,7,Partai Demokrat,calon anggota legislatif,PANANGIAN SIMANUNGKALIT,3103-00-0000-0703,Rp,,,,203875000,,203875000,
2,7,Partai Demokrat,calon anggota legislatif,"Dr. MUHAMMAD FARHAT ABBAS, SH, MH",3103-00-0000-0704,Rp,,,,44600000,,44600000,
2,7,Partai Demokrat,calon anggota legislatif,MEXICANA LEO HANANTO WIBOWO,3103-00-0000-0705,Rp,,,,331660000,,331660000,
2,7,Partai Demokrat,calon anggota legislatif,"AGATHA A. LIDYAWATI RAFLI, SH, MH",3103-00-0000-0706,Rp,,,,0,,0,
2,7,Partai Demokrat,calon anggota legislatif,"Dr. Hj. ANDI NURPATI, M.Pd",3103-00-0000-0707,Rp,,,,123150000,,123150000,
2,7,Partai Demokrat,calon anggota legislatif,"JULIANTO HENDRO CAHYONO, SE, MM",3103-00-0000-0708,Rp,,,,113707000,,113707000,
2,7,Partai Demokrat,calon anggota legislatif,"DR. Ir. H. GUSNAR ISMAIL, MM",7501-00-0000-0701,Rp,,,,149150000,,149150000,
2,7,Partai Demokrat,calon anggota legislatif,"AMAN HIOLA, SH",7501-00-0000-0702,Rp,,,,363750000,,363750000,
2,7,Partai Demokrat,calon anggota legislatif,"NAWIRA SYARIF DJIBRAN, SS",7501-00-0000-0703,Rp,,,,67000000,,67000000,
2,7,Partai Demokrat,calon anggota legislatif,"dr. Hj. INDRAWATI SUKADIS, M.Si",1501-00-0000-0701,Rp,,,,500000000,,500000000,
2,7,Partai Demokrat,calon anggota legislatif,Drs. H. SYOFYAN ALI,1501-00-0000-0702,Rp,,,,0,,0,
2,7,Partai Demokrat,calon anggota legislatif,Drs. H. ZULFIKAR ACHMAD,1501-00-0000-0703,Rp,,,,0,,0,
2,7,Partai Demokrat,calon anggota legislatif,"DIPO NURHADI ILHAM, MBA",1501-00-0000-0704,Rp,,,,752000000,,752000000,
2,7,Partai Demokrat,calon anggota legislatif,"H. AHMAD SUBANDI BUDIANTO, SE, MM",1501-00-0000-0705,Rp,,,,546202750,,546202750,
2,7,Partai Demokrat,calon anggota legislatif,"CAMELIA PUJI ASTUTI S.Sn, MA",1501-00-0000-0706,Rp,,,,594000000,,594000000,
2,7,Partai Demokrat,calon anggota legislatif,LIA YULIA SUMANTRI,1501-00-0000-0707,Rp,,,,0,,0,
2,7,Partai Demokrat,calon anggota legislatif,"H. AGUNG BUDI SANTOSO, SH, MM",3201-00-0000-0701,Rp,,,,38440000,,38440000,
2,7,Partai Demokrat,calon anggota legislatif,"DR. KIKIT WIRIANTI SUGATA, SH",3201-00-0000-0702,Rp,,,,150000000,,150000000,
2,7,Partai Demokrat,calon anggota legislatif,"H. DADAY HUDAYA, SH, MH",3201-00-0000-0703,Rp,,,,325000000,,325000000,
2,7,Partai Demokrat,calon anggota legislatif,"YETTI HERYATI, SH",3201-00-0000-0704,Rp,,,,553000000,,553000000,
2,7,Partai Demokrat,calon anggota legislatif,"H. SUGIANTO NANGOLAH, SH, MH",3201-00-0000-0705,Rp,,,,116000000,,116000000,
2,7,Partai Demokrat,calon anggota legislatif,"Drs. H.M. SANI ALAMSYAH, SH, MBL",3201-00-0000-0706,Rp,,,,34500000,,34500000,
2,7,Partai Demokrat,calon anggota legislatif,"DYAH PROBONDARI, SH, M.Kn",3201-00-0000-0707,Rp,,,,73000000,,73000000,
2,7,Partai Demokrat,calon anggota legislatif,"DEDE YUSUF MACAN EFFENDI, ST",3202-00-0000-0701,Rp,,,,121000000,,121000000,
2,7,Partai Demokrat,calon anggota legislatif,DR. Hj. R. ADJENG RATNA SUMINAR,3202-00-0000-0702,Rp,,,,260500000,,260500000,
2,7,Partai Demokrat,calon anggota legislatif,Ir. H. ROESTANTO WAHIDI D. MM,3202-00-0000-0703,Rp,,,,369370000,,369370000,
2,7,Partai Demokrat,calon anggota legislatif,Dra. ERNA WISMAYA,3202-00-0000-0704,Rp,,,,112524500,,112524500,
2,7,Partai Demokrat,calon anggota legislatif,DANNI G. ARSAMANGGALA,3202-00-0000-0705,Rp,,,,1106866593,,1106866593,
2,7,Partai Demokrat,calon anggota legislatif,EFI SUSILOWATI,3202-00-0000-0706,Rp,,,,140000000,,140000000,
2,7,Partai Demokrat,calon anggota legislatif,"H. YAN JUANDA SAPUTRA, SH, MH, MM, M.Si",3202-00-0000-0707,Rp,,,,547762500,,547762500,
2,7,Partai Demokrat,calon anggota legislatif,"DIMAS ANUGERAH ADIASA, S.Sos, MM",3202-00-0000-0708,Rp,,,,78150000,,78150000,
2,7,Partai Demokrat,calon anggota legislatif,"Drs. H. BUDI HENDRARTO, MM, Ph.D",3202-00-0000-0709,Rp,,,,29000000,,29000000,
2,7,Partai Demokrat,calon anggota legislatif,"ASKANDI YUSRA, MM, Msi",3202-00-0000-0710,Rp,,,,475000000,,475000000,
2,7,Partai Demokrat,calon anggota legislatif,"DR. SJARIFUDDIN HASAN, MM, MBA",3203-00-0000-0701,Rp,,,,287300000,,287300000,
2,7,Partai Demokrat,calon anggota legislatif,"Prof. Dr. dr. Hj. A. DINAJANI SETIAWATI H. MAHDI, Sp. PD, Sp. KL, SH",3203-00-0000-0702,Rp,,,,120500000,,120500000,
2,7,Partai Demokrat,calon anggota legislatif,"SRI HIDAYATI, SP",3203-00-0000-0703,Rp,,,,315000000,,315000000,
2,7,Partai Demokrat,calon anggota legislatif,Drs. SUPOMO,3203-00-0000-0704,Rp,,,,224000000,,224000000,
2,7,Partai Demokrat,calon anggota legislatif,"AKHMAD SUHAIMI, SH",3203-00-0000-0705,Rp,,,,69000000,,69000000,
2,7,Partai Demokrat,calon anggota legislatif,DADAN KURNIAWAN,3203-00-0000-0706,Rp,,,,290450000,,290450000,
2,7,Partai Demokrat,calon anggota legislatif,IMELDA SARI,3203-00-0000-0707,Rp,,,,150100000,,150100000,
2,7,Partai Demokrat,calon anggota legislatif,DEIBEL EFFENDI,3203-00-0000-0708,Rp,,,,45000000,,45000000,
2,7,Partai Demokrat,calon anggota legislatif,"NURHAYANI PANE, SH",3203-00-0000-0709,Rp,,,,121000000,,121000000,
2,7,Partai Demokrat,calon anggota legislatif,"INGRID MARIA PALUPI KANSIL, S.SOS",3204-00-0000-0701,Rp,,,,62400000,,62400000,
2,7,Partai Demokrat,calon anggota legislatif,PASHA ISMAYA SUKARDI,3204-00-0000-0702,Rp,,,,260750000,,260750000,
2,7,Partai Demokrat,calon anggota legislatif,"HAMKA HALKAM, SE, MBA",3204-00-0000-0703,Rp,,,,50325000,,50325000,
2,7,Partai Demokrat,calon anggota legislatif,"Ir. HERBERT LUBIS, MSE, MBA",3204-00-0000-0704,Rp,,,,106023000,,106023000,
2,7,Partai Demokrat,calon anggota legislatif,Dra. LINDA AGUSTINI ARITONANG,3204-00-0000-0705,Rp,,,,38000000,,38000000,
2,7,Partai Demokrat,calon anggota legislatif,"IR. H. M. ISMIRHAM SAWALUDDIN, CES, MM",3204-00-0000-0706,Rp,,,,130000000,,130000000,
2,7,Partai Demokrat,calon anggota legislatif,"MAX SOPACUA, SE",3205-00-0000-0701,Rp,,,,195500000,,195500000,
2,7,Partai Demokrat,calon anggota legislatif,ANTON SUKARTONO SURATTO,3205-00-0000-0702,Rp,,,,125650000,,125650000,
2,7,Partai Demokrat,calon anggota legislatif,"HJ. WIENDRADININGSIH, S.SOS",3205-00-0000-0703,Rp,,,,47700000,,47700000,
2,7,Partai Demokrat,calon anggota legislatif,H. M. SYAIFUL ANWAR,3205-00-0000-0704,Rp,,,,129100000,,129100000,
2,7,Partai Demokrat,calon anggota legislatif,"SURYA KUSUMANEGARA, SE",3205-00-0000-0705,Rp,,,,45975000,,45975000,
2,7,Partai Demokrat,calon anggota legislatif,"NUR HAFIZAH, SH",3205-00-0000-0706,Rp,,,,95000000,,95000000,
2,7,Partai Demokrat,calon anggota legislatif,MUHAMMAD AZHARI,3205-00-0000-0707,Rp,,,,0,,0,
2,7,Partai Demokrat,calon anggota legislatif,IGNATIUS MULYONO,3205-00-0000-0708,Rp,,,,82000000,,82000000,
2,7,Partai Demokrat,calon anggota legislatif,"R. RORO TRI PONNINGSIH, SS",3205-00-0000-0709,Rp,,,,296300000,,296300000,
2,7,Partai Demokrat,calon anggota legislatif,DRS. PARLINDUNGAN HUTABARAT,3206-00-0000-0701,Rp,,,,234000000,,234000000,
2,7,Partai Demokrat,calon anggota legislatif,"H. HARRY WITJAKSONO, SH",3206-00-0000-0702,Rp,,,,284203578,,284203578,
2,7,Partai Demokrat,calon anggota legislatif,"HJ. LESTARI YUSENO, SH",3206-00-0000-0703,Rp,,,,533312000,,533312000,
2,7,Partai Demokrat,calon anggota legislatif,"FARIANI SUGIHARTO, B.Sc, MBA",3206-00-0000-0704,Rp,,,,873930000,,873930000,
2,7,Partai Demokrat,calon anggota legislatif,H. ABDULLAH MAKY,3206-00-0000-0705,Rp,,,,0,,0,
2,7,Partai Demokrat,calon anggota legislatif,WILIAM H SIRAIT,3206-00-0000-0706,Rp,,,,200000000,,200000000,
2,7,Partai Demokrat,calon anggota legislatif,"SAAN MUSTOPA, M.Si",3207-00-0000-0701,Rp,,,,220000000,,220000000,
2,7,Partai Demokrat,calon anggota legislatif,"Ir. H. HARI KARTANA, MM, Ph.D, D.Sc",3207-00-0000-0702,Rp,,,,137000000,,137000000,
2,7,Partai Demokrat,calon anggota legislatif,"DHIANA ANWAR, SH",3207-00-0000-0703,Rp,,,,0,,0,
2,7,Partai Demokrat,calon anggota legislatif,"DR. Hj. HAMIDAH HAMID, M.Si",3207-00-0000-0704,Rp,,,,296700000,,296700000,
2,7,Partai Demokrat,calon anggota legislatif,"H. MUNAWAR FUAD, M.Ag",3207-00-0000-0705,Rp,,,,418169000,,418169000,
2,7,Partai Demokrat,calon anggota legislatif,"H.M. ACHDAR SUDRADJAT, S.Sos",3207-00-0000-0706,Rp,,,,80950000,,80950000,
2,7,Partai Demokrat,calon anggota legislatif,"Ir. Hj. ADINDA YUANITA, MT",3207-00-0000-0707,Rp,,,,250000000,,250000000,
2,7,Partai Demokrat,calon anggota legislatif,"KOKO ABDUL KODIR, SE",3207-00-0000-0708,Rp,,,,270101000,,270101000,
2,7,Partai Demokrat,calon anggota legislatif,Ir. RASWARI,3207-00-0000-0709,Rp,,,,69000000,,69000000,
2,7,Partai Demokrat,calon anggota legislatif,dr. HM. TAUFIQ ABDUL HAKIM,3207-00-0000-0710,Rp,,,,486075000,,486075000,
2,7,Partai Demokrat,calon anggota legislatif,"Ir. E. HERMAN KHAERON, M.Si",3208-00-0000-0701,Rp,,,,0,,0,
2,7,Partai Demokrat,calon anggota legislatif,drg. LINTANG PRAMESTI,3208-00-0000-0702,Rp,,,,207250000,,207250000,
2,7,Partai Demokrat,calon anggota legislatif,"Drs. H. MOHAMAD SUKRI, MM",3208-00-0000-0703,Rp,,,,70000000,,70000000,
2,7,Partai Demokrat,calon anggota legislatif,Drs. S. BUDDHY HARTONO,3208-00-0000-0704,Rp,,,,85000000,,85000000,
2,7,Partai Demokrat,calon anggota legislatif,"Drs. M. UTOMO ABDUL KARIM T., SH",3208-00-0000-0705,Rp,,,,165100000,,165100000,
2,7,Partai Demokrat,calon anggota legislatif,"HASMAYATI, SE, MM",3208-00-0000-0706,Rp,,,,503000000,,503000000,
2,7,Partai Demokrat,calon anggota legislatif,PANGERAN HAERUDIN KAPRABON,3208-00-0000-0707,Rp,,,,0,,0,
2,7,Partai Demokrat,calon anggota legislatif,HIDAYANTI,3208-00-0000-0708,Rp,,,,275000000,,275000000,
2,7,Partai Demokrat,calon anggota legislatif,Drs. AHMAD DHARSONO,3208-00-0000-0709,Rp,,,,0,,0,
2,7,Partai Demokrat,calon anggota legislatif,"H. YUSYUS KUSWANDANA, SH",3209-00-0000-0701,Rp,,,,135000000,,135000000,
2,7,Partai Demokrat,calon anggota legislatif,"LINDA MEGAWATI, SE",3209-00-0000-0702,Rp,,,,183700000,,183700000,
2,7,Partai Demokrat,calon anggota legislatif,H.M.A.S ALEX ASMA SOEBRATA,3209-00-0000-0703,Rp,,,,0,,0,
2,7,Partai Demokrat,calon anggota legislatif,Ir. H. ADI GUNAWAN,3209-00-0000-0704,Rp,,,,162500000,,162500000,
2,7,Partai Demokrat,calon anggota legislatif,"LIS DEDEH, SH, SE, MM",3209-00-0000-0705,Rp,,,,145260000,,145260000,
2,7,Partai Demokrat,calon anggota legislatif,"T. CEPPY SUBHAN SOLICHIN, SE",3209-00-0000-0706,Rp,,,,175500000,,175500000,
2,7,Partai Demokrat,calon anggota legislatif,"DR. H. NANA RUKMANA, DRS, MH",3209-00-0000-0707,Rp,,,,145000000,,145000000,
2,7,Partai Demokrat,calon anggota legislatif,Hj. TINTIN HENDRAYANI,3209-00-0000-0708,Rp,,,,101500000,,101500000,
2,7,Partai Demokrat,calon anggota legislatif,"DIDI IRAWADI SYAMSUDIN, SH, LLM",3210-00-0000-0701,Rp,,,,215000000,,215000000,
2,7,Partai Demokrat,calon anggota legislatif,"H. AMIN SANTONO, S.Sos",3210-00-0000-0702,Rp,,,,292440000,,292440000,
2,7,Partai Demokrat,calon anggota legislatif,"Hj. Y. SITI SOFIAH, SE",3210-00-0000-0703,Rp,,,,1071850000,,1071850000,
2,7,Partai Demokrat,calon anggota legislatif,MAYJEN TNI (PURN) H. SYAFEI NASUTION,3210-00-0000-0704,Rp,,,,100000000,,100000000,
2,7,Partai Demokrat,calon anggota legislatif,NURIDIN SUMAWINATA,3210-00-0000-0705,Rp,,,,44400000,,44400000,
2,7,Partai Demokrat,calon anggota legislatif,Dra. Hj. DEWI MARDALELA,3210-00-0000-0706,Rp,,,,7700000,,7700000,
2,7,Partai Demokrat,calon anggota legislatif,"Dra. Hj. IRMA BASTAMAN HARIS, MM",3210-00-0000-0707,Rp,,,,567910000,,567910000,
2,7,Partai Demokrat,calon anggota legislatif,"MAYJEN TNI (PURN) H. YAHYA SACAWIRIA, SIP, MM",3211-00-0000-0701,Rp,,,,344942000,,344942000,
2,7,Partai Demokrat,calon anggota legislatif,"NURUL IMAN MUSTOPA, MA",3211-00-0000-0702,Rp,,,,115000000,,115000000,
2,7,Partai Demokrat,calon anggota legislatif,"SITI MUFATTAHAH, Psi",3211-00-0000-0703,Rp,,,,318000000,,318000000,
2,7,Partai Demokrat,calon anggota legislatif,"Drs. CECEP SUHARDIMAN, SH, MH",3211-00-0000-0704,Rp,,,,0,,0,
2,7,Partai Demokrat,calon anggota legislatif,RUDIANTO,3211-00-0000-0705,Rp,,,,34500000,,34500000,
2,7,Partai Demokrat,calon anggota legislatif,"Dra. MUNIFAH SYANWANI, M.Si",3211-00-0000-0706,Rp,,,,253725000,,253725000,
2,7,Partai Demokrat,calon anggota legislatif,"Hj. FYNA MAHDALIA, BBA",3211-00-0000-0707,Rp,,,,130000000,,130000000,
2,7,Partai Demokrat,calon anggota legislatif,"HILDA THAWILA, S.Sos",3211-00-0000-0708,Rp,,,,0,,0,
2,7,Partai Demokrat,calon anggota legislatif,H. GAGAN MOHAMMAD,3211-00-0000-0709,Rp,,,,255350000,,255350000,
2,7,Partai Demokrat,calon anggota legislatif,Drs. H. SALI ISKANDAR,3211-00-0000-0710,Rp,,,,70000000,,70000000,
2,7,Partai Demokrat,calon anggota legislatif,"Ir. AGUS HERMANTO, MM",3301-00-0000-0701,Rp,,,,136500000,,136500000,
2,7,Partai Demokrat,calon anggota legislatif,"A. BRAHMANA, SE, M.Si",3301-00-0000-0702,Rp,,,,195000000,,195000000,
2,7,Partai Demokrat,calon anggota legislatif,PUTRI PERMATA SARI,3301-00-0000-0703,Rp,,,,0,,0,
2,7,Partai Demokrat,calon anggota legislatif,"H. AGUS DANI SRIYANTO, SH",3301-00-0000-0704,Rp,,,,741698720,,741698720,
2,7,Partai Demokrat,calon anggota legislatif,INTAN CAHAYAWATI,3301-00-0000-0705,Rp,,,,0,,0,
2,7,Partai Demokrat,calon anggota legislatif,"Dr. Ir. GUNAWAN ADJI, MT",3301-00-0000-0706,Rp,,,,635000000,,635000000,
2,7,Partai Demokrat,calon anggota legislatif,TITA SITI SETIAWATY,3301-00-0000-0707,Rp,,,,15825000,,15825000,
2,7,Partai Demokrat,calon anggota legislatif,THIRZA MOHAMMAD IMRAN,3301-00-0000-0708,Rp,,,,37597000,,37597000,
2,7,Partai Demokrat,calon anggota legislatif,"Dr. H. SUBYAKTO, SH, MH, MM",3302-00-0000-0701,Rp,,,,223512000,,223512000,
2,7,Partai Demokrat,calon anggota legislatif,"MUHAMMAD RAHADIAN SYARIF, SH",3302-00-0000-0702,Rp,,,,245866800,,245866800,
2,7,Partai Demokrat,calon anggota legislatif,Dra. SULY BUDHI AMININGSIH,3302-00-0000-0703,Rp,,,,43850000,,43850000,
2,7,Partai Demokrat,calon anggota legislatif,Ir. H. IRYANTO MUCHYI,3302-00-0000-0704,Rp,,,,0,,0,
2,7,Partai Demokrat,calon anggota legislatif,AFRONI IMAWAN,3302-00-0000-0705,Rp,,,,465000000,,465000000,
2,7,Partai Demokrat,calon anggota legislatif,"Hj. RATIH WIDYAWATI, SE",3302-00-0000-0706,Rp,,,,135000000,,135000000,
2,7,Partai Demokrat,calon anggota legislatif,NINA MARYATI,3302-00-0000-0707,Rp,,,,43425000,,43425000,
2,7,Partai Demokrat,calon anggota legislatif,"Ir. DJOKO UDJIANTO, MM",3303-00-0000-0701,Rp,,,,626812000,,626812000,
