lembaga,tahun,id_provinsi,nama_provinsi,id_dapil,nama_dapil,id_partai,nama_partai,urutan,id,nama,jenis_kelamin,agama,tempat_lahir,tanggal_lahir,status_perkawinan,nama_pasangan,jumlah_anak,kelurahan_tinggal,kecamatan_tinggal,kab_kota_tinggal,provinsi_tinggal,foto_url,tanggal_mulai,tanggal_berakhir,keterangan
DPR,2009,92,Pabar,9201-00-0000,Pabar,7,PARTAI DEMOKRAT,2,DPR152,"Michael Wattimena, SE. MM",L,Kristen Protestan,Itawaka,1969-01-12,Kawin,Linda Octavia Silano,,,,,,,,,
DPR,2009,92,Pabar,9201-00-0000,Pabar,5,PARTAI GOLONGAN KARYA,2,DPR153,"Irene Manibuy, SH",P,Katolik,Bintuni,1962-02-19,Kawin,Vincent C Queipo,2,,,,,,,,
DPR,2009,92,Pabar,9201-00-0000,Pabar,5,PARTAI GOLONGAN KARYA,1,DPR154,Robert Joppy Kardinal,L,Kristen Protestan,Sorong,1960-04-07,Kawin,Wiwik Ariyani,4,,,,,,,,
DPR,2009,91,Papua,9101-00-0000,Papua,7,PARTAI DEMOKRAT,3,DPR155,Etha Bulo,P,Kristen Protestan,Kolaka,1950-04-21,Kawin,Alex Mapaliey,4,,,,,,,,
DPR,2009,91,Papua,9101-00-0000,Papua,7,PARTAI DEMOKRAT,12,DPR156,Diaz Gwijangge,L,Kristen Protestan,Mapnduma,1974-11-27,Kawin,"Keriana Nirigi, AMD, PAR",3,,,,,,,,
DPR,2009,91,Papua,9101-00-0000,Papua,7,PARTAI DEMOKRAT,2,DPR157,"Ir. S. Milton Pakpahan, MM",L,Kristen,Jakarta,1963-09-02,Kawin,Dr. Merry L. Silalahi,3,,,,,,,,
DPR,2009,91,Papua,9101-00-0000,Papua,5,PARTAI GOLONGAN KARYA,2,DPR158,"Paskalis Kossay,S.Pd,MM",L,Katolik,Elegaima,1963-03-12,Kawin,Rosmina Ruby,3,,,,,,,,
DPR,2009,91,Papua,9101-00-0000,Papua,5,PARTAI GOLONGAN KARYA,1,DPR159,Yorriys Raweyai,L,Kristen Protestan,Serui,1951-01-28,Kawin,Olga Olivia,5,,,,,,,,
DPR,2009,91,Papua,9101-00-0000,Papua,5,PARTAI GOLONGAN KARYA,3,DPR160,"Agustina Basik-Basik, S.SOS.MM",P,,Merauke,1950-08-25,Kawin,Ignatius Tikul Ndiken (Alm),4,,,,,,,,
DPR,2009,91,Papua,9101-00-0000,Papua,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,1,DPR161,Manuel Kaisiepo,L,Kristen,Biak,1953-12-25,Kawin,Erna Rismawati,3,,,,,,,,
DPR,2009,91,Papua,9101-00-0000,Papua,8,PARTAI AMANAT NASIONAL,2,DPR162,"H. Jamaluddin Jafar, SH",L,Islam,Pinrang,1955-04-24,Kawin,Refda Halim,3,,,,,,,,
DPR,2009,91,Papua,9101-00-0000,Papua,2,PARTAI KEBANGKITAN BANGSA,3,DPR163,Peggi Patricia Pattipi,P,Islam,Malang,1965-08-18,Kawin,H.Abdul Muis,2,,,,,,,,
DPR,2009,91,Papua,9101-00-0000,Papua,10,PARTAI HATI NURANI RAKYAT,1,DPR164,Drs. M. Ali Kastella,L,Islam,Fak-fak,1959-05-06,Kawin,"Dra. Hj.Yuyun Nuriah, M.Si",3,,,,,,,,
DPR,2009,76,Sulbar,7601-00-0000,Sulbar,7,PARTAI DEMOKRAT,1,DPR165,Mayjen TNI (Purn) Salim Mengga,L,Islam,"Pambusuang, Sulawesi Barat",1951-08-24,Kawin,Fatmawaty,3,,,,,,,,
DPR,2009,76,Sulbar,7601-00-0000,Sulbar,5,PARTAI GOLONGAN KARYA,1,DPR166,Drs.. H. Ibnu Munzir,L,Islam,Jene ponto,1960-11-11,Kawin,Hj. Nuraida Djamaluddin. SH,4,,,,,,,,
DPR,2009,76,Sulbar,7601-00-0000,Sulbar,8,PARTAI AMANAT NASIONAL,2,DPR167,"H. Hendra S. Singkarru, SE",L,Islam,Polewali,1959-12-20,Kawin,Rita Puspita,3,,,,,,,,
DPR,2009,61,Kalbar,6101-00-0000,Kalbar,7,PARTAI DEMOKRAT,2,DPR168,"Albert Yaputra, S.Sos",L,Budha,Jakarta,1957-10-08,Kawin,Suriaty Taufiq,3,,,,,,,,
DPR,2009,61,Kalbar,6101-00-0000,Kalbar,7,PARTAI DEMOKRAT,4,DPR169,Lim Sui Khiang,L,Katolik,Pontianak,1960-04-18,Kawin,Alice Antonius,2,,,,,,,,
DPR,2009,61,Kalbar,6101-00-0000,Kalbar,9,PARTAI PERSATUAN PEMBANGUNAN,1,DPR170,H. Usman Ja'far,L,Islam,Sekadau,1951-09-10,Kawin,Hj. Maya Damajanti,4,,,,,,,,
DPR,2009,61,Kalbar,6101-00-0000,Kalbar,5,PARTAI GOLONGAN KARYA,5,DPR171,"Drs. Kamaruddin Sjam, MM.",L,Islam,Ketapang,1947-05-22,Kawin,"Dra. Ida Sundari, MM",6,,,,,,,,
DPR,2009,61,Kalbar,6101-00-0000,Kalbar,8,PARTAI AMANAT NASIONAL,1,DPR172,"H. Sukiman, S.Pd. MM",L,Islam,Nanga Pak,1968-07-15,Kawin,"Hj. Kusniatri, S.Pd",1,,,,,,,,
DPR,2009,61,Kalbar,6101-00-0000,Kalbar,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,3,DPR173,dr. Karolin Margaret Natasa,P,Katolik,Mempawah,1982-03-12,Kawin,Dr. Adhy Nugroho,,,,,,,,,
DPR,2009,61,Kalbar,6101-00-0000,Kalbar,5,PARTAI GOLONGAN KARYA,1,DPR174,Ir. H. Zulfadhli,L,Islam,Pontianak,1965-03-21,Kawin,Heni Handayani,2,,,,,,,,
DPR,2009,61,Kalbar,6101-00-0000,Kalbar,3,PARTAI KEADILAN SEJAHTERA,1,DPR175,Rahman Amin,L,Islam,Jakarta,1967-01-11,Kawin,Dwi Handayani S,7,,,,,,,,
DPR,2009,61,Kalbar,6101-00-0000,Kalbar,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,1,DPR176,Ir. Dolfie OFP,L,Kristen Protestan,"Kijang, Kep Riau",1968-10-27,Kawin,Nita E.L.L,,,,,,,,,
DPR,2009,64,Kaltim,6401-00-0000,Kaltim,7,PARTAI DEMOKRAT,2,DPR177,"Drs. H. Yusran Aspar, M.Si",L,Islam,Paser,1952-01-28,Kawin,Hj. Rustini Yusran,5,,,,,,,,"Drs. H. Yusran Aspar, M.Si digantikan oleh Nor Baiti melalui Pergantian Antar Waktu pada Desember 2013"
DPR,2009,61,Kalbar,6101-00-0000,Kalbar,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,2,DPR178,"Lasarus, S.Sos",L,Katolik,Pauh Desa,1970-06-13,Kawin,Silvia Yati,3,,,,,,,,
DPR,2009,64,Kaltim,6401-00-0000,Kaltim,7,PARTAI DEMOKRAT,1,DPR179,Prof. Dr. (HC). Hj. Adji Farida Padmo Ardans,P,Islam,Tenggarong,1939-10-01,Kawin,"HM. Ardans, SH (Alm)",5,,,,,,,,
DPR,2009,64,Kaltim,6401-00-0000,Kaltim,5,PARTAI GOLONGAN KARYA,1,DPR180,"Mahyudin, ST, MM",L,Islam,Tanjung,1970-06-08,Kawin,Agati Suli,4,,,,,,,,
DPR,2009,64,Kaltim,6401-00-0000,Kaltim,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,1,DPR181,"Ir. H. Izedrik Emir Moeis, M.Sc",L,Islam,Jakarta,1950-08-27,Kawin,"Drg. Anita Sunggoro, SpKGA",5,,,,,,,,
DPR,2009,64,Kaltim,6401-00-0000,Kaltim,3,PARTAI KEADILAN SEJAHTERA,1,DPR182,Aus Hidayat Nur,L,Islam,Garut,1961-07-20,Kawin,Susanti,6,,,,,,,,
DPR,2009,64,Kaltim,6401-00-0000,Kaltim,9,PARTAI PERSATUAN PEMBANGUNAN,1,DPR183,"Nanang Sulaeman, SE.",L,Islam,Samarinda,1961-12-23,Kawin,Hj. Eka Herliviana,3,,,,,,,,
DPR,2009,64,Kaltim,6401-00-0000,Kaltim,6,PARTAI GERAKAN INDONESIA RAYA,1,DPR184,Desmond Junaidi Mahesa,L,Islam,Banjarmasin,1965-12-12,Kawin,Nurnaningsih,2,,,,,,,,
DPR,2009,63,Kalsel,6301-00-0000,Kalsel I,7,PARTAI DEMOKRAT,1,DPR185,Drs. H. Taufq Effendi,L,Islam,Barabai (Kalsel),1941-04-12,Kawin,Sri Widiati,1,,,,,,,,Drs. H. Taufq Effendi digantikan oleh IMAN TJAHYA ABDULLAH melalui Pergantian Antar Waktu pada Juni 2013
DPR,2009,63,Kalsel,6301-00-0000,Kalsel I,5,PARTAI GOLONGAN KARYA,1,DPR186,Ir. H. Ahmadi Noor Supit,L,Islam,Purwakarta,1957-09-01,Kawin,"Dr. Hj. Reyna Usman, MM",3,,,,,,,,
DPR,2009,63,Kalsel,6301-00-0000,Kalsel I,3,PARTAI KEADILAN SEJAHTERA,1,DPR187,"ABOE BAKAR, SE.",L,Islam,Jakarta,1964-10-15,Kawin,Fitrita,4,,,,,,,,
DPR,2009,63,Kalsel,6301-00-0000,Kalsel I,8,PARTAI AMANAT NASIONAL,2,DPR188,Prof. Dr. Ismet Ahmad,L,Islam,Nagara,1945-02-26,Kawin,Hj. Fauthyda,2,,,,,,,,
DPR,2009,63,Kalsel,6301-00-0000,Kalsel I,9,PARTAI PERSATUAN PEMBANGUNAN,1,DPR189,"H. Syaifullah Tamliha, S.PI, MS",L,Islam,Hulu Sungai Utara,1969-05-18,Kawin,"Hj. Patmah, SP",3,,,,,,,,
DPR,2009,63,Kalsel,6301-00-0000,Kalsel I,2,PARTAI KEBANGKITAN BANGSA,1,DPR190,"Drs. Bambang Heri Purnama, ST",L,Islam,Mataram,1967-04-25,Kawin,Hj. Haryati,5,,,,,,,,H. Bambang Heri Purnama digantikan oleh H. Husni Nurin melalui Pergantian Antar Waktu pada Juni 2013
DPR,2009,63,Kalsel,6302-00-0000,Kalsel II,7,PARTAI DEMOKRAT,1,DPR191,Ir. H. Asfihani,L,Islam,Banjarmasin,1961-01-20,Kawin,Cahyani Roosmiharti,2,,,,,,,,
DPR,2009,63,Kalsel,6302-00-0000,Kalsel II,5,PARTAI GOLONGAN KARYA,1,DPR192,"H. Gusti Iskandar Sukma Alamsyah, SE",L,Islam,Banjarmasin,1959-01-27,Kawin,Evie Setyawati,9,,,,,,,,
DPR,2009,63,Kalsel,6302-00-0000,Kalsel II,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,1,DPR193,H. Bahrudin Syarkawie,L,Islam,Kertak Hanyar,1950-07-18,Kawin,Hj. Siti Noor Ainah,2,,,,,,,,
DPR,2009,63,Kalsel,6302-00-0000,Kalsel II,3,PARTAI KEADILAN SEJAHTERA,1,DPR194,"Hb. Ir. Nabiel Al Musawa, M.Si",L,Islam,Cianjur,1967-05-05,Kawin,"SY. Helda Al-Hadad, SE",4,,,,,,,,
DPR,2009,63,Kalsel,6302-00-0000,Kalsel II,9,PARTAI PERSATUAN PEMBANGUNAN,1,DPR195,"H. M. Aditya Mufti Arifin, SH",L,Islam,Banjar Baru,1984-03-21,Belum Kawin,,,,,,,,,,
DPR,2009,64,Kaltim,6401-00-0000,Kaltim,5,PARTAI GOLONGAN KARYA,2,DPR196,"Dr. Ir. Hertifah, MPP",P,Islam,Bandung,1964-10-30,Kawin,"Ir. Siswanda HS, MPM",6,,,,,,,,
DPR,2009,32,Jabar,3201-00-0000,Jabar I,7,PARTAI DEMOKRAT,1,DPR197,"R. AGUNG BUDI SANTOSO, SH",L,Islam,Pekalongan,1966-11-13,Kawin,Endah winarti,2,,,,,,,,
DPR,2009,32,Jabar,3201-00-0000,Jabar I,7,PARTAI DEMOKRAT,2,DPR198,"H. DADAY HUDAYA, SH, MH",L,Islam,Tasikmalaya,1961-02-22,Kawin,"Hj, Nia Seniawati",2,,,,,,,,
DPR,2009,32,Jabar,3201-00-0000,Jabar I,7,PARTAI DEMOKRAT,3,DPR199,YETTI HERYATI,P,Islam,Ciamis,1958-09-03,Kawin,Priyono Atmosusilo,2,,,,,,,,
DPR,2009,32,Jabar,3201-00-0000,Jabar I,5,PARTAI GOLONGAN KARYA,1,DPR200,DRA. POPONG OTJE DJUNDJUNAN,P,Islam,Bandung,1938-12-30,Kawin,R Otje Djundjunan (Alm),4,,,,,,,,
DPR,2009,32,Jabar,3201-00-0000,Jabar I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,1,DPR201,DRS. H. SETIA PERMANA,L,Islam,Bandung,1956-08-01,Kawin,"Drg. Emma Rachmawati, M.Kes",3,,,,,,,,"Setia Permana, Drs., H. Meninggal Dunia digantikan oleh Ir. KETUT SUSTIAWAN"
DPR,2009,32,Jabar,3201-00-0000,Jabar I,3,PARTAI KEADILAN SEJAHTERA,1,DPR202,Ir. Arif Minardi (PAW menggantikan Suharna Surapranata),L,Islam,Lumajang,1960-11-16,Kawin,Ir. Gariswari,3,,,,,,,,"Arif Minardi, Ir. Pengganti Antar Waktu Drs. H. Suhana Surapranata, MT (Menjadi Menteri Riset dan Teknologi)"
DPR,2009,32,Jabar,3201-00-0000,Jabar I,3,PARTAI KEADILAN SEJAHTERA,2,DPR203,"HJ. LEDIA HANIFA AMALIAH, SSI, MPSI.T",P,Islam,Jakarta,1969-04-30,Kawin,"Drs. Bahtiar Sunasto, MS",4,,,,,,,,
DPR,2009,32,Jabar,3210-00-0000,Jabar X,7,PARTAI DEMOKRAT,1,DPR204,"DIDI IRAWADI SYAMSUDIN, SH, LLM.",L,Islam,Jakarta,1965-12-28,Kawin,Disye Ayu Nilasari,3,,,,,,,,
DPR,2009,32,Jabar,3210-00-0000,Jabar X,7,PARTAI DEMOKRAT,3,DPR205,"H. AMIN SANTONO, S.Sos",L,Islam,Kuningan,1949-04-25,Kawin,Hj. Yoyoh Rukiyah,3,,,,,,,,
DPR,2009,32,Jabar,3210-00-0000,Jabar X,5,PARTAI GOLONGAN KARYA,4,DPR206,DRS. AGUN GUNANJAR SUDARSA,L,Islam,Bandung,1958-11-13,Kawin,Lilis Sulaeha,1,,,,,,,,
DPR,2009,32,Jabar,3210-00-0000,Jabar X,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,2,DPR207,"PUTI GUNTUR SOEKARNO, S.IP",P,Islam,Jakarta,1971-06-26,Kawin,Johansyah Jaya Kameron,2,,,,,,,,
DPR,2009,32,Jabar,3210-00-0000,Jabar X,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,1,DPR208,"DRS. M. NURDIN, MM",L,Islam,Kuningan,1946-02-06,Kawin,Dra. Yusie Nurdin,2,,,,,,,,
DPR,2009,32,Jabar,3210-00-0000,Jabar X,3,PARTAI KEADILAN SEJAHTERA,1,DPR209,"KH. DR. SURAHMAN HIDAYAT, MA",L,Islam,Ciamis,1957-05-13,Kawin,Dra. Hj. Cucung Nining,4,,,,,,,,
DPR,2009,32,Jabar,3210-00-0000,Jabar X,8,PARTAI AMANAT NASIONAL,1,DPR210,IR. CHANDRA TIRTA WIJAYA,L,Islam,Palembang,1966-06-25,Kawin,R. Emmy Sumangkut,3,,,,,,,,
DPR,2009,32,Jabar,3211-00-0000,Jabar XI,7,PARTAI DEMOKRAT,1,DPR211,"MAYJEN TNI (PURN) YAHYA SACAWIRIA, S.IP,MM",L,Islam,Tasik Malaya,1946-09-21,Kawin,Yuni Handayani,2,,,,,,,,
DPR,2009,32,Jabar,3211-00-0000,Jabar XI,7,PARTAI DEMOKRAT,2,DPR212,"H. NURUL IMAM MUSTOPA, M.Ag",L,Islam,Kuningan,1973-06-19,Kawin,"Hj.Yukeu Malkiyani, MM",2,,,,,,,,
DPR,2009,32,Jabar,3211-00-0000,Jabar XI,7,PARTAI DEMOKRAT,3,DPR213,"SITI MUFATTAHAH, Psi",P,Islam,Bangkalan,1976-04-02,Kawin,,1,,,,,,,,
DPR,2009,32,Jabar,3211-00-0000,Jabar XI,5,PARTAI GOLONGAN KARYA,1,DPR214,"Ferdiansyah, SE, MM",L,Islam,Jakarta,1965-08-24,Kawin,Lesmana Sari,3,,,,,,,,
DPR,2009,32,Jabar,3211-00-0000,Jabar XI,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,1,DPR215,"SYARIF BASTAMAN, SH, MBA",L,Islam,Tasikmalaya,1963-06-12,Kawin,Rachel S A Latumahina,3,,,,,,,,
DPR,2009,32,Jabar,3211-00-0000,Jabar XI,3,PARTAI KEADILAN SEJAHTERA,1,DPR216,KEMAL AZIZ STAMBOEL,L,Islam,Malang,1949-08-17,Kawin,Manggiasih Habira Stamboel,3,,,,,,,,KEMAL AZIZ STAMBOEL digantikan oleh IR ADE BARKAH melalui Pergantian Antar Waktu pada Juni 2013
DPR,2009,32,Jabar,3211-00-0000,Jabar XI,8,PARTAI AMANAT NASIONAL,11,DPR217,IR. H. RUDY SUKENDRA SINDAPATI,L,Islam,Sumsel,1964-01-23,Kawin,Yossie Ruziana,3,,,,,,,,
DPR,2009,32,Jabar,3211-00-0000,Jabar XI,9,PARTAI PERSATUAN PEMBANGUNAN,1,DPR218,KH. ASEP AHMAD MAOSHUL AFFANDY,L,Islam,Tasikmalaya,1959-02-14,Kawin,"1) Hj. Isah Maesaroh, 2) Hj. Ikik Tazkiyah",7,,,,,,,,
DPR,2009,32,Jabar,3211-00-0000,Jabar XI,2,PARTAI KEBANGKITAN BANGSA,2,DPR219,PROF. DRS. H. CECEP SYARIFUDIN,L,Islam,Bogor,1941-08-07,Kawin,Prof.Dr. Hj.Ummuu Salamah,6,,,,,,,,PROF. DRS. H. CECEP SYARIFUDIN Meninggal Dunia pada tahun 2010 dan digantikan oleh Hj. GITALIS DWINATARINA
DPR,2009,32,Jabar,3202-00-0000,Jabar II,7,PARTAI DEMOKRAT,1,DPR220,"HJ. DR. R. ADJENG RATNA SUMINAR, SH, MM",P,Islam,Bandung,1961-11-02,Kawin,DR.Ir. Suharno. MM,3,,,,,,,,
DPR,2009,32,Jabar,3202-00-0000,Jabar II,7,PARTAI DEMOKRAT,2,DPR221,"IR. H. ROESTANTO WAHIDI D, MM",L,Islam,Jogjakarta,1947-04-15,Kawin,Tessa Pratiwi,3,,,,,,,,
DPR,2009,32,Jabar,3202-00-0000,Jabar II,7,PARTAI DEMOKRAT,3,DPR222,"THERESIA E.E PARDEDE, S.Sos",P,Islam,Jakarta,1979-09-02,Kawin,Eka Nugraha,,,,,,,,,"THERESIA E.E PARDEDE, S.Sos digantikan oleh EFI SUSILOWATI melalui Pergantian Antar Waktu pada September 2012"
DPR,2009,32,Jabar,3202-00-0000,Jabar II,5,PARTAI GOLONGAN KARYA,1,DPR223,DRS. AGUS GUMIWANG KARTASASMITA,L,Islam,Jakarta,1969-01-03,Kawin,Leomongga H Salomons,3,,,,,,,,
DPR,2009,32,Jabar,3202-00-0000,Jabar II,5,PARTAI GOLONGAN KARYA,2,DPR224,"DR. IR. H. LILI ASJUDIREDJA, SE, Ph.D",L,Islam,Bandung,1941-07-19,Kawin,"Hj Itje Siti Dewi Kuraesin, MM",4,,,,,,,,
DPR,2009,32,Jabar,3202-00-0000,Jabar II,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,2,DPR225,RIEKE DIAH PITALOKA,P,Islam,Garut,1974-01-08,Kawin,Donny Gahral Adian,1,,,,,,,,
DPR,2009,32,Jabar,3202-00-0000,Jabar II,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,1,DPR226,H. M. TAUFIQ KIEMAS,L,Islam,Jakarta,1943-12-31,Kawin,Megawati Soekarnoputri,3,,,,,,,,H. M. TAUFIQ KIEMAS meninggal dunia dan digantikan oleh Sidarto Danusubroto pada Juli 2013
DPR,2009,32,Jabar,3202-00-0000,Jabar II,3,PARTAI KEADILAN SEJAHTERA,1,DPR227,"H. MA'MUR HASANUDDIN, MA",L,Islam,Tasikmalaya,1959-12-19,Kawin,Hj. Anni Rosyidah,7,,,,,,,,
DPR,2009,32,Jabar,3202-00-0000,Jabar II,9,PARTAI PERSATUAN PEMBANGUNAN,1,DPR228,DRS. H. NU'MAN ABDUL HAKIM,L,Islam,Bandung,1953-04-11,Kawin,Hj. Herni Nu'man,4,,,,,,,,
DPR,2009,32,Jabar,3202-00-0000,Jabar II,6,PARTAI GERAKAN INDONESIA RAYA,1,DPR229,RACHEL MARIAM SAYIDINA,P,Islam,Bandung,1980-04-20,Kawin,Muhammad Akbar Perdana,1,,,,,,,,
DPR,2009,32,Jabar,3203-00-0000,Jabar III,7,PARTAI DEMOKRAT,4,DPR230,"Supomo, DRS",L,Islam,Cianjur,1950-12-12,Kawin,Masdiana,2,,,,,,,,
DPR,2009,32,Jabar,3203-00-0000,Jabar III,7,PARTAI DEMOKRAT,3,DPR231,SRI HIDAYATI,P,Islam,Blitar,1972-07-22,Kawin,"Putut Wijanarko, ST",,,,,,,,,
DPR,2009,32,Jabar,3203-00-0000,Jabar III,7,PARTAI DEMOKRAT,2,DPR232,"PROF. DR. ADINAJANI H. MOHDI, Sp.PD-KAI, SH",P,Islam,Jakarta,1943-06-14,Kawin,Laksamana Purn.Dr.Harijanto,4,,,,,,,,
DPR,2009,32,Jabar,3203-00-0000,Jabar III,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,1,DPR233,"DR. IR ARIF BUDIMANTA, M.Sc.",L,Islam,Medan,1968-03-15,Kawin,Ir. Pradha Sony,3,,,,,,,,
DPR,2009,32,Jabar,3203-00-0000,Jabar III,3,PARTAI KEADILAN SEJAHTERA,4,DPR234,"H. ECKY AWAL MUHARAM, SE",L,Islam,Cianjur,1969-03-19,Kawin,Firli Susanti,4,,,,,,,,
DPR,2009,32,Jabar,3203-00-0000,Jabar III,9,PARTAI PERSATUAN PEMBANGUNAN,1,DPR235,"AMIN SUPARMIN, H., SHI",L,Islam,Jakarta,1956-09-19,Kawin,Dra. Hj. Wardatul Asriah,4,,,,,,,,"AMIN SUPARMIN, H., SHI Digantikan oleh Drs. H. Husnan Bey Fananie, M.A. melalui Pergantian Antar Waktu pada Juli 2012"
DPR,2009,32,Jabar,3203-00-0000,Jabar III,2,PARTAI KEBANGKITAN BANGSA,1,DPR236,DRS. H. OTONG ABDURRAHMAN,L,Islam,Bandung,1958-01-01,Kawin,Sri Handayani,3,,,,,,,,
DPR,2009,32,Jabar,3203-00-0000,Jabar III,10,PARTAI HATI NURANI RAKYAT,1,DPR237,ERIK SATRYA WARDHANA,L,Islam,Jakarta,1964-04-30,Kawin,Erna Ermawati Chotim,2,,,,,,,,
DPR,2009,32,Jabar,3204-00-0000,Jabar IV,7,PARTAI DEMOKRAT,1,DPR238,PASHA ISMAYA SUKARDI,L,Islam,Jakarta,1974-07-23,Kawin,Daisy Damayanti Priyatna,2,,,,,,,,
DPR,2009,32,Jabar,3204-00-0000,Jabar IV,7,PARTAI DEMOKRAT,3,DPR239,"INGRID MARIA PALUPI KANSIL, S.Sos",P,Islam,Cianjur,1973-11-09,Kawin,"DR.H.Sjarifuddin Hasan, SE, MBA",2,,,,,,,,
DPR,2009,32,Jabar,3204-00-0000,Jabar IV,5,PARTAI GOLONGAN KARYA,2,DPR240,"HJ. DEWI ASMARA, SH",P,Islam,Jakarta,1961-06-29,Kawin,Permadi Soemarahatianto,3,,,,,,,,
DPR,2009,32,Jabar,3204-00-0000,Jabar IV,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,1,DPR241,dr. RIBKA TJIPTANING,P,Kristen Protestan,Yogyakarta,1959-07-01,Kawin,Drs. Sigit Herlambang,6,,,,,,,,
DPR,2009,32,Jabar,3204-00-0000,Jabar IV,3,PARTAI KEADILAN SEJAHTERA,1,DPR242,"IR. H. YUDI WIDIANA ADIA, M.Si",L,Islam,Sukabumi,1970-10-01,Kawin,Ummi Utami dewi,5,,,,,,,,
DPR,2009,32,Jabar,3204-00-0000,Jabar IV,9,PARTAI PERSATUAN PEMBANGUNAN,1,DPR243,DR. RENI MARLINAWATI,P,Islam,Sukabumi,1973-03-10,Kawin,"Moehammad Amin, SE",3,,,,,,,,
DPR,2009,32,Jabar,3205-00-0000,Jabar V,7,PARTAI DEMOKRAT,1,DPR244,"MAX SOPACUA, SE",L,Islam,Ambon,1946-03-02,Kawin,Tutie Herawati,3,,,,,,,,
DPR,2009,32,Jabar,3205-00-0000,Jabar V,7,PARTAI DEMOKRAT,3,DPR245,ANTON SUKARTONO SURATTO,L,Islam,Bandung,1974-03-15,Kawin,Zuwanna Corna Gumanti,2,,,,,,,,
DPR,2009,32,Jabar,3205-00-0000,Jabar V,7,PARTAI DEMOKRAT,4,DPR246,H.M. SYAIFUL ANWAR,L,Islam,Jakarta,1957-12-15,Kawin,Ratna Anjani,3,,,,,,,,
DPR,2009,32,Jabar,3205-00-0000,Jabar V,5,PARTAI GOLONGAN KARYA,2,DPR247,DRS. H.A. MUCHAMAD RUSLAN,L,Islam,Tasikmalaya,1948-08-30,Kawin,Hj. Hettie Dhianawaty,3,,,,,,,,
DPR,2009,32,Jabar,3205-00-0000,Jabar V,5,PARTAI GOLONGAN KARYA,1,DPR248,"IR. H. AIRLANGGA HARTARTO, MMT, MBA",L,Islam,Surabaya,1962-10-01,Kawin,Yanti Isfandiari Airlangga,7,,,,,,,,
DPR,2009,32,Jabar,3205-00-0000,Jabar V,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,1,DPR249,DRS. HELMI FAUZY,L,Islam,Balikpapan,1964-02-27,Kawin,"Dwi Ria Latifa, SH",4,,,,,,,,
DPR,2009,32,Jabar,3205-00-0000,Jabar V,3,PARTAI KEADILAN SEJAHTERA,1,DPR250,"H. TB. SOENMANDJAJA, SD",L,Islam,Sukabumi,1957-09-29,Kawin,Hj. Eem Terminawati,8,,,,,,,,
DPR,2009,32,Jabar,3205-00-0000,Jabar V,9,PARTAI PERSATUAN PEMBANGUNAN,1,DPR251,H. ACHMAD FARIAL,L,Islam,Jakarta,1956-02-28,Kawin,Hj. Afifa Farial,3,,,,,,,,
DPR,2009,32,Jabar,3205-00-0000,Jabar V,6,PARTAI GERAKAN INDONESIA RAYA,1,DPR252,WIDJONO HARJANTO,L,Islam,Amsterdam,1956-11-24,Kawin,Arlijanti Handayani,6,,,,,,,,"WIDJONO HARJANTO digantikan oleh Drs. H. MULYADI, MMA. melalui Pergantian Antar Waktu pada Oktober 2012"
DPR,2009,32,Jabar,3207-00-0000,Jabar VII,7,PARTAI DEMOKRAT,1,DPR253,"IR. H. HARI KARTANA, MM",L,Islam,Jakarta,1950-04-21,Kawin,Nenny Rosdiana,3,,,,,,,,
DPR,2009,32,Jabar,3207-00-0000,Jabar VII,7,PARTAI DEMOKRAT,2,DPR254,SAAN MUSTAFA,L,Islam,Karawang,1968-07-05,Pernah Kawin,Ilah Holiah,1,,,,,,,,
DPR,2009,32,Jabar,3207-00-0000,Jabar VII,7,PARTAI DEMOKRAT,3,DPR255,"DHIANA ANWAR, SH",P,Islam,Cirebon,1953-01-09,Cerai Mati,Drs. Anton Djawardi (alm),3,,,,,,,,
DPR,2009,32,Jabar,3207-00-0000,Jabar VII,5,PARTAI GOLONGAN KARYA,1,DPR256,"NURUL ARIFIN, S.IP, M.Si",P,Islam,Bandung,1966-07-18,Kawin,RMCF Suryo Laksono,2,,,,,,,,
DPR,2009,32,Jabar,3207-00-0000,Jabar VII,5,PARTAI GOLONGAN KARYA,4,DPR257,"DRS. ADE KOMARUDIN, MH",L,Islam,Purwakarta,1965-05-20,Kawin,"Netty Marliza, SH",3,,,,,,,,
