id,time_serie_id,indicator_id,value
151,4,19,94.2307692308
152,4,20,50
153,4,21,30
154,4,22,68.11
155,4,23,60.6060606061
156,4,24,79.1104906262
157,4,25,95.652173913
158,4,26,62.5688073394
159,4,27,70.6821660969
160,4,28,75.83429229
161,4,29,90.9090909091
162,4,30,60.7594936709
163,4,31,45.6239285714
164,4,32,65.55
165,4,33,68.7
166,4,34,0
167,4,35,7.1428571429
168,4,36,30.9876190476
169,4,37,28.5714285714
170,4,38,52.7333333333
171,4,39,94.1095981845
172,4,40,98.825256975
173,4,41,89.3939393939
174,4,42,100
175,4,43,100
176,4,44,100
177,5,1,70.9987442463
178,5,2,95.8603
179,5,3,90
180,5,4,90
181,5,5,90
182,5,6,90
183,5,7,90
184,5,8,90
185,5,9,97.08
186,5,10,100
187,5,11,90
188,5,12,90
189,5,13,97.22
190,5,14,100
191,5,15,90
192,5,16,100
193,5,17,50.4114130582
194,5,18,50.7669824786
195,5,19,96.1538461538
196,5,20,50
197,5,21,30
198,5,22,74.57
199,5,23,37.037037037
200,5,24,50.0558436378
201,5,25,91.3043478261
202,5,26,8.8073394495
203,5,27,72.4327405895
204,5,28,86.0759493671
205,5,29,100
206,5,30,72.1518987342
207,5,31,41.976
208,5,32,46.1
209,5,33,81.1
210,5,34,0
211,5,35,0
212,5,36,41.310952381
213,5,37,38.5714285714
214,5,38,65.9666666667
215,5,39,89.1703377386
216,5,40,95.0073421439
217,5,41,83.3333333333
218,5,42,100
219,5,43,100
220,5,44,100
221,6,1,72.5165552557
222,6,2,95.42481
223,6,3,100
224,6,4,100
225,6,5,100
226,6,6,91.67
227,6,7,90
228,6,8,100
229,6,9,94.63
230,6,10,100
231,6,11,100
232,6,12,70
233,6,13,97.22
234,6,14,100
235,6,15,90
236,6,16,100
237,6,17,56.0694312361
238,6,18,49.777474359
239,6,19,84.6153846154
240,6,20,50
241,6,21,30
242,6,22,76.7
243,6,23,44.4444444444
244,6,24,62.3613881133
245,6,25,60.8695652174
246,6,26,63.8532110092
247,6,27,69.8306434045
248,6,28,79.3728423475
249,6,29,95.4545454545
250,6,30,63.2911392405
251,6,31,60.5722142857
252,6,32,81.55
253,6,33,100
254,6,34,0
255,6,35,3.5714285714
256,6,36,29.7622811971
257,6,37,24.2857142857
258,6,38,79.0513833992
259,6,39,88.579628888
260,6,40,89.2804698972
261,6,41,87.8787878788
262,6,42,87.5
263,6,43,75
264,6,44,100
265,7,1,64.7606998537
266,7,2,94.2627
267,7,3,100
268,7,4,100
269,7,5,100
270,7,6,81.65
271,7,7,90
272,7,8,40
273,7,9,97.08
274,7,10,100
275,7,11,90
276,7,12,90
277,7,13,90.27
278,7,14,100
279,7,15,65
280,7,16,100
281,7,17,54.0297004672
282,7,18,48.4263734114
283,7,19,67.3076923077
284,7,20,50
285,7,21,30
286,7,22,74.77
287,7,23,65.2173913043
288,7,24,59.6330275229
289,7,25,100
290,7,26,19.2660550459
291,7,27,44.7020410029
292,7,28,72.7848101266
293,7,29,100
294,7,30,45.5696202532
295,7,31,9.0255
296,7,32,22.75
297,7,33,4.6
298,7,34,0
299,7,35,0
300,7,36,8.97
301,7,37,0
302,7,38,89.7
303,7,39,42.5710853024
304,7,40,0.2936857562
305,7,41,84.8484848485
306,7,42,90
307,7,43,90
308,7,44,90
309,8,1,67.465353814
310,8,2,90.56964
311,8,3,11.25
312,8,4,0
313,8,5,90
314,8,6,90
315,8,7,90
316,8,8,90
317,8,9,98.21
318,8,10,100
319,8,11,100
320,8,12,90
321,8,13,100
322,8,14,100
323,8,15,100
324,8,16,100
325,8,17,51.8119580922
326,8,18,50.7798794872
327,8,19,82.6923076923
328,8,20,50
329,8,21,30
330,8,22,74.34
331,8,23,62.2222222222
332,8,24,52.8440366972
333,8,25,100
334,8,26,5.6880733945
335,8,27,63.2720878536
336,8,28,76.9850402762
337,8,29,81.8181818182
338,8,30,72.1518987342
339,8,31,51.1514285714
340,8,32,55.3
341,8,33,95.7
342,8,34,0
343,8,35,7.1428571429
344,8,36,15.6666666667
345,8,37,10
346,8,38,66.6666666667
347,8,39,81.694700307
348,8,40,98.2378854626
349,8,41,65.1515151515
350,8,42,87.5
351,8,43,75
352,8,44,100
353,9,1,67.0128843155
354,9,2,96.5116233333
355,9,3,98.75
356,9,4,100
357,9,5,90
358,9,6,91.65
359,9,7,100
360,9,8,50
361,9,9,98.21
362,9,10,100
363,9,11,100
364,9,12,90
365,9,13,93.4666666667
366,9,14,83.3333333333
367,9,15,100
368,9,16,100
369,9,17,48.2923049609
370,9,18,50.0229824786
371,9,19,96.1538461538
372,9,20,50
373,9,21,30
374,9,22,69.77
375,9,23,37.037037037
376,9,24,46.5616274432
377,9,25,78.2608695652
378,9,26,14.8623853211
379,9,27,59.6494674487
380,9,28,89.6432681243
381,9,29,81.8181818182
382,9,30,97.4683544304
383,9,31,67.1757857143
384,9,32,91.55
385,9,33,100
386,9,34,0
387,9,35,21.4285714286
388,9,36,4.9833887043
389,9,37,0
390,9,38,49.8338870432
391,9,39,90.1248164464
392,9,40,96.9162995595
393,9,41,83.3333333333
394,9,42,50
395,9,43,100
396,9,44,0
397,10,1,73.6079671073
398,10,2,96.22064
399,10,3,98.75
400,10,4,100
401,10,5,90
402,10,6,100
403,10,7,100
404,10,8,100
405,10,9,98.21
406,10,10,100
407,10,11,100
408,10,12,90
409,10,13,89
410,10,14,100
411,10,15,100
412,10,16,66.6666666667
413,10,17,59.4727426317
414,10,18,49.2566141026
415,10,19,96.7948717949
416,10,20,50
417,10,21,30
418,10,22,59.51
419,10,23,44.4444444444
420,10,24,69.6888711607
421,10,25,91.3043478261
422,10,26,48.0733944954
423,10,27,67.6214427708
424,10,28,97.7272727273
425,10,29,95.4545454545
426,10,30,100
427,10,31,21.714
428,10,32,43.9
429,10,33,21.9
430,10,34,0
431,10,35,0
432,10,36,17.1196581197
433,10,37,10
434,10,38,81.1965811966
435,10,39,98.751835536
436,10,40,97.503671072
437,10,41,100
438,10,42,100
439,10,43,100
440,10,44,100
441,11,1,73.912966316
442,11,2,91.6462083333
443,11,3,91.25
444,11,4,90
445,11,5,100
446,11,6,100
447,11,7,100
448,11,8,100
449,11,9,91.05
450,11,10,100
451,11,11,100
452,11,12,50
453,11,13,89.9916666667
454,11,14,83.3333333333
455,11,15,87.5
456,11,16,100
457,11,17,52.2049513935
458,11,18,52.6388617021
459,11,19,100
460,11,20,50
461,11,21,30
462,11,22,56.9
463,11,23,78.0141843972
464,11,24,51.771041085
465,11,25,95.652173913
466,11,26,7.8899082569
467,11,27,86.092351021
468,11,28,100
469,11,29,100
470,11,30,100
471,11,31,64.119
472,11,32,100
473,11,33,94.3
474,11,34,0
475,11,35,0
476,11,36,71.1298207496
477,11,37,71.4285714286
478,11,38,68.4410646388
479,11,39,99.9265785609
480,11,40,99.8531571219
481,11,41,100
482,11,42,95
483,11,43,90
484,11,44,100
485,12,1,71.0698744118
486,12,2,85.8420272464
487,12,3,98.75
488,12,4,100
489,12,5,90
490,12,6,100
491,12,7,100
492,12,8,100
493,12,9,78.6104347826
494,12,10,73.9130434783
495,12,11,90
496,12,12,90
497,12,13,93.4666666667
498,12,14,83.3333333333
499,12,15,100
500,12,16,100
501,12,17,68.4778477425
502,12,18,43.4774346154
503,12,19,30.7692307692
504,12,20,50
505,12,21,30
506,12,22,73.11
507,12,23,83.3333333333
508,12,24,93.4782608696
509,12,25,86.9565217391
510,12,26,100
511,12,27,56.6083860947
512,12,28,94.1887226697
513,12,29,90.9090909091
514,12,30,97.4683544304
515,12,31,22.5225
516,12,32,38.35
517,12,33,29.9
518,12,34,0
519,12,35,0
520,12,36,19.2404761905
521,12,37,14.2857142857
522,12,38,63.8333333333
523,12,39,75.0634094246
524,12,40,86.4904552129
525,12,41,63.6363636364
526,12,42,75
527,12,43,50
528,12,44,100
529,13,1,66.4470036889
530,13,2,86.4829466667
531,13,3,78.75
532,13,4,90
533,13,5,0
534,13,6,50.02
535,13,7,40
536,13,8,100
537,13,9,93.2175
538,13,10,100
539,13,11,87.5
540,13,12,70
541,13,13,86.9333333333
542,13,14,66.6666666667
543,13,15,100
544,13,16,100
545,13,17,51.8502458087
546,13,18,42.5876076923
547,13,19,34.6153846154
548,13,20,50
549,13,21,30
550,13,22,71.26
551,13,23,70
552,13,24,61.112883925
553,13,25,69.5652173913
554,13,26,52.6605504587
555,13,27,64.4343408074
556,13,28,94.9367088608
557,13,29,100
558,13,30,89.8734177215
559,13,31,69.875
560,13,32,100
561,13,33,100
562,13,34,25
563,13,35,0
564,13,36,5.0066666667
565,13,37,0
566,13,38,50.0666666667
567,13,39,80.2963556268
568,13,40,90.8957415565
569,13,41,69.696969697
570,13,42,75
571,13,43,50
572,13,44,100
573,14,1,67.5492402267
574,14,2,92.1478533333
575,14,3,90
576,14,4,90
577,14,5,90
578,14,6,86.1166666667
579,14,7,83.3333333333
580,14,8,100
581,14,9,98.21
582,14,10,100
583,14,11,100
584,14,12,90
585,14,13,80.4366666667
586,14,14,83.3333333333
587,14,15,65
588,14,16,90
589,14,17,52.5240012751
590,14,18,52.2498374126
591,14,19,86.5384615385
592,14,20,50
593,14,21,30
594,14,22,72.95
595,14,23,72.7272727273
596,14,24,52.7981651376
597,14,25,90
598,14,26,15.5963302752
599,14,27,60.4787679234
600,14,28,91.6570771001
601,14,29,90.9090909091
602,14,30,92.4050632911
603,14,31,19.8832142857
604,14,32,43.05
605,14,33,15.2
606,14,34,0
607,14,35,3.5714285714
608,14,36,5.5555555556
609,14,37,0
610,14,38,55.5555555556
611,14,39,87.9755706848
612,14,40,98.6784140969
613,14,41,77.2727272727
614,14,42,95
615,14,43,90
616,14,44,100
617,15,1,62.4928106711
618,15,2,83.3023456522
619,15,3,91.25
620,15,4,90
621,15,5,100
622,15,6,91.67
623,15,7,90
624,15,8,100
625,15,9,79.6817391304
626,15,10,95.652173913
627,15,11,90
628,15,12,10
629,15,13,86.1
630,15,14,100
631,15,15,50
632,15,16,100
633,15,17,50.9609404271
634,15,18,48.5253910256
635,15,19,76.2820512821
636,15,20,50
637,15,21,30
638,15,22,68.45
639,15,23,60
640,15,24,53.3964898285
641,15,25,68.2608695652
642,15,26,38.5321100917
643,15,27,54.6387509478
644,15,28,94.5627157652
645,15,29,95.4545454545
646,15,30,93.6708860759
647,15,31,35.409
648,15,32,26.8
649,15,33,80.5
650,15,34,0
651,15,35,0
652,15,36,8.29
653,15,37,0
654,15,38,82.9
655,15,39,74.4560138833
656,15,40,58.0029368576
657,15,41,90.9090909091
658,15,42,65
659,15,43,40
660,15,44,90
661,16,1,67.9814426837
662,16,2,95.4620156522
663,16,3,98.75
664,16,4,100
665,16,5,90
666,16,6,90
667,16,7,90
668,16,8,90
669,16,9,94.0017391304
670,16,10,95.652173913
671,16,11,90
672,16,12,90
673,16,13,100
674,16,14,100
675,16,15,100
676,16,16,100
677,16,17,49.4658792062
678,16,18,52.0689742081
679,16,19,94.2307692308
680,16,20,50
681,16,21,30
682,16,22,71.66
683,16,23,58.8235294118
684,16,24,46.8627842042
685,16,25,85.652173913
686,16,26,8.0733944954
687,16,27,62.8305978971
688,16,28,89.499424626
689,16,29,95.4545454545
690,16,30,83.5443037975
691,16,31,36.0697142857
692,16,32,26.8
693,16,33,80.5
694,16,34,0
695,16,35,3.5714285714
696,16,36,6.3926940639
697,16,37,0
698,16,38,63.9269406393
699,16,39,97.5070084101
700,16,40,99.5594713656
701,16,41,95.4545454545
702,16,42,82.5
703,16,43,65
704,16,44,100
705,17,1,70.3473178284
706,17,2,93.96731
707,17,3,100
708,17,4,100
709,17,5,100
710,17,6,91.67
711,17,7,90
712,17,8,100
713,17,9,100
714,17,10,100
715,17,11,100
716,17,12,100
717,17,13,78
718,17,14,100
719,17,15,100
720,17,16,33.3333333333
721,17,17,49.8241428455
722,17,18,50.5457727273
723,17,19,100
724,17,20,50
725,17,21,30
726,17,22,76.7
727,17,23,24.2424242424
728,17,24,49.1025129637
729,17,25,82.6086956522
730,17,26,15.5963302752
731,17,27,73.2409094738
732,17,28,98.1012658228
733,17,29,100
734,17,30,96.2025316456
735,17,31,51.4335071429
736,17,32,38.65
737,17,33,51.5
738,17,34,33.33
739,17,35,89.2857142857
740,17,36,15.9444444444
741,17,37,10
742,17,38,69.4444444444
743,17,39,98.4848484848
744,17,40,100
745,17,41,96.9696969697
746,17,42,100
747,17,43,100
748,17,44,100
749,18,1,58.1165953727
750,18,2,68.0513234783
751,18,3,98.75
752,18,4,100
753,18,5,90
754,18,6,72.2333333333
755,18,7,66.6666666667
756,18,8,100
757,18,9,51.0326086957
758,18,10,43.4782608696
759,18,11,100
760,18,12,50
761,18,13,97.22
762,18,14,100
763,18,15,90
764,18,16,100
765,18,17,47.5017502069
766,18,18,49.2037397436
767,18,19,87.1794871795
768,18,20,50
769,18,21,30
770,18,22,75.09
771,18,23,36.3666666667
772,18,24,45.7997606701
773,18,25,82.6086956522
774,18,26,8.9908256881
775,18,27,62.4830375381
776,18,28,88.4925201381
777,18,29,90.9090909091
778,18,30,86.0759493671
779,18,31,36.168
780,18,32,9.6
781,18,33,100
782,18,34,0
783,18,35,0
784,18,36,7.4786324786
785,18,37,0
786,18,38,74.7863247863
787,18,39,88.1224135629
788,18,40,98.9720998532
789,18,41,77.2727272727
790,18,42,90
791,18,43,90
792,18,44,90
793,19,1,71.6405304451
794,19,2,95.5486683333
795,19,3,91.25
796,19,4,90
797,19,5,100
798,19,6,100
799,19,7,100
800,19,8,100
801,19,9,98.87
802,19,10,100
803,19,11,90
804,19,12,100
805,19,13,87.2116666667
806,19,14,83.3333333333
807,19,15,77.5
808,19,16,100
809,19,17,51.455730454
810,19,18,50.2588881119
811,19,19,94.2307692308
812,19,20,50
813,19,21,30
814,19,22,81.4
815,19,23,24.2424242424
816,19,24,52.6525727962
817,19,25,86.9565217391
818,19,26,18.3486238532
819,19,27,73.6342277792
820,19,28,86.7088607595
821,19,29,100
822,19,30,73.417721519
823,19,31,44.9955
824,19,32,36.35
825,19,33,100
826,19,34,0
827,19,35,0
828,19,36,34.5496270797
829,19,37,28.5714285714
830,19,38,88.3534136546
831,19,39,97.2867440929
832,19,40,99.1189427313
833,19,41,95.4545454545
834,19,42,100
835,19,43,100
836,19,44,100
837,20,1,72.3786707288
838,20,2,98.29022
839,20,3,100
840,20,4,100
841,20,5,100
842,20,6,100
843,20,7,100
844,20,8,100
845,20,9,98.21
846,20,10,100
847,20,11,100
848,20,12,90
849,20,13,97.22
850,20,14,100
851,20,15,90
852,20,16,100
853,20,17,53.4564237861
854,20,18,48.2052289044
855,20,19,92.9487179487
856,20,20,50
857,20,21,30
858,20,22,73.36
859,20,23,18.1818181818
860,20,24,58.7076186677
861,20,25,86.9565217391
862,20,26,30.4587155963
863,20,27,69.84717602
864,20,28,100
865,20,29,100
866,20,30,100
867,20,31,40.5735
868,20,32,52.25
869,20,33,70.7
870,20,34,0
871,20,35,0
872,20,36,6.7894916411
873,20,37,0
874,20,38,67.8949164108
875,20,39,99.6328928047
876,20,40,99.2657856094
877,20,41,100
878,20,42,100
879,20,43,100
880,20,44,100
881,21,1,77.6344617011
882,21,2,98.44527
883,21,3,91.25
884,21,4,90
885,21,5,100
886,21,6,98.33
887,21,7,100
888,21,8,90
889,21,9,100
890,21,10,100
891,21,11,100
892,21,12,100
893,21,13,97.22
894,21,14,100
895,21,15,90
896,21,16,100
897,21,17,60.4951491904
898,21,18,52.091215812
899,21,19,96.1538461538
900,21,20,50
901,21,21,30
902,21,22,69.35
903,21,23,59.2592592593
904,21,24,68.8990825688
905,21,25,100
906,21,26,37.7981651376
907,21,27,78.6860069055
908,21,28,98.1012658228
909,21,29,100
910,21,30,96.2025316456
911,21,31,28.4474285714
912,21,32,63.8
913,21,33,18.4
914,21,34,0
915,21,35,7.1428571429
916,21,36,69.443246481
917,21,37,67.1428571429
918,21,38,90.1467505241
919,21,39,95.9918568949
920,21,40,99.5594713656
921,21,41,92.4242424242
922,21,42,100
923,21,43,100
924,21,44,100
925,22,1,66.6278447045
926,22,2,68.2394424638
927,22,3,90
928,22,4,90
929,22,5,90
930,22,6,100
931,22,7,100
932,22,8,100
933,22,9,52.5718478261
934,22,10,39.1304347826
935,22,11,77.5
936,22,12,90
937,22,13,86.5166666667
938,22,14,83.3333333333
939,22,15,75
940,22,16,100
941,22,17,62.6293510351
942,22,18,49.6623717949
943,22,19,89.7435897436
944,22,20,50
945,22,21,30
946,22,22,71.38
947,22,23,42.4333333333
948,22,24,75.5963302752
949,22,25,100
950,22,26,51.1926605505
951,22,27,70.9524040054
952,22,28,99.3670886076
953,22,29,100
954,22,30,98.7341772152
955,22,31,41.6854827586
956,22,32,100
957,22,33,24.7
958,22,34,3.4482758621
959,22,35,0
960,22,36,17.2983682984
961,22,37,10
962,22,38,82.9836829837
963,22,39,94.840475237
964,22,40,95.7415565345
965,22,41,93.9393939394
966,22,42,100
967,22,43,100
968,22,44,100
969,23,1,72.3118808377
970,23,2,98.21964
971,23,3,91.25
972,23,4,90
973,23,5,100
974,23,6,100
975,23,7,100
976,23,8,100
977,23,9,98.21
978,23,10,100
979,23,11,100
980,23,12,90
981,23,13,100
982,23,14,100
983,23,15,100
984,23,16,100
985,23,17,54.7835512353
986,23,18,52.0162448718
987,23,19,93.5897435897
988,23,20,50
989,23,21,30
990,23,22,67.19
991,23,23,66.6666666667
992,23,24,57.5508575987
993,23,25,95.652173913
994,23,26,19.4495412844
995,23,27,67.5709688367
996,23,28,98.7341772152
997,23,29,100
998,23,30,97.4683544304
999,23,31,48.4287
1000,23,32,100
1001,23,33,43.4
1002,23,34,7.14
1003,23,35,0
1004,23,36,8.86
1005,23,37,0
1006,23,38,88.6
1007,23,39,99.3392070485
1008,23,40,98.6784140969
1009,23,41,100
1010,23,42,82.5
1011,23,43,65
1012,23,44,100
1013,24,1,70.9390289195
1014,24,2,92.23301
1015,24,3,47.5
1016,24,4,40
1017,24,5,100
1018,24,6,63.9033333333
1019,24,7,56.6666666667
1020,24,8,100
1021,24,9,100
1022,24,10,100
1023,24,11,100
1024,24,12,100
1025,24,13,100
1026,24,14,100
1027,24,15,100
1028,24,16,100
1029,24,17,58.501567922
1030,24,18,47.5615722222
1031,24,19,50
1032,24,20,50
1033,24,21,30
1034,24,22,78.77
1035,24,23,81.4814814815
1036,24,24,69.4415636219
1037,24,25,86.9565217391
1038,24,26,51.9266055046
1039,24,27,63.9141811449
1040,24,28,97.4683544304
1041,24,29,100
1042,24,30,94.9367088608
1043,24,31,29.634
1044,24,32,33.1
1045,24,33,56.7
1046,24,34,0
1047,24,35,0
1048,24,36,17.4017194216
1049,24,37,10
1050,24,38,84.0171942165
1051,24,39,87.9755706848
1052,24,40,98.6784140969
1053,24,41,77.2727272727
1054,24,42,87.5
1055,24,43,75
1056,24,44,100
1057,25,1,66.0239358788
1058,25,2,98.505055
1059,25,3,100
1060,25,4,100
1061,25,5,100
1062,25,6,100
1063,25,7,100
1064,25,8,100
1065,25,9,100
1066,25,10,100
1067,25,11,100
1068,25,12,100
1069,25,13,93.745
1070,25,14,100
1071,25,15,77.5
1072,25,16,100
1073,25,17,45.9019462492
1074,25,18,49.5900911422
1075,25,19,77.5641025641
1076,25,20,50
1077,25,21,30
1078,25,22,78.18
1079,25,23,53.0303030303
1080,25,24,42.2138013562
1081,25,25,69.5652173913
1082,25,26,14.8623853211
1083,25,27,57.1356888187
1084,25,28,91.0241657077
1085,25,29,90.9090909091
1086,25,30,91.1392405063
1087,25,31,21.2015428571
1088,25,32,28.1
1089,25,33,19.3
1090,25,34,23.08
1091,25,35,10.7142857143
1092,25,36,22.8571428571
1093,25,37,14.2857142857
1094,25,38,100
1095,25,39,52.5130156187
1096,25,40,94.4199706314
1097,25,41,10.6060606061
1098,25,42,100
1099,25,43,100
1100,25,44,100
1101,26,1,61.4847915453
1102,26,2,82.9363302899
1103,26,3,100
1104,26,4,100
1105,26,5,100
1106,26,6,41.67
1107,26,7,40
1108,26,8,50
1109,26,9,90.7652173913
1110,26,10,86.9565217391
1111,26,11,100
1112,26,12,100
1113,26,13,73.8666666667
1114,26,14,33.3333333333
1115,26,15,100
1116,26,16,100
1117,26,17,42.3638840529
1118,26,18,51.2475128205
1119,26,19,91.0256410256
1120,26,20,50
1121,26,21,30
1122,26,22,73.4
1123,26,23,53.3333333333
1124,26,24,33.4802552852
1125,26,25,55.2173913043
1126,26,26,11.7431192661
1127,26,27,64.8781824102
1128,26,28,95.1956271577
1129,26,29,95.4545454545
1130,26,30,94.9367088608
1131,26,31,56.4151428571
1132,26,32,67.6
1133,26,33,100
1134,26,34,7.1428571429
1135,26,35,0
1136,26,36,5.5766666667
1137,26,37,0
1138,26,38,55.7666666667
1139,26,39,98.2645841677
1140,26,40,99.5594713656
1141,26,41,96.9696969697
1142,26,42,70
1143,26,43,40
1144,26,44,100
1145,27,1,64.2886535703
1146,27,2,94.6614106522
1147,27,3,91.25
1148,27,4,90
1149,27,5,100
1150,27,6,90
1151,27,7,90
1152,27,8,90
1153,27,9,95.1317391304
1154,27,10,95.652173913
1155,27,11,100
1156,27,12,90
1157,27,13,96.525
1158,27,14,100
1159,27,15,87.5
1160,27,16,100
1161,27,17,43.9667931135
1162,27,18,49.8203034188
1163,27,19,82.0512820513
1164,27,20,50
1165,27,21,30
1166,27,22,75.3
1167,27,23,51.8518518519
1168,27,24,38.1132828081
1169,27,25,65.2173913043
1170,27,26,11.0091743119
1171,27,27,58.3695643508
1172,27,28,65.247410817
1173,27,29,54.5454545455
1174,27,30,75.9493670886
1175,27,31,23.9085
1176,27,32,39.05
1177,27,33,33.4
1178,27,34,0
1179,27,35,0
1180,27,36,6.7082683307
1181,27,37,0
1182,27,38,67.0826833073
1183,27,39,86.8742490989
1184,27,40,96.4757709251
1185,27,41,77.2727272727
1186,27,42,100
1187,27,43,100
1188,27,44,100
1189,28,1,73.5019345752
1190,28,2,96.0465416667
1191,28,3,100
1192,28,4,100
1193,28,5,100
1194,28,6,100
1195,28,7,100
1196,28,8,100
1197,28,9,100
1198,28,10,100
1199,28,11,100
1200,28,12,100
1201,28,13,83.4583333333
1202,28,14,66.6666666667
1203,28,15,87.5
1204,28,16,100
1205,28,17,56.3929493233
1206,28,18,52.1596521368
1207,28,19,76.2820512821
1208,28,20,50
1209,28,21,30
1210,28,22,83.18
1211,28,23,74.0740740741
1212,28,24,60.6262465098
1213,28,25,73.9130434783
1214,28,26,47.3394495413
1215,28,27,72.3247206911
1216,28,28,93.9298043728
1217,28,29,95.4545454545
1218,28,30,92.4050632911
1219,28,31,36.0969285714
1220,28,32,51.45
1221,28,33,25.9
1222,28,34,0
1223,28,35,57.1428571429
1224,28,36,43.2276190476
1225,28,37,38.5714285714
1226,28,38,85.1333333333
1227,28,39,86.8742490989
1228,28,40,96.4757709251
1229,28,41,77.2727272727
1230,28,42,100
1231,28,43,100
1232,28,44,100
1233,29,1,67.9874665372
1234,29,2,93.8222356522
1235,29,3,100
1236,29,4,100
1237,29,5,100
1238,29,6,77.7866666667
1239,29,7,73.3333333333
1240,29,8,100
1241,29,9,94.0967391304
1242,29,10,95.652173913
1243,29,11,75
1244,29,12,100
1245,29,13,97.22
1246,29,14,100
1247,29,15,90
1248,29,16,100
1249,29,17,53.0929198093
1250,29,18,51.2955324786
1251,29,19,96.1538461538
1252,29,20,50
1253,29,21,30
1254,29,22,77.98
1255,29,23,37.037037037
1256,29,24,54.89030714
1257,29,25,95.652173913
1258,29,26,14.128440367
1259,29,27,59.1546907602
1260,29,28,80.3797468354
1261,29,29,100
1262,29,30,60.7594936709
1263,29,31,27.0851256158
1264,29,32,45.05
1265,29,33,29.4
1266,29,34,3.4482758621
1267,29,35,10.7142857143
1268,29,36,5.6944444444
1269,29,37,0
1270,29,38,56.9444444444
1271,29,39,83.3233213189
1272,29,40,86.3436123348
1273,29,41,80.303030303
1274,29,42,95
1275,29,43,100
1276,29,44,90
1277,30,1,69.0721539965
1278,30,2,92.773355
1279,30,3,98.75
1280,30,4,100
1281,30,5,90
1282,30,6,67.7666666667
1283,30,7,73.3333333333
1284,30,8,40
1285,30,9,100
1286,30,10,100
1287,30,11,100
1288,30,12,100
1289,30,13,82.745
1290,30,14,100
1291,30,15,77.5
1292,30,16,66.6666666667
1293,30,17,52.0546019172
1294,30,18,56.3569102564
1295,30,19,87.8205128205
1296,30,20,50
1297,30,21,30
1298,30,22,81.1
1299,30,23,100
1300,30,24,47.752293578
1301,30,25,90
