id,name
1,CalonPilkada
2,PemilihPemilukada
3,SyaratCalon
4,PenyelenggaraPilkada
5,PengawasPemilu
6,PendaftaranPaslon
7,DKPP
8,TingkatPenyelenggara
9,CalonPerseorangan
10,Pencalonan
11,Kampanye
12,Rekapitulasi
13,InformasiPublik
14,PenyelenggaraanPemilu
15,TahapanPersiapan
16,TahapanPenyelenggaraan
17,TugasWewenangdanKewajibanKPU
18,PenyerahanDP4
19,PerlengkapanPemungutanSuara
20,PrinsipKampanye
21,MetodeKampanye
22,DanaKampanye
23,BatasUsiaCalon
