id,name
1,detik news
2,suara surabaya
3,kabar gress
4,Pojok pitu
5,lensa indonesia
6,brain metro
7,kabar surabaya
8,sindo news
9,kompas
10,suara publik
11,surya online
12,antara news
13,jurnal 3
14,harian bhirawa
15,surabaya kita
16,jawa pos
17,jpnn
18,cakrawala news
19,radar surabaya
20,surabaya news
21,suarabaya kita
22,liputan 6
23,berita jatim
24,antara jatim
25,Suara surabaya
26, harian merdeka 
27,detik com
28,pojok pitu
29,merdeka
30,pojok pitu 
31,merdeka 
32,youtube
