sumber,tanggal,judul,link,kind,tags
lensa indonesia,5-Sep-15,"Ganti Abror dengan Lucy, PAN akan cabut laporan terhadap KPU Surabaya",http://www.lensaindonesia.com/2015/09/05/ganti-abror-dengan-lucy-pan-akan-cabut-laporan-terhadap-kpu-surabaya.html,news,Lucy
lensa indonesia,5-Sep-15,"Hari ini, Soekarwo ambil rekomendasi Rasiyo-Lucy ke Jakarta",http://www.lensaindonesia.com/2015/09/05/hari-ini-soekarwo-ambil-rekomendasi-rasiyo-lucy-ke-jakarta.html#r=bacajuga,news,Rasiyo
suara surabaya,5-Sep-15,KPU Surabaya Buka Pendaftaran Paslon Terakhir Mulai 8 September,http://politik.suarasurabaya.net/news/2015/158521-KPU-Surabaya-Buka-Pendaftaran-Paslon-Terakhir-Mulai-8-September,news,
surabaya news,5-Sep-15,Kisruh Rasiyo-Dimam Dan KPU Masuki Babak Musyawarah,http://surabayanews.co.id/2015/09/05/34967/kisruh-rasiyo-dimam-dan-kpu-masuki-babak-musyawarah.html,news,Rasiyo
merdeka,5-Sep-15,PAN masih ingin usung Dhimam Abror di Pilkada Surabaya,http://www.merdeka.com/politik/pan-masih-ingin-usung-dhimam-abror-di-pilkada-surabaya.html,news,
pojok pitu ,6-Sep-15,"Dukung rasio - Lucy, Demokrat mintak kader All out dipilkada surabaya",http://pojokpitu.com/baca.php?idurut=13825&&top=1&&ktg=Jatim&&keyrbk=Pilkada&&keyjdl=pilkada%20surabaya,news,Lucy
suara surabaya,6-Sep-15,"Berkas Persyaratan Sudah Lengkap, Lucy Datang Senin Besok","http://politik.suarasurabaya.net/news/2015/158548-Berkas-Persyaratan-Sudah-Lengkap,-Lucy-Datang-Senin-Besok",news,Lucy
suara surabaya,6-Sep-15,Penyandang Disabilitas Ingin Pendamping Dan Akses Pilkada Dipermudah,http://politik.suarasurabaya.net/news/2015/158547-Penyandang-Disabilitas-Ingin-Pendamping-Dan-Akses-Pilkada-Dipermudah,news,
suara surabaya,6-Sep-15,"Buka Pendaftaran Paslon, KPU Undang Parpol Untuk Sosialisasi","http://politik.suarasurabaya.net/news/2015/158545-Buka-Pendaftaran-Paslon,-KPU-Undang-Parpol-Untuk-Sosialisasi",news,
suara surabaya,6-Sep-15,"Bang Zul Pasti Antarkan Rasiyo-Lucy, Ibas: Demokrat Harus All Out","http://politik.suarasurabaya.net/news/2015/158542-Bang-Zul-Pasti-Antarkan-Rasiyo-Lucy,-Ibas:-Demokrat-Harus-All-Out",news,Rasiyo
suara surabaya,6-Sep-15,PAN Minta Rasiyo-Lucy Daftar 8 September,http://politik.suarasurabaya.net/news/2015/158539-PAN-Minta-Rasiyo-Lucy-Daftar-8-September,news,Rasiyo
detik com,6-Sep-15,"Trauma Kegagalan Abror, Rasiyo Rajin Ingatkan Lucy agar Lolos Pilkada Surabaya",http://news.detik.com/jawatimur/3011388/trauma-kegagalan-abror-rasiyo-rajin-ingatkan-lucy-agar-lolos-pilkada-surabaya,news,Rasiyo
detik com,6-Sep-15,"Lawan Risma, ini 'Bekal' Rasiyo untuk Menangkan Pilkada Surabaya",http://news.detik.com/berita-jawa-timur/3011371/lawan-risma-ini-bekal-rasiyo-untuk-menangkan-pilkada-surabaya,news,Risma
detik com,6-Sep-15,"Pilkada Surabaya, Rasiyo Pastikan akan Daftar ke KPU Bersama Lucy",http://news.detik.com/berita-jawa-timur/3011355/pilkada-surabaya-rasiyo-pastikan-akan-daftar-ke-kpu-bersama-lucy,news,Rasiyo
detik com,6-Sep-15,"Tanggal Daftar Rasiyo-Lucy ke KPU, PAN Berbeda Pendapat dengan PD",http://news.detik.com/berita-jawa-timur/3011248/tanggal-daftar-rasiyo-lucy-ke-kpu-pan-berbeda-pendapat-dengan-pd,news,Rasiyo
detik com,6-Sep-15,"Rasiyo-Lucy Lawan Risma-Whisnu di Pilkada Surabaya, Ini Pesan Khusus Ibas",http://news.detik.com/berita-jawa-timur/3011242/rasiyo-lucy-lawan-risma-whisnu-di-pilkada-surabaya-ini-pesan-khusus-ibas,news,Risma
kompas,6-Sep-15,Demokrat Pastikan Usung Rasiyo-Lucy di Pilkada Surabaya,http://nasional.kompas.com/read/2015/09/06/16302411/Demokrat.Pastikan.Usung.Rasiyo-Lucy.di.Pilkada.Surabaya,news,Rasiyo
kompas,6-Sep-15,Repdem PDI-P Turunkan Tim untuk Galang Dukungan bagi Risma-Wisnu,http://nasional.kompas.com/read/2015/09/06/15334561/Repdem.PDI-P.Turunkan.Tim.untuk.Galang.Dukungan.bagi.Risma-Wisnu,news,Risma
berita jatim,6-Sep-15,KPU Dinilai Abaikan Penyandang Disabilitas,http://beritajatim.com/politik_pemerintahan/247038/kpu_dinilai_abaikan_penyandang_disabilitas.html#.Vez7wvDqeM8,news,
berita jatim,6-Sep-15,Repdem Siapkan Strategi Menangkan Calon PDIP di Pilkada Se-Jatim,http://beritajatim.com/politik_pemerintahan/247012/repdem_siapkan_strategi_menangkan_calon_pdip_di_pilkada_se-jatim.html#.Vez8DPDqeM8,news,
berita jatim,6-Sep-15,PDIP Surabaya Sambut Baik Munculnya Rasiyo-Lucy,http://beritajatim.com/politik_pemerintahan/247014/pdip_surabaya_sambut_baik_munculnya_rasiyo-lucy.html#.Vez8ZvDqeM8,news,Rasiyo
antara jatim,6-Sep-15,Rasiyo Lebih Sreg Daftar Cawali Surabaya 8 September,http://www.antarajatim.com/berita/163904/rasiyo-lebih-sreg-daftar-cawali-surabaya-8-september?utm_source=fly&utm_medium=related&utm_campaign=news,news,Rasiyo
antara jatim,6-Sep-15,PAN Minta Rasiyo-Lucy Daftar Pilkada 8 September,http://www.antarajatim.com/berita/163894/pan-minta-rasiyo-lucy-daftar-pilkada-8-september?utm_source=fly&utm_medium=related&utm_campaign=news,news,Rasiyo
antara jatim,6-Sep-15,Praktisi : Sebaiknya PDIP Surabaya Protes Lolosnya Rasiyo,http://www.antarajatim.com/lihat/berita/163891/praktisi--sebaiknya-pdip-surabaya-protes-lolosnya-rasiyo,news,Rasiyo
antara jatim,6-Sep-15,PPDI Beri Masukan Terkait Pilkada Surabaya ,http://www.antarajatim.com/lihat/berita/163901/ppdi-beri-masukan-terkait-pilkada-surabaya,news,
suara publik,6-Sep-15,PAN Hanya Jadi Pelengkap Kuota di Paslon Rasiyo-Lucy,http://suarapubliknews.net/politik/item/3765-pan-hanya-jadi-pelengkap-kuota-di-paslon-rasiyo-lucy,news,Rasiyo
surabaya news,6-Sep-15,"Pasangan Rasiyo – Lucy Daftar Cawali Surabaya, Sholeh Siap Gugat Ke Panwaslu",http://surabayanews.co.id/hashtag/pilkada-serentak,news,Rasiyo
jpnn,6-Sep-15,"Dukung Rasiyo-Lucy, Demokrat Minta Kader All Out di Pilkada Surabaya","http://www.jpnn.com/read/2015/09/06/324755/Dukung-Rasiyo-Lucy,-Demokrat-Minta-Kader-All-Out-di-Pilkada-Surabaya-",news,Rasiyo
detik com,7-Sep-15,Demokrat-PAN Sepakat Daftarkan Rasiyo-Lucy Selasa Besok,http://news.detik.com/berita-jawa-timur/3011877/demokrat-pan-sepakat-daftarkan-rasiyo-lucy-selasa-besok,news,Rasiyo
suara surabaya,7-Sep-15,Demokrat-PAN Satu Suara Daftarkan Rasiyo-Lucy Selasa Siang,http://politik.suarasurabaya.net/news/2015/158583-Demokrat-PAN-Satu-Suara-Daftarkan-Rasiyo-Lucy-Selasa-Siang,news,Rasiyo
suara surabaya,7-Sep-15,Pendaftaran Rasiyo-Lucy Bakal Banjir Petinggi PAN-Demokrat,http://politik.suarasurabaya.net/news/2015/158619-Pendaftaran-Rasiyo-Lucy-Bakal-Banjir-Petinggi-PAN-Demokrat,news,Rasiyo
suara surabaya,7-Sep-15,"Andalkan Sahabat Sekolah, Lucy Optimistis Maju Pilkada Surabaya","http://politik.suarasurabaya.net/news/2015/158623-Andalkan-Sahabat-Sekolah,-Lucy-Optimistis-Maju-Pilkada-Surabaya",news,Lucy
berita jatim,7-Sep-15,"Besok, Rasiyo-Lucy Daftar ke KPU Surabaya","http://beritajatim.com/politik_pemerintahan/247077/besok,_rasiyo-lucy_daftar_ke_kpu_surabaya.html#.Ve06TfDqeM8",news,Rasiyo
berita jatim,7-Sep-15,"Yakin Menang, Paslon Rasiyo-Lucy Gelar Sesi Foto","http://beritajatim.com/politik_pemerintahan/247120/yakin_menang,_paslon_rasiyo-lucy_gelar_sesi_foto.html#.Ve5WUfDqeM8",news,Rasiyo
berita jatim,7-Sep-15,Besok KPU Surabaya Buka Pendaftaran Cawali dan Cawawali,http://beritajatim.com/politik_pemerintahan/247097/besok_kpu_surabaya_buka_pendaftaran_cawali_dan_cawawali.html#.Ve5XOfDqeM8,news,
berita jatim,7-Sep-15,Zulkifli Hasan akan Temui Risma,http://beritajatim.com/politik_pemerintahan/247098/zulkifli_hasan_akan_temui_risma.html#.Ve5XYvDqeM8,news,Risma
pojok pitu,7-Sep-15,"Tiba disurabaya, ini agenda bacawali lucy kurniasari",http://pojokpitu.com/baca.php?idurut=13855&&top=1&&ktg=&&keyrbk=Pilkada&&keyjdl=lucy,news,Lucy
pojok pitu,7-Sep-15,Tahapan poendaftaran pilwali surabaya singkat ,http://pojokpitu.com/baca.php?idurut=13878&&top=1&&ktg=&&keyrbk=Pilkada&&keyjdl=pilkada%20surabaya,news,
pojok pitu,7-Sep-15,Bawaslu jatim akan supervisi langsung pendaftaran di KPU Surabya,http://pojokpitu.com/baca.php?idurut=13889&&top=1&&ktg=&&keyrbk=Pilkada&&keyjdl=pilkada%20surabaya,news,
pojok pitu,7-Sep-15,"Lawan Risma, pakdhe serius all-out intruksi tertutup",http://pojokpitu.com/baca.php?idurut=13885&&top=1&&ktg=&&keyrbk=Pilkada&&keyjdl=pilkada%20surabaya,news,Risma
pojok pitu,7-Sep-15,Sosialisasi pembukaan pendaftaran   pilwali surabaya tahap dua molor,http://pojokpitu.com/baca.php?idurut=13868&&top=1&&ktg=&&keyrbk=Pilkada&&keyjdl=pilkada%20surabaya,news,
kompas,7-Sep-15,DPP PAN ke Surabaya Mendaftarkan Rasiyo-Lucy,http://print.kompas.com/baca/2015/09/07/DPP-PAN-ke-Surabaya-Mendaftarkan-Rasiyo-Lucy?utm_source=bacajuga,news,Rasiyo
detik com,7-Sep-15,"Penantang Risma Bicara Masalah Transportasi Surabaya, Termasuk Tol Tengah",http://news.detik.com/jawatimur/3012618/penantang-risma-bicara-masalah-transportasi-surabaya-termasuk-tol-tengah,news,Risma
detik com,7-Sep-15,"Jelang Pendaftaran 'Ronde 4', KPU Surabaya Ingatkan Parpol soal Berkas",http://news.detik.com/berita-jawa-timur/3012305/jelang-pendaftaran-ronde-4-kpu-surabaya-ingatkan-parpol-soal-berkas,news,
kabar gress,7-Sep-15,"Pendaftaran Diperpanjang, Jadwal Kampanye Dipangkas",http://kabargress.com/2015/09/07/pendaftaran-diperpanjang-jadwal-kampanye-dipangkas/,news,
suara publik,7-Sep-15,PDIP Surabaya Nyatakan Pandaftaran Paslon Rasiyo-Lucy Aman,http://suarapubliknews.net/politik/item/3767-pdip-surabaya-nyatakan-pandaftaran-paslon-rasiyo-lucy-aman,news,Rasiyo
suara publik,7-Sep-15,"Tak Sreg Dengan Paslon Rasiyo-Lucy, PAN Surabaya Bergolak",http://suarapubliknews.net/politik/item/3766-tak-sreg-dengan-paslon-rasiyo-lucy-pan-surabaya-bergolak,news,Rasiyo
surabaya kita,7-Sep-15,Rasiyo - Lucy Didaftarkan Besok,http://www.surabayakita.com/index.php?option=com_content&view=article&id=10316:rasiyo-lucy-didaftarkan-besok&catid=29:politik&Itemid=47,news,Rasiyo
surabaya news,7-Sep-15,Rekom DPP PAN dan Demokrat Sudah Turun untuk Rasiyo-Lucy,http://surabayanews.co.id/2015/09/07/35053/rekom-dpp-pan-dan-demokrat-sudah-turun-untuk-rasiyo-lucy.html,news,Rasiyo
kabar surabaya,7-Sep-15,KPU Surabaya Sosialisasikan Pembukaan Kembali Pendaftaran Pasangan Calon,http://kabarsurabaya.com/?p=3748,news,
kompas,7-Sep-15,"Besok, Ibas dan Zulkifli Hasan Antar Penantang Risma Mendaftar ke KPU Surabaya",http://nasional.kompas.com/read/2015/09/07/22195651/Besok.Ibas.dan.Zulkifli.Hasan.Antar.Penantang.Risma.Mendaftar.ke.KPU.Surabaya,news,Risma
antara jatim,7-Sep-15,Pimpinan Pusat PAN-Demokrat Kawal Pendaftaran Rasiyo-Lucy,http://www.antarajatim.com/lihat/berita/163953/pimpinan-pusat-pan-demokrat-kawal-pendaftaran-rasiyo-lucy,news,Rasiyo
antara jatim,7-Sep-15,Lucy Didukung Sahabat Sekolah Maju Pilkada Surabaya,http://www.antarajatim.com/lihat/berita/163970/lucy-didukung-sahabat-sekolah-maju-pilkada-surabaya,news,Lucy
antara jatim,7-Sep-15,Pengamat : Peluang Rasiyo-Lucy Maju Pilkada Surabaya Besar,http://www.antarajatim.com/lihat/berita/163963/pengamat--peluang-rasiyo-lucy-maju-pilkada-surabaya-besar,news,Rasiyo
antara jatim,7-Sep-15,KPU Sosialisasikan Pembukaan Pendaftaran Pasangan Cawali-Cawawali Surabaya,http://www.antarajatim.com/lihat/berita/163946/kpu-sosialisasikan-pembukaan-pendaftaran-pasangan-cawali-cawawali-surabaya,news,
antara jatim,7-Sep-15,Pimpinan Pusat PAN-Demokrat Kawal Pendaftaran Rasiyo-Lucy,http://www.antarajatim.com/lihat/berita/163953/pimpinan-pusat-pan-demokrat-kawal-pendaftaran-rasiyo-lucy,news,Rasiyo
antara jatim,8-Sep-15,PAN-Demokrat Optimsitis Rasiyo-Lucy Menangi Pilkada Surabaya,http://www.antarajatim.com/lihat/berita/164025/pan-demokrat-optimsitis-rasiyo-lucy-menangi-pilkada-surabaya,news,Rasiyo
antara jatim,8-Sep-15,Panwaslu Persoalkan Identitas Berbeda Cawawali Surabaya Lucy Kurniasari,http://www.antarajatim.com/lihat/berita/164020/panwaslu-persoalkan-identitas-berbeda-cawawali-surabaya-lucy-kurniasari,news,Lucy
antara jatim,8-Sep-15,Rasiyo-Lucy Daftar ke KPU Surabaya Naik Kereta Kelinci,http://www.antarajatim.com/lihat/berita/164016/rasiyo-lucy-daftar-ke-kpu-surabaya-naik-kereta-kelinci,news,Rasiyo
antara jatim,8-Sep-15,Golkar-PKB-Hanura Siap Daftarkan Syamsul-Warsito Maju Pilkada Surabaya,http://www.antarajatim.com/lihat/berita/164034/golkar-pkb-hanura-siap-daftarkan-syamsul-warsito-maju-pilkada-surabaya,news,
kabar gress,8-Sep-15,"Jika Terpilih, Rasiyo-Lucy Bakal Lanjutkan Pembangunan Tol Tengah Kota",http://kabargress.com/2015/09/08/jika-terpilih-rasiyo-lucy-bakal-lanjutkan-pembangunan-tol-tengah-kota/,news,Rasiyo
suara publik,8-Sep-15,Paslon Rasiyo-Lucy Masih Mungkin Tervonis TMS ,http://suarapubliknews.net/politik,news,Rasiyo
surabaya news,8-Sep-15,Parlemen Watch: Ada Dalang Dibalik Pencalonan Rasiyo-Lucy,http://surabayanews.co.id/2015/09/08/35219/parlemen-watch-ada-dalang-dibalik-pencalonan-rasiyo-lucy.html,news,Rasiyo
suara surabaya,8-Sep-15,"Sempat Gagal Pileg, Lucy: Saya Menang di Mahkamah Partai Lho","http://politik.suarasurabaya.net/news/2015/158636-Sempat-Gagal-Pileg,-Lucy:-Saya-Menang-di-Mahkamah-Partai-Lho",news,Lucy
suara surabaya,8-Sep-15,Pengamat: Peluang Rasiyo-Lucy Cukup Besar,http://politik.suarasurabaya.net/news/2015/158635-Pengamat:-Peluang-Rasiyo-Lucy-Cukup-Besar,news,Rasiyo
suara surabaya,8-Sep-15,Rasiyo-Lucy dan Petinggi Partai Daftar ke KPU Naik Odong-Odong,http://politik.suarasurabaya.net/news/2015/158638-Rasiyo-Lucy-dan-Petinggi-Partai-Daftar-ke-KPU-Naik-Odong-Odong,news,Rasiyo
suara surabaya,8-Sep-15,Mendagri : Demokrat dan PAN Penyelamat Pilwali Surabaya,http://politik.suarasurabaya.net/news/2015/158651-Mendagri-:-Demokrat-dan-PAN--Penyelamat-Pilwali-Surabaya,news,
suara surabaya,8-Sep-15,Watimpres Petakan Kerawanan Pilkada di Jatim,http://politik.suarasurabaya.net/news/2015/158650-Watimpres-Petakan-Kerawanan-Pilkada-di-Jatim,news,
suara surabaya,8-Sep-15,Bawaslu Ikut Awasi Proses Pendaftaran Bakal Pasangan Calon di KPU Surabaya,http://politik.suarasurabaya.net/news/2015/158645-Bawaslu-Ikut-Awasi-Proses-Pendaftaran-Bakal-Pasangan-Calon-di-KPU-Surabaya,news,
suara surabaya,8-Sep-15,Seniman Reog akan Sambut Kedatangan Rasiyo-Lucy,http://politik.suarasurabaya.net/news/2015/158658-Seniman-Reog-akan-Sambut-Kedatangan-Rasiyo-Lucy,news,Rasiyo
suara surabaya,8-Sep-15,300 Personel Siaga Amankan Pendaftaran Rasiyo-Lucy,http://kelanakota.suarasurabaya.net/news/2015/158656-300-Personel-Siaga-Amankan-Pendaftaran-Rasiyo-Lucy,news,Rasiyo
suara surabaya,8-Sep-15,Ijazah SMA Lucy Hilang?,http://politik.suarasurabaya.net/news/2015/158694-Ijazah-SMA-Lucy-Hilang?,news,Lucy
suara surabaya,8-Sep-15,Panwas Tidak Persoalkan Nama Lucy yang Juga Tertulis Lucie,http://politik.suarasurabaya.net/news/2015/158689-Panwas-Tidak-Persoalkan-Nama-Lucy-yang-Juga-Tertulis-Lucie,news,Lucy
suara surabaya,8-Sep-15,"Antar Langsung Rasiyo-Lucy, Zulkifli Hasan Yakinkan Rekom Asli","http://politik.suarasurabaya.net/news/2015/158663-Antar-Langsung-Rasiyo-Lucy,-Zulkifli-Hasan-Yakinkan-Rekom-Asli",news,Rasiyo
suara surabaya,8-Sep-15,Pengamat: Peluang Rasiyo-Lucy Cukup Besar,http://politik.suarasurabaya.net/news/2015/158635-Pengamat:-Peluang-Rasiyo-Lucy-Cukup-Besar,news,Rasiyo
suara surabaya,8-Sep-15,"Bang Zul: Risma Lawan Berat, Berharap Rasiyo-Lucy Jadi Alternatif Pilihan","http://politik.suarasurabaya.net/news/2015/158688-Bang-Zul:-Risma-Lawan-Berat,-Berharap-Rasiyo-Lucy-Jadi-Alternatif-Pilihan",news,Risma
suara surabaya,8-Sep-15,Koalisi Majapahit: Kehadiran Elit DPP Parpol Intervensi Penyelenggara Pilkada,http://politik.suarasurabaya.net/news/2015/158685-Koalisi-Majapahit:-Kehadiran-Elit-DPP-Parpol-Intervensi-Penyelenggara-Pilkada,news,
suara surabaya,8-Sep-15,Jurus Cantik Lucy Rebut Hati Warga Surabaya,http://politik.suarasurabaya.net/news/2015/158684-Jurus-Cantik-Lucy-Rebut-Hati-Warga-Surabaya,news,Lucy
suara surabaya,8-Sep-15,"Terlalu Bersemangat, KPU Nyatakan Berkas Rasiyo-Lucy Memenuhi Syarat","http://politik.suarasurabaya.net/news/2015/158675-Terlalu-Bersemangat,-KPU-Nyatakan-Berkas-Rasiyo-Lucy-Memenuhi-Syarat",news,Rasiyo
suara surabaya,8-Sep-15,"Demokrat Sesumbar, Coblosan Besok Pun Rasiyo-Lucy Siap Menang","http://politik.suarasurabaya.net/news/2015/158671-Demokrat-Sesumbar,-Coblosan-Besok-Pun-Rasiyo-Lucy-Siap-Menang",news,Rasiyo
detik com,8-Sep-15,"Siang ini, Zulkifli Hasan Antar Rasio-Lucy Daftar ke KPU Surabaya",http://news.detik.com/berita/3013123/siang-ini-zulkifli-hasan-antar-rasio-lucy-daftar-ke-kpu-surabaya,news,Lucy
detik com,8-Sep-15,Sekjen PD dan PAN Daftarkan Rasiyo-Lucy ke KPU Surabaya Hari Ini,http://news.detik.com/berita/3012702/sekjen-pd-dan-pan-daftarkan-rasiyo-lucy-ke-kpu-surabaya-hari-ini,news,Rasiyo
detik com,8-Sep-15,"PD Yakin Rasiyo-Lucy Bisa Lawan Risma-Wishnu di Surabaya, Ini Alasannya",http://news.detik.com/berita/3012769/pd-yakin-rasiyo-lucy-bisa-lawan-risma-wishnu-di-surabaya-ini-alasannya,news,Risma
detik com,8-Sep-15,"Cawawali Lucy Kurang 2 Persyaratan, Kesehatan dan Surat Tidak Pailit",http://news.detik.com/berita/3013593/cawawali-lucy-kurang-2-persyaratan-kesehatan-dan-surat-tidak-pailit,news,Lucy
detik com,8-Sep-15,"Antar Rasiyo-Lucy ke KPU Surabaya, Ketum PAN: Biar Rekomendasi Tidak Hilang",http://news.detik.com/berita/3013468/antar-rasiyo-lucy-ke-kpu-surabaya-ketum-pan-biar-rekomendasi-tidak-hilang,news,Rasiyo
detik com,8-Sep-15,"Rasiyo-Lucy Daftar, PDIP Acungi Jempol dan Apresiasi Keseriusan PD dan PAN",http://news.detik.com/berita/3013312/rasiyo-lucy-daftar-pdip-acungi-jempol-dan-apresiasi-keseriusan-pd-dan-pan,news,Rasiyo
pojok pitu,8-Sep-15,"Rasio - Lucy daftar, zulkifli bawa setempel",http://pojokpitu.com/baca.php?idurut=13945&&top=1&&ktg=&&keyrbk=Pilkada&&keyjdl=pilkada%20surabaya,news,Lucy
pojok pitu,8-Sep-15,"Rasiyo-Lucy, akan diantar petinggi partain dan diaraak kereta kelinci",http://pojokpitu.com/baca.php?idurut=13913&&top=1&&ktg=&&keyrbk=Pilkada&&keyjdl=lucy,news,Rasiyo
pojok pitu,8-Sep-15,Lucy yakin akan memenuhi syarat maju pilkada surabaya,http://pojokpitu.com/baca.php?idurut=13910&&top=1&&ktg=&&keyrbk=Pilkada&&keyjdl=lucy,news,Lucy
pojok pitu,8-Sep-15,"Marak atribut demokrat, Pendaftaran rasio-lucy akan diantar ibas",http://pojokpitu.com/baca.php?idurut=13921&&top=1&&ktg=&&keyrbk=Pilkada&&keyjdl=pilwali,news,Lucy
pojok pitu,8-Sep-15,kereta kelinci menunggu pasangan calon serasi,http://pojokpitu.com/baca.php?idurut=13933&&top=1&&ktg=&&keyrbk=Pilkada&&keyjdl=pilkada%20surabaya,news,
kompas,8-Sep-15,"Daftar Pilkada Surabaya, Rasiyo-Lucy Diarak dengan Kereta Kelinci",http://print.kompas.com/baca/2015/09/08/Daftar-Pilkada-Surabaya%2c-Rasiyo-Lucy-Diarak-dengan,news,Rasiyo
berita jatim,8-Sep-15,"Berangkat dari GOR Pancasila, Rasiyo-Lucy Naik Kereta Kelinci","http://beritajatim.com/politik_pemerintahan/247176/berangkat_dari_gor_pancasila,_rasiyo-lucy_naik_kereta_kelinci.html#.Ve6egvDqeM8",news,Rasiyo
berita jatim,8-Sep-15,Sidang MK Calon Tunggal Hari Ini Kembali Digelar,http://beritajatim.com/politik_pemerintahan/247147/sidang_mk_calon_tunggal_hari_ini_kembali_digelar.html#.Ve6ewfDqeM8,news,
berita jatim,8-Sep-15,Tol Tengah Kota Masuk Visi Misi Rasiyo-Lucy,http://beritajatim.com/politik_pemerintahan/247208/tol_tengah_kota_masuk_visi_misi_rasiyo-lucy.html#.Ve-eY_DqeM8,news,Rasiyo
berita jatim,8-Sep-15,Ini Peluang Rasiyo-Lucy Vs Risma-Whisnu,http://beritajatim.com/politik_pemerintahan/247206/ini_peluang_rasiyo-lucy_vs_risma-whisnu.html#.Ve-ervDqeM8,news,Risma
berita jatim,8-Sep-15,Berkas Pasangan Rasiyo - Lucy Masih Kurang,http://beritajatim.com/politik_pemerintahan/247198/berkas_pasangan_rasiyo_-_lucy_masih_kurang.html#.Ve-e4PDqeM8,news,Rasiyo
surabaya kita,8-Sep-15,"Rasiyo - Lucy Daftar Pilwali, Syarat Masih Kurang",http://www.surabayakita.com/index.php?option=com_content&view=category&layout=blog&id=29&Itemid=47,news,Rasiyo
lensa indonesia,8-Sep-15,"Naik kereta kelinci, Rasiyo-Lucy daftar ke KPU Surabaya",http://www.lensaindonesia.com/2015/09/08/naik-kereta-kelinci-rasiyo-lucy-daftar-ke-kpu-surabaya.html,news,Rasiyo
lensa indonesia,8-Sep-15,Ini syarat jadi Cawali versi KPU Surabaya,http://www.lensaindonesia.com/2015/09/08/ini-syarat-jadi-cawali-versi-kpu-surabaya.html,news,
sindo news,8-Sep-15,DPR Minta KPU-Bawaslu Cermati Ulang Verifikasi Paslon,http://nasional.sindonews.com/read/1041869/12/dpr-minta-kpu-bawaslu-cermati-ulang-verifikasi-paslon-1441677203,news,
jpnn,8-Sep-15,"Rasiyo-Lucy Mendaftar, Pilkada Surabaya Belum Tentu Digelar 9 Desember","http://www.jpnn.com/read/2015/09/08/325234/Rasiyo-Lucy-Mendaftar,-Pilkada-Surabaya-Belum-Tentu-Digelar-9-Desember-",news,Rasiyo
detik com,8-Sep-15,Hakim MK Tanya Penjelasan KPU Soal Pilkada Surabaya,http://news.detik.com/berita/3013421/hakim-mk-tanya-penjelasan-kpu-soal-pilkada-surabaya,news,
suara surabaya,9-Sep-15,"Satu Koalisi Baru Menguat, Syamsul-Warsito Daftar Besok?","http://politik.suarasurabaya.net/news/2015/158733-Satu-Koalisi-Baru-Menguat,-Syamsul-Warsito-Daftar-Besok?",news,
suara surabaya,9-Sep-15,Rekomendasi Golkar Kubu Agung Laksono untuk Syamsul-Warsito Sudah Turun,http://politik.suarasurabaya.net/news/2015/158768-Rekomendasi-Golkar-Kubu-Agung-Laksono-untuk-Syamsul-Warsito-Sudah-Turun,news,
suara surabaya,9-Sep-15,"Jalani Tes Kejiwaan, Lucy Dicecar 500 Pertanyaan","http://politik.suarasurabaya.net/news/2015/158748-Jalani-Tes-Kejiwaan,-Lucy-Dicecar-500-Pertanyaan",news,Lucy
suara surabaya,9-Sep-15,"Satu Koalisi Baru Menguat, Syamsul-Warsito Daftar Besok?","http://politik.suarasurabaya.net/news/2015/158733-Satu-Koalisi-Baru-Menguat,-Syamsul-Warsito-Daftar-Besok?",news,
pojok pitu,9-Sep-15,Pertarungan Rasio - Lucy Vs Risma- Wisnu Relatif berimbang,http://pojokpitu.com/baca.php?idurut=13991&&top=1&&ktg=Jatim&&keyrbk=Pilkada&&keyjdl=pertarungan%20pilkada%20surabaya,news,Risma
surabaya kita,9-Sep-15,Koalisi Baru Akan Mendaftar Pilwali ,http://www.surabayakita.com/index.php?option=com_content&view=article&id=10324:koalisi-baru-akan-mendaftar-pilwali-&catid=29:politik&Itemid=47,news,
surabaya kita,9-Sep-15,Ejaan Nama Lucy Akan Diteliti,http://www.surabayakita.com/index.php?option=com_content&view=article&id=10323:ejaan-nama-lucy-akan-diteliti&catid=29&Itemid=47,news,Lucy
jpnn,9-Sep-15,Ketum PAN Stempel Rekom Penantang Risma di Depan KPU,http://www.jpnn.com/read/2015/09/09/325389/Ketum-PAN-Stempel-Rekom-Penantang-Risma-di-Depan-KPU-,news,Risma
radar surabaya,9-Sep-15,"Buktikan Rekom Asli, Distempel Basah di Tempat",http://www.radarsby.com/radarsurabaya%20pdf/1.pdf,news,
kompas,9-Sep-15,Jebakan Pilkada Serentak,http://nasional.kompas.com/read/2015/09/09/15150091/Jebakan.Pilkada.Serentak,news,
kompas,9-Sep-15,Calon Penantang Risma-Wisnu Sasar Pinggiran Surabaya,http://regional.kompas.com/read/2015/09/09/15132651/Calon.Penantang.Risma-Wisnu.Sasar.Pinggiran.Surabaya,news,Risma
detik com,9-Sep-15,Penantang Risma-Whisnu Bertambah 1 Pasang?,http://news.detik.com/jawatimur/3014208/penantang-risma-whisnu-bertambah-1-pasang,news,Risma
antara jatim,9-Sep-15,Cawawali Surabaya Lucy Kurniasari Jalani Tes Kesehatan,http://www.antarajatim.com/lihat/berita/164095/cawawali-surabaya-lucy-kurniasari-jalani-tes-kesehatan,news,Lucy
