id,nama
1,MINAHASA
2,KOTA DEPOK
3,BARITO SELATAN
4,NIAS SELATAN
5,KOTA KENDARI
6,BARITO UTARA
7,RAJA AMPAT
8,SURABAYA
9,ACEH TAMIANG
10,KOTA MADIUN
11,SINJAI
12,BANTAENG
13,LABUHAN BATU
14,PRINGSEWU
15,CIREBON
16,KOTA KEDIRI
17,PALANGKARAYA
18,KOTA MANADO
19,KOTA TOMOHON
20,MOROWALI
