kategori,tanggal,judul,deskripsi,page_url,,,
PIMPINAN,29 Oktober 2010,DPR SANGAT BERDUKA,"MARZUKI ALIE: “Tidak ada niatan sedikitpun dari saya untuk menyakiti para warga Mentawai,atau korban bencana dimana pun karena kami juga sangat...",http://dpr.go.id/berita/detail/id/2075,,,
KOMISI VII,29 Oktober 2010,KOMISI VII DPR AKAN KUNJUNGI JAMBI,Komisi VII DPR RI pada reses Masa Persidangan I Tahun Sidang 2010-2011 akan melakukan kunjungan kerja selama tiga hari...,http://dpr.go.id/berita/detail/id/2074,,,
PIMPINAN,27 Oktober 2010,"DPR Minta AS Bangun Diplomasi ""People to People""",Ketua DPR Marzuki Alie mengharapkan kunjungan Presiden Obama ke Indonesia nanti dapat memberikan harapan besar demi terciptanya hubungan yang erat...,http://dpr.go.id/berita/detail/id/2073,,,
PIMPINAN,27 Oktober 2010,DPR RI SAHKAN 7 (TUJUH) RUU MENJADI UNDANG-UNDANG,Pada masa sidang ini (kurun 16 agustus s.d 26 Oktober 2010) DPR telah berhasil menyelesaikan 7 (tujuh) RUU menjadi UU...,http://dpr.go.id/berita/detail/id/2072,,,
KOMISI IV,26 Oktober 2010,RAPAT PARIPURNA DPR AKHIRNYA MENGESAHKAN RANCANGAN UNDANG-UNDANG TENTANG HOLTIKULTURA.,"Rapat Paripurna DPR-RI yang dipimpin oleh Priyo Budhi Santoso, Selasa (26/10) dengan salah satu agenda Laporan Ketua Komisi IV...",http://dpr.go.id/berita/detail/id/2071,,,
KOMISI IX,26 Oktober 2010,"KOMISI IX TINJAU KESEHATAN, TRANSMIGRASI DAN KETENAGAKERJAAN SUMATERA BARAT","Komisi IX DPR yang membidangi kesehatan, ketenagakerjaan dan transmigrasi akan melakukan Kunjungan Kerja (Kunker) pada Reses Masa Persidangan I...",http://dpr.go.id/berita/detail/id/2070,,,
LAIN-LAIN,26 Oktober 2010,Sekjen DPR-RI - Urgensi Pembangunan Rumah Dinas Anggota DPR sebagai Pejabat Negara,"Negara berkewajiban menyediakan fasilitas bagi pejabat negara, salah satunya berupa penyediaan fasilitas rumah dinas. Sejumlah aturan hukum telah menjadi dasar pembangunan...",http://dpr.go.id/berita/detail/id/2069,,,
PIMPINAN,22 Oktober 2010,KETUA DPR SETUJUI PERCEPATAN PEMBANGUNAN WILAYAH MADURA,"Ketua DPR RI, Marzuki Alie menyetujui adanya pembangunan di wilayah Madura. “Madura itu merupakan akses keluar dan masuk wilayah timur...",http://dpr.go.id/berita/detail/id/2068,,,
KOMISI VI,22 Oktober 2010,LKM PERMUDAH ASES MASYARAKAT MISKIN MENDAPATKAN PINJAMAN,"Dalam waktu dekat, masyarakat miskin atau berpenghasilan rendah dapat bernafas lega karena Komisi VI DPR RI akan membahas Rancangan...",http://dpr.go.id/berita/detail/id/2067,,,
KOMISI V,21 Oktober 2010,KEMENTERIAN PU DIMINTA BUAT DATA BASE,Komisi V DPR RI meminta Kementerian Pekerjaan Umum (PU) membuat data base yang lengkap dan akurat di semua bidang...,http://dpr.go.id/berita/detail/id/2066,,,
KOMISI II,21 Oktober 2010,KOMISI II KRITISI KINERJA KPU DAN BAWASLU,Sejumlah Anggota Komisi II DPR mengkritisi kinerja Komisi Pemilihan Umum (KPU) dan Badan Pengawas Pemilu (Bawaslu). Seringnya anggota Bawaslu...,http://dpr.go.id/berita/detail/id/2065,,,
KOMISI IV,21 Oktober 2010,KOMISI IV DPR PRIHATIN KONDISI PARA NELAYAN YANG MAKIN HARI MAKIN MENDERITA,Komisi IV DPR meminta kepada Kementerian Kelautan dan Perikanan agar segera menangani masalah para nelayan yang kehidupannya semakin hari semakin...,http://dpr.go.id/berita/detail/id/2064,,,
KOMISI IV,20 Oktober 2010,KOMISI IV DPR MEMINTA AGAR PEMERINTAH SEGERA MENANGANI MASALAH SAPI POTONG DAN SAPI PERAH,Komisi IV DPR merasa prihatin dengan terjadinya sapi betina produktif yang sedang hamil dan siap untuk dipotong. Demikian yang dikatakan...,http://dpr.go.id/berita/detail/id/2063,,,
KOMISI V,19 Oktober 2010,KOMISI V TANYAKAN SEJAUHMANA KEMENPERA MERESPON PROGRAM SESUAI UU,Komisi V DPR RI menanyakan sejauh mana Kementerian Perumahan Rakyat (Kemenpera) dalam merespon rencana program-program tahun anggaran 2011 sesuai dengan...,http://dpr.go.id/berita/detail/id/2062,,,
KOMISI X,19 Oktober 2010,RUU Benda Cagar Budaya Disetujui Jadi UU,Rapat Komisi X DPR pada Senin (18/10) malam yang hanya mengagendakan mendengarkan pendapat mini sembilan fraksi tentang Rancangan Undang-Undang (RUU)...,http://dpr.go.id/berita/detail/id/2061,,,
KOMISI I,18 Oktober 2010,"PEMBAHASAN ALUTSISTA BERJALAN ALOT, DPR TUNDA RABU MENDATANG","Rapat Kerja Komisi I DPR, Kementerian Pertahanan, Kementerian Keuangan dan Kepala Bappenas di skors hingga Rabu (20/10) mendatang. Penundaan...",http://dpr.go.id/berita/detail/id/2060,,,
KOMISI V,18 Oktober 2010,KEMENTERIAN PDT DIMINTA FOKUS DALAM MEMBUAT PROGRAM,Komisi V DPR RI minta Kementerian Pembangunan Daerah Tertinggal (KPDT) untuk lebih fokus dalam membuat program di kementeriannya. Komisi...,http://dpr.go.id/berita/detail/id/2059,,,
PIMPINAN,18 Oktober 2010,PERS MILIKI PERAN PENTING DALAM KEHIDUPAN DEMOKRASI,Kebebasan pers yang mulai dirasakan sejak tumbangnya orde baru harus terus dijaga dan dipelihara. Selain itu pers juga mempunyai peran...,http://dpr.go.id/berita/detail/id/2058,,,
KOMISI III,14 Oktober 2010,Komisi III DPR Setujui Timur Pradopo Jadi Kapolri,Komisi III DPR RI akhirnya secara aklamasi menyetujui Komjen Timur Pradopo menjadi Kapolri menggantikan Jenderal Pol Bambang Hendarso Danuri yang...,http://dpr.go.id/berita/detail/id/2057,,,
PIMPINAN,14 Oktober 2010,DPR DUKUNG KAMPANYE LINGKUNGAN GREENPEACE,"Wakil Ketua DPR Pramono Anung mengatakan, DPR mendukung bentuk kampanye Greenpeace internasional terkait program Global Climate Change. ""Prinsipnya DPR dan Greenpeace...",http://dpr.go.id/berita/detail/id/2056,,,
KOMISI VII,14 Oktober 2010,RUU Migas Diminta Tegas Soal DBH dari Produksi Migas,Rancangan Undang-undang (RUU) Migas diminta tegas dalam mengatur masalah Dana Bagi Hasil (DBH) dari produksi migas. Forum Konsultasi Daerah Penghasil...,http://dpr.go.id/berita/detail/id/2055,,,
KOMISI IX,14 Oktober 2010,KOMISI IX MINTA BADAN POM LAKUKAN PENGAWASAN KETAT,Komisi IX DPR meminta Badan Pengawasan Obat dan Makanan (Badan POM) melakukan pengawasan ketat terhadap produk-produk makanan yang dikonsumsi secara...,http://dpr.go.id/berita/detail/id/2054,,,
KOMISI III,14 Oktober 2010,Calon Kapolri Diminta Benahi Institusi Polri,"Anggota Komisi III DPR dari Fraksi Partai Hanura, Sarifuddin Suding meminta calon Kapolri, Komisaris Jenderal (Pol) Timur...",http://dpr.go.id/berita/detail/id/2053,,,
B.K.S.A.P.,13 Oktober 2010,Delegasi APA Apreasiasi Program MDGs Indonesia,"Anggota Delegasi sidang Parlemen Asia memberikan apresiasi positif terkait program Pemerintah Indonesia dalam mensukseskan Millenium Development Goals (MDG). ""Mereka menyambut...",http://dpr.go.id/berita/detail/id/2052,,,
B.K.S.A.P.,13 Oktober 2010,DELEGASI INDONESIA SERUKAN PERLUNYA KERJASAMA SKALA GLOBAL,"Pada Sidang Asian Parliamentary Assembly (APA) Sub Committee on Alleviating Poverty dan Executive Council, Delegasi Indonesia menyerukan perlunya kerjasama...",http://dpr.go.id/berita/detail/id/2051,,,
LAIN-LAIN,13 Oktober 2010,Pemerintah Prioritaskan Anggaran Diklat untuk UMKM,Anggota Badan Anggaran (Banggar) DPR RI Idris Laena mengungkapkan bahwa pemerintah telah sepakat untuk menggelontorkan dana sebesar Rp150 Miliar...,http://dpr.go.id/berita/detail/id/2049,,,
KOMISI VI,13 Oktober 2010,KOMISI VI INGINKAN PERAN DAN TUGAS PERWAKILAN PERDAGANGAN DI LUAR NEGERI DITINGKATKAN,Komisi VI DPR menginginkan lebih meningkatkan peran dan tugas Perwakilan Perdagangan di luar negeri sehingga produk Indonesia diminati dengan meningkatnya...,http://dpr.go.id/berita/detail/id/2048,,,
KOMISI IX,13 Oktober 2010,KOMISI IX APRESIASI YAYASAN THALASSAEMIA INDONESIA,Komisi IX DPR memberikan apresiasi terhadap Yayasan Thalassaemia Indonesia yang memiliki tugas mulia sebagai lembaga yang beruaya mengatasi permasalahan yang...,http://dpr.go.id/berita/detail/id/2047,,,
KOMISI VI,13 Oktober 2010,KOMISI VI MENGINGINKAN BKPM BERSINERGI DALAM KEGIATAN PROMOSI PRODUK INDONESIA DI LUAR NEGERI,Komisi Investasi dan Penanaman Modal DPR RI menginginkan penggunaan anggaran promosi di luar negeri lebih efektif. Badan Koordinasi Penanaman Modal...,http://dpr.go.id/berita/detail/id/2046,,,
PIMPINAN,13 Oktober 2010,Rusia Siap Danai Pembangunan PLTN,Pemerintah Rusia menginginkan peningkatan kerjasama dengan Indonesia di bidang energi khususnya pembangkit Listrik tenaga Nuklir (PLTN) maupun pembangkitnya. Hal tersebut...,http://dpr.go.id/berita/detail/id/2045,,,
KOMISI IX,12 Oktober 2010,APJATI BERI MASUKAN REVISI UU NOMOR 39 TAHUN 2004,Komisi IX DPR menerima masukan revisi Undang-undang Nomor 39 Tahun 2004 tentang Penempatan dan Perlindungan Tenaga Kerja Indonesia di...,http://dpr.go.id/berita/detail/id/2050,,,
KOMISI III,12 Oktober 2010,Komisi III DPR Bentuk tim Kecil Verifikasi Calon Kapolri Baru,"Ketua Komisi III Benny Kabur Harman mengatakan, Komisi III DPR akan membentuk tim kecil yang diwakili oleh Poksi-Poksi Komisi III...",http://dpr.go.id/berita/detail/id/2044,,,
KOMISI IX,12 Oktober 2010,FPKS Tidak Terima RUU Keperawatan Dibuang dari Prolegnas 2010,Fraksi PKS menyayangkan tidak masuknya RUU Keperawatan didalam Program Legislasi Nasional 2010. Demikian salah satu pendapat anggota komisi IX DPR...,http://dpr.go.id/berita/detail/id/2043,,,
PIMPINAN,12 Oktober 2010,Parlemen Indonesia Dorong Kaukus Parlemen Indonesia-Malaysia,"Wakil Ketua DPR Priyo Budi Santoso mengatakan, Parlemen Indonesia berencana akan membentuk kaukus parlemen yang menjembatani hubungan atar kedua...",http://dpr.go.id/berita/detail/id/2042,,,
PIMPINAN,12 Oktober 2010,PENGENTASAN KEMISKINAN DIBUTUHKAN STRATEGI EFEKTIF,"Masalah pengentasan kemiskinan di Indonesia bukan hanya menjadi tugas dan tanggung jawab pemerintah saja,tetapi juga parlemen dan masyarakat. Keterlibatan semua...",http://dpr.go.id/berita/detail/id/2041,,,
B.K.S.A.P.,12 Oktober 2010,KORUPSI DAN KEMISKINAN HARUS SEGERA DIBERANTAS,"Pemberantasan korupsi dan kemiskinan tentu menjadi persoalan penting di Asia yang perlu mendapat perhatian serius dari kita semua, dan...",http://dpr.go.id/berita/detail/id/2040,,,
B.K.S.A.P.,12 Oktober 2010,PRESIDEN APA HARAPKAN MUNCULNYA GAGASAN KERJASAMA BARU,Ketua DPR RI yang sekaligus sebagai Presiden Asian Parliamentary Assembly (APA) Marzuki Alie mengharapkan munculnya konsep-konsep dan gagasan...,http://dpr.go.id/berita/detail/id/2039,,,
B.K.S.A.P.,12 Oktober 2010,Kemauan Politik Dukung Pencapaian Target APA,"Sekjen Asian Parliamentary Assembly (APA) Hadi Nejad Hosseinian mengatakan, target APA dapat tercapai apabila ada kemauan politik, dan kontribusi...",http://dpr.go.id/berita/detail/id/2038,,,
B.K.S.A.P.,12 Oktober 2010,INDONESIA LUNCURKAN STRATEGI TRIPLE TRACK UNTUK DORONG PERTUMBUHAN EKONOMI,"Pemerintah Indonesia meluncurkan strategi “ triple track”, yakni pro pertumbuhan, pro pekerjaan dan pro kaum miskin guna mendorong pertumbuhan...",http://dpr.go.id/berita/detail/id/2037,,,
B.K.S.A.P.,12 Oktober 2010,Negara di Asia Harus Perkuat Program Proteksi Sosial,"Sekretariat Jenderal Asian Parliamentary Assembly (APA) Nejad Hosseinian mengatakan, negara-negara di Asia harus memperkuat program proteksi sosial. hal tersebut...",http://dpr.go.id/berita/detail/id/2036,,,
B.K.S.A.P.,12 Oktober 2010,PRIYO AJAK ANGGOTA APA TERUSKAN AGENDA PENGENTASAN KEMISKINAN YANG BELUM SELESAI,Wakil Ketua DPR RI Priyo Budi Santoso mengajak seluruh Anggota Asian Parliamentary Assembly (APA) melanjutkan Sub Komisi Pengentasan Kemiskinan untuk...,http://dpr.go.id/berita/detail/id/2035,,,
B.K.S.A.P.,12 Oktober 2010,APA HARUS AMBIL PERAN PENUHI HAK DASAR MASYARAKAT,"Ketua Sub Komite pemberantasan Kemiskinan di Asia Sidarto Danusubroto mengatakan, Forum Asia Parliamentary Assembly (APA) harus mengambil peran dalam...",http://dpr.go.id/berita/detail/id/2034,,,
B.K.S.A.P.,12 Oktober 2010,“-Prihatin Atas Bencana Alam Yang Melanda Sejumlah Negara APA”-,"Wakil ketua BKSAP DPR RI, Sidarto Danusubroto mengungkapkan keprihatinnya atas bencana alam yang melanda sejumlah negara-negara anggota APA (Asian...",http://dpr.go.id/berita/detail/id/2033,,,
KOMISI VII,11 Oktober 2010,"Sidak PLTGU Muara Tawar, Anggota DPR Jalan Kaki 3 km",Sekitar 12 Anggota Panitia Kerja (Panja) Hulu Listrik Komisi VII DPR dipaksa untuk berjalan kaki sejauh 3 km oleh warga...,http://dpr.go.id/berita/detail/id/2032,,,
KOMISI VII,11 Oktober 2010,Panja Hulu Listrik Minta PLN Cari Pasokan Gas,"Ketua Panitia Kerja (Panja) Hulu Listrik Komisi VII DPR, Effendi Simbolon (F-PDIP) meminta PLN untuk mencari pasokan gas guna memenuhi...",http://dpr.go.id/berita/detail/id/2031,,,
KOMISI III,11 Oktober 2010,"DPR Akan Naikan Anggaran Polri Maksimal Rp 1,5 T","Wakil Ketua Komisi III DPR dari Fraksi Golkar, Aziz Syamsudin mengatakan, Komisi III DPR akan menaikan anggaran Polri maksimal Rp...",http://dpr.go.id/berita/detail/id/2030,,,
BADAN ANGGARAN,11 Oktober 2010,UU No. 33 Tahun 2004 Rugikan Daerah Migas,Anggota Badan Anggaran (Banggar) DPR RI Idris Laena menilai daerah penghasil migas akan terus dirugikan jika pemerintah tetap menggunakan UU...,http://dpr.go.id/berita/detail/id/2029,,,
KOMISI II,11 Oktober 2010,PEMBATALAN PRESIDEN KE BELANDA DISESALKAN,Pembatalan kunjungan Presiden Susilo Bambang Yudhoyono ke Belanda disesalkan sejumlah Anggota Komisi II DPR. Hal itu terungkap dalam Rapat...,http://dpr.go.id/berita/detail/id/2028,,,
B.K.S.A.P.,08 Oktober 2010,DPR KEMBALI JADI TUAN RUMAH SIDANG APA,Untuk kesekian kalinya DPR RI kembali menjadi tuan rumah pelaksanaan Asian Parliamentary Assembly (APA) Executive Council Meeting dan Sub-Committee...,http://dpr.go.id/berita/detail/id/2027,,,
KOMISI VI,08 Oktober 2010,KOMISI VI SAMPAIKAN HASIL KINERJA,"Komisi VI DPR RI yang membidangi Perdagangan, Perindustrian, Investasi, Koperasi, UKM dan BUMN, serta Standarisasi Nasional menyampaikan hasil kinerja dalam...",http://dpr.go.id/berita/detail/id/2026,,,
PIMPINAN,07 Oktober 2010,INDONESIA MASIH BELAJAR BERDEMOKRASI,"Wakil Ketua DPR Pramono Anung mengatakan, Indonesia banyak belajar demokrasi dari Amerika Serikat. namun, masih terdapat kendala dari...",http://dpr.go.id/berita/detail/id/2025,,,
B.K.S.A.P.,07 Oktober 2010,THE SIXTH ASIA EUROPE PARLIAMENTARY PARTNERSHIP MEETING,"The Sixth Asia-Europe Parliamentary Partnership Meetings atau Sidang ASEP-VI telah berlangsung dari tanggal 26-28 September 2010 di Brussels,...",http://dpr.go.id/berita/detail/id/2024,,,
LAIN-LAIN,07 Oktober 2010,TKI MILIKI PERAN STRATEGIS DALAM PEMBANGUNAN,Ketua Fraksi Partai Demokrat M. Jafar Hafsah menilai Tenaga Kerja Indonesia (TKI) diluar negeri memiliki peran strategis dan andil...,http://dpr.go.id/berita/detail/id/2023,,,
KOMISI VI,06 Oktober 2010,FPG SIAP KAWAL UU LEMBAGA KEUANGAN MIKRO,"FPG menilai UU Keuangan Mikro sangat mendesak untuk segera di susun, Karena melalui UU tersebut diharapkan dapat menciptakan lapangan...",http://dpr.go.id/berita/detail/id/2021,,,
LAIN-LAIN,06 Oktober 2010,ARSIPARIS MABES TNI GALI INFORMASI DI ARDOK SETJEN DPR,Sekitar lima puluh orang Arsiparis Mabes TNI menggali informasi dalam bidang kearsipan dan dokumentasi di Bagian Arsip dan Dokumentasi...,http://dpr.go.id/berita/detail/id/2020,,,
PIMPINAN,06 Oktober 2010,TIMUR PRADOPO TEMUI PIMPINAN DPR,"Seluruh pimpinan DPR, Ketua DPR Marzuki Alie, serta empat wakil ketua, Priyo Budi Santoso, Pramono Anung, Taufik Kurniawan dan...",http://dpr.go.id/berita/detail/id/2019,,,
KOMISI VII,05 Oktober 2010,Tabung Gas Perlu Audit dan Verifikasi Menyeluruh,Kalangan anggota Komisi VII menilai tabung gas 3 kg yang beredar perlu dilakukan audit dan verifikasi tehnologi menyeluruh. Penilaian...,http://dpr.go.id/berita/detail/id/2022,,,
KOMISI V,05 Oktober 2010,"Terkait Kecelakaan di Stasiun Petarukan Pemalang, Komisi V DPR RI Mendesak Pemerintah Segera Mengaudit PT KAI","Komisi V juga mendesak pemerintah untuk segera melakukan re-inventarisasi terhadap semua kehandalan peralatan teknis PT. Kereta Api Indonesia (PT. KAI),...",http://dpr.go.id/berita/detail/id/2018,,,
PIMPINAN,05 Oktober 2010,Anis Matta Minta Pemerintah Klarifikasi Sikap Belanda,"Wakil Ketua DPR Anis Matta menilai Presiden seharusnya mengabaikan ancaman RMS di Belanda, karena dengan cara seperti itu dapat menguji...",http://dpr.go.id/berita/detail/id/2017,,,
PIMPINAN,05 Oktober 2010,DPR SAYANGKAN PEMBATALAN KUNJUNGAN SBY KE BELANDA,"Wakil Ketua DPR Pramono Anung menyayangkan pembatalan Presiden SBY ke Belanda, seharusnya kunjungan tersebut dapat menjadi momentum penting dan...",http://dpr.go.id/berita/detail/id/2016,,,
PIMPINAN,05 Oktober 2010,Ketua DPR Minta Penambahan Kuota Haji,Ketua DPR Marzuki Alie secara resmi meminta penambahan kuota haji untuk Indonesia kepada Ketua MA Arab Saudi Saleh...,http://dpr.go.id/berita/detail/id/2015,,,
LAIN-LAIN,05 Oktober 2010,DPR Setujui RUU Tindak Pidana Pencucian Uang,"Paripurna DPR menyetujui RUU Tindak Pidana Pencucian Uang menjadi Undang-Undang. Menurut Ketua Pansus RUU tindak pidana pencucian uang Harry Witjaksono,...",http://dpr.go.id/berita/detail/id/2014,,,
KOMISI III,05 Oktober 2010,DPR Setujui Calon Hakim Agung,Dewan Perwakilan Rakyat menyetujui dua nama calon Hakim Agung untuk ditetapkan menjadi Hakim Agung. Persetujuan tersebut...,http://dpr.go.id/berita/detail/id/2013,,,
PIMPINAN,05 Oktober 2010,PRESIDEN SAMPAIKAN USUL CALON KAPOLRI KEPADA DPR,Presiden RI Susilo Bambang Yudhoyono telah menyampaikan surat kepada DPR RI mengenai pemberhentian dan pengangkatan Kepala Kepolisian Republik...,http://dpr.go.id/berita/detail/id/2012,,,
KOMISI V,05 Oktober 2010,KOMISI V MINTA PENJELASAN MENHUB TERKAIT DUA KECELAKAAN KA,Komisi V DPR RI (Senin sore 4/10) meminta penjelasan Menteri Perhubungan terkait dua kecelakaan kereta api Argobromo dan Senja Utama...,http://dpr.go.id/berita/detail/id/2011,,,
KOMISI X,04 Oktober 2010,KOMISI X DAN PEMERINTAH SEPENDAPAT 3 OPSI KAJIAN PELAKSANAAN UN 2011,Komisi X melakukan evaluasi pelaksanaan Ujian Negara (UN) untuk menetapkan kebijakan UN 2011. Komisi bidang Pendidikan itu dan Pemerintah sependapat...,http://dpr.go.id/berita/detail/id/2010,,,
KOMISI II,04 Oktober 2010,ABDUL HAKAM NAJA MENGGANTIKAN TEGUH JUWARNO,Wakil Ketua DPR Priyo Budi Santoso memimpin pergantian Wakil Ketua Komisi II dari unsur fraksi Partai Amanat Nasional Abdul Hakam...,http://dpr.go.id/berita/detail/id/2009,,,
KOMISI I,01 Oktober 2010,PENANGANAN PREMANISME DIMULAI DARI HULU SAMPAI HILIR,"Maraknya premanisme akhir-akhir ini yang terjadi di beberapa daerah di wilayah Indonesia seperti Tarakan, Kendari, Makassar, bahkan yang baru saja...",http://dpr.go.id/berita/detail/id/2008,,,
LAIN-LAIN,01 Oktober 2010,BIAYA PEMBANGUNAN GEDUNG TURUN MENJADI RP 1.5 TRILIUN,"Ketua DPR Marzuki Alie mengatakan, berdasarkan hasil kajian ulang, maka biaya pembangunan gedung DPR mengalami penurunan dari Rp 1.8 Triliun...",http://dpr.go.id/berita/detail/id/2007,,,
KOMISI IX,9/30/2010,KOMISI IX DPR HENTIKAN RAPAT DENGAN JAMSOSTEK,"Komisi IX DPR menghentikan Rapat Dengar Pendapatnya dengan Direktur Utama PT. Jamsostek (Persero) Hotbonar Sinaga di Gedung DPR, Jakarta,...",http://dpr.go.id/berita/detail/id/2006,,,
B.K.S.A.P.,9/29/2010,AIPA Sepakat Dorong Solusi Damai Untuk Sengketa Perbatasan,"Jakarta, 27 September 2010 Asean-Inter Parliamentary Assembly (AIPA) sepakat mendorong penyelesaian damai atas berbagai perbedaan yang muncul di negara-negara ASEAN,...",http://dpr.go.id/berita/detail/id/2003,,,
LAIN-LAIN,9/29/2010,DPR Desak Pemerintah Audit Bank Mutiara,DPR Mendesak Pemerintah segera melakukan audit atas Bank Mutiara dengan membentuk tim terpadu dan menyusun matrik recovery disertai deadline waktu. Demikian...,http://dpr.go.id/berita/detail/id/2002,,,
KOMISI IX,9/29/2010,KOMISI IX SAMBUT BAIK PROGRAM JAMKESMEN PT. ASKES,Komisi IX DPR menyambut baik program Jaminan Pemeliharaan Kesehatan Menteri dan Pejabat Tertentu (Jamkesmen) PT. Askes yang disampaikan Direktur PT....,http://dpr.go.id/berita/detail/id/2001,,,
KOMISI V,9/29/2010,BMKG DIMINTA PRIORITASKAN SARANA DAN PRASARANA YANG RUSAK,Komisi V DPR RI meminta Badan Meteorologi Klimatologi dan Geofisika (BMKG) memprioritaskan anggaran tahun 2011 untuk sarana dan prasarana...,http://dpr.go.id/berita/detail/id/2000,,,
KOMISI III,9/28/2010,Komisi III DPR Pilih Dua Hakim Agung,Komisi III DPR DPR memilih Sri Murwahyuni dan Sofyan Sitompul sebagai Hakim Agung. Pemilihan kedua Calon Hakim Agung menjadi Hakim...,http://dpr.go.id/berita/detail/id/2005,,,
KOMISI III,9/28/2010,Anggota Komisi III DPR Minta Calon Hakim AgungTuntaskan Konflik Peradi dan KAI,"Anggota Komisi III DPR dari Fraksi Partai Demokrat, Ruhut Sitompul minta calon Hakim Agung untuk dapat menuntaskan konflik yang...",http://dpr.go.id/berita/detail/id/2004,,,
PANITIA KHUSUS,9/28/2010,AHMAD NIZAR SHIHAB (F-PD) DITETAPKAN PIMPIN PANSUS BPJS,Ahmad Nizar Shihab (F-PD) ditetapkan sebagai Ketua Panitia Khusus Rancangan Undang-undang tentang Badan Penyelenggara Jaminan Sosial (Pansus BPJS). Sebagai wakil ketua...,http://dpr.go.id/berita/detail/id/1999,,,
